,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展/上市日,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
11,洪涛转债,128013,2016-08-23,洪涛股份,2325,建筑,99.13,0.54%,-0.54%,3.68,-0.81%,9.7,0.80%,9.98,1.25,-63.10%,36.87,169%,3.34年,1.34年,26.10%,9.60%,12,3.89%,3.18%,3.75%,2.46%,2.09%,94.23,92.83,2.36,95.19,4.10%,36%,44%,16%,0,-0.79,0.79,AA,6.00%,80
12,光大转债,113011,2017-07-18,光大银行,601818,金融,113.5,-0.08%,0.36%,4.02,0.50%,188,0.60%,4.13,0.76,-2.70%,97.34,16.60%,3.97年,无权,14.20%,13.80%,300,-0.96%,-1.39%,-1.05%,无权,无权,无权,93.8,16.88,110.68,2.50%,18%,19%,16%,0.56,0.1,1.03,AAA,4.00%,27
13,骆驼转债,113012,2017-07-18,骆驼股份,601311,汽车,112.23,-0.39%,-1.99%,13.72,-3.38%,44,7.60%,13.44,2.09,2.10%,102.08,9.90%,3.99年,1.99年,4.40%,4.50%,5.1,-0.79%,-1.19%,-0.87%,-4.12%,-4.33%,93.14,91.23,21.32,112.56,-0.30%,34%,13%,16%,0.71,0.49,0.92,AA,4.60%,16
14,永东转债,128014,2017-07-18,永东股份,2753,石油天然气化工,103.837,0.81%,-0.25%,10.7,1.52%,7,2.00%,13.53,2.66,-20.90%,79.08,31.30%,4年20天,2年20天,9.40%,7.50%,3.4,2.16%,1.55%,2.04%,-0.15%,-0.45%,91.89,91.18,9.14,100.32,3.50%,60%,24%,17%,0.37,-0.63,1.39,AA-,5.60%,45
15,模塑转债,127004,2017-08-16,模塑科技,700,汽车,96.89,0.57%,-0.58%,3.83,-0.26%,11,1.30%,7.72,1.31,-50.40%,49.61,95.30%,4.18年,2.18年,25.90%,12.80%,8.2,4.28%,3.59%,4.14%,2.88%,2.58%,90.56,90.92,1.65,92.57,4.70%,53%,34%,17%,0.04,-0.9,0.98,AA,5.90%,69
16,久其转债,128015,2017-07-18,久其软件,2279,计算机及应用,103.4,-0.68%,0.23%,8.82,-2.11%,7.2,0.90%,12.86,3.19,-31.40%,68.58,50.80%,4.20年,2.20年,12.40%,8.50%,7.8,2.03%,1.47%,1.91%,-0.14%,-0.40%,90.76,89.85,5.53,95.38,8.40%,71%,33%,17%,0.21,-1.52,2.03,AA,5.60%,36
17,国君转债,113013,2017-07-24,国泰君安,601211,金融,116.11,0.13%,0.25%,18.91,0.69%,162,2.00%,19.8,1.47,-4.50%,95.51,21.60%,4.28年,无权,4.20%,4.10%,70,-1.32%,-1.74%,-1.41%,无权,无权,无权,93.17,17.85,111.02,4.60%,26%,25%,17%,0.54,-0.3,1.4,AAA,4.00%,27
18,雨虹转债,128016,2017-10-20,东方雨虹,2271,建筑,113.692,-0.18%,0.18%,21.09,0.00%,3.8,0.20%,22.63,4.3,-6.80%,93.19,22.00%,4.50年,2.50年,5.80%,5.40%,18.4,-0.68%,-1.10%,-0.77%,-3.65%,-3.86%,91.89,91.07,16.66,107.73,5.50%,51%,26%,16%,0.56,-0.66,1.82,AA+,4.40%,9
19,林洋转债,113014,2017-11-13,林洋能源,601222,能源电力,105.61,-0.18%,0.15%,5.63,-0.18%,27,0.90%,8.76,1.08,-35.70%,64.27,64.30%,4.58年,2.58年,30.20%,19.40%,30,1.07%,0.63%,0.98%,-0.81%,-1.04%,88.88,86.5,5.66,92.16,14.60%,83%,44%,16%,0.17,-2.52,3.12,AA,5.70%,18
20,金禾转债,128017,2017-11-27,金禾实业,2597,石油天然气化工,107.836,-0.70%,1.13%,17.67,1.20%,3.1,0.50%,23.32,2.62,-24.20%,75.77,42.30%,4.60年,2.60年,6.10%,4.60%,6,0.50%,0.08%,0.42%,-1.64%,-1.85%,89.44,87.37,9.67,97.04,11.10%,36%,36%,17%,0.35,-1.94,2.82,AA,5.30%,22
21,隆基转债,113015,2017-11-20,隆基股份,601012,能源电力,120.51,-0.65%,0.07%,25.13,-0.79%,36,1.10%,22.98,4.71,9.40%,109.36,10.20%,4.60年,2.60年,4.00%,4.40%,28,-1.94%,-2.34%,-2.02%,-5.54%,-5.73%,91.9,91.37,28.26,119.63,0.70%,47%,19%,16%,0.74,0.46,1.03,AA+,4.30%,13
22,小康转债,113016,2017-11-21,小康股份,601127,汽车,106.05,-1.00%,-0.23%,16.58,-1.89%,6.1,0.70%,17.2,3.15,-3.60%,96.4,10.00%,4.61年,2.61年,5.60%,5.40%,8.8,0.97%,0.53%,0.88%,-0.95%,-1.18%,91,90,19.8,109.81,-3.40%,40%,12%,16%,0.65,1.05,0.28,AA,4.70%,31
23,时达转债,128018,2017-12-04,新时达,2527,机械装备制造,106,3.32%,-3.47%,6.67,-2.06%,46,4.90%,11.83,1.45,-43.60%,56.38,88.00%,4.61年,2.61年,21.30%,12.00%,8.8,0.98%,0.54%,0.90%,-0.93%,-1.16%,88.31,85.67,4.65,90.33,17.40%,35%,41%,16%,0.07,-2.97,3.48,AA,5.90%,42
24,久立转2,128019,2017-12-01,久立特材,2318,石油天然气化工,112.63,0.29%,-0.21%,8.12,0.12%,6.8,0.60%,8.22,2.3,-1.20%,98.78,14.00%,4.62年,2.62年,15.20%,15.00%,10.4,-0.46%,-0.87%,-0.54%,-3.17%,-3.37%,90.85,89.7,22.06,111.76,0.80%,35%,19%,17%,0.67,0.18,1.15,AA,4.70%,13
25,嘉澳转债,113502,2017-11-27,嘉澳环保,603822,城市公用设施,100.42,0.31%,-0.12%,29.51,0.89%,4.9,2.70%,45.27,3.05,-34.80%,65.19,54.00%,4.62年,2.62年,8.50%,5.60%,1.9,2.62%,2.09%,2.51%,1.06%,0.82%,88.07,86.8,5.78,92.58,8.50%,58%,33%,17%,0.21,-1.58,2.08,AA-,6.00%,44
26,济川转债,110038,2017-11-29,济川药业,600566,医药,112.62,-0.34%,1.30%,34.04,2.22%,3.9,0.60%,40.04,5.57,-15.00%,85.01,32.50%,3.63年,1.63年,2.30%,1.90%,6.3,-0.96%,-1.40%,-1.05%,-5.61%,-5.76%,92.84,90.92,13.11,104.03,8.30%,35%,32%,15%,0.44,-1.39,2.36,AA,5.10%,11
27,水晶转债,128020,2017-12-12,水晶光电,2273,电子,110.5,0.36%,1.04%,14.09,2.62%,19,1.40%,16,3.37,-11.90%,88.06,25.50%,4.64年,2.64年,9.70%,8.50%,11.8,0.22%,-0.24%,0.13%,-2.65%,-2.82%,89.65,89.58,13.88,103.46,6.80%,52%,29%,16%,0.54,-1.11,2.25,AA,4.90%,15
28,生益转债,110040,2017-12-11,生益科技,600183,电子,118.96,3.20%,3.06%,12.95,8.19%,110,5.20%,11.62,4.63,11.40%,111.45,6.70%,4.66年,无权,6.60%,7.30%,18,-1.64%,-2.03%,-1.72%,无权,无权,无权,91.22,30.11,121.34,-2.00%,45%,18%,16%,0.76,1.03,0.52,AA+,4.20%,2
29,国祯转债,123002,2017-12-25,国祯环保,300388,城市公用设施,121.112,-0.34%,0.83%,10.32,0.58%,3.7,0.50%,8.72,2.77,18.30%,118.35,2.30%,4.66年,2.66年,10.30%,12.10%,5.8,-2.02%,-2.41%,-2.10%,-5.59%,-5.78%,91.5,90.86,36.08,126.94,-4.60%,51%,<2%,16%,0.84,1.62,0.13,AA,4.30%,9
30,兄弟转债,128021,2017-12-27,兄弟科技,2562,医药,114.9,1.59%,4.28%,6.01,7.32%,47,6.50%,5.35,2.49,12.30%,112.34,2.30%,4.67年,2.67年,12.00%,13.50%,6.4,-0.89%,-1.29%,-0.97%,-3.79%,-3.98%,91.29,90.54,31.33,121.87,-5.70%,68%,14%,16%,0.8,1.78,-0.08,AA,4.40%,20
31,众信转债,128022,2017-12-28,众信旅游,2707,旅游餐饮酒店,106.601,-1.40%,2.08%,8.09,2.15%,7.6,1.00%,10.99,3.04,-26.40%,73.61,44.80%,4.68年,2.68年,9.80%,7.20%,7,0.74%,0.33%,0.66%,-1.19%,-1.40%,88.92,86.77,9.12,95.89,11.20%,69%,39%,17%,0.32,-1.96,2.78,AA,5.40%,9
32,亚太转债,128023,2017-12-26,亚太股份,2284,汽车,96.388,0.27%,-0.01%,5.6,3.32%,9.7,1.00%,10.34,1.57,-45.80%,54.16,78.00%,4.69年,2.69年,24.20%,13.10%,10,3.48%,2.95%,3.37%,2.47%,2.24%,87.95,86.88,3.52,90.4,6.60%,37%,36%,17%,0.08,-1.25,1.43,AA,5.80%,36
33,宁行转债,128024,2018-01-12,宁波银行,2142,金融,119.201,0.69%,0.56%,20.18,1.77%,71,0.80%,18.01,1.71,12.00%,112.05,6.40%,4.69年,无权,7.10%,8.00%,75,-1.92%,-2.26%,-1.99%,无权,无权,无权,90.95,32.25,123.2,-3.20%,30%,15%,18%,0.71,1.42,0.07,AAA,4.00%,27
34,特一转债,128025,2017-12-28,特一药业,2728,医药,110.5,0.36%,0.57%,17.03,1.25%,7.9,2.10%,16.1,3.26,5.80%,105.78,4.50%,4.69年,2.69年,9.90%,10.50%,3.4,-0.04%,-0.45%,-0.12%,-2.43%,-2.63%,90.64,89.56,27.35,116.91,-5.50%,36%,10%,17%,0.75,1.58,0,AA-,4.60%,29
35,蓝思转债,123003,2018-01-17,蓝思科技,300433,电子,105.188,-0.29%,0.32%,8.3,0.85%,44,0.90%,16.08,2,-48.40%,51.62,104%,4.70年,2.70年,14.70%,7.60%,48,1.03%,0.62%,0.95%,-0.72%,-0.92%,89.79,88.21,3.13,91.35,15.20%,87%,56%,16%,0.04,-2.61,2.95,AA+,5.00%,33
36,众兴转债,128026,2018-01-03,众兴菌业,2772,农业,97.29,0.52%,-0.52%,7.79,0.00%,2.8,0.30%,11.64,1.15,-33.10%,66.92,45.40%,4.71年,2.71年,31.60%,21.20%,9.2,2.87%,2.42%,2.78%,2.16%,1.92%,87.68,84.95,7.01,91.96,5.80%,55%,26%,16%,0.22,-1.15,1.63,AA-,5.90%,42
37,泰晶转债,113503,2018-01-02,泰晶科技,603738,电子,105.06,-0.10%,1.69%,16.33,2.77%,2.9,1.30%,17.99,4.29,-9.20%,90.77,15.70%,4.72年,2.72年,8.30%,7.50%,2.2,1.57%,1.06%,1.46%,-0.55%,-0.78%,90.28,90.66,15.81,106.48,-1.30%,63%,17%,16%,0.57,0.47,0.68,AA,4.90%,31
38,崇达转债,128027,2018-01-22,崇达技术,2815,电子,118.438,0.37%,1.06%,16.43,1.86%,18,2.00%,15.09,4.96,8.90%,108.88,8.80%,4.72年,2.72年,5.70%,6.20%,7.8,-1.43%,-1.84%,-1.51%,-4.66%,-4.87%,91.17,90.54,29.03,119.58,-1.00%,63%,18%,16%,0.77,0.69,0.86,AA,4.50%,5
39,铁汉转债,123004,2018-01-26,铁汉生态,300197,城市公用设施,113.393,0.30%,-1.02%,4.32,-0.92%,3.5,0.60%,3.99,1.55,8.30%,108.27,4.70%,4.73年,2.73年,4.70%,5.10%,4.8,-0.59%,-0.99%,-0.67%,-3.27%,-3.47%,90.99,90.2,27.64,117.84,-3.80%,67%,<2%,15%,0.79,1.32,0.3,AA,4.40%,64
40,东财转债!,123006,2018-01-29,东方财富,300059,金融,160.5,0.43%,-0.12%,18.41,0.33%,918,25.60%,11.36,6.57,62.10%,162.06,-1.00%,4.73年,2.73年,2.30%,3.80%,22.3,-7.67%,-8.03%,-7.74%,-14.20%,-14.30%,91.15,91.74,75.41,167.15,-4.00%,58%,<2%,17%,0.97,1.84,0.17,AA,4.10%,33
41,赣锋转债,128028,2018-01-19,赣锋锂业,2460,有色金属,105.3,-0.55%,-0.29%,27.61,-4.33%,7.4,0.80%,42.58,6.53,-35.20%,64.84,62.40%,4.74年,2.74年,2.60%,1.70%,9.3,0.90%,0.51%,0.82%,-0.91%,-1.08%,87.61,85.12,6.53,91.66,14.90%,71%,41%,17%,0.19,-2.57,3.24,AA,5.60%,16
42,太阳转债,128029,2018-01-16,太阳纸业,2078,造纸包装印刷,108.03,-0.15%,0.34%,7.04,0.57%,2,0.20%,8.75,1.54,-19.50%,80.46,34.30%,3.74年,1.74年,6.60%,5.30%,12,0.07%,-0.35%,-0.02%,-3.24%,-3.39%,93.04,91.48,7.65,99.13,9.00%,37%,33%,16%,0.33,-1.42,2.16,AA+,4.70%,9
43,天康转债,128030,2018-01-29,天康生物,2100,农业,120.01,0.93%,-2.19%,8.88,-1.66%,65,5.40%,8.15,2.76,9.00%,108.96,10.10%,4.74年,2.74年,11.70%,12.70%,10,-1.32%,-1.80%,-1.42%,-5.07%,-5.27%,91.05,92.01,28.05,120.06,0.00%,30%,13%,16%,0.76,0.48,1.04,AA,4.50%,9
44,双环转债,128032,2018-01-25,双环传动,2472,机械装备制造,105.8,-0.08%,-0.08%,7.11,-0.56%,9.8,0.90%,9.99,1.48,-28.80%,71.17,48.70%,4.75年,2.75年,20.50%,14.60%,10,1.00%,0.57%,0.91%,-0.82%,-1.04%,88.63,86.58,7.85,94.43,12.00%,54%,36%,16%,0.28,-2.1,2.85,AA,5.40%,18
45,蒙电转债,110041,2018-01-09,内蒙华电,600863,能源电力,109,-0.75%,1.15%,2.82,0.71%,26,1.30%,2.92,1.55,-3.40%,96.58,12.90%,4.74年,2.74年,11.40%,11.00%,18.7,0.37%,-0.06%,0.29%,-1.81%,-2.03%,92.35,92.43,18.72,111.15,-1.90%,22%,16%,16%,0.57,1.03,0.15,AAA,4.00%,18
46,航电转债,110042,2018-01-15,中航电子,600372,航空航天,120.79,-0.68%,-0.45%,16.1,-1.53%,30,1.00%,14.23,3.98,13.10%,113.14,6.80%,4.75年,2.75年,8.50%,9.60%,24,-2.03%,-2.39%,-2.10%,-5.26%,-5.47%,92.23,91.48,31.92,123.39,-2.10%,35%,12%,16%,0.74,1.22,0.31,AAA,4.00%,18
47,吉视转债,113017,2018-01-15,吉视传媒,601929,传媒娱乐,110.03,-0.38%,-0.26%,2.87,-1.03%,57,3.30%,2.96,1.35,-3.00%,96.96,13.50%,4.75年,2.75年,17.50%,16.90%,15.6,0.05%,-0.35%,-0.03%,-2.24%,-2.43%,91.02,90.3,19.8,110.1,-0.10%,27%,17%,16%,0.62,0.49,0.76,AA+,4.40%,40
48,迪龙转债,128033,2018-01-29,雪迪龙,2658,城市公用设施,106.493,0.31%,-0.67%,8.5,-0.58%,3.7,0.70%,9.03,2.55,-5.90%,94.13,13.10%,4.75年,2.75年,10.10%,9.50%,5.2,0.75%,0.35%,0.67%,-1.13%,-1.33%,90.05,88.76,19.51,108.27,-1.60%,38%,15%,17%,0.62,0.62,0.63,AA,4.80%,53
49,道氏转债,123007,2018-01-26,道氏技术,300409,建筑,124.6,0.48%,-0.99%,18.78,-0.58%,6.4,1.60%,15.2,4.81,23.60%,123.55,0.80%,4.75年,2.75年,3.80%,4.70%,3.2,-2.26%,-2.70%,-2.35%,-6.20%,-6.41%,91.55,91.94,40.36,132.3,-5.80%,77%,<2%,16%,0.87,1.89,-0.05,AA-,4.30%,24
50,常熟转债!,113018,2018-02-06,常熟银行,601128,金融,125,-0.33%,0.19%,7.22,-0.14%,131,6.80%,5.76,1.4,25.30%,125.35,-0.30%,4.81年,无权,8.80%,11.00%,15.5,-2.73%,-3.08%,-2.80%,无权,无权,无权,90.83,39.41,130.24,-4.00%,42%,<2%,18%,0.96,1.84,0.16,AA+,4.00%,36
51,江银转债,128034,2018-02-14,江阴银行,2807,金融,113.8,0.22%,0.25%,6.14,0.66%,26,1.30%,5.67,1.07,8.30%,108.29,5.10%,4.83年,无权,15.80%,17.20%,17.6,-0.79%,-1.15%,-0.86%,无权,无权,无权,89.78,29.64,119.43,-4.70%,49%,11%,18%,0.72,1.59,-0.06,AA+,4.30%,53
52,无锡转债,110043,2018-03-14,无锡银行,600908,金融,108.44,0.77%,-0.37%,6.33,0.64%,12,0.40%,6.7,1.18,-5.50%,94.48,14.80%,4.84年,无权,25.60%,24.20%,30,-0.59%,-0.81%,-0.64%,无权,无权,无权,85.97,21.72,107.69,0.70%,47%,20%,18%,0.64,0.3,0.97,AA+,4.40%,49
53,大族转债,128035,2018-03-05,大族激光,2008,电子,108.7,-0.20%,0.73%,40.3,1.66%,25,1.00%,52.5,5.25,-23.20%,76.76,41.60%,4.86年,2.86年,5.30%,4.10%,23,-0.06%,-0.38%,-0.12%,-1.20%,-1.50%,91.29,87.01,10.62,97.63,11.30%,39%,35%,16%,0.32,-1.84,2.62,AA+,4.70%,16
54,玲珑转债,113019,2018-03-22,玲珑轮胎,601966,汽车,108.89,-0.28%,0.63%,16.83,0.78%,4.6,0.20%,18.84,2.14,-10.70%,89.33,21.90%,3.93年,1.93年,9.90%,8.80%,20,0.96%,0.35%,0.84%,-3.19%,-3.35%,92.72,95.07,11.37,106.44,2.30%,34%,22%,16%,0.45,-0.16,1.06,AA+,4.50%,22
55,康泰转债!,123008,2018-03-19,康泰生物,300601,医药,166.2,10.10%,-0.44%,52.28,9.99%,187,68.70%,31.23,21.22,67.40%,167.4,-0.70%,4.85年,2.85年,0.50%,0.90%,1.7,-8.15%,-8.50%,-8.22%,-14.40%,-14.50%,91.61,91.54,82.15,173.69,-4.30%,69%,<2%,16%,0.96,1.91,0.1,AA-,4.10%,11
56,艾华转债,113504,2018-03-23,艾华集团,603989,电子,112.6,0.90%,-1.69%,20.52,-1.25%,0.3,0.00%,21.73,4.4,-5.60%,94.43,19.20%,4.93年,2.93年,8.60%,8.20%,6.9,-0.33%,-0.73%,-0.41%,-2.76%,-2.96%,89.63,88.6,19.65,108.25,4.00%,40%,20%,16%,0.64,-0.5,1.79,AA,4.70%,5
57,杭电转债,113505,2018-03-27,杭电股份,603618,能源电力,106.19,-0.48%,-0.55%,6.55,-1.80%,9,1.10%,7.29,2.08,-10.20%,89.85,18.20%,4.94年,2.94年,17.30%,15.60%,7.8,1.25%,0.77%,1.15%,-0.89%,-1.09%,89.24,89.61,16.03,105.64,0.50%,72%,17%,16%,0.57,0.08,1.07,AA,4.90%,47
58,星源转债,123009,2018-04-10,星源材质,300568,汽车,115.85,-0.98%,1.08%,30.04,0.13%,2.2,0.40%,27.69,4.03,8.50%,108.49,6.80%,4.95年,2.95年,8.30%,9.00%,4.8,-1.00%,-1.38%,-1.08%,-3.72%,-3.90%,90.03,89.18,30.07,119.25,-2.80%,64%,15%,17%,0.77,1.06,0.49,AA,4.50%,13
59,长证转债,127005,2018-04-11,长江证券,783,金融,112.919,-0.51%,0.59%,7.07,0.14%,72,1.30%,7.45,1.49,-5.10%,94.9,19.00%,4.96年,无权,12.80%,12.10%,50,-0.59%,-0.95%,-0.66%,无权,无权,无权,90.62,20.46,111.08,1.70%,31%,22%,18%,0.56,0.27,0.85,AAA,4.00%,36
60,敖东转债,127006,2018-05-11,吉林敖东,623,医药,106.999,0.00%,0.33%,17.69,0.68%,7,0.30%,20.82,1,-15.00%,84.97,25.90%,4.96年,2.96年,11.70%,10.00%,24.1,0.27%,-0.05%,0.20%,-1.50%,-1.63%,88.95,87.28,13.9,101.18,5.70%,31%,26%,16%,0.48,-0.77,1.76,AA+,4.50%,36
61,岩土转债,128037,2018-04-25,中化岩土,2542,建筑,100.178,0.49%,-0.49%,5.48,0.00%,7,1.20%,8.03,2.75,-31.80%,68.24,46.80%,4.97年,2.97年,6.00%,4.10%,6,2.46%,1.97%,2.36%,0.99%,0.78%,87.48,86.91,6.42,93.33,7.30%,55%,28%,16%,0.25,-1.37,1.95,AA,5.50%,73
62,利欧转债,128038,2018-04-19,利欧股份,2131,传媒娱乐,117.55,-1.51%,1.11%,2.03,-0.49%,27,7.70%,1.72,1.35,18.00%,118.02,-0.40%,4.99年,2.99年,2.30%,2.70%,2.9,-0.66%,-1.15%,-0.76%,-4.04%,-4.23%,90.4,92.35,35.49,127.84,-8.00%,80%,<2%,16%,0.82,2.36,-0.53,AA,4.40%,84
63,金农转债,128036,2018-04-02,金新农,2548,农业,113.21,-0.56%,-2.01%,10.08,-3.45%,18,2.90%,9.62,2.64,4.80%,104.78,8.00%,4.95年,2.95年,14.30%,14.90%,5.5,-0.42%,-0.83%,-0.50%,-2.89%,-3.09%,89.89,89,27.68,116.68,-3.00%,39%,<2%,17%,0.75,0.98,0.53,AA-,4.60%,51
64,鼎信转债,113506,2018-05-14,鼎信通讯,603421,能源电力,139.94,4.97%,0.28%,30.93,5.71%,119,48.50%,21.65,5.98,42.90%,142.86,-2.00%,5年15天,3年15天,1.30%,1.80%,1.8,-4.64%,-4.99%,-4.71%,-9.09%,-9.26%,90.8,90.42,59.52,149.94,-6.70%,52%,<2%,16%,0.92,2.29,-0.3,AA,4.20%,29
65,天马转债,113507,2018-05-07,天马科技,603668,农业,130.02,3.11%,-0.68%,9.7,2.75%,34,11.40%,7.37,3.25,31.60%,131.61,-1.20%,5年18天,3年18天,8.00%,10.50%,2.3,-2.74%,-3.19%,-2.83%,-6.83%,-7.03%,90.8,92.03,48.69,140.72,-7.60%,54%,<2%,17%,0.88,2.35,-0.42,AA-,4.30%,35
66,新凤转债,113508,2018-05-16,新凤鸣,603225,服装纺织,106.6,-0.44%,-0.77%,20.79,-2.21%,9.7,0.40%,23.74,2.26,-12.40%,87.57,21.70%,5年29天,3年29天,12.10%,10.60%,21.5,1.19%,0.72%,1.10%,-0.88%,-1.10%,88.83,89.12,15.28,104.4,2.10%,49%,19%,16%,0.55,-0.26,1.36,AA,4.90%,31
67,新泉转债,113509,2018-06-22,新泉股份,603179,汽车,106.85,0.80%,-0.16%,17.58,1.09%,2.4,0.50%,19.38,2.62,-9.30%,90.71,17.80%,5.19年,3.19年,11.20%,10.20%,4.5,0.77%,0.37%,0.69%,-0.93%,-1.13%,88.6,87.45,19.2,106.65,0.20%,55%,18%,17%,0.59,0.16,1.02,AA,4.80%,27
68,三力转债,128039,2018-06-29,三 力 士,2224,机械装备制造,114.66,-0.63%,0.02%,6.68,-0.74%,3.4,0.60%,5.84,2.51,14.40%,114.38,0.20%,5.20年,3.20年,10.70%,12.20%,4.7,-0.70%,-1.07%,-0.78%,-3.07%,-3.25%,89.39,88.58,36.12,124.7,-8.00%,38%,<2%,17%,0.82,2.26,-0.46,AA-,4.40%,29
69,华通转债,128040,2018-07-13,华通医药,2758,医药,104.982,0.73%,-0.09%,10.55,1.05%,2.9,1.20%,11.45,3.45,-7.90%,92.14,13.90%,5.21年,3.21年,10.10%,9.30%,2.2,1.50%,1.03%,1.41%,-0.34%,-0.56%,88.24,88.42,20.31,108.74,-3.50%,76%,14%,18%,0.61,0.81,0.43,AA-,5.00%,53
70,再升转债,113510,2018-07-13,再升科技,603601,城市公用设施,103.15,-0.15%,0.61%,8.91,1.37%,3.5,3.00%,11.32,3.83,-21.30%,78.71,31.10%,5.23年,1.23年,2.40%,1.90%,1.1,1.85%,1.37%,1.75%,-1.38%,-1.55%,93.69,85.46,14.36,99.81,3.30%,67%,25%,17%,0.33,-0.52,1.19,AA-,5.70%,35
