,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,CP/B,股价/转股价,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
36,中宠转债,128054,2019-03-14,中宠股份,2891,农业,104.202,0.10%,0.97%,32.45,1.79%,0.4,0.20%,37.97,4.73,-14.50%,85.46,21.90%,3月23天,5.80年,3.80年,6.00%,5.10%,1.9,1.84%,1.35%,1.74%,-0.07%,-0.26%,85.18,86.65,14.61,101.26,2.90%,48%,22%,16%,0.6,-0.71,1.95,A+,5.20%,20
37,尚荣转债,128053,2019-03-07,尚荣医疗,2551,医药,113.77,0.24%,1.05%,6.07,1.51%,125,14.60%,4.94,1.49,22.90%,122.87,-7.40%,3月21天,5.79年,3.79年,17.50%,21.50%,7.5,0.23%,-0.24%,0.14%,-2.31%,-2.49%,88.06,90.84,40.38,131.22,-13.30%,42%,<2%,16%,0.86,3.76,-1.56,AA,4.30%,65
38,维格转债,113527,2019-02-19,维格娜丝,603518,服装纺织,101.68,0.18%,-4.12%,14.19,-6.46%,14,1.80%,14.96,1.11,-5.10%,94.85,7.20%,3月0天,5.74年,3.74年,29.20%,27.70%,7.5,3.10%,2.45%,2.97%,0.59%,0.39%,86.88,92.84,19.32,112.15,-9.30%,39%,<2%,18%,0.61,2.15,-0.74,AA,4.80%,48
39,联泰转债,113526,2019-02-18,联泰环保,603797,城市公用设施,111.6,2.16%,1.84%,14.29,4.92%,2.2,0.50%,12.31,2.37,16.10%,116.08,-3.90%,2月29天,5.73年,3.73年,12.80%,14.90%,3.9,-0.08%,-0.44%,-0.15%,-1.90%,-2.08%,87.79,87.31,38.42,125.72,-11.20%,49%,<2%,18%,0.81,3.1,-1.14,AA,4.40%,19
40,平银转债,127010,2019-02-18,平安银行,1,金融,120.071,-0.56%,-0.75%,13.85,-1.77%,256,0.80%,11.77,0.89,17.70%,117.67,2.00%,2月25天,5.73年,无权,10.90%,12.90%,260,-0.31%,-0.86%,-0.42%,无权,无权,无权,94.79,34.81,129.6,-7.40%,30%,<2%,16%,0.74,2.4,-0.71,AAA,4.00%,58
41,冰轮转债,127009,2019-02-21,冰轮环境,811,机械装备制造,133.65,-0.85%,-0.59%,9.05,-1.52%,45,6.60%,5.52,1.2,63.90%,163.95,-18.50%,2月18天,5.71年,3.71年,8.60%,14.10%,5.1,-2.60%,-3.05%,-2.69%,-6.37%,-6.54%,88.95,92.03,77.83,169.86,-21.30%,45%,<2%,17%,0.95,6.49,-3.22,AA,4.10%,29
42,凯龙转债,128052,2019-01-21,凯龙股份,2783,石油天然气化工,181,0.00%,1.87%,15.95,1.92%,803,134%,6.97,1.6,129%,228.84,-20.90%,57天,5.64年,3.64年,6.20%,14.20%,3.3,-7.78%,-8.20%,-7.86%,-13.10%,-13.20%,89.57,92.76,141.09,233.85,-22.60%,79%,<2%,17%,0.98,7.06,-3.51,AA,4.00%,36
43,溢利转债,123018,2019-01-23,溢多利,300381,医药,107.05,0.24%,-0.41%,9.31,-0.21%,12,1.60%,8.41,1.69,10.70%,110.7,-3.30%,56天,5.64年,3.64年,17.60%,19.40%,6.7,1.35%,0.86%,1.25%,-0.81%,-1.01%,87.9,90.33,31.12,121.45,-11.90%,77%,<2%,17%,0.8,3.1,-1.17,AA-,4.50%,36
44,佳都转债,110050,2019-01-21,佳都科技,600728,计算机及应用,123.67,2.39%,5.83%,10.61,9.16%,261,24.30%,7.95,3.72,33.50%,133.46,-7.30%,55天,5.64年,3.64年,5.10%,6.80%,8.8,-1.41%,-1.86%,-1.50%,-4.54%,-4.72%,88.89,91.03,49.58,140.61,-12.00%,70%,<2%,16%,0.9,3.55,-1.34,AA,4.20%,25
45,海尔转债,110049,2019-01-18,青岛海尔,600690,家电,121.77,2.74%,-0.32%,17.18,3.06%,31,0.90%,14.55,2.52,18.10%,118.08,3.10%,55天,5.63年,3.63年,2.80%,3.20%,30.1,-1.82%,-2.13%,-1.88%,-4.22%,-4.38%,89.27,88.53,37.73,126.26,-3.60%,32%,<2%,16%,0.79,1.59,0.07,AAA,4.00%,23
46,台华转债,113525,2019-01-11,台华新材,603055,服装纺织,106.23,0.20%,-0.20%,10.9,0.00%,8.3,1.50%,11.56,2.53,-5.70%,94.29,12.70%,51天,5.63年,3.63年,8.90%,8.40%,5.3,1.49%,1.00%,1.39%,-0.61%,-0.81%,87.26,89.35,19.57,108.92,-2.50%,46%,15%,17%,0.64,0.66,0.63,AA,4.70%,7
47,奇精转债,113524,2019-01-07,奇精机械,603677,家电,105.11,-1.78%,-0.58%,15.54,-3.30%,8.4,2.40%,14.76,2.94,5.30%,105.28,-0.20%,50天,5.62年,3.62年,10.80%,11.40%,3.3,2.16%,1.58%,2.05%,-0.33%,-0.53%,87.77,92.44,26.5,118.94,-11.60%,60%,<2%,18%,0.71,2.92,-1.17,AA,4.60%,51
48,光华转债,128051,2019-01-09,光华科技,2741,汽车,99.498,-0.49%,-0.27%,13.8,-1.50%,3.1,1.30%,17.03,5.28,-19.00%,81.03,22.80%,50天,5.62年,3.62年,4.80%,3.90%,2.5,2.83%,2.30%,2.72%,1.27%,1.05%,86.22,87.68,12.29,99.97,-0.50%,37%,17%,17%,0.51,-0.02,1.05,AA-,5.20%,23
49,钧达转债,128050,2018-12-27,钧达股份,2865,汽车,102.02,0.31%,-0.26%,19.2,0.10%,1.9,0.60%,21.74,3.05,-11.70%,88.32,15.50%,44天,5.61年,3.61年,13.70%,12.10%,3.2,3.63%,2.88%,3.48%,0.63%,0.40%,86.45,93.95,14.75,108.7,-6.10%,65%,11%,18%,0.52,1.17,-0.07,AA-,5.20%,71
50,伟明转债,113523,2018-12-26,伟明环保,603568,城市公用设施,114.36,0.79%,-2.74%,27.78,-2.36%,5.8,0.80%,23.92,5.22,16.10%,116.14,-1.50%,44天,5.61年,3.61年,3.50%,4.10%,6.7,0.15%,-0.34%,0.05%,-2.55%,-2.74%,88.52,91.21,34.31,125.52,-8.90%,43%,<2%,16%,0.83,2.5,-0.64,AA,4.30%,23
51,福能转债,110048,2018-12-28,福能股份,600483,能源电力,111.27,0.97%,-0.74%,8.95,0.34%,30,1.00%,8.69,1.18,3.00%,102.99,8.00%,44天,5.60年,3.60年,20.40%,21.00%,28.3,0.49%,0.03%,0.40%,-1.84%,-2.03%,88.69,90.67,24.25,114.93,-3.20%,29%,11%,16%,0.7,1.15,0.28,AA+,4.30%,12
52,华源转债,128049,2018-12-20,华源控股,2787,造纸包装印刷,106.888,1.13%,1.47%,8.05,3.47%,2.8,0.70%,7.57,1.62,6.30%,106.34,0.50%,33天,5.58年,3.58年,16.00%,17.00%,4,1.46%,0.95%,1.36%,-0.73%,-0.93%,87.99,90.36,28.67,119.03,-10.20%,75%,<2%,18%,0.75,2.55,-0.82,AA-,4.60%,55
53,旭升转债,113522,2018-12-11,旭升股份,603305,汽车,102.62,-0.37%,2.40%,25.77,4.00%,4.9,1.10%,29.86,8.27,-13.70%,86.3,18.90%,27天,5.56年,3.56年,4.10%,3.50%,4.2,2.95%,2.30%,2.82%,0.31%,0.11%,86.75,92.26,12.31,104.57,-1.90%,63%,18%,16%,0.51,0.38,0.65,AA,5.00%,19
54,山鹰转债,110047,2018-12-10,山鹰纸业,600567,造纸包装印刷,110.04,1.56%,-0.97%,3.59,0.84%,57,2.30%,3.34,1.15,7.50%,107.49,2.40%,26天,5.56年,3.56年,14.00%,15.00%,23,1.37%,0.78%,1.25%,-1.56%,-1.75%,88.89,94.18,25.52,119.69,-8.10%,29%,<2%,16%,0.7,2.28,-0.69,AA+,4.30%,68
55,寒锐转债,123017,2018-12-24,寒锐钴业,300618,有色金属,102.7,0.00%,0.03%,70.38,0.04%,7.7,1.70%,81.49,9.27,-13.60%,86.37,18.90%,25天,5.56年,3.56年,3.30%,2.80%,4.4,1.45%,1.07%,1.37%,0.24%,0.05%,86.47,85.07,15.67,100.74,1.90%,77%,20%,16%,0.59,-0.31,1.5,AA-,5.00%,39
56,圆通转债,110046,2018-12-18,圆通速递,600233,交通运输,120.3,0.07%,-1.10%,13.31,-1.26%,34,0.80%,10.89,2.75,22.20%,122.22,-1.60%,25天,5.56年,3.56年,9.70%,11.80%,36.5,-0.73%,-1.22%,-0.83%,-3.85%,-4.05%,89.54,92.52,38.58,131.09,-8.20%,60%,<2%,16%,0.82,2.56,-0.7,AA+,4.20%,36
57,桐昆转债,113020,2018-12-12,XD桐昆股,601233,服装纺织,125.45,4.53%,1.43%,16.39,6.84%,58,1.20%,12.51,1.44,31.00%,131.02,-4.20%,22天,5.55年,3.55年,12.70%,16.70%,38,-1.88%,-2.29%,-1.96%,-5.05%,-5.22%,89.24,90.71,47.45,138.15,-9.20%,48%,<2%,16%,0.87,2.88,-0.86,AA+,4.10%,33
58,特发转债,127008,2018-12-25,特发信息,70,通信互联网,188.2,2.67%,-0.54%,14.58,2.17%,505,64.40%,6.78,1.9,115%,215.04,-12.50%,21天,4.55年,2.55年,4.60%,9.90%,4.2,-10.30%,-10.70%,-10.40%,-13.60%,-13.60%,91.9,93.38,124.97,218.34,-13.80%,60%,<2%,17%,0.98,4.32,-1.76,AA,4.00%,48
59,科森转债,113521,2018-12-07,科森科技,603626,通信互联网,108.14,0.93%,0.23%,9.7,1.57%,13,1.90%,8.95,2.09,8.40%,108.38,-0.20%,21天,5.55年,3.55年,15.10%,16.40%,6.1,1.25%,0.74%,1.15%,-1.05%,-1.26%,88.47,91.04,29.77,120.81,-10.50%,63%,<2%,18%,0.74,2.75,-0.99,AA,4.50%,65
60,张行转债,128048,2018-11-29,张家港行,2839,金融,111.704,2.00%,-1.46%,6.49,0.78%,21,0.80%,6.06,1.12,7.10%,107.1,4.30%,15天,5.54年,无权,21.30%,22.80%,25,0.42%,-0.04%,0.33%,无权,无权,无权,90.96,28.63,119.58,-6.60%,56%,<2%,18%,0.7,1.97,-0.42,AA+,4.30%,33
61,百合转债,113520,2018-11-26,梦百合,603313,其他,123.78,-5.51%,-2.36%,24.29,-8.89%,14,2.10%,19.03,2.66,27.60%,127.64,-3.00%,13天,5.52年,3.52年,8.70%,11.10%,5.1,-1.24%,-1.73%,-1.34%,-4.65%,-4.84%,89.27,92.21,43.67,135.88,-8.90%,42%,<2%,16%,0.89,2.61,-0.63,AA-,4.30%,17
62,洲明转债,123016,2018-12-03,洲明科技,300232,电子,131.52,1.95%,-0.82%,13.02,1.24%,11,1.60%,9.45,3.13,37.80%,137.78,-4.50%,12天,5.52年,3.52年,5.50%,7.60%,5.5,-2.33%,-2.81%,-2.42%,-6.16%,-6.36%,89.73,92.65,52.5,145.15,-9.40%,69%,<2%,16%,0.91,2.86,-0.78,AA-,4.20%,17
63,长久转债,113519,2018-11-30,长久物流,603569,交通运输,110.49,-0.56%,-3.00%,12.9,-4.94%,5,0.60%,11.99,2.77,7.60%,107.59,2.70%,12天,5.52年,3.52年,9.70%,10.40%,7,1.63%,0.98%,1.50%,-1.62%,-1.83%,88.5,94.78,26.07,120.84,-8.60%,52%,<2%,17%,0.72,2.19,-0.57,AA,4.60%,20
64,光电转债,128047,2018-12-07,中航光电,2179,机械装备制造,113.235,0.10%,-1.17%,41.6,-1.49%,3.4,0.20%,40.26,5.25,3.30%,103.33,9.60%,8天,5.52年,3.52年,4.00%,4.10%,13,-0.53%,-0.87%,-0.60%,-2.43%,-2.61%,88.8,87.64,26.21,113.85,-0.50%,34%,14%,16%,0.72,0.67,0.77,AA+,4.30%,9
65,利尔转债,128046,2018-11-09,利尔化学,2258,石油天然气化工,105.801,2.12%,-0.06%,15.48,4.03%,9.3,1.00%,18.62,3.34,-16.90%,83.14,27.30%,转股中,5.46年,3.46年,10.50%,8.70%,8.5,1.29%,0.83%,1.20%,-0.53%,-0.73%,87.18,87.36,12.53,99.89,5.90%,41%,25%,16%,0.51,-1.06,2.15,AA,5.00%,13
66,顾家转债,113518,2018-10-09,顾家家居,603816,其他,108.65,-0.32%,-0.39%,49.68,-1.09%,2.8,0.20%,52.2,4.77,-4.80%,95.17,14.20%,转股中,5.37年,3.37年,5.10%,4.90%,11,1.13%,0.62%,1.03%,-1.30%,-1.50%,88.38,90.53,18.47,109,-0.30%,39%,16%,16%,0.65,0.25,1.04,AA,4.70%,9
67,机电转债,128045,2018-09-14,中航机电,2013,航空航天,111.79,1.23%,-0.66%,7.43,0.95%,7.6,0.30%,7.66,3.06,-3.00%,97,15.30%,转股中,5.32年,3.32年,7.80%,7.60%,21,-0.31%,-0.65%,-0.38%,-2.20%,-2.39%,90.36,89.61,20.13,109.75,1.90%,55%,19%,16%,0.61,0.27,0.95,AAA,4.00%,14
68,岭南转债,128044,2018-09-04,岭南股份,2717,城市公用设施,102.7,0.02%,-0.85%,8.23,-1.32%,5.9,0.90%,8.96,2.09,-8.10%,91.85,11.80%,转股中,5.29年,3.29年,7.80%,7.20%,6.6,1.70%,1.27%,1.62%,0.26%,0.05%,88.38,88.12,17.37,105.49,-2.60%,66%,13%,16%,0.62,0.74,0.53,AA,4.80%,38
69,蓝盾转债!,123015,2018-09-13,蓝盾股份,300297,计算机及应用,119.488,1.26%,-0.68%,6.98,0.58%,5.7,4.70%,5.82,1.52,19.90%,119.93,-0.40%,转股中,5.29年,3.29年,1.20%,1.40%,1,-1.02%,-1.47%,-1.11%,-4.03%,-4.23%,90.79,92.48,27.45,119.93,-0.40%,37%,<2%,16%,1,1.08,0.93,AA,4.00%,29
