,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,CP/B,股价/转股价,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
11,大丰转债,113530,2019-04-18,大丰实业,603081,建筑,98.09,-0.65%,-2.72%,12.33,-10.00%,17,2.80%,16.88,3.83,-27.00%,73.05,34.30%,4月28天,5.89年,3.89年,12.70%,9.30%,6.3,3.84%,3.18%,3.71%,1.45%,1.25%,84.36,90.39,6.9,97.29,0.80%,54%,13%,16%,0.34,-0.28,0.96,AA,5.30%,26
12,中装转债,128060,2019-04-15,中装建设,2822,建筑,96.434,-4.35%,-0.59%,5.23,-9.04%,25,4.80%,6.24,1.7,-16.20%,83.81,15.10%,5月4天,5.89年,3.89年,16.70%,14.00%,5.3,2.83%,2.40%,2.74%,1.85%,1.66%,85.64,85.92,14.68,100.6,-4.10%,67%,11%,17%,0.55,0.94,0.19,AA,4.90%,63
13,招路转债,127012,2019-04-30,招商公路,1965,机场高速港口,99.49,-0.51%,-1.91%,7.94,-5.02%,524,10.50%,9.34,1.24,-15.00%,85.01,17.00%,4月26天,5.88年,3.88年,10.20%,8.70%,50,1.47%,1.20%,1.41%,0.63%,0.53%,87.14,86.21,13.16,99.37,0.10%,37%,13%,15%,0.48,0.51,0.46,AAA,4.00%,54
14,岱勒转债,123024,2019-04-17,岱勒新材,300700,机械装备制造,97.461,-2.93%,-1.36%,19.73,-9.41%,1.6,0.80%,24.9,3.86,-20.80%,79.24,23.00%,4月23天,4.87年,2.87年,12.90%,10.20%,2.1,3.19%,2.68%,3.09%,1.57%,1.42%,86.54,87.1,10.46,97.56,-0.10%,67%,15%,18%,0.46,-0.08,0.99,A+,5.60%,18
15,迪森转债,123023,2019-04-16,迪森股份,300335,能源电力,99.922,-2.32%,-3.48%,6.49,-9.99%,19,3.10%,7.39,1.93,-12.20%,87.82,13.80%,4月23天,5.87年,4.87年,25.50%,22.40%,6,2.51%,2.03%,2.42%,1.13%,0.90%,83.56,87.83,17.1,104.93,-4.80%,41%,6%,18%,0.58,1.06,0.14,AA,4.80%,42
16,亨通转债,110056,2019-04-16,亨通光电,600487,通信互联网,103.6,-3.67%,-1.07%,18.07,-10.00%,44,2.40%,21.79,3.22,-17.10%,82.93,24.90%,4月21天,5.87年,3.87年,5.00%,4.20%,17.3,1.84%,1.37%,1.75%,0.00%,-0.17%,86.78,89.17,11.98,101.15,2.40%,46%,18%,16%,0.47,-0.27,1.22,AA+,4.50%,47
17,通威转债,110054,2019-04-10,通威股份,600438,农业,117.01,-1.59%,-0.17%,13.94,-2.31%,103,1.70%,12.44,3.17,12.10%,112.06,4.40%,4月18天,5.87年,3.87年,9.20%,10.40%,50,-0.21%,-0.68%,-0.30%,-2.89%,-3.07%,88.23,91.08,31.44,122.52,-4.50%,61%,<2%,16%,0.76,1.56,0.04,AA+,4.20%,21
18,长信转债,123022,2019-04-10,长信科技,300088,通信互联网,105.15,-2.19%,-2.75%,5.13,-10.00%,25,1.90%,6.38,2.81,-19.60%,80.41,30.80%,4月19天,5.87年,3.87年,10.40%,8.40%,12.3,1.61%,1.14%,1.52%,-0.32%,-0.51%,85.38,87.01,11.42,98.43,6.80%,79%,21%,16%,0.49,-1.29,2.36,AA,5.00%,10
19,伊力转债,110055,2019-04-04,伊力特,600197,食品饮料,107.63,-1.99%,-0.27%,16.59,-3.43%,37,3.90%,17.6,2.95,-5.70%,94.26,14.20%,4月19天,5.86年,3.86年,12.00%,11.30%,8.8,1.24%,0.75%,1.14%,-0.86%,-1.05%,86.66,88.79,19.39,108.18,-0.50%,42%,16%,16%,0.66,0.26,1.05,AA,4.70%,28
20,苏银转债,110053,2019-04-03,江苏银行,600919,金融,104.96,-1.46%,1.18%,7.3,-0.54%,716,3.40%,7.9,0.87,-7.60%,92.41,13.60%,4月16天,5.86年,无权,23.70%,21.90%,200,2.27%,1.67%,2.15%,无权,无权,无权,95.36,17.81,113.18,-7.30%,25%,11%,18%,0.5,2.12,-0.92,AAA,4.00%,63
21,浙商转债,113022,2019-03-28,浙商证券,601878,金融,105.37,-2.53%,-0.73%,9.02,-9.98%,78,2.10%,12.53,3,-28.00%,71.99,46.40%,4月15天,5.85年,无权,11.60%,8.40%,35,0.75%,0.43%,0.69%,无权,无权,无权,87.79,8.34,96.13,9.60%,50%,30%,18%,0.33,-1.41,2.15,AAA,4.00%,28
22,绝味转债,113529,2019-04-02,绝味食品,603517,食品饮料,116.37,-3.52%,-0.95%,43.71,-5.92%,53,4.50%,40.52,5.19,7.90%,107.87,7.90%,4月12天,5.85年,3.85年,5.60%,6.00%,10,0.29%,-0.26%,0.18%,-2.83%,-3.01%,87.18,91.94,27.39,119.33,-2.50%,46%,11%,16%,0.76,0.84,0.68,AA,4.50%,24
23,视源转债,128059,2019-04-02,视源股份,2841,电子,110.4,-3.24%,1.07%,73.9,-3.15%,39,3.70%,76.25,13.83,-3.10%,96.92,13.90%,4月12天,5.85年,3.85年,1.90%,1.90%,9.4,0.61%,0.16%,0.52%,-1.54%,-1.72%,86.76,88.23,21.38,109.6,0.70%,55%,20%,16%,0.69,0.11,1.28,AA,4.60%,15
24,中鼎转2,127011,2019-04-04,中鼎股份,887,汽车,106.5,-2.60%,-2.39%,10.31,-9.96%,24,1.80%,11.99,1.73,-14.00%,85.99,23.90%,4月12天,5.84年,3.84年,9.50%,8.20%,12,1.46%,0.97%,1.36%,-0.59%,-0.78%,87.4,89.96,14.34,104.3,2.10%,41%,16%,17%,0.5,-0.15,1.15,AA+,4.50%,19
25,拓邦转债,128058,2019-04-08,拓邦股份,2139,电子,109.222,-5.30%,-0.60%,5.77,-8.70%,29,4.60%,5.64,2.59,2.30%,102.3,6.80%,4月9天,5.84年,3.84年,9.70%,10.00%,5.7,2.10%,1.42%,1.97%,-1.01%,-1.24%,87.67,94.94,22.22,117.16,-6.80%,59%,<2%,16%,0.68,1.68,-0.22,AA,4.60%,43
26,博彦转债,128057,2019-04-02,博彦科技,2649,计算机及应用,101.389,-4.47%,-2.56%,8.68,-9.96%,36,6.10%,8.81,1.89,-1.50%,98.52,2.90%,4月7天,5.83年,3.83年,12.60%,12.40%,5.8,2.63%,2.08%,2.52%,0.67%,0.47%,86.72,90.31,21.5,111.81,-9.30%,74%,<2%,16%,0.71,2.19,-0.6,AA-,4.70%,43
27,贵广转债,110052,2019-03-29,贵广网络,600996,传媒娱乐,107.2,-6.13%,-0.37%,8.24,-10.00%,102,5.80%,8.13,1.81,1.40%,101.35,5.80%,4月7天,5.83年,3.83年,18.60%,18.90%,16,1.84%,1.26%,1.73%,-0.68%,-0.89%,88.17,93.31,21.96,115.28,-7.00%,42%,<2%,16%,0.65,1.99,-0.54,AA+,4.40%,38
28,万信转2,123021,2019-03-25,万达信息,300168,计算机及应用,109.02,-4.92%,-1.84%,13.46,-9.97%,55,4.20%,13.62,4.12,-1.20%,98.83,10.30%,4月4天,5.83年,3.83年,8.10%,8.00%,12,1.44%,0.88%,1.33%,-1.23%,-1.41%,86.74,91.24,21.05,112.3,-2.90%,49%,8%,16%,0.68,0.81,0.57,AA,4.60%,21
29,中信转债,113021,2019-03-19,中信银行,601998,金融,104.21,-1.49%,0.33%,6.1,-3.02%,170,0.40%,7.45,0.87,-18.10%,81.88,27.30%,4月7天,5.83年,无权,13.40%,11.00%,400,2.38%,1.78%,2.26%,无权,无权,无权,95.31,10.88,106.19,-1.90%,23%,16%,17%,0.39,0.79,0.02,AAA,4.00%,51
30,富祥转债,123020,2019-03-29,富祥股份,300497,医药,106.43,-4.38%,-1.97%,18.97,-8.58%,25,5.60%,18.05,3.67,5.10%,105.1,1.30%,4月5天,5.82年,3.82年,9.90%,10.40%,4.2,2.29%,1.65%,2.16%,-0.48%,-0.69%,87.33,93.49,24.67,118.16,-9.90%,64%,<2%,16%,0.74,2.42,-0.73,AA-,4.70%,47
31,长城转债,113528,2019-03-20,长城科技,603897,机械装备制造,98.1,-3.47%,-0.80%,20.1,-7.92%,6.2,1.00%,24.18,2.51,-16.90%,83.13,18.00%,4月5天,5.82年,3.82年,17.70%,14.70%,6.3,3.31%,2.74%,3.20%,1.60%,1.38%,85.69,88.73,13.33,102.06,-3.90%,55%,11%,17%,0.54,0.64,0.45,AA-,5.20%,31
32,今飞转债,128056,2019-03-22,今飞凯达,2863,汽车,99.1,-3.13%,-1.10%,5.84,-7.45%,6.3,1.70%,6.8,2.66,-14.10%,85.88,15.40%,4月2天,5.81年,3.81年,16.70%,14.40%,3.7,3.66%,2.99%,3.53%,1.42%,1.19%,85.53,90.69,14.27,104.96,-5.60%,71%,9%,17%,0.57,0.9,0.27,A+,5.30%,46
33,中天转债,110051,2019-03-22,中天科技,600522,通信互联网,103.26,-3.61%,-1.87%,9.13,-9.96%,152,3.70%,10.29,1.62,-11.30%,88.73,16.40%,4月2天,5.81年,3.81年,14.20%,12.60%,39.7,1.79%,1.34%,1.70%,0.13%,-0.05%,87.42,89.16,15.37,104.53,-1.20%,64%,12%,16%,0.55,0.57,0.54,AA+,4.40%,26
34,长青转2,128055,2019-04-03,长青股份,2391,石油天然气化工,111.902,-3.82%,-0.95%,13.25,-5.76%,31,3.00%,11.41,1.23,16.10%,116.13,-3.60%,4月1天,5.81年,3.81年,19.20%,22.30%,9.1,0.56%,0.08%,0.46%,-1.84%,-2.03%,87.97,90.65,35.02,125.67,-11.00%,31%,<2%,16%,0.83,3.01,-1.05,AA,4.30%,42
35,中来转债,123019,2019-03-22,中来股份,300393,能源电力,99.172,-2.24%,-1.74%,17.17,-8.08%,16,1.60%,20.41,1.92,-15.90%,84.13,17.90%,3月27天,5.81年,3.81年,24.40%,20.50%,10,4.14%,3.39%,3.99%,1.42%,1.18%,85.67,93.31,13.07,106.38,-6.80%,48%,8%,18%,0.49,1.26,-0.2,AA-,5.30%,53
36,中宠转债,128054,2019-03-14,中宠股份,2891,农业,102.83,-1.32%,-1.58%,30.72,-5.33%,2.3,1.10%,37.97,4.73,-19.10%,80.91,27.10%,3月17天,5.78年,3.78年,6.30%,5.10%,1.9,2.09%,1.59%,1.99%,0.27%,0.08%,84.71,85.93,12.14,98.07,4.90%,48%,21%,16%,0.54,-1.12,2.27,A+,5.40%,19
37,尚荣转债,128053,2019-03-07,尚荣医疗,2551,医药,105,-7.71%,-0.25%,5.46,-10.10%,33,4.10%,4.94,1.49,10.50%,110.53,-5.00%,3月15天,5.78年,3.78年,19.50%,21.50%,7.5,1.66%,1.18%,1.57%,-0.29%,-0.48%,87.68,90.25,30.43,120.68,-13.00%,42%,<2%,16%,0.79,3.5,-1.48,AA,4.40%,69
38,维格转债,113527,2019-02-19,维格娜丝,603518,服装纺织,99.98,-1.67%,-2.08%,13.18,-7.12%,10,1.40%,14.96,1.11,-11.90%,88.1,13.50%,2月24天,5.72年,3.72年,31.40%,27.70%,7.5,3.42%,2.76%,3.28%,1.04%,0.83%,86.42,92.08,15.35,107.43,-6.90%,39%,7%,18%,0.53,1.51,-0.36,AA,4.90%,51
39,联泰转债,113526,2019-02-18,联泰环保,603797,城市公用设施,106.7,-4.39%,-1.68%,13.15,-7.98%,3,0.70%,12.31,2.37,6.80%,106.82,-0.10%,2月23天,5.72年,3.72年,13.90%,14.90%,3.9,0.72%,0.36%,0.65%,-0.76%,-0.94%,87.52,86.88,31.07,117.94,-9.50%,49%,<2%,18%,0.76,2.57,-0.81,AA,4.50%,22
40,平银转债,127010,2019-02-18,平安银行,1,金融,116.6,-2.89%,-1.91%,12.87,-7.08%,490,1.60%,11.77,0.89,9.30%,109.35,6.60%,2月19天,5.71年,无权,11.80%,12.90%,260,0.21%,-0.34%,0.10%,无权,无权,无权,94.85,27.96,122.81,-5.10%,30%,<2%,16%,0.68,1.83,-0.35,AAA,4.00%,60
41,冰轮转债,127009,2019-02-21,冰轮环境,811,机械装备制造,125.32,-6.23%,-2.92%,8.15,-9.94%,45,7.00%,5.52,1.2,47.60%,147.64,-15.10%,2月12天,5.69年,3.69年,9.60%,14.10%,5.1,-1.48%,-1.94%,-1.57%,-4.81%,-4.98%,88.83,91.83,62.55,154.38,-18.80%,45%,<2%,17%,0.92,5.58,-2.7,AA,4.20%,28
42,凯龙转债,128052,2019-01-21,凯龙股份,2783,石油天然气化工,160.205,-11.50%,1.81%,14.36,-9.97%,825,150%,6.97,1.6,106%,206.03,-22.20%,51天,5.63年,3.63年,6.90%,14.20%,3.3,-5.75%,-6.19%,-5.84%,-10.50%,-10.70%,89.59,92.77,118.44,211.21,-24.10%,80%,<2%,17%,0.97,7.59,-3.82,AA,4.10%,38
43,溢利转债,123018,2019-01-23,溢多利,300381,医药,103.113,-3.68%,-0.91%,8.74,-6.12%,4.5,0.60%,8.41,1.69,3.90%,103.92,-0.80%,50天,5.62年,3.62年,18.70%,19.40%,6.7,2.04%,1.54%,1.94%,0.18%,-0.02%,87.6,89.85,26.23,116.08,-11.20%,77%,<2%,17%,0.75,2.76,-0.99,AA-,4.60%,38
44,佳都转债,110050,2019-01-21,佳都科技,600728,计算机及应用,120.18,-2.82%,-0.18%,10.25,-3.39%,154,14.80%,7.95,3.11,28.90%,128.93,-6.80%,49天,5.62年,3.62年,5.30%,6.80%,8.8,-0.90%,-1.35%,-0.99%,-3.83%,-4.01%,88.86,90.96,45.59,136.55,-12.00%,70%,<2%,16%,0.88,3.47,-1.3,AA,4.20%,25
45,海尔转债,110049,2019-01-18,青岛海尔,600690,家电,118.6,-2.60%,-1.16%,16.32,-5.01%,83,2.30%,14.55,2.31,12.20%,112.16,5.70%,49天,5.62年,3.62年,2.90%,3.20%,30.1,-1.35%,-1.67%,-1.42%,-3.56%,-3.73%,89.33,88.59,32.76,121.35,-2.30%,32%,<2%,16%,0.75,1.25,0.3,AAA,4.00%,28
46,台华转债,113525,2019-01-11,台华新材,603055,服装纺织,104.09,-2.01%,-1.82%,10.17,-6.70%,3.9,0.70%,11.56,2.48,-12.00%,87.98,18.30%,45天,5.61年,3.61年,9.50%,8.40%,5.3,1.87%,1.37%,1.77%,-0.07%,-0.27%,86.92,88.81,15.59,104.4,-0.30%,46%,15%,17%,0.57,0.15,0.99,AA,4.90%,8
47,奇精转债,113524,2019-01-07,奇精机械,603677,家电,99.88,-4.98%,-1.13%,13.99,-9.97%,6.3,1.90%,14.76,2.94,-5.20%,94.78,5.40%,44天,5.61年,3.61年,12.00%,11.40%,3.3,3.12%,2.53%,3.00%,1.04%,0.84%,87.2,91.52,19.59,111.11,-10.10%,60%,<2%,18%,0.61,2.37,-0.92,AA,4.80%,49
48,光华转债,128051,2019-01-09,光华科技,2741,汽车,97.5,-2.01%,-0.63%,12.97,-6.01%,1.6,0.70%,17.03,5.22,-23.80%,76.16,28.00%,44天,5.61年,3.61年,5.20%,3.90%,2.5,3.22%,2.68%,3.11%,1.83%,1.60%,85.73,86.92,9.91,96.83,0.70%,37%,18%,17%,0.44,-0.28,1.16,AA-,5.40%,22
49,钧达转债,128050,2018-12-27,钧达股份,2865,汽车,99.92,-2.06%,2.30%,19.29,0.47%,5.8,1.80%,21.74,3.17,-11.30%,88.73,12.60%,38天,5.60年,3.60年,13.60%,12.10%,3.2,4.04%,3.27%,3.89%,1.20%,0.96%,86.55,94.08,14.91,108.99,-8.30%,66%,11%,18%,0.52,1.68,-0.51,AA-,5.20%,68
50,伟明转债,113523,2018-12-26,伟明环保,603568,城市公用设施,106.66,-6.73%,-0.73%,25,-10.00%,19,2.50%,23.92,5.22,4.50%,104.52,2.10%,38天,5.60年,3.60年,3.90%,4.10%,6.7,1.43%,0.93%,1.33%,-0.73%,-0.92%,88.07,90.51,25.47,115.98,-8.00%,43%,<2%,16%,0.75,2.1,-0.46,AA,4.50%,25
51,福能转债,110048,2018-12-28,福能股份,600483,能源电力,108.61,-2.39%,-1.78%,8.35,-6.70%,96,3.10%,8.69,1.18,-3.90%,96.09,13.00%,38天,5.59年,3.59年,21.80%,21.00%,28.3,0.94%,0.47%,0.84%,-1.21%,-1.40%,88.52,90.39,19.38,109.77,-1.10%,29%,13%,16%,0.62,0.63,0.63,AA+,4.40%,13
52,华源转债,128049,2018-12-20,华源控股,2787,造纸包装印刷,100.981,-5.53%,-1.05%,7.25,-9.94%,5.7,1.40%,7.57,1.58,-4.20%,95.77,5.40%,27天,5.56年,3.56年,17.70%,17.00%,4,2.53%,2.01%,2.42%,0.81%,0.60%,87.39,89.43,21.38,110.82,-8.90%,74%,<2%,18%,0.66,2.05,-0.57,AA-,4.80%,54
53,旭升转债,113522,2018-12-11,旭升股份,603305,汽车,100.6,-1.97%,-1.62%,23.5,-8.81%,8.8,2.10%,29.86,8.27,-21.30%,78.7,27.80%,21天,5.55年,3.55年,4.50%,3.50%,4.2,3.34%,2.68%,3.21%,0.86%,0.65%,86.2,91.36,8.72,100.08,0.50%,63%,15%,16%,0.41,-0.19,1,AA,5.20%,19
54,山鹰转债,110047,2018-12-10,山鹰纸业,600567,造纸包装印刷,104.92,-4.65%,0.76%,3.37,-6.13%,32,1.30%,3.34,1.15,0.90%,100.9,4.00%,20天,5.54年,3.54年,14.90%,15.00%,23,2.26%,1.66%,2.14%,-0.28%,-0.48%,88.75,93.93,20.78,114.71,-8.50%,30%,<2%,16%,0.63,2.35,-0.86,AA+,4.40%,67
55,寒锐转债,123017,2018-12-24,寒锐钴业,300618,有色金属,100.609,-2.04%,-1.48%,65.46,-6.99%,5.3,1.20%,81.49,9.27,-19.70%,80.33,25.20%,19天,5.54年,3.54年,3.50%,2.80%,4.4,1.84%,1.46%,1.76%,0.80%,0.61%,85.86,84.15,12.68,96.84,3.90%,77%,19%,16%,0.5,-0.77,1.81,AA-,5.20%,39
56,圆通转债,110046,2018-12-18,圆通速递,600233,交通运输,112.88,-6.17%,1.17%,12.45,-6.46%,394,9.40%,10.89,2.75,14.30%,114.33,-1.30%,19天,5.54年,3.54年,10.40%,11.80%,36.5,0.44%,-0.07%,0.34%,-2.18%,-2.39%,89.46,92.36,32.16,124.52,-9.40%,60%,<2%,16%,0.77,2.73,-0.92,AA+,4.20%,36
57,桐昆转债,113020,2018-12-12,桐昆股份,601233,服装纺织,117.19,-6.58%,-1.51%,14.75,-10.00%,166,3.60%,12.51,1.44,17.90%,117.91,-0.60%,16天,5.54年,3.54年,14.10%,16.70%,38,-0.65%,-1.07%,-0.73%,-3.30%,-3.48%,89.1,90.47,36.13,126.6,-7.40%,48%,<2%,16%,0.81,2.33,-0.54,AA+,4.20%,35
58,特发转债,127008,2018-12-25,特发信息,70,通信互联网,171.9,-8.66%,-1.12%,13.12,-10.00%,283,38.30%,6.78,1.87,93.50%,193.51,-11.20%,15天,4.53年,2.53年,5.10%,9.90%,4.2,-9.22%,-9.62%,-9.30%,-12.10%,-12.10%,91.93,93.39,103.59,196.99,-12.70%,61%,<2%,17%,0.98,4,-1.54,AA,4.00%,47
59,科森转债,113521,2018-12-07,科森科技,603626,通信互联网,103,-4.75%,-1.82%,8.73,-10.00%,20,3.10%,8.95,2.09,-2.50%,97.54,5.60%,15天,5.53年,3.53年,16.80%,16.40%,6.1,2.17%,1.65%,2.06%,0.27%,0.06%,88,90.3,22.08,112.38,-8.30%,63%,<2%,18%,0.66,2.07,-0.59,AA,4.70%,64
60,张行转债,128048,2018-11-29,张家港行,2839,金融,110.2,-1.35%,0.50%,6.41,-1.23%,74,2.70%,6.06,1.12,5.80%,105.78,4.20%,9天,5.52年,无权,21.60%,22.80%,25,0.68%,0.21%,0.58%,无权,无权,无权,90.96,27.63,118.6,-7.10%,56%,<2%,18%,0.69,2.05,-0.52,AA+,4.30%,32
61,百合转债,113520,2018-11-26,梦百合,603313,其他,118.21,-4.50%,1.99%,23.59,-2.88%,29,4.80%,19.03,2.57,24.00%,123.96,-4.60%,7天,5.51年,3.51年,8.90%,11.10%,5.1,-0.40%,-0.90%,-0.50%,-3.45%,-3.65%,89.2,92.09,40.47,132.55,-10.80%,42%,<2%,16%,0.87,3.07,-1.02,AA-,4.30%,21
62,洲明转债,123016,2018-12-03,洲明科技,300232,电子,119.99,-8.77%,0.09%,11.72,-9.98%,52,7.60%,9.45,3.13,24.00%,124.02,-3.30%,6.3天,5.51年,3.51年,6.10%,7.60%,5.5,-0.66%,-1.16%,-0.76%,-3.79%,-4.00%,89.46,92.2,40.51,132.71,-9.60%,69%,<2%,16%,0.87,2.75,-0.77,AA-,4.30%,21
63,长久转债,113519,2018-11-30,长久物流,603569,交通运输,106,-4.06%,-2.16%,11.61,-10.00%,6.3,0.80%,11.99,2.71,-3.20%,96.83,9.50%,6.3天,5.51年,3.51年,10.80%,10.40%,7,2.42%,1.76%,2.29%,-0.50%,-0.71%,87.96,93.89,18.96,112.85,-6.10%,52%,<2%,17%,0.62,1.42,-0.1,AA,4.80%,19
64,光电转债,128047,2018-12-07,中航光电,2179,机械装备制造,111.6,-1.44%,-1.18%,40,-3.85%,12,0.80%,40.26,5.25,-0.60%,99.35,12.30%,2.3天,5.50年,3.50年,4.10%,4.10%,13,-0.27%,-0.60%,-0.33%,-2.05%,-2.23%,88.75,87.54,23.3,110.85,0.70%,34%,16%,16%,0.68,0.35,1.01,AA+,4.30%,11
65,利尔转债,128046,2018-11-09,利尔化学,2258,石油天然气化工,102.1,-3.50%,1.64%,14.86,-4.01%,11,1.20%,18.62,3.34,-20.20%,79.81,27.90%,转股中,5.45年,3.45年,10.90%,8.70%,8.5,1.97%,1.51%,1.88%,0.46%,0.26%,86.96,87,10.76,97.76,4.40%,41%,25%,16%,0.46,-0.79,1.74,AA,5.10%,15
66,顾家转债,113518,2018-10-09,顾家家居,603816,其他,106.51,-1.97%,-1.69%,46.53,-6.34%,20,1.70%,52.2,4.77,-10.90%,89.14,19.50%,转股中,5.35年,3.35年,5.50%,4.90%,11,1.52%,1.00%,1.42%,-0.74%,-0.94%,88.04,89.97,14.69,104.66,1.80%,39%,17%,16%,0.58,-0.22,1.38,AA,4.80%,11
67,机电转债,128045,2018-09-14,中航机电,2013,航空航天,108.998,-2.50%,-0.42%,7.03,-5.38%,8.7,0.40%,7.66,3.06,-8.20%,91.78,18.80%,转股中,5.31年,3.31年,8.30%,7.60%,21,0.18%,-0.18%,0.11%,-1.49%,-1.68%,90.42,89.67,16.59,106.26,2.60%,55%,20%,16%,0.54,0.05,1.03,AAA,4.00%,17
68,岭南转债,128044,2018-09-04,岭南股份,2717,城市公用设施,100,-2.63%,-1.54%,7.58,-7.90%,11,1.70%,8.96,2.08,-15.40%,84.6,18.20%,转股中,5.27年,3.27年,8.50%,7.20%,6.6,2.23%,1.80%,2.14%,1.04%,0.83%,87.89,87.34,13.16,100.5,-0.50%,65%,14%,16%,0.53,0.22,0.84,AA,4.90%,38
