,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展/上市日,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
11,洪涛转债,128013,2016-08-23,洪涛股份,2325,建筑,100.2,1.03%,-1.03%,3.86,4.32%,21,1.80%,9.98,1.31,-61.30%,38.68,159%,3.32年,1.32年,24.90%,9.60%,12,3.56%,2.85%,3.42%,1.75%,1.37%,94.31,92.91,2.68,95.59,4.80%,35%,46%,16%,0,-0.92,0.92,AA,6.00%,80
12,光大转债,113011,2017-07-18,光大银行,601818,金融,117.31,2.10%,-1.20%,4.16,1.46%,275,0.80%,4.13,0.76,0.70%,100.73,16.50%,3.96年,无权,13.70%,13.80%,300,-1.80%,-2.23%,-1.89%,无权,无权,无权,93.85,19.19,113.04,3.80%,18%,18%,16%,0.61,-0.12,1.34,AAA,4.00%,27
13,骆驼转债,113012,2017-07-18,骆驼股份,601311,汽车,115.42,1.28%,1.18%,13.97,3.40%,35,6.00%,13.44,2.13,3.90%,103.94,11.00%,3.98年,1.98年,4.30%,4.50%,5.1,-1.50%,-1.90%,-1.58%,-5.39%,-5.61%,93.26,91.4,22.53,113.94,1.30%,35%,21%,16%,0.72,0.21,1.23,AA,4.60%,20
14,永东转债,128014,2017-07-18,永东股份,2753,石油天然气化工,105.75,0.62%,1.25%,11.6,3.94%,13,3.70%,13.53,2.88,-14.30%,85.74,23.30%,4年15天,2年15天,8.70%,7.50%,3.4,1.69%,1.09%,1.57%,-0.98%,-1.28%,92.45,92.13,12.08,104.21,1.50%,60%,23%,17%,0.47,-0.21,1.16,AA-,5.30%,45
15,模塑转债,127004,2017-08-16,模塑科技,700,汽车,98.69,1.53%,-1.36%,3.99,3.37%,14,1.70%,7.72,1.37,-48.30%,51.68,90.90%,4.17年,2.17年,24.80%,12.80%,8.2,3.83%,3.14%,3.69%,2.08%,1.78%,90.68,91.06,1.83,92.89,6.20%,53%,36%,17%,0.05,-1.19,1.31,AA,5.90%,71
16,久其转债,128015,2017-07-18,久其软件,2279,计算机及应用,105.712,0.38%,1.10%,9.36,5.41%,26,3.20%,12.86,3.38,-27.20%,72.78,45.20%,4.18年,2.18年,11.70%,8.50%,7.8,1.48%,0.93%,1.37%,-1.09%,-1.34%,91.07,90.34,6.66,97,9.00%,71%,37%,17%,0.28,-1.57,2.22,AA,5.40%,36
17,国君转债,113013,2017-07-24,国泰君安,601211,金融,121.58,2.43%,-1.55%,20.43,1.39%,217,2.60%,19.8,1.58,3.20%,103.18,17.80%,4.26年,无权,3.90%,4.10%,70,-2.41%,-2.82%,-2.49%,无权,无权,无权,93.22,23.15,116.38,4.50%,26%,23%,17%,0.63,-0.22,1.48,AAA,4.00%,27
18,雨虹转债,128016,2017-10-20,东方雨虹,2271,建筑,119.503,2.75%,0.45%,22.16,5.17%,38,1.70%,22.63,4.42,-2.10%,97.92,22.00%,4.48年,2.48年,5.60%,5.40%,18.4,-1.80%,-2.21%,-1.89%,-5.48%,-5.68%,92.07,91.34,19.59,110.94,7.70%,51%,29%,16%,0.62,-0.99,2.29,AA+,4.40%,9
19,林洋转债,113014,2017-11-13,林洋能源,601222,能源电力,108.02,2.00%,-1.25%,6.02,3.26%,24,0.70%,8.76,1.15,-31.30%,68.72,57.20%,4.57年,2.57年,28.20%,19.40%,30,0.57%,0.13%,0.48%,-1.63%,-1.86%,89.24,87.03,6.82,93.85,15.10%,83%,41%,16%,0.23,-2.62,3.39,AA,5.50%,20
20,金禾转债,128017,2017-11-27,金禾实业,2597,石油天然气化工,109.351,1.63%,0.06%,18.5,4.17%,4.2,0.60%,23.32,2.75,-20.70%,79.33,37.80%,4.58年,2.58年,5.80%,4.60%,6,0.19%,-0.23%,0.11%,-2.15%,-2.36%,89.76,87.85,11.06,98.91,10.60%,36%,34%,17%,0.41,-1.81,2.78,AA,5.20%,18
21,隆基转债,113015,2017-11-20,隆基股份,601012,能源电力,127.53,3.99%,3.01%,28.28,8.35%,60,1.70%,22.98,5.29,23.10%,123.06,3.60%,4.59年,2.59年,3.50%,4.40%,28,-3.17%,-3.56%,-3.25%,-7.50%,-7.69%,92.19,91.8,39.43,131.23,-2.80%,47%,17%,16%,0.84,1.34,0.38,AA+,4.20%,11
22,小康转债,113016,2017-11-21,小康股份,601127,汽车,108.69,1.59%,0.06%,16.81,2.50%,10,1.10%,17.2,3.19,-2.30%,97.73,11.20%,4.60年,2.60年,5.50%,5.40%,8.8,0.43%,-0.01%,0.34%,-1.84%,-2.06%,91.13,90.17,20.68,110.85,-1.90%,40%,14%,16%,0.66,0.75,0.59,AA,4.70%,30
23,时达转债,128018,2017-12-04,新时达,2527,机械装备制造,108.682,1.57%,-1.16%,6.94,4.20%,8.6,0.90%,11.83,1.51,-41.30%,58.66,85.30%,4.60年,2.60年,20.40%,12.00%,8.8,0.43%,-0.01%,0.34%,-1.83%,-2.06%,88.49,85.92,4.77,90.69,19.80%,35%,52%,16%,0.1,-3.29,3.97,AA,5.80%,43
24,久立转2,128019,2017-12-01,久立特材,2318,石油天然气化工,118.3,1.55%,2.47%,8.71,5.45%,84,6.90%,8.22,2.47,6.00%,105.96,11.60%,4.60年,2.60年,14.20%,15.00%,10.4,-1.54%,-1.94%,-1.62%,-4.89%,-5.09%,91.24,90.3,26.89,117.19,0.90%,34%,23%,17%,0.74,0.27,1.2,AA,4.50%,11
25,嘉澳转债,113502,2017-11-27,嘉澳环保,603822,城市公用设施,102.16,1.40%,-0.78%,30.81,2.50%,4.3,2.30%,45.27,3.19,-31.90%,68.06,50.10%,4.61年,2.61年,8.20%,5.60%,1.9,2.24%,1.71%,2.13%,0.44%,0.20%,88.36,87.23,6.59,93.82,8.90%,58%,32%,17%,0.25,-1.68,2.29,AA-,5.90%,41
26,济川转债,110038,2017-11-29,济川药业,600566,医药,114.89,1.65%,0.65%,36.05,4.43%,11,1.60%,40.04,5.9,-10.00%,90.03,27.60%,3.62年,1.62年,2.10%,1.90%,6.3,-1.51%,-1.95%,-1.60%,-6.70%,-6.85%,93.16,91.5,15.51,107.01,7.40%,36%,29%,15%,0.52,-1.15,2.26,AA,5.00%,13
27,水晶转债,128020,2017-12-12,水晶光电,2273,电子,114.501,2.14%,1.24%,15.08,5.45%,26,1.90%,16,3.61,-5.80%,94.25,21.50%,4.63年,2.63年,9.10%,8.50%,11.8,-0.56%,-1.01%,-0.65%,-3.90%,-4.07%,90.1,90.28,17.48,107.76,6.30%,51%,28%,16%,0.62,-0.96,2.26,AA,4.80%,13
28,生益转债,110040,2017-12-11,生益科技,600183,电子,123.72,2.39%,-0.58%,13.54,2.27%,35,1.60%,11.62,4.69,16.50%,116.52,6.20%,4.65年,无权,6.30%,7.30%,18,-2.48%,-2.87%,-2.56%,无权,无权,无权,91.41,34.08,125.49,-1.40%,46%,14%,16%,0.8,0.99,0.62,AA+,4.20%,9
29,国祯转债,123002,2017-12-25,国祯环保,300388,城市公用设施,125.621,2.13%,-0.32%,10.72,2.10%,1.7,0.20%,8.72,2.87,22.90%,122.94,2.20%,4.65年,2.65年,9.90%,12.10%,5.8,-2.81%,-3.20%,-2.88%,-6.84%,-7.03%,91.68,91.12,39.9,131.02,-4.10%,51%,<2%,16%,0.86,1.55,0.24,AA,4.30%,7
30,兄弟转债,128021,2017-12-27,兄弟科技,2562,医药,125.87,5.63%,-1.13%,6.74,5.15%,81,10.40%,5.35,2.79,26.00%,125.98,-0.10%,4.66年,2.66年,10.70%,13.50%,6.4,-2.84%,-3.23%,-2.92%,-6.88%,-7.07%,91.7,91.17,42.54,133.71,-5.90%,68%,<2%,16%,0.87,1.99,-0.13,AA,4.30%,18
31,众信转债,128022,2017-12-28,众信旅游,2707,旅游餐饮酒店,113.38,1.96%,-1.23%,8.11,2.14%,4.1,0.50%,10.99,3.05,-26.20%,73.79,53.60%,4.67年,2.67年,9.70%,7.20%,7,-0.60%,-1.00%,-0.68%,-3.34%,-3.54%,89.08,86.99,9.05,96.04,18.10%,69%,45%,17%,0.34,-3.02,4.19,AA,5.30%,9
32,亚太转债,128023,2017-12-26,亚太股份,2284,汽车,98.39,1.22%,-0.84%,5.76,4.16%,16,1.70%,10.34,1.62,-44.30%,55.71,76.60%,4.67年,2.67年,23.50%,13.10%,10,3.02%,2.50%,2.92%,1.74%,1.51%,88.08,87.05,3.7,90.75,8.40%,36%,36%,17%,0.09,-1.56,1.8,AA,5.80%,36
33,宁行转债,128024,2018-01-12,宁波银行,2142,金融,127,3.31%,0.28%,22.2,4.52%,269,2.90%,18.01,1.88,23.30%,123.26,3.00%,4.68年,无权,6.50%,8.00%,75,-3.26%,-3.60%,-3.33%,无权,无权,无权,90.99,41.52,132.51,-4.20%,30%,<2%,18%,0.79,1.71,-0.03,AAA,4.00%,27
34,特一转债,128025,2017-12-28,特一药业,2728,医药,114.891,2.58%,-0.74%,16.64,2.40%,3.9,1.00%,15.45,3.19,7.70%,107.7,6.70%,4.68年,2.68年,10.10%,10.90%,3.4,-0.88%,-1.28%,-0.96%,-3.78%,-3.97%,90.8,89.78,28.74,118.52,-3.10%,36%,12%,17%,0.77,1.06,0.5,AA-,4.60%,27
35,蓝思转债,123003,2018-01-17,蓝思科技,300433,电子,106.672,-0.62%,2.70%,8.97,4.42%,310,6.10%,10.46,2.16,-14.20%,85.76,24.40%,4.69年,2.69年,13.60%,11.70%,48,0.73%,0.32%,0.65%,-1.21%,-1.42%,90.91,89.96,12.88,102.84,3.70%,87%,57%,16%,0.47,-0.41,1.35,AA+,4.50%,29
36,众兴转债,128026,2018-01-03,众兴菌业,2772,农业,99.45,1.33%,-0.21%,8.25,3.90%,9.8,1.10%,11.64,1.27,-29.10%,70.88,40.30%,4.70年,2.70年,30.30%,21.50%,9.2,2.39%,1.95%,2.30%,1.38%,1.14%,88.13,85.6,8,93.61,6.20%,55%,27%,16%,0.29,-1.18,1.8,AA-,5.80%,43
37,泰晶转债,113503,2018-01-02,泰晶科技,603738,电子,109.26,2.11%,-0.45%,17.24,2.62%,7.7,3.30%,17.99,4.53,-4.20%,95.83,14.00%,4.71年,2.71年,7.90%,7.50%,2.2,0.71%,0.21%,0.61%,-1.92%,-2.14%,90.64,91.21,18.82,110.03,-0.70%,63%,15%,16%,0.63,0.41,0.86,AA,4.70%,30
38,崇达转债,128027,2018-01-22,崇达技术,2815,电子,122,2.78%,1.03%,17.73,4.60%,9.7,1.00%,15.09,5.35,17.50%,117.5,3.80%,4.71年,2.71年,5.30%,6.20%,7.8,-2.06%,-2.47%,-2.14%,-5.67%,-5.87%,91.52,91.06,35.72,126.78,-3.80%,63%,12%,16%,0.83,1.42,0.29,AA,4.30%,5
39,铁汉转债,123004,2018-01-26,铁汉生态,300197,城市公用设施,119.768,1.76%,0.09%,4.65,2.20%,53,9.40%,3.99,1.67,16.50%,116.54,2.80%,4.71年,2.71年,4.40%,5.10%,4.8,-1.76%,-2.15%,-1.84%,-5.12%,-5.31%,91.32,90.69,34.09,124.79,-4.00%,67%,<2%,15%,0.84,1.5,0.24,AA,4.30%,59
40,东财转债!,123006,2018-01-29,东方财富,300059,金融,178,4.73%,-0.24%,20.25,4.49%,"1,470",46.70%,11.36,7.23,78.30%,178.26,-0.10%,4.72年,2.72年,1.70%,3.10%,18,-9.71%,-10.10%,-9.78%,-11.50%,-11.60%,91.36,92.06,86.2,178.26,-0.10%,58%,<2%,17%,1,1.03,0.97,AA,4.00%,30
41,赣锋转债,128028,2018-01-19,赣锋锂业,2460,有色金属,107.61,1.56%,-0.36%,28.98,5.04%,19,1.90%,42.58,4.94,-31.90%,68.06,58.10%,4.72年,2.72年,2.40%,1.70%,9.3,0.43%,0.05%,0.36%,-1.66%,-1.83%,87.89,85.53,7.37,92.9,15.80%,71%,45%,17%,0.24,-2.72,3.54,AA,5.50%,16
42,太阳转债,128029,2018-01-16,太阳纸业,2078,造纸包装印刷,114.1,3.72%,-2.08%,7.44,4.06%,9.3,0.70%,8.75,1.63,-15.00%,85.03,34.20%,3.72年,1.72年,6.20%,5.30%,12,-1.40%,-1.81%,-1.49%,-6.03%,-6.17%,93.22,91.76,9.63,101.39,12.50%,37%,34%,16%,0.4,-1.98,2.98,AA+,4.60%,9
43,天康转债,128030,2018-01-29,天康生物,2100,农业,126.837,3.69%,2.93%,9.79,7.94%,113,9.10%,8.15,3.04,20.10%,120.12,5.60%,4.72年,2.72年,10.60%,12.70%,10,-2.49%,-2.97%,-2.59%,-6.90%,-7.10%,91.47,92.67,36.77,129.44,-2.00%,31%,18%,16%,0.83,1.04,0.65,AA,4.30%,13
44,双环转债,128032,2018-01-25,双环传动,2472,机械装备制造,107.885,0.92%,-0.10%,7.32,2.66%,14,1.30%,9.99,1.52,-26.70%,73.27,47.20%,4.73年,2.73年,19.90%,14.60%,10,0.58%,0.15%,0.49%,-1.50%,-1.71%,88.84,86.88,8.63,95.51,13.00%,54%,38%,16%,0.31,-2.24,3.1,AA,5.40%,18
45,蒙电转债,110041,2018-01-09,内蒙华电,600863,能源电力,112.9,1.68%,-1.04%,2.96,1.02%,14,0.70%,2.92,1.62,1.40%,101.37,11.40%,4.72年,2.72年,10.90%,11.00%,18.7,-0.38%,-0.81%,-0.47%,-3.02%,-3.24%,92.4,92.48,22.1,114.59,-1.50%,22%,13%,16%,0.62,0.95,0.33,AAA,4.00%,20
46,航电转债,110042,2018-01-15,中航电子,600372,航空航天,125.52,1.92%,1.15%,17.26,3.85%,40,1.40%,14.23,4.27,21.30%,121.29,3.50%,4.73年,2.73年,7.90%,9.60%,24,-2.84%,-3.20%,-2.91%,-6.54%,-6.74%,92.28,91.53,38.78,130.3,-3.70%,35%,12%,16%,0.8,1.6,0.07,AAA,4.00%,16
47,吉视转债,113017,2018-01-15,吉视传媒,601929,传媒娱乐,114.21,2.70%,-0.40%,2.98,3.47%,30,1.70%,2.96,1.4,0.70%,100.68,13.40%,4.74年,2.74年,16.80%,16.90%,15.6,-0.74%,-1.14%,-0.82%,-3.50%,-3.70%,91.18,90.52,22.37,112.89,1.20%,28%,18%,16%,0.66,0.25,1.07,AA+,4.30%,38
48,迪龙转债,128033,2018-01-29,雪迪龙,2658,城市公用设施,110,2.04%,-0.04%,8.81,3.04%,5.7,1.00%,9.03,2.65,-2.40%,97.56,12.70%,4.74年,2.74年,9.80%,9.50%,5.2,0.06%,-0.34%,-0.02%,-2.24%,-2.43%,90.31,89.13,21.65,110.78,-0.70%,37%,17%,17%,0.66,0.47,0.85,AA,4.70%,54
49,道氏转债,123007,2018-01-26,道氏技术,300409,建筑,131.9,6.35%,0.88%,20.2,8.02%,27,6.70%,15.2,5.17,32.90%,132.89,-0.70%,4.74年,2.74年,3.50%,4.70%,3.2,-3.45%,-3.89%,-3.54%,-8.07%,-8.27%,91.81,92.32,48.39,140.71,-6.30%,77%,<2%,16%,0.9,2.1,-0.17,AA-,4.20%,20
50,常熟转债!,113018,2018-02-06,常熟银行,601128,金融,134.95,3.77%,-0.03%,7.78,3.73%,92,5.00%,5.76,1.5,35.10%,135.07,-0.10%,4.80年,无权,7.30%,9.90%,14,-4.30%,-4.64%,-4.37%,无权,无权,无权,91.04,44.03,135.07,-0.10%,42%,<2%,18%,1,1.02,0.98,AA+,4.00%,34
51,江银转债,128034,2018-02-14,江阴银行,2807,金融,118.472,1.88%,-0.44%,6.46,1.89%,65,3.20%,5.67,1.13,13.90%,113.93,4.00%,4.82年,无权,15.10%,17.20%,17.6,-1.62%,-1.98%,-1.70%,无权,无权,无权,89.99,34.03,124.02,-4.50%,49%,10%,18%,0.76,1.58,0.02,AA+,4.20%,50
52,无锡转债,110043,2018-03-14,无锡银行,600908,金融,112.64,2.53%,-0.53%,6.71,2.91%,52,1.50%,6.7,1.25,0.10%,100.15,12.50%,4.83年,无权,24.20%,24.20%,30,-1.39%,-1.59%,-1.43%,无权,无权,无权,86.22,25.64,111.86,0.70%,47%,19%,18%,0.69,0.39,0.99,AA+,4.30%,48
53,大族转债,128035,2018-03-05,大族激光,2008,电子,112.36,2.15%,-1.41%,42.97,1.82%,125,4.90%,52.5,5.6,-18.20%,81.85,37.30%,4.85年,2.85年,5.00%,4.10%,23,-0.75%,-1.07%,-0.81%,-2.29%,-2.59%,91.57,87.4,12.64,100.05,12.30%,39%,32%,16%,0.4,-1.97,2.97,AA+,4.60%,18
54,玲珑转债,113019,2018-03-22,玲珑轮胎,601966,汽车,115.5,2.21%,-1.53%,18.02,1.29%,61,2.70%,18.84,2.29,-4.40%,95.65,20.80%,3.91年,1.91年,9.20%,8.80%,20,-0.56%,-1.16%,-0.68%,-5.92%,-6.08%,92.93,95.41,14.78,110.19,4.80%,34%,22%,16%,0.53,-0.56,1.64,AA+,4.50%,18
55,康泰转债!,123008,2018-03-19,康泰生物,300601,医药,183,2.75%,-3.01%,56.55,-0.26%,53,23.70%,31.23,22.95,81.10%,181.08,1.10%,4.83年,2.83年,0.30%,0.60%,1.2,-10.00%,-10.30%,-10.10%,-11.10%,-11.20%,91.91,91.99,89.09,181.08,1.10%,69%,<2%,16%,1,0.78,1.21,AA-,4.00%,11
56,艾华转债,113504,2018-03-23,艾华集团,603989,电子,115.85,1.61%,-0.15%,21.25,2.16%,7.9,1.00%,21.73,4.56,-2.20%,97.79,18.50%,4.92年,2.92年,8.30%,8.20%,6.9,-0.92%,-1.32%,-1.00%,-3.68%,-3.87%,89.89,88.98,21.78,110.76,4.60%,40%,24%,16%,0.68,-0.56,1.94,AA,4.60%,7
57,杭电转债,113505,2018-03-27,杭电股份,603618,能源电力,109.39,1.38%,0.40%,6.87,2.84%,16,1.90%,7.29,2.18,-5.80%,94.24,16.10%,4.93年,2.93年,16.50%,15.60%,7.8,0.64%,0.16%,0.54%,-1.85%,-2.05%,89.58,90.11,18.66,108.77,0.60%,72%,18%,16%,0.63,0.11,1.14,AA,4.70%,45
58,星源转债,123009,2018-04-10,星源材质,300568,汽车,118.5,3.67%,0.89%,31.19,5.76%,16,2.90%,27.69,4.19,12.60%,112.64,5.20%,4.93年,2.93年,8.00%,9.00%,4.8,-1.47%,-1.84%,-1.54%,-4.44%,-4.62%,90.23,89.45,33.25,122.7,-3.40%,64%,13%,17%,0.79,1.23,0.39,AA,4.40%,11
59,长证转债,127005,2018-04-11,长江证券,783,金融,118.51,3.05%,-1.70%,7.69,2.12%,166,2.80%,7.45,1.62,3.20%,103.22,14.80%,4.95年,无权,11.80%,12.10%,50,-1.58%,-1.93%,-1.65%,无权,无权,无权,90.67,26.31,116.97,1.30%,31%,19%,18%,0.64,0.41,0.87,AAA,4.00%,34
60,敖东转债,127006,2018-05-11,吉林敖东,623,金融,110.85,2.64%,-1.57%,18.57,1.98%,22,0.80%,20.82,1.05,-10.80%,89.19,24.30%,4.95年,2.95年,11.20%,10.00%,24.1,-0.46%,-0.77%,-0.52%,-2.63%,-2.75%,89.16,87.58,16.31,103.9,6.70%,31%,24%,16%,0.54,-0.92,2.05,AA+,4.50%,34
61,岩土转债,128037,2018-04-25,中化岩土,2542,建筑,103.65,2.27%,-1.93%,5.85,1.04%,19,3.10%,8.03,2.94,-27.10%,72.85,42.30%,4.95年,2.95年,5.70%,4.10%,6,1.75%,1.27%,1.66%,-0.11%,-0.32%,87.91,87.54,7.88,95.43,8.60%,55%,27%,16%,0.33,-1.56,2.31,AA,5.30%,71
62,利欧转债,128038,2018-04-19,利欧股份,2131,传媒娱乐,145.5,17.20%,-8.34%,2.35,9.81%,334,84.60%,1.72,1.57,36.60%,136.63,6.50%,4.97年,2.97年,2.00%,2.70%,2.9,-4.90%,-5.36%,-4.99%,-10.20%,-10.40%,90.86,93.06,51.35,144.41,0.80%,80%,<2%,16%,0.9,0.59,1.2,AA,4.20%,82
63,金农转债,128036,2018-04-02,金新农,2548,农业,119.7,3.82%,1.40%,11.45,6.22%,41,6.40%,9.62,3.88,19.00%,119.02,0.60%,4.94年,2.94年,12.60%,14.90%,5.5,-1.56%,-1.96%,-1.64%,-4.64%,-4.84%,90.56,90.01,38.59,128.61,-6.90%,39%,<2%,17%,0.84,2.08,-0.27,AA-,4.40%,57
64,鼎信转债,113506,2018-05-14,鼎信通讯,603421,能源电力,137.85,1.20%,-0.58%,29.9,0.67%,20,13.40%,21.65,5.79,38.10%,138.11,-0.20%,5年10天,3年10天,0.80%,1.10%,1.1,-4.36%,-4.72%,-4.43%,-8.69%,-8.86%,90.8,90.38,55.12,145.51,-5.30%,52%,<2%,16%,0.91,1.92,-0.01,AA,4.20%,30
65,天马转债,113507,2018-05-07,天马科技,603668,农业,139.52,1.69%,-1.34%,10.29,0.39%,14,5.60%,7.37,3.45,39.60%,139.62,-0.10%,5年13天,3年13天,6.00%,8.40%,1.9,-4.13%,-4.57%,-4.21%,-8.90%,-9.10%,91.02,92.34,55.73,148.08,-5.80%,54%,<2%,17%,0.9,1.98,-0.06,AA-,4.20%,32
66,新凤转债,113508,2018-05-16,新凤鸣,603225,服装纺织,108.97,1.98%,-0.64%,14.9,2.41%,21,0.90%,16.83,1.62,-11.50%,88.53,23.10%,5年24天,3年24天,12.10%,10.70%,21.5,0.75%,0.28%,0.66%,-1.57%,-1.78%,88.95,89.28,15.78,105.06,3.70%,49%,21%,16%,0.56,-0.56,1.7,AA,4.90%,29
67,新泉转债,113509,2018-06-22,新泉股份,603179,汽车,110.36,2.16%,0.66%,18.58,4.32%,6.1,1.20%,19.38,2.77,-4.10%,95.87,15.10%,5.17年,3.17年,10.60%,10.20%,4.5,0.13%,-0.26%,0.05%,-1.89%,-2.09%,89,88.02,22.31,110.33,0.00%,55%,19%,17%,0.65,0.29,1.01,AA,4.70%,27
68,三力转债,128039,2018-06-29,三 力 士,2224,机械装备制造,120.635,2.51%,0.11%,7.01,3.09%,13,2.30%,5.84,2.64,20.00%,120.03,0.50%,5.18年,3.18年,10.20%,12.20%,4.7,-1.69%,-2.06%,-1.76%,-4.55%,-4.73%,89.64,88.92,40.6,129.53,-6.90%,38%,<2%,17%,0.85,2.07,-0.25,AA-,4.40%,27
69,华通转债,128040,2018-07-13,华通医药,2758,医药,109.02,1.68%,-0.57%,11.37,1.61%,7.3,3.00%,11.45,3.72,-0.70%,99.3,9.80%,5.20年,3.20年,9.40%,9.30%,2.2,0.76%,0.29%,0.66%,-1.46%,-1.67%,88.86,89.34,24.8,114.14,-4.50%,76%,11%,18%,0.69,1.15,0.27,AA-,4.80%,52
70,再升转债,113510,2018-07-13,再升科技,603601,城市公用设施,106.1,2.12%,1.17%,9.59,7.51%,7.2,6.00%,11.32,4.12,-15.30%,84.72,25.20%,5.21年,1.21年,2.20%,1.90%,1.1,1.29%,0.82%,1.20%,-3.39%,-3.55%,94.09,86.6,16.58,103.18,2.80%,66%,25%,17%,0.44,-0.39,1.27,AA-,5.40%,30
