,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展/上市日,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
11,洪涛转债,128013,2016-08-23,洪涛股份,2325,建筑,98.76,-0.37%,0.37%,3.58,-2.72%,8.3,0.70%,9.98,1.22,-64.10%,35.87,175%,3.34年,1.34年,26.80%,9.60%,12,4.01%,3.30%,3.87%,2.73%,2.35%,94.25,92.85,2.35,95.2,3.70%,35%,47%,16%,0,-0.72,0.71,AA,6.00%,77
12,光大转债,113011,2017-07-18,光大银行,601818,金融,112.81,-0.61%,0.33%,4,-0.50%,143,0.40%,4.13,0.75,-3.10%,96.85,16.50%,3.97年,无权,14.30%,13.80%,300,-0.81%,-1.24%,-0.89%,无权,无权,无权,93.81,16.54,110.35,2.20%,18%,18%,16%,0.56,0.16,0.96,AAA,4.00%,27
13,骆驼转债,113012,2017-07-18,骆驼股份,601311,汽车,112.31,0.07%,-3.29%,13.03,-5.03%,22,3.90%,13.44,1.98,-3.10%,96.95,15.80%,3.99年,1.99年,4.60%,4.50%,5.1,-0.81%,-1.21%,-0.89%,-4.15%,-4.37%,92.9,90.8,17.91,108.71,3.30%,35%,17%,16%,0.64,-0.29,1.58,AA,4.70%,16
14,永东转债,128014,2017-07-18,永东股份,2753,石油天然气化工,104.098,0.25%,0.75%,10.97,2.52%,4.6,1.30%,13.53,2.73,-18.90%,81.08,28.40%,4年19天,2年19天,9.20%,7.50%,3.4,2.09%,1.49%,1.97%,-0.26%,-0.57%,92.03,91.42,9.9,101.32,2.70%,60%,24%,17%,0.4,-0.46,1.26,AA-,5.50%,43
15,模塑转债,127004,2017-08-16,模塑科技,700,汽车,96.31,-0.60%,0.56%,3.79,-1.04%,8.6,1.10%,7.72,1.3,-50.90%,49.09,96.20%,4.18年,2.18年,26.20%,12.80%,8.2,4.44%,3.75%,4.30%,3.15%,2.84%,90.57,90.91,1.62,92.53,4.10%,53%,35%,17%,0.04,-0.79,0.86,AA,5.90%,68
16,久其转债,128015,2017-07-18,久其软件,2279,计算机及应用,102.92,-0.46%,0.19%,8.7,-1.36%,6.2,0.80%,12.86,3.15,-32.30%,67.65,52.10%,4.20年,2.20年,12.60%,8.50%,7.8,2.14%,1.59%,2.03%,0.05%,-0.20%,90.72,89.78,5.25,95.03,8.30%,71%,33%,17%,0.2,-1.5,1.98,AA,5.60%,34
17,国君转债,113013,2017-07-24,国泰君安,601211,金融,114.79,-1.14%,0.82%,18.8,-0.58%,172,2.10%,19.8,1.46,-5.10%,94.95,20.90%,4.27年,无权,4.30%,4.10%,70,-1.06%,-1.47%,-1.14%,无权,无权,无权,93.18,17.47,110.65,3.70%,26%,25%,17%,0.54,-0.15,1.22,AAA,4.00%,27
18,雨虹转债,128016,2017-10-20,东方雨虹,2271,建筑,112.85,-0.74%,-0.69%,20.52,-2.70%,48,2.30%,22.63,4.18,-9.30%,90.68,24.50%,4.49年,2.49年,6.00%,5.40%,18.4,-0.52%,-0.94%,-0.60%,-3.38%,-3.59%,91.81,90.95,15.14,106.09,6.40%,51%,26%,16%,0.53,-0.85,1.95,AA+,4.50%,9
19,林洋转债,113014,2017-11-13,林洋能源,601222,能源电力,104.64,-0.92%,0.83%,5.6,-0.53%,12,0.40%,8.76,1.07,-36.10%,63.93,63.70%,4.58年,2.58年,30.30%,19.40%,30,1.28%,0.83%,1.19%,-0.47%,-0.70%,88.87,86.47,5.58,92.05,13.70%,83%,44%,16%,0.16,-2.38,2.94,AA,5.70%,18
20,金禾转债,128017,2017-11-27,金禾实业,2597,石油天然气化工,107.613,-0.21%,-0.58%,17.24,-2.43%,0.4,0.10%,23.32,2.56,-26.10%,73.93,45.60%,4.60年,2.60年,6.20%,4.60%,6,0.55%,0.13%,0.46%,-1.57%,-1.78%,89.33,87.18,8.95,96.13,11.90%,36%,35%,17%,0.32,-2.11,2.96,AA,5.40%,21
21,隆基转债,113015,2017-11-20,隆基股份,601012,能源电力,120.82,0.26%,1.10%,25.58,1.79%,32,0.90%,22.98,4.79,11.30%,111.31,8.50%,4.60年,2.60年,3.90%,4.40%,28,-2.00%,-2.39%,-2.08%,-5.63%,-5.83%,91.95,91.44,29.79,121.23,-0.30%,47%,19%,16%,0.76,0.69,0.83,AA+,4.20%,13
22,小康转债,113016,2017-11-21,小康股份,601127,汽车,105.26,-0.74%,-0.79%,16.17,-2.47%,2.1,0.20%,17.2,3.07,-6.00%,94.01,12.00%,4.61年,2.61年,5.80%,5.40%,8.8,1.14%,0.70%,1.05%,-0.68%,-0.91%,90.89,89.81,18.35,108.16,-2.70%,40%,12%,16%,0.62,0.84,0.43,AA,4.80%,34
23,时达转债,128018,2017-12-04,新时达,2527,机械装备制造,106.002,0.00%,-0.11%,6.56,-1.65%,9.2,1.00%,11.83,1.43,-44.50%,55.45,91.20%,4.61年,2.61年,21.60%,12.00%,8.8,0.98%,0.54%,0.90%,-0.93%,-1.16%,88.28,85.63,4.51,90.14,17.60%,35%,50%,16%,0.06,-3,3.5,AA,5.90%,43
24,久立转2,128019,2017-12-01,久立特材,2318,石油天然气化工,113.559,0.82%,-1.63%,8.02,-1.23%,19,1.60%,8.22,2.27,-2.40%,97.57,16.40%,4.61年,2.61年,15.40%,15.00%,10.4,-0.64%,-1.05%,-0.72%,-3.46%,-3.66%,90.8,89.6,21.22,110.83,2.50%,34%,20%,17%,0.65,-0.16,1.47,AA,4.70%,13
25,嘉澳转债,113502,2017-11-27,嘉澳环保,603822,城市公用设施,100,-0.42%,0.42%,29.51,0.00%,1,0.50%,45.27,3.05,-34.80%,65.19,53.40%,4.62年,2.62年,8.50%,5.60%,1.9,2.71%,2.18%,2.61%,1.22%,0.97%,88.08,86.81,5.77,92.59,8.00%,58%,33%,17%,0.21,-1.5,1.99,AA-,6.00%,39
26,济川转债,110038,2017-11-29,济川药业,600566,医药,112.57,-0.04%,-0.73%,33.4,-1.88%,14,2.00%,40.04,5.47,-16.60%,83.42,34.90%,3.63年,1.63年,2.30%,1.90%,6.3,-0.94%,-1.39%,-1.03%,-5.59%,-5.75%,92.78,90.79,12.3,103.09,9.20%,36%,30%,15%,0.41,-1.56,2.5,AA,5.20%,11
27,水晶转债,128020,2017-12-12,水晶光电,2273,电子,110.2,-0.27%,-0.99%,13.74,-2.48%,4.3,0.30%,16,3.28,-14.10%,85.88,28.30%,4.64年,2.64年,10.00%,8.50%,11.8,0.28%,-0.18%,0.18%,-2.56%,-2.73%,89.52,89.36,12.77,102.13,7.90%,51%,27%,16%,0.51,-1.35,2.46,AA,5.00%,14
28,生益转债,110040,2017-12-11,生益科技,600183,电子,119.11,0.13%,0.77%,13.1,1.16%,41,1.90%,11.62,4.54,12.70%,112.74,5.70%,4.66年,无权,6.50%,7.30%,18,-1.66%,-2.06%,-1.74%,无权,无权,无权,91.27,31.12,122.4,-2.70%,46%,14%,16%,0.77,1.21,0.38,AA+,4.20%,2
29,国祯转债,123002,2017-12-25,国祯环保,300388,城市公用设施,119.7,-1.17%,-0.19%,10.15,-1.65%,7.2,1.00%,8.72,2.72,16.40%,116.4,2.80%,4.66年,2.66年,10.40%,12.10%,5.8,-1.77%,-2.17%,-1.85%,-5.20%,-5.39%,91.46,90.79,34.44,125.23,-4.40%,51%,<2%,16%,0.83,1.56,0.16,AA,4.30%,9
30,兄弟转债,128021,2017-12-27,兄弟科技,2562,医药,115.945,0.91%,-0.10%,6.07,1.00%,43,5.80%,5.35,2.51,13.50%,113.46,2.20%,4.67年,2.67年,11.90%,13.50%,6.4,-1.08%,-1.48%,-1.16%,-4.10%,-4.30%,91.33,90.6,32.19,122.8,-5.60%,68%,<2%,16%,0.81,1.77,-0.06,AA,4.40%,20
31,众信转债,128022,2017-12-28,众信旅游,2707,旅游餐饮酒店,106.9,0.28%,-1.51%,7.72,-4.57%,9.3,1.20%,10.99,2.91,-29.80%,70.25,52.20%,4.68年,2.68年,10.20%,7.20%,7,0.68%,0.27%,0.60%,-1.29%,-1.50%,88.69,86.41,7.8,94.21,13.50%,69%,35%,17%,0.27,-2.32,3.11,AA,5.50%,9
32,亚太转债,128023,2017-12-26,亚太股份,2284,汽车,96.377,-0.01%,-0.20%,5.42,-3.21%,6,0.60%,10.34,1.52,-47.60%,52.42,83.90%,4.69年,2.69年,25.00%,13.10%,10,3.48%,2.95%,3.38%,2.48%,2.25%,87.9,86.8,3.29,90.08,7.00%,36%,35%,17%,0.07,-1.29,1.45,AA,5.90%,36
33,宁行转债,128024,2018-01-12,宁波银行,2142,金融,119.05,-0.13%,0.23%,20.21,0.15%,72,0.80%,18.01,1.72,12.20%,112.22,6.10%,4.69年,无权,7.10%,8.00%,75,-1.89%,-2.24%,-1.96%,无权,无权,无权,90.96,32.38,123.33,-3.50%,30%,14%,18%,0.71,1.47,0.03,AAA,4.00%,27
34,特一转债,128025,2017-12-28,特一药业,2728,医药,110.899,0.36%,-1.32%,16.81,-1.29%,4.9,1.30%,16.1,3.22,4.40%,104.41,6.20%,4.69年,2.69年,10.00%,10.50%,3.4,-0.12%,-0.52%,-0.20%,-2.55%,-2.75%,90.58,89.46,26.41,115.87,-4.30%,36%,<2%,17%,0.74,1.28,0.25,AA-,4.70%,29
35,蓝思转债,123003,2018-01-17,蓝思科技,300433,电子,105.32,0.13%,-0.12%,8.31,0.12%,49,1.00%,16.08,2,-48.30%,51.68,104%,4.70年,2.70年,14.70%,7.60%,48,1.01%,0.59%,0.92%,-0.76%,-0.97%,89.81,88.23,3.13,91.36,15.30%,87%,55%,16%,0.04,-2.63,2.97,AA+,5.00%,30
36,众兴转债,128026,2018-01-03,众兴菌业,2772,农业,97.53,0.25%,0.73%,8.08,3.72%,9.6,1.10%,11.64,1.19,-30.60%,69.42,40.50%,4.71年,2.71年,31.00%,21.50%,9.2,2.82%,2.37%,2.73%,2.07%,1.83%,87.93,85.32,7.77,93.09,4.80%,55%,27%,16%,0.26,-0.95,1.5,AA-,5.80%,39
37,泰晶转债,113503,2018-01-02,泰晶科技,603738,电子,105.13,0.07%,1.06%,16.64,1.90%,1.4,0.60%,17.99,4.37,-7.50%,92.5,13.70%,4.72年,2.72年,8.10%,7.50%,2.2,1.55%,1.04%,1.45%,-0.58%,-0.81%,90.4,90.85,16.85,107.7,-2.40%,63%,15%,16%,0.59,0.7,0.51,AA,4.80%,32
38,崇达转债,128027,2018-01-22,崇达技术,2815,电子,116.611,-1.54%,0.94%,16.3,-0.79%,2.3,0.30%,15.09,4.92,8.00%,108.02,8.00%,4.72年,2.72年,5.70%,6.20%,7.8,-1.10%,-1.51%,-1.18%,-4.15%,-4.35%,91.15,90.5,28.35,118.85,-1.90%,63%,16%,16%,0.76,0.88,0.66,AA,4.50%,5
39,铁汉转债,123004,2018-01-26,铁汉生态,300197,城市公用设施,113.001,-0.35%,-2.77%,4.14,-4.17%,4.3,0.80%,3.99,1.48,3.80%,103.76,8.90%,4.72年,2.72年,4.90%,5.10%,4.8,-0.52%,-0.92%,-0.60%,-3.16%,-3.36%,90.82,89.91,24.29,114.19,-1.00%,67%,9%,15%,0.75,0.66,0.84,AA,4.50%,63
40,东财转债!,123006,2018-01-29,东方财富,300059,金融,158.7,-1.12%,-0.98%,18.01,-2.17%,485,14.80%,11.36,6.43,58.50%,158.54,0.10%,4.73年,2.73年,2.20%,3.50%,20.6,-7.45%,-7.81%,-7.52%,-13.90%,-14.00%,91.16,91.75,71.88,163.63,-3.00%,58%,<2%,17%,0.97,1.62,0.37,AA,4.10%,32
41,赣锋转债,128028,2018-01-19,赣锋锂业,2460,有色金属,104.63,-0.64%,0.10%,26.71,-3.26%,3.6,0.40%,42.58,6.32,-37.30%,62.73,66.80%,4.73年,2.73年,2.60%,1.70%,9.3,1.04%,0.65%,0.96%,-0.69%,-0.87%,87.49,84.92,6.08,91.01,15.00%,71%,44%,17%,0.16,-2.59,3.2,AA,5.70%,16
42,太阳转债,128029,2018-01-16,太阳纸业,2078,造纸包装印刷,108.5,0.44%,-1.20%,6.86,-2.56%,3.6,0.30%,8.75,1.5,-21.60%,78.4,38.40%,3.74年,1.74年,6.70%,5.30%,12,-0.05%,-0.47%,-0.13%,-3.47%,-3.61%,93,91.38,6.96,98.33,10.30%,37%,32%,16%,0.3,-1.69,2.41,AA+,4.70%,9
43,天康转债,128030,2018-01-29,天康生物,2100,农业,119.54,-0.39%,-1.84%,8.61,-3.04%,5.8,0.50%,8.15,2.67,5.60%,105.64,13.20%,4.74年,2.74年,12.10%,12.70%,10,-1.24%,-1.72%,-1.34%,-4.94%,-5.14%,90.92,91.81,25.65,117.46,1.80%,31%,17%,16%,0.73,0.06,1.41,AA,4.50%,11
44,双环转债,128032,2018-01-25,双环传动,2472,机械装备制造,105.61,-0.18%,-0.21%,7,-1.55%,6.9,0.70%,9.99,1.46,-29.90%,70.07,50.70%,4.74年,2.74年,20.80%,14.60%,10,1.04%,0.61%,0.95%,-0.76%,-0.98%,88.51,86.38,7.54,93.91,12.50%,54%,36%,16%,0.25,-2.17,2.87,AA,5.50%,18
45,蒙电转债,110041,2018-01-09,内蒙华电,600863,能源电力,109.01,0.01%,-0.01%,2.82,0.00%,8.7,0.40%,2.92,1.55,-3.40%,96.58,12.90%,4.74年,2.74年,11.40%,11.00%,18.7,0.37%,-0.06%,0.29%,-1.82%,-2.04%,92.36,92.44,18.71,111.15,-1.90%,22%,14%,16%,0.57,1.03,0.15,AAA,4.00%,20
46,航电转债,110042,2018-01-15,中航电子,600372,航空航天,119.7,-0.90%,0.35%,15.98,-0.75%,26,0.90%,14.23,3.95,12.30%,112.3,6.60%,4.74年,2.74年,8.50%,9.60%,24,-1.84%,-2.21%,-1.91%,-4.97%,-5.17%,92.24,91.49,31.23,122.72,-2.50%,35%,14%,16%,0.74,1.28,0.24,AAA,4.00%,18
47,吉视转债,113017,2018-01-15,吉视传媒,601929,传媒娱乐,109.41,-0.56%,-1.27%,2.78,-3.14%,15,0.90%,2.96,1.31,-6.10%,93.92,16.50%,4.75年,2.75年,18.00%,16.90%,15.6,0.17%,-0.23%,0.09%,-2.05%,-2.24%,90.94,90.16,17.87,108.04,1.30%,28%,17%,16%,0.58,0.17,1,AA+,4.40%,41
48,迪龙转债,128033,2018-01-29,雪迪龙,2658,城市公用设施,105.698,-0.75%,-0.24%,8.36,-1.65%,4.1,0.80%,9.03,2.51,-7.40%,92.58,14.20%,4.75年,2.75年,10.30%,9.50%,5.2,0.92%,0.51%,0.84%,-0.87%,-1.07%,89.97,88.63,18.59,107.22,-1.40%,37%,16%,17%,0.6,0.53,0.67,AA,4.80%,54
49,道氏转债,123007,2018-01-26,道氏技术,300409,建筑,122.13,-1.98%,0.02%,18.35,-2.29%,6.2,1.50%,15.2,4.7,20.70%,120.72,1.20%,4.75年,2.75年,3.90%,4.70%,3.2,-1.84%,-2.29%,-1.93%,-5.56%,-5.77%,91.48,91.81,37.96,129.77,-5.90%,77%,<2%,16%,0.85,1.88,-0.07,AA-,4.40%,21
50,常熟转债!,113018,2018-02-06,常熟银行,601128,金融,125.97,0.78%,-0.24%,7.26,0.55%,125,6.60%,5.76,1.4,26.00%,126.04,-0.10%,4.81年,无权,8.50%,10.70%,15.1,-2.89%,-3.24%,-2.96%,无权,无权,无权,90.84,40.09,130.93,-3.80%,42%,<2%,18%,0.96,1.79,0.2,AA+,4.00%,36
51,江银转债,128034,2018-02-14,江阴银行,2807,金融,113.803,0.00%,-0.59%,6.09,-0.81%,22,1.10%,5.67,1.06,7.40%,107.41,6.00%,4.83年,无权,16.00%,17.20%,17.6,-0.79%,-1.15%,-0.86%,无权,无权,无权,89.76,28.94,118.71,-4.10%,49%,11%,18%,0.72,1.45,0.05,AA+,4.30%,52
52,无锡转债,110043,2018-03-14,无锡银行,600908,金融,108,-0.41%,-0.48%,6.24,-1.42%,22,0.70%,6.7,1.16,-6.90%,93.13,16.00%,4.84年,无权,26.00%,24.20%,30,-0.51%,-0.72%,-0.55%,无权,无权,无权,85.92,20.77,106.69,1.20%,47%,20%,18%,0.62,0.19,1.05,AA+,4.40%,48
53,大族转债,128035,2018-03-05,大族激光,2008,电子,108.31,-0.36%,0.53%,40.51,0.52%,14,0.50%,52.5,5.28,-22.80%,77.16,40.40%,4.86年,2.86年,5.30%,4.10%,23,0.02%,-0.31%,-0.05%,-1.09%,-1.39%,91.31,87.05,10.77,97.82,10.70%,39%,33%,16%,0.32,-1.73,2.51,AA+,4.70%,16
54,玲珑转债,113019,2018-03-22,玲珑轮胎,601966,汽车,110,1.02%,0.09%,17.22,2.32%,29,1.30%,18.84,2.19,-8.60%,91.4,20.30%,3.92年,1.92年,9.70%,8.80%,20,0.70%,0.09%,0.58%,-3.67%,-3.82%,92.78,95.18,12.36,107.54,2.30%,34%,21%,16%,0.48,-0.11,1.06,AA+,4.50%,21
55,康泰转债!,123008,2018-03-19,康泰生物,300601,医药,164.1,-1.26%,0.71%,51.98,-0.57%,43,16.00%,31.23,21.1,66.40%,166.44,-1.40%,4.84年,2.84年,0.50%,0.80%,1.6,-7.91%,-8.26%,-7.98%,-14.10%,-14.20%,91.62,91.55,81.18,172.73,-5.00%,69%,<2%,16%,0.96,2.07,-0.03,AA-,4.10%,11
56,艾华转债,113504,2018-03-23,艾华集团,603989,电子,113.02,0.37%,-1.04%,20.3,-1.07%,0.2,0.00%,21.73,4.35,-6.60%,93.42,21.00%,4.93年,2.93年,8.70%,8.20%,6.9,-0.41%,-0.81%,-0.49%,-2.88%,-3.08%,89.58,88.51,19.03,107.54,5.10%,40%,23%,16%,0.62,-0.72,2.01,AA,4.80%,5
57,杭电转债,113505,2018-03-27,杭电股份,603618,能源电力,105.84,-0.33%,0.24%,6.54,-0.15%,4.7,0.60%,7.29,2.07,-10.30%,89.71,18.00%,4.94年,2.94年,17.40%,15.60%,7.8,1.32%,0.84%,1.22%,-0.78%,-0.99%,89.24,89.6,15.94,105.54,0.30%,72%,18%,16%,0.57,0.12,1.02,AA,4.90%,45
58,星源转债,123009,2018-04-10,星源材质,300568,汽车,113.5,-2.03%,-1.84%,28.41,-5.43%,13,2.30%,27.69,3.81,2.60%,102.6,10.60%,4.94年,2.94年,8.80%,9.00%,4.8,-0.59%,-0.97%,-0.66%,-3.08%,-3.26%,89.77,88.76,25.8,114.56,-0.90%,64%,13%,17%,0.71,0.57,0.86,AA,4.60%,13
59,长证转债,127005,2018-04-11,长江证券,783,金融,111.7,-1.08%,0.77%,7.03,-0.57%,44,0.80%,7.45,1.48,-5.60%,94.36,18.40%,4.96年,无权,12.90%,12.10%,50,-0.37%,-0.73%,-0.44%,无权,无权,无权,90.63,20.07,110.7,0.90%,31%,21%,18%,0.55,0.42,0.69,AAA,4.00%,36
60,敖东转债,127006,2018-05-11,吉林敖东,623,金融,106.181,-0.76%,0.11%,17.44,-1.41%,9.4,0.40%,20.82,0.98,-16.20%,83.77,26.80%,4.96年,2.96年,11.90%,10.00%,24.1,0.42%,0.10%,0.36%,-1.26%,-1.39%,88.91,87.22,13.29,100.51,5.60%,31%,25%,16%,0.46,-0.78,1.73,AA+,4.50%,36
61,岩土转债,128037,2018-04-25,中化岩土,2542,建筑,100.25,0.07%,0.27%,5.55,1.28%,11,1.90%,8.03,2.78,-30.90%,69.12,45.00%,4.97年,2.97年,6.00%,4.10%,6,2.45%,1.96%,2.35%,0.97%,0.76%,87.56,87.02,6.69,93.71,7.00%,55%,29%,16%,0.27,-1.31,1.9,AA,5.50%,70
62,利欧转债,128038,2018-04-19,利欧股份,2131,传媒娱乐,119.27,1.46%,-0.65%,2.05,0.99%,67,19.40%,1.72,1.37,19.20%,119.19,0.10%,4.98年,2.98年,2.30%,2.70%,2.9,-0.95%,-1.44%,-1.05%,-4.49%,-4.68%,90.44,92.41,36.4,128.81,-7.40%,80%,<2%,16%,0.83,2.22,-0.41,AA,4.30%,82
63,金农转债,128036,2018-04-02,金新农,2548,农业,113,-0.19%,2.57%,10.39,3.08%,23,3.80%,9.62,2.73,8.00%,108,4.60%,4.95年,2.95年,13.80%,14.90%,5.5,-0.39%,-0.79%,-0.47%,-2.83%,-3.03%,90.08,89.29,30.03,119.32,-5.30%,39%,14%,17%,0.77,1.54,0.08,AA-,4.60%,50
64,鼎信转债,113506,2018-05-14,鼎信通讯,603421,能源电力,139.36,-0.41%,-2.04%,30.1,-2.68%,48,25.30%,21.65,5.82,39.00%,139.03,0.20%,5年14天,3年14天,1.00%,1.40%,1.4,-4.56%,-4.91%,-4.63%,-8.98%,-9.15%,90.77,90.36,56.01,146.37,-4.80%,52%,<2%,16%,0.91,1.82,0.09,AA,4.20%,29
65,天马转债,113507,2018-05-07,天马科技,603668,农业,133.78,2.89%,-0.69%,9.94,2.47%,58,20.60%,7.37,3.33,34.90%,134.87,-0.80%,5年17天,3年17天,7.20%,9.70%,2.1,-3.30%,-3.75%,-3.39%,-7.67%,-7.86%,90.88,92.15,51.5,143.65,-6.90%,54%,<2%,17%,0.89,2.21,-0.28,AA-,4.30%,34
66,新凤转债,113508,2018-05-16,DR新凤鸣,603225,服装纺织,105.46,-1.07%,-0.84%,14.16,-3.80%,15,0.70%,16.83,1.54,-15.90%,84.14,25.30%,5年28天,3年28天,17.80%,15.00%,21.5,1.41%,0.93%,1.32%,-0.55%,-0.77%,88.58,88.74,13.5,102.24,3.10%,49%,<2%,16%,0.5,-0.54,1.56,AA,5.00%,30
67,新泉转债,113509,2018-06-22,新泉股份,603179,汽车,106.85,0.00%,-0.50%,17.43,-0.85%,2.1,0.40%,19.38,2.6,-10.10%,89.94,18.80%,5.18年,3.18年,11.30%,10.20%,4.5,0.77%,0.37%,0.69%,-0.93%,-1.13%,88.58,87.42,18.71,106.13,0.70%,55%,19%,17%,0.58,0.05,1.12,AA,4.80%,27
68,三力转债,128039,2018-06-29,三 力 士,2224,机械装备制造,115.51,0.74%,-0.62%,6.69,0.15%,15,2.80%,5.84,2.52,14.60%,114.55,0.80%,5.20年,3.20年,10.60%,12.20%,4.7,-0.85%,-1.22%,-0.92%,-3.28%,-3.46%,89.41,88.6,36.24,124.84,-7.50%,38%,<2%,17%,0.82,2.13,-0.34,AA-,4.40%,29
69,华通转债,128040,2018-07-13,华通医药,2758,医药,105.05,0.06%,2.40%,10.95,3.79%,14,6.20%,11.45,3.58,-4.40%,95.63,9.80%,5.21年,3.21年,9.70%,9.30%,2.2,1.49%,1.02%,1.40%,-0.36%,-0.57%,88.54,88.87,22.37,111.24,-5.60%,76%,14%,18%,0.65,1.36,0.01,AA-,4.90%,54
70,再升转债,113510,2018-07-13,再升科技,603601,城市公用设施,102.53,-0.60%,0.24%,8.81,-1.12%,1.3,1.10%,11.32,3.79,-22.20%,77.83,31.70%,5.23年,1.23年,2.40%,1.90%,1.1,1.97%,1.49%,1.87%,-0.96%,-1.12%,93.66,85.31,14.05,99.37,3.20%,66%,24%,17%,0.32,-0.49,1.13,AA-,5.70%,32
