,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,CP/B,股价/转股价,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
21,中鼎转2,127011,2019-04-04,中鼎股份,887,汽车,109.55,-0.41%,-0.02%,11.62,-0.68%,21,1.60%,11.99,1.77,-3.10%,96.91,13.00%,4月19天,5.86年,3.86年,8.50%,8.20%,12,0.96%,0.47%,0.86%,-1.29%,-1.48%,87.72,90.48,21.17,111.64,-1.90%,41%,16%,17%,0.62,0.8,0.47,AA+,4.40%,18
22,拓邦转债,128058,2019-04-08,拓邦股份,2139,电子,113.9,-1.14%,-1.52%,6.23,-3.56%,14,2.10%,5.64,2.59,10.50%,110.46,3.10%,4月16天,5.86年,3.86年,9.00%,10.00%,5.7,1.35%,0.68%,1.22%,-2.04%,-2.27%,88.04,95.56,28,123.55,-7.80%,59%,<2%,16%,0.75,2.03,-0.4,AA,4.50%,42
23,博彦转债,128057,2019-04-02,博彦科技,2649,计算机及应用,106.4,-3.71%,1.04%,9.78,-3.36%,45,7.10%,8.9,1.91,9.90%,109.89,-3.20%,4月14天,5.85年,3.85年,11.20%,12.30%,5.8,1.76%,1.22%,1.65%,-0.55%,-0.74%,87.37,91.32,29.5,120.82,-11.90%,74%,<2%,16%,0.79,3.08,-1.15,AA-,4.50%,42
24,贵广转债,110052,2019-03-29,贵广网络,600996,传媒娱乐,114.95,-5.61%,-2.52%,10.11,-9.97%,95,5.00%,8.13,1.81,24.40%,124.35,-7.60%,4月14天,5.85年,3.85年,15.20%,18.90%,16,0.61%,0.04%,0.49%,-2.41%,-2.61%,88.66,94.1,39.75,133.84,-14.10%,41%,<2%,16%,0.81,4.07,-1.86,AA+,4.20%,42
25,万信转2,123021,2019-03-25,万达信息,300168,计算机及应用,113.5,0.63%,-1.75%,14.83,-1.46%,42,3.10%,13.62,4.12,8.90%,108.88,4.20%,4月11天,5.85年,3.85年,7.40%,8.00%,12,0.72%,0.17%,0.61%,-2.22%,-2.40%,87.23,92.02,28.11,120.13,-5.50%,50%,<2%,16%,0.76,1.54,0.06,AA,4.50%,19
26,中信转债,113021,2019-03-19,中信银行,601998,金融,104.64,0.32%,0.08%,6.34,0.96%,202,0.50%,7.45,0.87,-14.90%,85.1,23.00%,4月14天,5.85年,无权,12.90%,11.00%,400,2.30%,1.70%,2.18%,无权,无权,无权,95.24,12.61,107.86,-3.00%,23%,14%,17%,0.41,1.07,-0.18,AAA,4.00%,49
27,富祥转债,123020,2019-03-29,富祥股份,300497,医药,111.55,-4.41%,-0.51%,20.52,-6.17%,24,5.00%,18.05,3.71,13.70%,113.68,-1.90%,4月12天,5.84年,3.84年,9.10%,10.40%,4.2,1.45%,0.82%,1.32%,-1.65%,-1.86%,87.74,94.16,30.88,125.03,-10.80%,64%,<2%,16%,0.8,2.8,-0.93,AA-,4.50%,45
28,长城转债,113528,2019-03-20,长城科技,603897,机械装备制造,101.95,-1.87%,-0.11%,21.64,-3.26%,2.8,0.40%,24.18,2.57,-10.50%,89.5,13.90%,4月12天,5.84年,3.84年,16.40%,14.70%,6.3,2.61%,2.04%,2.49%,0.61%,0.39%,86.16,89.47,16.81,106.28,-4.10%,55%,12%,17%,0.61,0.82,0.42,AA-,5.00%,36
29,今飞转债,128056,2019-03-22,今飞凯达,2863,汽车,101.621,-1.74%,-2.31%,6.21,-6.48%,5.1,1.40%,6.8,2.66,-8.70%,91.32,11.30%,4月9天,5.83年,3.83年,15.70%,14.40%,3.7,3.20%,2.53%,3.06%,0.77%,0.54%,86,91.45,17.19,108.64,-6.50%,71%,5%,17%,0.62,1.23,0.08,A+,5.10%,49
30,中天转债,110051,2019-03-22,中天科技,600522,通信互联网,107.64,-1.21%,-0.36%,10.02,-2.43%,64,1.50%,10.29,1.68,-2.60%,97.38,10.50%,4月9天,5.83年,3.83年,12.90%,12.60%,39.7,1.05%,0.61%,0.96%,-0.91%,-1.09%,87.67,89.55,20.94,110.49,-2.60%,64%,13%,16%,0.65,0.98,0.34,AA+,4.40%,24
31,长青转2,128055,2019-04-03,长青股份,2391,石油天然气化工,115.6,-0.94%,1.19%,13.78,0.29%,53,5.00%,11.41,1.23,20.80%,120.77,-4.30%,4月8天,5.83年,3.83年,18.40%,22.30%,9.1,-0.02%,-0.49%,-0.11%,-2.64%,-2.82%,88.03,90.78,38.83,129.6,-10.80%,31%,<2%,16%,0.85,3.06,-1.05,AA,4.30%,43
32,中来转债,123019,2019-03-22,中来股份,300393,能源电力,100.84,-1.35%,-0.89%,17.99,-4.26%,9.9,1.00%,20.41,1.96,-11.90%,88.14,14.40%,4月4天,5.83年,3.83年,23.10%,20.30%,10,3.82%,3.07%,3.67%,0.98%,0.75%,85.86,93.64,15.29,108.93,-7.40%,47%,8%,18%,0.53,1.45,-0.3,AA-,5.20%,55
33,中宠转债,128054,2019-03-14,中宠股份,2891,农业,104.1,-1.92%,0.84%,31.88,-1.85%,1.6,0.80%,37.97,4.73,-16.00%,83.96,24.00%,3月24天,5.80年,3.80年,6.10%,5.10%,1.9,1.86%,1.36%,1.76%,-0.04%,-0.23%,85.01,86.41,13.81,100.22,3.90%,48%,23%,16%,0.58,-0.93,2.15,A+,5.30%,21
34,尚荣转债,128053,2019-03-07,尚荣医疗,2551,医药,113.5,-1.23%,1.80%,5.98,0.67%,16,1.80%,4.94,1.51,21.10%,121.05,-6.20%,3月22天,5.80年,3.80年,17.80%,21.50%,7.5,0.28%,-0.20%,0.18%,-2.25%,-2.43%,87.99,90.75,38.91,129.66,-12.50%,42%,<2%,16%,0.85,3.5,-1.38,AA,4.30%,67
35,维格转债,113527,2019-02-19,维格娜丝,603518,服装纺织,101.5,-6.16%,-0.44%,15.17,-9.97%,58,7.50%,14.96,1.12,1.40%,101.4,0.10%,3月1天,5.74年,3.74年,27.30%,27.70%,7.5,3.13%,2.48%,3.00%,0.64%,0.44%,87.2,93.33,23.4,116.73,-13.00%,39%,<2%,18%,0.66,3.24,-1.51,AA,4.70%,49
36,联泰转债,113526,2019-02-18,联泰环保,603797,城市公用设施,109.24,0.39%,-0.56%,13.62,-0.22%,1.4,0.30%,12.31,2.37,10.60%,110.64,-1.30%,3月0天,5.74年,3.74年,13.40%,14.90%,3.9,0.30%,-0.06%,0.23%,-1.36%,-1.53%,87.62,87.06,34.11,121.17,-9.80%,49%,<2%,18%,0.79,2.68,-0.85,AA,4.40%,19
37,平银转债,127010,2019-02-18,平安银行,1,金融,120.75,2.14%,-0.44%,14.1,2.25%,343,1.10%,11.77,0.89,19.80%,119.8,0.80%,2月26天,5.73年,无权,10.70%,12.90%,260,-0.41%,-0.96%,-0.52%,无权,无权,无权,94.78,36.57,131.34,-8.10%,30%,<2%,16%,0.76,2.6,-0.85,AAA,4.00%,60
38,冰轮转债,127009,2019-02-21,冰轮环境,811,机械装备制造,134.8,-0.55%,2.55%,9.19,2.11%,107,15.30%,5.52,1.2,66.50%,166.49,-19.00%,2月19天,5.71年,3.71年,8.50%,14.10%,5.1,-2.74%,-3.20%,-2.84%,-6.57%,-6.74%,88.94,92.03,80.27,172.3,-21.80%,45%,<2%,17%,0.95,6.65,-3.32,AA,4.10%,30
39,凯龙转债,128052,2019-01-21,凯龙股份,2783,石油天然气化工,181,-6.22%,0.74%,15.65,-5.61%,734,118%,6.97,1.6,125%,224.53,-19.40%,58天,5.64年,3.64年,6.30%,14.20%,3.3,-7.78%,-8.20%,-7.86%,-13.10%,-13.20%,89.55,92.74,136.83,229.57,-21.20%,79%,<2%,17%,0.98,6.56,-3.22,AA,4.00%,39
40,溢利转债,123018,2019-01-23,溢多利,300381,医药,106.799,-2.91%,-0.45%,9.33,-4.21%,4.6,0.60%,8.41,1.68,10.90%,110.94,-3.70%,57天,5.64年,3.64年,17.50%,19.40%,6.7,1.39%,0.90%,1.29%,-0.75%,-0.94%,87.9,90.34,31.32,121.66,-12.20%,77%,<2%,17%,0.8,3.19,-1.24,AA-,4.50%,37
41,佳都转债,110050,2019-01-21,佳都科技,600728,计算机及应用,120.78,-4.53%,-3.18%,9.72,-8.99%,35,3.20%,7.95,3.72,22.30%,122.26,-1.20%,56天,5.64年,3.64年,5.60%,6.80%,8.8,-0.99%,-1.44%,-1.08%,-3.94%,-4.12%,88.62,90.63,39.91,130.54,-7.50%,70%,<2%,16%,0.86,2.27,-0.4,AA,4.30%,27
42,海尔转债,110049,2019-01-18,青岛海尔,600690,家电,118.52,0.45%,-0.82%,16.67,-0.48%,54,1.50%,14.55,2.52,14.60%,114.57,3.40%,56天,5.64年,3.64年,2.80%,3.20%,30.1,-1.34%,-1.66%,-1.40%,-3.52%,-3.69%,89.26,88.52,34.79,123.31,-3.90%,32%,<2%,16%,0.77,1.64,-0.02,AAA,4.00%,24
43,台华转债,113525,2019-01-11,台华新材,603055,服装纺织,106.02,-0.92%,-1.45%,10.9,-3.71%,11,2.00%,11.56,2.53,-5.70%,94.29,12.40%,52天,5.63年,3.63年,8.90%,8.40%,5.3,1.53%,1.03%,1.43%,-0.56%,-0.75%,87.25,89.34,19.58,108.92,-2.70%,46%,12%,17%,0.64,0.7,0.59,AA,4.70%,7
44,奇精转债,113524,2019-01-07,奇精机械,603677,家电,107.01,0.82%,0.85%,16.07,2.29%,22,6.20%,14.76,2.94,8.90%,108.88,-1.70%,51天,5.63年,3.63年,10.50%,11.40%,3.3,1.83%,1.25%,1.72%,-0.81%,-1.00%,87.86,92.58,29.1,121.68,-12.10%,60%,<2%,18%,0.73,3.1,-1.28,AA,4.50%,51
45,光华转债,128051,2019-01-09,光华科技,2741,汽车,99.99,-0.01%,-0.40%,14.01,-0.78%,4.7,1.90%,17.03,5.28,-17.70%,82.27,21.50%,51天,5.63年,3.63年,4.80%,3.90%,2.5,2.73%,2.20%,2.63%,1.14%,0.91%,86.34,87.86,12.94,100.81,-0.80%,37%,17%,17%,0.53,0.05,1.01,AA-,5.20%,24
46,钧达转债,128050,2018-12-27,钧达股份,2865,汽车,101.7,-0.49%,-1.64%,19.18,-4.10%,4.5,1.40%,21.74,3.06,-11.80%,88.22,15.30%,45天,5.61年,3.61年,13.70%,12.10%,3.2,3.69%,2.93%,3.54%,0.71%,0.48%,86.43,93.93,14.7,108.64,-6.40%,65%,8%,18%,0.52,1.22,-0.12,AA-,5.20%,75
47,伟明转债,113523,2018-12-26,伟明环保,603568,城市公用设施,113.46,-0.65%,1.96%,28.45,1.57%,30,3.90%,23.92,5.22,18.90%,118.94,-4.60%,45天,5.61年,3.61年,3.40%,4.10%,6.7,0.29%,-0.20%,0.19%,-2.35%,-2.53%,88.58,91.32,36.57,127.89,-11.30%,43%,<2%,16%,0.84,3.15,-1.14,AA,4.30%,22
48,福能转债,110048,2018-12-28,福能股份,600483,能源电力,110.2,0.64%,-1.63%,8.92,-1.44%,43,1.40%,8.69,1.2,2.60%,102.65,7.40%,45天,5.61年,3.61年,20.40%,21.00%,28.3,0.67%,0.20%,0.57%,-1.59%,-1.78%,88.67,90.65,24.01,114.66,-3.90%,29%,9%,16%,0.69,1.31,0.14,AA+,4.30%,12
49,华源转债,128049,2018-12-20,华源控股,2787,造纸包装印刷,105.697,-2.13%,-0.67%,7.78,-3.83%,3.4,0.80%,7.57,1.74,2.80%,102.77,2.80%,34天,5.58年,3.58年,16.50%,17.00%,4,1.67%,1.15%,1.56%,-0.43%,-0.63%,87.85,90.16,26.12,116.28,-9.10%,75%,<2%,18%,0.73,2.2,-0.57,AA-,4.70%,57
50,旭升转债,113522,2018-12-11,旭升股份,603305,汽车,103,-1.60%,-2.16%,24.78,-8.12%,5.7,1.30%,29.86,8.5,-17.00%,82.99,24.10%,28天,5.57年,3.57年,4.20%,3.50%,4.2,2.88%,2.23%,2.75%,0.21%,0.01%,86.46,91.81,10.6,102.41,0.60%,63%,14%,16%,0.46,-0.13,1.06,AA,5.10%,19
51,山鹰转债,110047,2018-12-10,山鹰纸业,600567,造纸包装印刷,108.35,-0.97%,-1.65%,3.56,-3.78%,42,1.70%,3.34,1.15,6.60%,106.59,1.70%,27天,5.56年,3.56年,14.10%,15.00%,23,1.65%,1.06%,1.53%,-1.15%,-1.34%,88.87,94.14,24.87,119.01,-9.00%,29%,<2%,16%,0.69,2.49,-0.87,AA+,4.30%,70
52,寒锐转债,123017,2018-12-24,寒锐钴业,300618,有色金属,102.702,-2.85%,-3.08%,70.35,-10.00%,8.6,1.90%,81.49,9.27,-13.70%,86.33,19.00%,26天,5.56年,3.56年,3.30%,2.80%,4.4,1.45%,1.07%,1.37%,0.24%,0.05%,86.46,85.05,15.66,100.71,2.00%,77%,14%,16%,0.59,-0.31,1.51,AA-,5.00%,40
53,圆通转债,110046,2018-12-18,圆通速递,600233,交通运输,120.22,1.88%,-0.44%,13.48,1.74%,45,1.00%,10.89,2.75,23.80%,123.78,-2.90%,26天,5.56年,3.56年,9.60%,11.80%,36.5,-0.72%,-1.21%,-0.81%,-3.83%,-4.03%,89.56,92.55,39.93,132.48,-9.30%,60%,<2%,16%,0.83,2.82,-0.9,AA+,4.20%,37
54,桐昆转债,113020,2018-12-12,桐昆股份,601233,服装纺织,120.01,0.02%,-1.76%,15.46,-2.09%,74,1.60%,12.63,1.45,22.40%,122.41,-2.00%,23天,5.56年,3.56年,13.50%,16.50%,38,-1.08%,-1.50%,-1.16%,-3.90%,-4.08%,89.11,90.52,39.95,130.47,-8.00%,48%,<2%,16%,0.84,2.52,-0.64,AA+,4.20%,34
55,特发转债,127008,2018-12-25,特发信息,70,通信互联网,183.3,-8.26%,-0.11%,14.27,-8.53%,421,52.00%,6.78,1.9,110%,210.47,-12.90%,22天,4.55年,2.55年,4.70%,9.90%,4.2,-10.50%,-10.20%,-10.40%,-13.10%,-13.20%,91.89,93.36,120.44,213.8,-14.30%,60%,<2%,17%,0.98,4.45,-1.85,AA,4.00%,49
56,科森转债,113521,2018-12-07,科森科技,603626,通信互联网,107.14,-0.26%,-0.94%,9.55,-1.65%,24,3.80%,8.95,2.12,6.70%,106.7,0.40%,22天,5.55年,3.55年,15.40%,16.40%,6.1,1.42%,0.91%,1.32%,-0.80%,-1.01%,88.38,90.91,28.61,119.51,-10.40%,63%,<2%,18%,0.73,2.68,-0.96,AA,4.50%,67
57,张行转债,128048,2018-11-29,张家港行,2839,金融,109.51,-0.45%,-0.51%,6.44,-1.38%,60,2.20%,6.06,1.22,6.30%,106.27,3.00%,16天,5.54年,无权,21.50%,22.80%,25,0.79%,0.32%,0.70%,无权,无权,无权,90.91,28.05,118.96,-7.90%,56%,<2%,18%,0.69,2.27,-0.69,AA+,4.30%,34
58,百合转债,113520,2018-11-26,梦百合,603313,其他,131,0.46%,3.95%,26.66,4.80%,25,3.70%,19.03,2.66,40.10%,140.09,-6.50%,14天,5.53年,3.53年,7.90%,11.10%,5.1,-2.26%,-2.75%,-2.36%,-6.11%,-6.30%,89.52,92.6,54.62,147.22,-11.00%,42%,<2%,16%,0.92,3.29,-1.1,AA-,4.20%,18
59,洲明转债,123016,2018-12-03,洲明科技,300232,电子,129,0.00%,0.86%,12.86,0.94%,18,2.50%,9.45,3.13,36.10%,136.08,-5.20%,13天,5.52年,3.52年,5.60%,7.60%,5.5,-1.98%,-2.47%,-2.07%,-5.66%,-5.86%,89.68,92.59,50.98,143.56,-10.10%,69%,<2%,16%,0.91,3.04,-0.93,AA-,4.20%,18
60,长久转债,113519,2018-11-30,长久物流,603569,交通运输,111.11,1.75%,-0.10%,13.57,2.18%,3.8,0.50%,11.99,2.77,13.20%,113.18,-1.80%,13天,5.52年,3.52年,9.20%,10.40%,7,1.53%,0.87%,1.39%,-1.77%,-1.98%,88.7,95.11,30.07,125.17,-11.20%,52%,<2%,17%,0.76,2.96,-1.14,AA,4.50%,21
61,光电转债,128047,2018-12-07,中航光电,2179,机械装备制造,113.124,0.29%,-0.77%,42.23,-0.66%,7.4,0.50%,40.26,5.25,4.90%,104.89,7.80%,9天,5.52年,3.52年,3.90%,4.10%,13,-0.51%,-0.85%,-0.58%,-2.40%,-2.58%,88.83,87.7,27.34,115.04,-1.70%,34%,13%,16%,0.73,0.94,0.55,AA+,4.30%,9
62,利尔转债,128046,2018-11-09,利尔化学,2258,石油天然气化工,103.603,0.05%,-0.05%,14.88,0.00%,3.2,0.40%,18.62,3.34,-20.10%,79.91,29.60%,转股中,5.47年,3.47年,10.90%,8.70%,8.5,1.68%,1.23%,1.59%,0.05%,-0.15%,86.9,86.94,10.87,97.81,5.90%,41%,25%,16%,0.47,-1.06,2.04,AA,5.10%,13
63,顾家转债,113518,2018-10-09,顾家家居,603816,其他,109,1.20%,-1.55%,50.23,-0.53%,12,1.00%,52.2,4.77,-3.80%,96.23,13.30%,转股中,5.37年,3.37年,5.10%,4.90%,11,1.07%,0.56%,0.97%,-1.39%,-1.59%,88.44,90.62,19.13,109.75,-0.70%,39%,14%,16%,0.66,0.35,0.97,AA,4.70%,9
64,机电转债,128045,2018-09-14,中航机电,2013,航空航天,110.43,-0.22%,-0.65%,7.36,-1.47%,3.4,0.10%,7.66,3.06,-3.90%,96.08,14.90%,转股中,5.33年,3.33年,7.90%,7.60%,21,-0.07%,-0.42%,-0.14%,-1.85%,-2.04%,90.35,89.6,19.48,109.08,1.20%,55%,18%,16%,0.6,0.39,0.81,AAA,4.00%,15
65,岭南转债,128044,2018-09-04,岭南股份,2717,城市公用设施,102.676,-1.14%,-1.22%,8.34,-3.70%,13,1.90%,8.96,2.09,-6.90%,93.08,10.30%,转股中,5.29年,3.29年,7.70%,7.20%,6.6,1.71%,1.27%,1.62%,0.26%,0.06%,88.45,88.23,18.13,106.36,-3.50%,66%,10%,16%,0.64,0.95,0.36,AA,4.70%,39
66,蓝盾转债!,123015,2018-09-13,蓝盾股份,300297,计算机及应用,118,-6.50%,0.92%,6.94,-5.58%,5.8,4.60%,5.82,1.64,19.20%,119.24,-1.00%,转股中,5.29年,3.29年,1.20%,1.40%,1,-0.78%,-1.23%,-0.87%,-3.68%,-3.88%,90.77,92.47,26.78,119.24,-1.00%,37%,<2%,16%,1,1.22,0.79,AA,4.00%,30
67,曙光转债,113517,2018-08-23,中科曙光,603019,计算机及应用,117.72,-0.58%,-2.91%,41.02,-4.34%,24,1.80%,36.53,6.34,12.30%,112.29,4.80%,转股中,5.27年,3.27年,3.00%,3.40%,11.2,-0.74%,-1.19%,-0.83%,-3.63%,-3.83%,89.7,90.77,31.14,121.92,-3.40%,64%,<2%,16%,0.81,1.22,0.42,AA,4.40%,4
68,东音转债,128043,2018-08-27,东音股份,2793,机械装备制造,186.15,-4.98%,14.20%,16.38,10.00%,454,87.50%,11.13,2.75,47.20%,147.17,26.50%,转股中,5.26年,3.26年,8.20%,12.10%,2.7,-8.82%,-9.27%,-8.91%,-15.20%,-15.40%,90.35,93.49,60.58,154.07,20.80%,69%,89%,17%,0.92,-2.83,5.28,AA-,4.20%,42
