,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展/上市日,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
11,洪涛转债,128013,2016-08-23,洪涛股份,2325,建筑,98.979,-0.32%,0.32%,3.88,-0.51%,13,1.10%,9.98,1.32,-61.10%,38.88,155%,3.34年,1.34年,24.80%,9.60%,12,3.93%,3.22%,3.79%,2.56%,2.18%,94.2,92.8,2.37,95.18,4.00%,36%,45%,16%,0,-0.77,0.76,AA,6.00%,83
12,光大转债,113011,2017-07-18,光大银行,601818,金融,114.26,-1.24%,0.01%,4.02,-2.19%,187,0.50%,4.13,0.76,-2.70%,97.34,17.40%,3.98年,无权,14.20%,13.80%,300,-1.13%,-1.55%,-1.21%,无权,无权,无权,93.78,16.9,110.68,3.20%,18%,19%,16%,0.57,-0.03,1.16,AAA,4.00%,27
13,XD骆驼转,113012,2017-07-18,骆驼股份,601311,汽车,116.03,-3.54%,-3.60%,14.62,-9.31%,53,8.90%,13.44,2.23,8.80%,108.78,6.70%,3.998年,1.998年,4.10%,4.50%,5.1,-1.62%,-2.02%,-1.70%,-5.58%,-5.79%,93.34,91.62,26.2,117.82,-1.50%,34%,<2%,16%,0.77,0.84,0.7,AA,4.50%,17
14,永东转债,128014,2017-07-18,永东股份,2753,石油天然气化工,105.5,-1.71%,0.65%,10.87,-2.69%,3.9,1.10%,13.53,2.7,-19.70%,80.34,31.30%,4年22天,2年22天,9.30%,7.50%,3.4,1.70%,1.10%,1.58%,-0.95%,-1.25%,91.96,91.33,9.67,101.01,4.40%,60%,26%,17%,0.39,-0.78,1.59,AA-,5.50%,44
15,模塑转债,127004,2017-08-16,模塑科技,700,汽车,98.229,-0.67%,0.67%,4.04,0.00%,12,1.50%,7.72,1.38,-47.70%,52.33,87.70%,4.19年,2.19年,24.50%,12.80%,8.2,3.93%,3.24%,3.79%,2.27%,1.97%,90.58,90.98,1.92,92.9,5.70%,53%,37%,17%,0.05,-1.1,1.23,AA,5.90%,69
16,久其转债,128015,2017-07-18,久其软件,2279,计算机及应用,106.251,-0.50%,0.19%,8.94,-1.32%,4.6,0.60%,12.86,3.23,-30.50%,69.52,52.80%,4.20年,2.20年,12.30%,8.50%,7.8,1.35%,0.81%,1.24%,-1.29%,-1.54%,90.79,89.93,5.78,95.72,11.00%,71%,38%,17%,0.23,-1.96,2.56,AA,5.50%,37
17,国君转债,113013,2017-07-24,国泰君安,601211,金融,119.28,-1.64%,-0.23%,19.21,-3.32%,61,0.70%,19.8,1.49,-3.00%,97.02,22.90%,4.28年,无权,4.20%,4.10%,70,-1.95%,-2.36%,-2.04%,无权,无权,无权,93.15,18.92,112.07,6.40%,26%,26%,17%,0.56,-0.64,1.79,AAA,4.00%,27
18,雨虹转债,128016,2017-10-20,东方雨虹,2271,建筑,117.02,-1.38%,0.36%,21.62,-1.73%,20,0.90%,22.63,4.41,-4.50%,95.54,22.50%,4.50年,2.50年,5.70%,5.40%,18.4,-1.33%,-1.74%,-1.41%,-4.69%,-4.89%,91.93,91.16,17.99,109.16,7.20%,51%,29%,16%,0.59,-0.92,2.16,AA+,4.40%,10
19,林洋转债,113014,2017-11-13,林洋能源,601222,能源电力,107.31,-2.45%,1.98%,5.84,-2.34%,78,2.40%,8.76,1.12,-33.30%,66.67,61.00%,4.59年,2.59年,29.10%,19.40%,30,0.71%,0.27%,0.63%,-1.38%,-1.61%,88.99,86.7,6.28,92.98,15.40%,83%,47%,16%,0.2,-2.64,3.34,AA,5.60%,19
20,金禾转债,128017,2017-11-27,金禾实业,2597,石油天然气化工,109.8,-0.68%,0.09%,17.91,-1.59%,2.8,0.40%,23.32,2.66,-23.20%,76.8,43.00%,4.60年,2.60年,6.00%,4.60%,6,0.10%,-0.31%,0.02%,-2.28%,-2.49%,89.49,87.47,10.08,97.55,12.60%,36%,36%,17%,0.37,-2.15,3.12,AA,5.30%,23
21,隆基转债,113015,2017-11-20,隆基股份,601012,能源电力,122.41,-0.98%,-0.16%,25.5,-1.51%,61,1.80%,22.98,4.77,11.00%,110.97,10.30%,4.61年,2.61年,3.90%,4.40%,28,-2.27%,-2.67%,-2.35%,-6.06%,-6.25%,91.91,91.4,29.55,120.95,1.20%,47%,19%,16%,0.76,0.37,1.14,AA+,4.20%,12
22,小康转债,113016,2017-11-21,小康股份,601127,汽车,109.03,-1.07%,0.83%,17.17,-0.35%,1.3,0.10%,17.2,3.4,-0.20%,99.83,9.20%,4.62年,2.62年,5.40%,5.40%,8.8,0.36%,-0.08%,0.27%,-1.93%,-2.16%,91.18,90.3,22.26,112.56,-3.10%,40%,14%,16%,0.69,1.01,0.39,AA,4.60%,33
23,时达转债,128018,2017-12-04,新时达,2527,机械装备制造,104.5,-0.48%,0.51%,7.01,0.29%,5.9,0.60%,11.83,1.53,-40.70%,59.26,76.40%,4.62年,2.62年,20.20%,12.00%,8.8,1.30%,0.86%,1.21%,-0.42%,-0.65%,88.43,85.88,4.9,90.79,15.10%,35%,44%,16%,0.1,-2.6,3.08,AA,5.80%,42
24,久立转2,128019,2017-12-01,久立特材,2318,石油天然气化工,112.002,-5.08%,5.25%,8.29,0.24%,44,3.70%,8.22,2.35,0.90%,100.85,11.10%,4.62年,2.62年,14.90%,15.00%,10.4,-0.34%,-0.75%,-0.42%,-2.96%,-3.17%,90.96,89.88,23.29,113.17,-1.00%,35%,25%,17%,0.69,0.56,0.83,AA,4.60%,13
25,嘉澳转债,113502,2017-11-27,嘉澳环保,603822,城市公用设施,101.31,-0.10%,-0.50%,30.51,-2.49%,2,1.10%,45.27,3.16,-32.60%,67.4,50.30%,4.63年,2.63年,8.30%,5.60%,1.9,2.42%,1.89%,2.31%,0.74%,0.50%,88.23,87.08,6.43,93.51,8.30%,58%,31%,17%,0.24,-1.59,2.17,AA-,5.90%,44
26,济川转债,110038,2017-11-29,济川药业,600566,医药,114.81,-0.47%,-0.98%,34.74,-3.10%,1.6,0.20%,40.04,5.69,-13.20%,86.76,32.30%,3.64年,1.64年,2.20%,1.90%,6.3,-1.50%,-1.94%,-1.59%,-6.62%,-6.77%,92.92,91.11,13.96,105.08,9.30%,35%,29%,15%,0.47,-1.55,2.61,AA,5.10%,12
27,水晶转债,128020,2017-12-12,水晶光电,2273,电子,113.52,-1.54%,-0.02%,14.16,-2.88%,7.2,0.50%,16,3.39,-11.50%,88.5,28.30%,4.65年,2.65年,9.70%,8.50%,11.8,-0.37%,-0.83%,-0.46%,-3.58%,-3.74%,89.65,89.59,14.09,103.68,9.50%,52%,31%,16%,0.54,-1.56,2.78,AA,4.90%,13
28,生益转债,110040,2017-12-11,生益科技,600183,电子,118.3,-1.42%,-0.23%,12.34,-2.30%,36,1.70%,11.62,4.42,6.20%,106.2,11.40%,4.67年,无权,6.90%,7.30%,18,-1.51%,-1.91%,-1.59%,无权,无权,无权,91.01,26.01,117.02,1.10%,45%,19%,16%,0.72,0.37,1.07,AA+,4.30%,2
29,国祯转债,123002,2017-12-25,国祯环保,300388,城市公用设施,124.5,-1.23%,-0.82%,10.57,-2.40%,2.6,0.40%,8.72,2.83,21.20%,121.22,2.70%,4.67年,2.67年,10.00%,12.10%,5.8,-2.60%,-2.99%,-2.68%,-6.50%,-6.69%,91.56,90.97,38.52,129.49,-3.90%,51%,<2%,16%,0.85,1.47,0.29,AA,4.30%,8
30,兄弟转债,128021,2017-12-27,兄弟科技,2562,医药,115.521,-2.73%,0.68%,5.68,-2.74%,5.2,0.70%,5.35,2.35,6.20%,106.17,8.80%,4.68年,2.68年,12.70%,13.50%,6.4,-1.00%,-1.40%,-1.08%,-3.96%,-4.16%,91,90.1,26.6,116.7,-1.00%,68%,17%,16%,0.75,0.69,0.82,AA,4.50%,21
31,众信转债,128022,2017-12-28,众信旅游,2707,旅游餐饮酒店,110,-0.09%,0.22%,8.34,0.36%,47,6.10%,10.99,3.14,-24.10%,75.89,45.00%,4.69年,2.69年,9.50%,7.20%,7,0.06%,-0.35%,-0.02%,-2.28%,-2.48%,89.06,87.01,9.92,96.94,13.50%,69%,39%,17%,0.36,-2.32,3.29,AA,5.30%,10
32,亚太转债,128023,2017-12-26,亚太股份,2284,汽车,97.8,-0.70%,0.48%,5.54,-2.81%,7,0.70%,10.34,1.56,-46.40%,53.58,82.50%,4.69年,2.69年,24.50%,13.10%,10,3.15%,2.62%,3.04%,1.95%,1.71%,87.91,86.83,3.46,90.29,8.30%,37%,37%,17%,0.08,-1.53,1.73,AA,5.80%,35
33,宁行转债,128024,2018-01-12,宁波银行,2142,金融,122,-0.65%,-0.15%,20.45,-1.11%,78,0.80%,18.01,1.74,13.50%,113.55,7.40%,4.70年,无权,7.00%,8.00%,75,-2.40%,-2.75%,-2.47%,无权,无权,无权,90.93,33.59,124.52,-2.00%,30%,16%,18%,0.72,1.18,0.31,AAA,4.00%,27
34,特一转债,128025,2017-12-28,特一药业,2728,医药,113.3,1.40%,3.06%,17.44,5.76%,15,4.00%,16.1,3.34,8.30%,108.32,4.60%,4.70年,2.70年,9.70%,10.50%,3.4,-0.58%,-0.98%,-0.66%,-3.27%,-3.47%,90.76,89.76,29.33,119.08,-4.90%,36%,15%,17%,0.77,1.46,0.15,AA-,4.60%,29
35,蓝思转债,123003,2018-01-17,蓝思科技,300433,电子,106.88,0.25%,-0.38%,8.6,-2.49%,95,1.90%,16.08,2.07,-46.50%,53.48,99.80%,4.71年,2.71年,14.20%,7.60%,48,0.68%,0.27%,0.60%,-1.27%,-1.47%,89.8,88.24,3.21,91.45,16.90%,87%,54%,16%,0.05,-2.85,3.28,AA+,4.90%,33
36,众兴转债,128026,2018-01-03,众兴菌业,2772,农业,99.05,-0.45%,0.30%,7.94,-0.63%,5.6,0.60%,11.64,1.17,-31.80%,68.21,45.20%,4.72年,2.72年,31.00%,21.20%,9.2,2.47%,2.03%,2.38%,1.51%,1.28%,87.77,85.1,7.42,92.53,7.00%,55%,29%,16%,0.24,-1.37,1.92,AA-,5.90%,44
37,泰晶转债,113503,2018-01-02,泰晶科技,603738,电子,106.76,-0.74%,1.65%,16.6,1.53%,6.2,2.70%,17.99,4.36,-7.70%,92.27,15.70%,4.72年,2.72年,8.20%,7.50%,2.2,1.21%,0.71%,1.11%,-1.11%,-1.33%,90.36,90.8,16.78,107.57,-0.80%,63%,18%,16%,0.59,0.36,0.83,AA,4.80%,35
38,崇达转债,128027,2018-01-22,崇达技术,2815,电子,120,0.00%,-1.16%,16.77,-1.47%,3.1,0.30%,15.09,5.06,11.10%,111.13,8.00%,4.72年,2.72年,5.60%,6.20%,7.8,-1.70%,-2.11%,-1.79%,-5.09%,-5.29%,91.25,90.68,30.79,121.47,-1.20%,63%,13%,16%,0.79,0.76,0.83,AA,4.40%,6
39,铁汉转债,123004,2018-01-26,铁汉生态,300197,城市公用设施,118.09,-1.60%,-1.38%,4.56,-3.59%,8.5,1.50%,3.99,1.63,14.30%,114.29,3.30%,4.73年,2.73年,4.50%,5.10%,4.8,-1.46%,-1.85%,-1.53%,-4.62%,-4.81%,91.18,90.52,32.37,122.89,-3.90%,67%,<2%,15%,0.83,1.44,0.28,AA,4.30%,67
40,东财转债!,123006,2018-01-29,东方财富,300059,金融,165.587,-5.84%,0.66%,18.79,-5.34%,597,15.80%,11.36,6.71,65.40%,165.4,0.10%,4.74年,2.74年,2.30%,3.80%,22.3,-8.27%,-8.63%,-8.34%,-10.20%,-10.20%,91.13,91.73,78.85,170.58,-2.90%,58%,<2%,17%,0.97,1.6,0.38,AA,4.10%,33
41,赣锋转债,128028,2018-01-19,赣锋锂业,2460,有色金属,106.7,-0.47%,-0.18%,28.75,-2.81%,10,1.00%,42.58,6.8,-32.50%,67.52,58.00%,4.74年,2.74年,2.50%,1.70%,9.3,0.59%,0.21%,0.52%,-1.40%,-1.56%,87.76,85.38,7.27,92.64,15.20%,71%,42%,17%,0.23,-2.63,3.41,AA,5.50%,17
42,太阳转债,128029,2018-01-16,太阳纸业,2078,造纸包装印刷,111.749,-0.69%,0.33%,7.32,-0.95%,3.5,0.30%,8.75,1.6,-16.30%,83.66,33.60%,3.74年,1.74年,6.30%,5.30%,12,-0.84%,-1.25%,-0.92%,-4.94%,-5.08%,93.09,91.58,9.06,100.64,11.00%,37%,35%,16%,0.37,-1.74,2.63,AA+,4.60%,10
43,天康转债,128030,2018-01-29,天康生物,2100,农业,122.03,-0.47%,0.72%,8.21,0.37%,1.7,0.10%,8.15,2.55,0.70%,100.74,21.10%,4.74年,2.74年,12.60%,12.70%,10,-1.67%,-2.14%,-1.76%,-5.60%,-5.80%,90.67,91.42,22.25,113.67,7.40%,30%,29%,16%,0.69,-1.06,2.51,AA,4.60%,10
44,双环转债,128032,2018-01-25,双环传动,2472,机械装备制造,107.3,-1.65%,0.32%,7.51,-3.84%,1.4,0.10%,9.99,1.56,-24.80%,75.18,42.70%,4.75年,2.75年,19.40%,14.60%,10,0.69%,0.27%,0.61%,-1.30%,-1.52%,88.89,87.01,9.44,96.44,11.30%,54%,34%,16%,0.34,-2,2.87,AA,5.30%,19
45,蒙电转债,110041,2018-01-09,内蒙华电,600863,能源电力,113.35,-0.40%,-0.60%,2.85,-1.72%,11,0.50%,2.92,1.56,-2.40%,97.6,16.10%,4.74年,2.74年,11.30%,11.00%,18.7,-0.47%,-0.89%,-0.55%,-3.13%,-3.35%,92.33,92.41,19.47,111.88,1.30%,22%,18%,16%,0.58,0.36,0.81,AAA,4.00%,17
46,航电转债,110042,2018-01-15,中航电子,600372,航空航天,124.76,0.84%,1.59%,17.2,3.06%,207,7.00%,14.23,4.25,20.90%,120.87,3.20%,4.75年,2.75年,7.90%,9.60%,24,-2.70%,-3.06%,-2.77%,-6.31%,-6.50%,92.21,91.46,38.48,129.94,-4.00%,35%,12%,16%,0.8,1.67,0,AAA,4.00%,19
47,吉视转债,113017,2018-01-15,吉视传媒,601929,传媒娱乐,113.73,-2.79%,0.01%,3,-4.15%,15,0.80%,2.96,1.41,1.40%,101.35,12.20%,4.76年,2.76年,16.70%,16.90%,15.6,-0.65%,-1.04%,-0.73%,-3.33%,-3.52%,91.13,90.5,22.89,113.39,0.30%,27%,18%,16%,0.67,0.44,0.91,AA+,4.30%,42
48,迪龙转债,128033,2018-01-29,雪迪龙,2658,城市公用设施,108.84,-0.47%,-0.85%,8.79,-2.01%,8.8,1.60%,9.03,2.64,-2.70%,97.34,11.80%,4.76年,2.76年,9.80%,9.50%,5.2,0.27%,-0.14%,0.19%,-1.90%,-2.09%,90.22,89.04,21.57,110.61,-1.60%,38%,15%,17%,0.66,0.65,0.67,AA,4.70%,56
49,道氏转债,123007,2018-01-26,道氏技术,300409,建筑,132,-4.77%,1.46%,19.74,-3.71%,2.6,0.60%,15.2,5.06,29.90%,129.87,1.60%,4.76年,2.76年,3.60%,4.70%,3.2,-3.46%,-3.89%,-3.54%,-8.04%,-8.24%,91.68,92.16,45.86,138.01,-4.40%,77%,<2%,16%,0.89,1.64,0.21,AA-,4.30%,23
50,常熟转债!,113018,2018-02-06,常熟银行,601128,金融,130.01,-2.66%,-0.08%,7.51,-2.85%,85,4.00%,5.76,1.45,30.40%,130.38,-0.30%,4.82年,无权,8.80%,11.50%,16.2,-3.53%,-3.87%,-3.60%,无权,无权,无权,90.82,44.46,135.27,-3.90%,42%,<2%,18%,0.96,1.81,0.19,AA+,4.00%,37
51,江银转债,128034,2018-02-14,江阴银行,2807,金融,115.602,-1.53%,-0.87%,6.24,-3.26%,20,1.00%,5.67,1.09,10.10%,110.05,5.00%,4.84年,无权,15.60%,17.20%,17.6,-1.11%,-1.47%,-1.18%,无权,无权,无权,89.82,30.9,120.72,-4.20%,49%,<2%,18%,0.74,1.49,0.05,AA+,4.30%,56
52,无锡转债,110043,2018-03-14,无锡银行,600908,金融,110.38,-1.09%,-0.87%,6.45,-3.01%,7.6,0.20%,6.7,1.2,-3.70%,96.27,14.70%,4.85年,无权,25.20%,24.20%,30,-0.99%,-1.20%,-1.04%,无权,无权,无权,86.02,22.88,108.9,1.40%,47%,20%,18%,0.65,0.18,1.12,AA+,4.30%,52
53,大族转债,128035,2018-03-05,大族激光,2008,电子,111.87,-1.66%,0.60%,40.46,-3.28%,20,0.80%,52.5,5.27,-22.90%,77.07,45.20%,4.87年,2.87年,5.30%,4.10%,23,-0.67%,-0.99%,-0.74%,-2.17%,-2.47%,91.28,87.01,10.77,97.79,14.40%,39%,39%,16%,0.32,-2.32,3.22,AA+,4.70%,17
54,玲珑转债,113019,2018-03-22,玲珑轮胎,601966,汽车,110.7,-0.27%,-0.37%,16.93,-1.40%,11,0.50%,18.84,2.15,-10.10%,89.86,23.20%,3.93年,1.93年,9.80%,8.80%,20,0.53%,-0.07%,0.41%,-3.94%,-4.10%,92.71,95.07,11.64,106.72,3.70%,34%,22%,16%,0.46,-0.42,1.34,AA+,4.50%,23
55,康泰转债,123008,2018-03-19,康泰生物,300601,医药,148,2.28%,-0.84%,46.29,1.54%,71,25.80%,31.23,18.79,48.20%,148.22,-0.20%,4.85年,2.85年,0.60%,0.90%,1.9,-5.88%,-6.25%,-5.96%,-11.10%,-11.30%,91.43,91.27,63.47,154.74,-4.40%,69%,<2%,16%,0.94,1.76,0.18,AA-,4.20%,12
56,艾华转债,113504,2018-03-23,艾华集团,603989,电子,114.15,-0.74%,-0.83%,21.48,-2.27%,4.3,0.50%,21.73,4.61,-1.20%,98.85,15.50%,4.94年,2.94年,8.20%,8.20%,6.9,-0.61%,-1.01%,-0.69%,-3.19%,-3.39%,89.88,89,22.62,111.62,2.30%,40%,19%,16%,0.69,-0.11,1.49,AA,4.60%,6
57,杭电转债,113505,2018-03-27,杭电股份,603618,能源电力,110.28,1.36%,5.48%,7.26,10.00%,44,5.20%,7.29,2.3,-0.40%,99.59,10.70%,4.95年,2.95年,15.60%,15.60%,7.8,0.47%,-0.01%,0.37%,-2.09%,-2.29%,89.81,90.52,22.15,112.67,-2.10%,72%,21%,16%,0.68,0.76,0.62,AA,4.60%,50
58,星源转债,123009,2018-04-10,星源材质,300568,汽车,119.2,0.42%,1.38%,31.31,2.25%,11,2.00%,27.69,4.2,13.10%,113.07,5.40%,4.95年,2.95年,8.00%,9.00%,4.8,-1.58%,-1.95%,-1.65%,-4.59%,-4.77%,90.19,89.43,33.65,123.07,-3.10%,64%,15%,17%,0.8,1.18,0.45,AA,4.40%,13
59,长证转债,127005,2018-04-11,长江证券,783,金融,116.1,-1.79%,-0.11%,7.34,-3.17%,58,1.00%,7.45,1.55,-1.50%,98.52,17.80%,4.97年,无权,12.30%,12.10%,50,-1.15%,-1.51%,-1.23%,无权,无权,无权,90.6,23.05,113.64,2.20%,31%,22%,18%,0.6,0.18,1.02,AAA,4.00%,38
60,敖东转债,127006,2018-05-11,吉林敖东,623,医药,108.958,-1.09%,-0.23%,18.07,-2.59%,4.2,0.20%,20.82,1.02,-13.20%,86.79,25.50%,4.97年,2.97年,11.50%,10.00%,24.1,-0.10%,-0.42%,-0.17%,-2.07%,-2.20%,89,87.38,14.94,102.32,6.50%,31%,26%,16%,0.51,-0.89,1.95,AA+,4.50%,38
61,岩土转债,128037,2018-04-25,中化岩土,2542,建筑,102.28,-0.86%,0.45%,5.71,-1.38%,5.3,0.90%,8.03,2.87,-28.90%,71.11,43.80%,4.97年,2.97年,5.80%,4.10%,6,2.02%,1.53%,1.92%,0.31%,0.10%,87.68,87.23,7.29,94.52,8.20%,55%,30%,16%,0.3,-1.51,2.19,AA,5.40%,75
62,利欧转债,128038,2018-04-19,利欧股份,2131,传媒娱乐,124.611,-3.18%,0.09%,2.13,-3.62%,24,6.60%,1.72,1.42,23.80%,123.84,0.60%,4.99年,2.99年,2.20%,2.70%,2.9,-1.83%,-2.31%,-1.93%,-5.80%,-5.99%,90.54,92.58,40.3,132.89,-6.20%,80%,<2%,16%,0.85,2,-0.17,AA,4.30%,88
63,金农转债,128036,2018-04-02,金新农,2548,农业,113.9,0.10%,-1.42%,10.36,-1.71%,26,4.20%,9.62,2.72,7.70%,107.69,5.80%,4.96年,2.96年,13.90%,14.90%,5.5,-0.53%,-0.93%,-0.61%,-3.05%,-3.25%,90.05,89.26,29.99,119.25,-4.50%,39%,<2%,17%,0.78,1.36,0.24,AA-,4.60%,56
64,鼎信转债,113506,2018-05-14,鼎信通讯,603421,能源电力,135.84,-0.66%,0.69%,29.85,0.03%,102,41.10%,21.65,5.78,37.90%,137.88,-1.50%,5年17天,3年17天,1.40%,1.90%,1.8,-4.06%,-4.42%,-4.13%,-8.22%,-8.39%,90.72,90.29,55,145.29,-6.50%,52%,<2%,16%,0.91,2.21,-0.25,AA,4.20%,31
65,天马转债,113507,2018-05-07,天马科技,603668,农业,122.02,-0.38%,1.62%,9.05,1.46%,4.4,1.60%,7.37,3.03,22.80%,122.8,-0.60%,5年20天,3年20天,8.60%,10.50%,2.3,-1.48%,-1.95%,-1.58%,-4.95%,-5.15%,90.54,91.63,41.23,132.86,-8.20%,54%,<2%,17%,0.85,2.38,-0.51,AA-,4.40%,37
66,新凤转债,113508,2018-05-16,新凤鸣,603225,服装纺织,109.37,-0.48%,1.52%,21.65,1.74%,29,1.30%,23.74,2.35,-8.80%,91.2,19.90%,5年31天,3年31天,11.70%,10.60%,21.5,0.67%,0.20%,0.58%,-1.67%,-1.88%,89.07,89.51,17.47,106.98,2.20%,49%,22%,16%,0.6,-0.27,1.47,AA,4.80%,33
67,新泉转债,113509,2018-06-22,新泉股份,603179,汽车,108.3,-1.00%,-0.74%,17.73,-2.90%,1.9,0.40%,19.38,2.65,-8.50%,91.49,18.40%,5.19年,3.19年,11.10%,10.20%,4.5,0.50%,0.10%,0.42%,-1.32%,-1.53%,88.62,87.49,19.7,107.19,1.00%,55%,19%,17%,0.6,0.01,1.19,AA,4.80%,29
68,三力转债,128039,2018-06-29,三 力 士,2224,机械装备制造,118.426,-1.23%,2.34%,6.92,1.32%,16,2.80%,5.84,2.6,18.50%,118.49,-0.10%,5.20年,3.20年,10.30%,12.20%,4.7,-1.33%,-1.69%,-1.40%,-3.99%,-4.17%,89.52,88.78,39.52,128.29,-7.70%,38%,<2%,17%,0.84,2.26,-0.41,AA-,4.40%,29
69,华通转债,128040,2018-07-13,华通医药,2758,医药,107.807,-0.21%,0.04%,10.68,-0.28%,6.4,2.60%,11.45,3.49,-6.70%,93.28,15.60%,5.22年,3.22年,10.00%,9.30%,2.2,0.98%,0.51%,0.88%,-1.12%,-1.34%,88.28,88.5,21.08,109.58,-1.60%,76%,17%,18%,0.63,0.45,0.81,AA-,4.90%,56
70,再升转债,113510,2018-07-13,再升科技,603601,城市公用设施,106.49,0.27%,-0.42%,8.92,-0.45%,2,1.60%,11.32,3.83,-21.20%,78.8,35.10%,5.23年,1.23年,2.40%,1.90%,1.1,1.22%,0.75%,1.12%,-3.60%,-3.76%,93.67,85.44,14.41,99.85,6.60%,67%,28%,17%,0.33,-1.12,1.84,AA-,5.70%,35
