,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,CP/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
11,迪森转债,123023,2019-04-16,迪森股份,300335,能源电力,108.2,-0.17%,2.60%,8.06,3.20%,19,2.90%,7.39,1.98,9.10%,109.07,-0.80%,5.91年,4.91年,20.50%,22.40%,6,1.10%,0.63%,1.01%,-0.48%,-0.69%,84.86,89.44,31.44,120.88,-10.50%,41%,<2%,18%,0.76,2.75,-0.96,AA,4.50%,39
12,亨通转债,110056,2019-04-16,亨通光电,600487,通信互联网,111.46,-0.54%,1.58%,22.51,1.49%,44,2.30%,21.79,3.45,3.30%,103.3,7.90%,5.90年,3.90年,4.00%,4.20%,17.3,0.56%,0.10%,0.46%,-1.80%,-1.96%,87.42,90.17,24.97,115.14,-3.20%,45%,15%,16%,0.7,1.15,0.29,AA+,4.30%,31
13,通威转债,110054,2019-04-10,通威股份,600438,农业,121.18,0.15%,0.62%,14.68,0.96%,61,1.00%,12.44,3.17,18.00%,118.01,2.70%,5.90年,3.90年,8.80%,10.40%,50,-0.81%,-1.27%,-0.90%,-3.71%,-3.89%,88.23,91.14,36.38,127.52,-5.00%,62%,<2%,16%,0.8,1.71,-0.03,AA+,4.20%,16
14,长信转债,123022,2019-04-10,长信科技,300088,通信互联网,110,-0.27%,3.19%,6.34,4.11%,37,2.80%,6.38,3.1,-0.60%,99.37,10.70%,5.90年,3.90年,8.40%,8.40%,12.3,0.82%,0.35%,0.72%,-1.43%,-1.61%,86.68,88.98,22.76,111.74,-1.60%,79%,19%,16%,0.71,0.59,0.84,AA,4.60%,10
15,伊力转债,110055,2019-04-04,伊力特,600197,食品饮料,119.4,-1.18%,1.18%,20.18,0.00%,47,4.50%,17.6,3.3,14.70%,114.66,4.10%,5.89年,3.89年,9.80%,11.30%,8.8,-0.57%,-1.04%,-0.67%,-3.38%,-3.56%,87.65,90.3,34.1,124.39,-4.00%,42%,12%,16%,0.82,1.33,0.36,AA,4.40%,15
16,苏银转债,110053,2019-04-03,江苏银行,600919,金融,106.18,-0.60%,0.46%,7.22,-0.28%,314,1.50%,7.9,0.92,-8.60%,91.39,16.20%,5.89年,无权,24.00%,21.90%,200,2.05%,1.46%,1.93%,无权,无权,无权,95.24,17.26,112.5,-5.60%,25%,12%,18%,0.5,1.73,-0.6,AAA,4.00%,48
17,浙商转债,113022,2019-03-28,浙商证券,601878,金融,110,0.93%,-0.64%,11.27,0.54%,72,1.90%,12.53,3.06,-10.10%,89.94,22.30%,5.88年,无权,9.30%,8.40%,35,0.00%,-0.32%,-0.06%,无权,无权,无权,87.68,18.51,106.19,3.60%,50%,23%,18%,0.53,-0.15,1.22,AAA,4.00%,24
18,绝味转债,113529,2019-04-02,绝味食品,603517,食品饮料,118.67,-0.72%,1.00%,46.16,0.35%,11,0.90%,40.52,5.49,13.90%,113.92,4.20%,5.88年,3.88年,5.30%,6.00%,10,-0.05%,-0.59%,-0.16%,-3.28%,-3.45%,87.34,92.25,31.9,124.15,-4.40%,46%,11%,16%,0.8,1.39,0.26,AA,4.40%,16
19,视源转债,128059,2019-04-02,视源股份,2841,电子,111.999,-1.41%,1.63%,72.75,0.33%,23,2.20%,76.25,14.69,-4.60%,95.41,17.40%,5.88年,3.88年,2.00%,1.90%,9.4,0.35%,-0.09%,0.26%,-1.88%,-2.05%,86.53,87.96,20.53,108.49,3.20%,56%,24%,16%,0.68,-0.43,1.8,AA,4.60%,13
20,中鼎转2,127011,2019-04-04,中鼎股份,887,汽车,113.5,-0.44%,1.39%,12.25,1.41%,23,1.70%,11.99,1.77,2.20%,102.17,11.10%,5.87年,3.87年,8.00%,8.20%,12,0.33%,-0.14%,0.24%,-2.16%,-2.34%,87.86,90.7,24.91,115.61,-1.80%,41%,18%,17%,0.68,0.83,0.55,AA+,4.30%,15
21,拓邦转债,128058,2019-04-08,拓邦股份,2139,电子,120.64,0.07%,0.90%,6.85,1.18%,35,5.10%,5.64,2.59,21.50%,121.45,-0.70%,5.87年,3.87年,8.20%,10.00%,5.7,0.34%,-0.32%,0.21%,-3.44%,-3.66%,88.48,96.26,36.36,132.63,-9.00%,59%,<2%,16%,0.82,2.5,-0.66,AA,4.40%,40
22,博彦转债,128057,2019-04-02,博彦科技,2649,计算机及应用,111.4,0.18%,1.48%,9.84,2.07%,29,4.60%,8.9,1.93,10.60%,110.56,0.80%,5.86年,3.86年,11.10%,12.30%,5.8,0.95%,0.41%,0.84%,-1.69%,-1.88%,87.36,91.32,30.03,121.35,-8.20%,74%,<2%,16%,0.8,2.15,-0.4,AA-,4.50%,43
23,贵广转债,110052,2019-03-29,贵广网络,600996,传媒娱乐,123.64,-1.73%,-0.99%,11.13,-3.13%,72,3.60%,8.13,1.96,36.90%,136.9,-9.70%,5.86年,3.86年,13.80%,18.90%,16,-0.66%,-1.22%,-0.77%,-4.17%,-4.36%,88.8,94.33,50.67,145,-14.70%,41%,<2%,16%,0.87,4.35,-1.96,AA+,4.10%,39
24,万信转2,123021,2019-03-25,万达信息,300168,计算机及应用,119.4,1.54%,0.89%,16.04,2.95%,29,2.00%,13.62,4.25,17.80%,117.77,1.40%,5.86年,3.86年,6.80%,8.00%,12,-0.16%,-0.70%,-0.27%,-3.45%,-3.62%,87.58,92.57,34.9,127.47,-6.30%,50%,<2%,16%,0.82,1.86,-0.11,AA,4.40%,15
25,中信转债,113021,2019-03-19,中信银行,601998,金融,105.57,-0.53%,0.53%,6.35,0.00%,215,0.50%,7.45,0.91,-14.80%,85.23,23.90%,5.86年,无权,12.90%,11.00%,400,2.13%,1.54%,2.01%,无权,无权,无权,95.19,12.72,107.91,-2.20%,23%,16%,17%,0.42,0.9,-0.02,AAA,4.00%,43
26,富祥转债,123020,2019-03-29,富祥股份,300497,医药,121.9,-0.08%,-1.82%,22.24,-2.24%,28,5.50%,18.05,3.71,23.20%,123.21,-1.10%,5.85年,3.85年,8.40%,10.40%,4.2,-0.11%,-0.73%,-0.24%,-3.82%,-4.02%,88.1,94.75,38.4,133.15,-8.40%,64%,<2%,16%,0.85,2.35,-0.48,AA-,4.40%,39
27,长城转债,113528,2019-03-20,长城科技,603897,机械装备制造,107.3,-0.20%,1.00%,24.89,1.10%,4.3,0.60%,24.18,2.63,2.90%,102.94,4.20%,5.85年,3.85年,14.30%,14.70%,6.3,1.69%,1.13%,1.58%,-0.68%,-0.89%,87.15,90.98,25.44,116.42,-7.80%,55%,7%,17%,0.73,1.88,-0.29,AA-,4.70%,34
28,今飞转债,128056,2019-03-22,今飞凯达,2863,汽车,108.244,-0.69%,1.33%,7.14,0.85%,11,2.70%,6.8,2.69,5.00%,105,3.10%,5.85年,3.85年,13.70%,14.40%,3.7,2.05%,1.41%,1.92%,-0.82%,-1.05%,87.15,93.24,25.85,119.09,-9.10%,71%,<2%,17%,0.75,2.09,-0.44,A+,4.80%,45
29,中天转债,110051,2019-03-22,中天科技,600522,通信互联网,112.69,-0.54%,1.28%,10.94,1.02%,67,1.50%,10.29,1.68,6.30%,106.32,6.00%,5.85年,3.85年,11.80%,12.60%,39.7,0.25%,-0.19%,0.16%,-2.04%,-2.22%,87.89,89.89,27.49,117.39,-4.00%,64%,13%,16%,0.73,1.39,0.13,AA+,4.30%,24
30,长青转2,128055,2019-04-03,长青股份,2391,石油天然气化工,119.353,-0.75%,0.99%,14.22,0.28%,74,6.80%,11.41,1.23,24.60%,124.63,-4.20%,5.84年,3.84年,17.90%,22.30%,9.1,-0.57%,-1.04%,-0.66%,-3.41%,-3.59%,88.1,90.9,42.08,132.98,-10.30%,31%,<2%,16%,0.87,2.97,-0.95,AA,4.30%,43
31,中来转债,123019,2019-03-22,中来股份,300393,能源电力,105.302,-2.04%,1.39%,20.42,-1.02%,15,1.40%,20.41,1.96,0.00%,100.05,5.30%,5.84年,3.84年,20.30%,20.30%,10,3.03%,2.29%,2.88%,-0.12%,-0.35%,86.77,95.11,22.26,117.37,-10.30%,47%,6%,18%,0.65,2.3,-0.81,AA-,4.90%,51
32,中宠转债,128054,2019-03-14,中宠股份,2891,农业,107.65,-0.32%,0.68%,34.78,0.52%,1,0.50%,37.97,4.73,-8.40%,91.6,17.50%,5.81年,3.81年,5.60%,5.10%,1.9,1.26%,0.77%,1.16%,-0.89%,-1.08%,85.85,87.67,18.11,105.78,1.80%,48%,20%,16%,0.68,-0.4,1.77,A+,5.00%,19
33,尚荣转债,128053,2019-03-07,尚荣医疗,2551,医药,118.189,-0.15%,1.56%,6.31,1.61%,16,1.80%,4.94,1.51,27.70%,127.73,-7.50%,5.81年,3.81年,16.80%,21.50%,7.5,-0.43%,-0.90%,-0.53%,-3.24%,-3.41%,88.14,90.99,44.62,135.61,-12.80%,42%,<2%,16%,0.88,3.68,-1.46,AA,4.20%,63
34,维格转债,113527,2019-02-19,维格娜丝,603518,服装纺织,112.16,-0.93%,1.24%,17.33,0.41%,11,1.30%,14.96,1.12,15.80%,115.84,-3.20%,5.75年,3.75年,23.90%,27.70%,7.5,1.31%,0.68%,1.18%,-1.92%,-2.11%,87.84,94.36,33.68,128.04,-12.40%,39%,<2%,18%,0.77,3.28,-1.36,AA,4.50%,45
35,联泰转债,113526,2019-02-18,联泰环保,603797,城市公用设施,111.53,0.13%,2.06%,13.85,2.74%,1.2,0.30%,12.31,2.49,12.50%,112.51,-0.90%,5.75年,3.75年,13.20%,14.90%,3.9,-0.07%,-0.42%,-0.14%,-1.88%,-2.05%,87.63,87.09,35.64,122.73,-9.10%,49%,<2%,18%,0.8,2.52,-0.71,AA,4.40%,18
36,平银转债,127010,2019-02-18,平安银行,1,金融,122,0.25%,1.79%,14.44,2.63%,562,1.80%,11.77,0.92,22.70%,122.68,-0.60%,5.74年,无权,10.50%,12.90%,260,-0.59%,-1.13%,-0.70%,无权,无权,无权,94.72,39,133.72,-8.80%,29%,<2%,16%,0.77,2.81,-0.99,AAA,4.00%,54
37,冰轮转债,127009,2019-02-21,冰轮环境,811,机械装备制造,155.432,0.29%,0.73%,10.52,1.06%,57,7.20%,5.52,1.28,90.60%,190.58,-18.40%,5.72年,3.72年,7.40%,14.10%,5.1,-5.17%,-5.60%,-5.25%,-9.93%,-10.10%,89.01,92.16,103.62,195.77,-20.60%,44%,<2%,17%,0.97,6.33,-3.1,AA,4.10%,28
38,凯龙转债,128052,2019-01-21,凯龙股份,2783,石油天然气化工,204,3.98%,-11.50%,19.2,-7.65%,"1,018",150%,6.97,1.6,175%,275.47,-25.90%,5.66年,3.66年,5.10%,14.20%,3.3,-9.72%,-10.10%,-9.79%,-15.40%,-15.50%,89.55,92.75,187.6,280.35,-27.20%,79%,<2%,17%,0.98,8.81,-4.44,AA,4.00%,36
39,溢利转债,123018,2019-01-23,溢多利,300381,医药,114.99,-1.04%,0.96%,10.23,-0.10%,2.8,0.40%,8.41,1.71,21.60%,121.64,-5.50%,5.66年,3.66年,16.00%,19.40%,6.7,0.05%,-0.43%,-0.05%,-2.67%,-2.85%,88.28,90.93,39.81,130.75,-12.10%,77%,<2%,17%,0.85,3.31,-1.24,AA-,4.40%,34
40,佳都转债,110050,2019-01-21,佳都科技,600728,计算机及应用,129.97,0.96%,1.80%,11.37,2.99%,31,2.80%,7.95,3.72,43.00%,143.02,-9.10%,5.65年,3.65年,4.80%,6.80%,8.8,-2.29%,-2.72%,-2.37%,-5.77%,-5.94%,88.99,91.21,58.3,149.51,-13.10%,70%,<2%,16%,0.92,3.89,-1.55,AA,4.20%,27
41,海尔转债,110049,2019-01-18,青岛海尔,600690,家电,123,-1.43%,0.38%,17.47,-1.30%,31,0.80%,14.55,2.52,20.10%,120.07,2.40%,5.65年,3.65年,2.70%,3.20%,30.1,-1.99%,-2.30%,-2.05%,-4.45%,-4.62%,89.21,88.47,39.55,128.02,-3.90%,32%,<2%,16%,0.81,1.68,0.02,AAA,4.00%,24
42,台华转债,113525,2019-01-11,台华新材,603055,服装纺织,111.31,-0.62%,0.92%,12.26,0.41%,4.9,0.80%,11.56,2.53,6.10%,106.06,5.00%,5.65年,3.65年,7.90%,8.40%,5.3,0.64%,0.15%,0.54%,-1.83%,-2.02%,87.86,90.28,27.61,117.89,-5.60%,46%,11%,17%,0.74,1.53,0.03,AA,4.50%,9
43,奇精转债,113524,2019-01-07,奇精机械,603677,家电,108.48,0.71%,0.96%,15.87,2.32%,3.3,0.90%,14.76,3,7.50%,107.52,0.90%,5.64年,3.64年,10.60%,11.40%,3.3,1.58%,1.00%,1.46%,-1.16%,-1.35%,87.75,92.43,28.2,120.62,-10.10%,60%,<2%,18%,0.72,2.56,-0.88,AA,4.60%,52
44,光华转债,128051,2019-01-09,光华科技,2741,汽车,103.86,-0.96%,1.38%,15.58,0.65%,8.8,3.40%,17.03,5.3,-8.50%,91.49,13.50%,5.64年,3.64年,4.30%,3.90%,2.5,2.02%,1.50%,1.92%,0.12%,-0.10%,87.12,89.06,18.15,107.21,-3.10%,37%,16%,17%,0.64,0.66,0.63,AA-,4.90%,24
45,钧达转债,128050,2018-12-27,钧达股份,2865,汽车,106.427,-0.07%,-0.61%,22.59,-1.01%,11,3.30%,21.74,3.06,3.90%,103.91,2.40%,5.63年,3.63年,11.60%,12.10%,3.2,2.83%,2.08%,2.68%,-0.50%,-0.73%,87.6,95.84,23.86,119.7,-11.10%,66%,<2%,18%,0.68,2.62,-1,AA-,4.80%,76
46,伟明转债,113523,2018-12-26,伟明环保,603568,城市公用设施,116.32,0.79%,2.00%,27.9,3.37%,14,1.80%,23.92,5.22,16.60%,116.64,-0.30%,5.63年,3.63年,3.50%,4.10%,6.7,-0.16%,-0.64%,-0.26%,-2.98%,-3.17%,88.46,91.16,34.79,125.94,-7.60%,43%,<2%,16%,0.83,2.2,-0.39,AA,4.30%,24
47,福能转债,110048,2018-12-28,福能股份,600483,能源电力,114.91,-1.62%,1.54%,9.7,-0.10%,27,0.80%,8.69,1.2,11.60%,111.62,2.90%,5.62年,3.62年,18.80%,21.00%,28.3,-0.10%,-0.55%,-0.19%,-2.67%,-2.86%,88.85,90.93,30.79,121.72,-5.60%,29%,10%,16%,0.76,1.82,-0.18,AA+,4.20%,10
48,华源转债,128049,2018-12-20,华源控股,2787,造纸包装印刷,111.3,-1.68%,1.03%,8.57,-0.81%,6.4,1.40%,7.57,1.74,13.20%,113.21,-1.70%,5.59年,3.59年,15.00%,17.00%,4,0.71%,0.20%,0.61%,-1.80%,-2.00%,88.32,90.9,33.75,124.64,-10.70%,75%,<2%,18%,0.8,2.79,-0.93,AA-,4.50%,58
49,旭升转债,113522,2018-12-11,旭升股份,603305,汽车,106.52,-1.72%,1.67%,28.8,-0.07%,19,4.30%,29.86,8.5,-3.50%,96.45,10.40%,5.58年,3.58年,3.60%,3.50%,4.2,2.24%,1.60%,2.12%,-0.69%,-0.89%,87.42,93.36,18.05,111.41,-4.40%,63%,13%,16%,0.63,1.06,0.24,AA,4.70%,19
50,山鹰转债,110047,2018-12-10,山鹰纸业,600567,造纸包装印刷,112.61,-0.49%,1.70%,3.89,1.57%,163,6.30%,3.34,1.15,16.50%,116.47,-3.30%,5.58年,3.58年,12.90%,15.00%,23,0.94%,0.35%,0.82%,-2.16%,-2.36%,89.05,94.46,32.36,126.82,-11.20%,29%,<2%,16%,0.77,3.2,-1.3,AA+,4.20%,69
51,寒锐转债,123017,2018-12-24,寒锐钴业,300618,有色金属,110.9,0.80%,0.78%,83.5,2.05%,4.6,1.00%,81.49,8.75,2.50%,102.47,8.20%,5.57年,3.57年,2.70%,2.80%,4.4,0.03%,-0.33%,-0.04%,-1.82%,-2.00%,87.74,86.95,26.05,113,-1.90%,77%,15%,16%,0.77,0.69,0.85,AA-,4.60%,42
52,圆通转债,110046,2018-12-18,圆通速递,600233,交通运输,123.93,-0.43%,1.17%,14.11,0.86%,149,3.30%,10.89,2.84,29.60%,129.57,-4.40%,5.57年,3.57年,9.10%,11.80%,36.5,-1.27%,-1.75%,-1.36%,-4.60%,-4.80%,89.59,92.63,45.02,137.65,-10.00%,60%,<2%,16%,0.86,3.03,-1.01,AA+,4.10%,37
53,桐昆转债,113020,2018-12-12,桐昆股份,601233,服装纺织,123.87,-0.38%,-0.76%,16.63,-1.31%,69,1.50%,12.63,1.5,31.70%,131.67,-5.90%,5.57年,3.57年,12.50%,16.50%,38,-1.65%,-2.06%,-1.73%,-4.70%,-4.88%,89.19,90.66,48.08,138.74,-10.70%,48%,<2%,16%,0.87,3.27,-1.17,AA+,4.10%,33
54,特发转债,127008,2018-12-25,特发信息,70,通信互联网,218.902,2.53%,-4.80%,18.76,-2.29%,"1,382",151%,6.78,1.9,177%,276.7,-20.90%,4.56年,2.56年,3.60%,9.90%,4.2,-12.80%,-13.10%,-12.90%,-15.80%,-15.90%,91.87,93.36,186.51,279.87,-21.80%,60%,<2%,17%,0.99,6.82,-3.36,AA,4.00%,48
55,科森转债,113521,2018-12-07,科森科技,603626,通信互联网,114.16,-0.80%,-0.10%,10.62,-1.12%,20,2.90%,8.95,2.12,18.70%,118.66,-3.80%,5.56年,3.56年,13.80%,16.40%,6.1,0.25%,-0.26%,0.15%,-2.49%,-2.69%,88.8,91.57,37.76,129.32,-11.70%,63%,<2%,18%,0.81,3.19,-1.23,AA,4.40%,67
56,张行转债,128048,2018-11-29,张家港行,2839,金融,113.69,-0.40%,0.84%,6.86,0.59%,30,1.00%,6.06,1.22,13.20%,113.2,0.40%,5.55年,无权,20.20%,22.80%,25,0.10%,-0.36%,0.01%,无权,无权,无权,91.14,33.34,124.48,-8.70%,56%,<2%,18%,0.75,2.52,-0.79,AA+,4.20%,33
57,百合转债,113520,2018-11-26,梦百合,603313,其他,131.8,1.45%,2.60%,26.06,4.45%,6.1,0.90%,19.03,2.66,36.90%,136.94,-3.80%,5.54年,3.54年,8.10%,11.10%,5.1,-2.37%,-2.85%,-2.47%,-6.24%,-6.43%,89.4,92.45,51.81,144.26,-8.60%,41%,<2%,16%,0.91,2.66,-0.62,AA-,4.20%,18
58,洲明转债,123016,2018-12-03,洲明科技,300232,电子,135.988,3.18%,0.68%,13.5,4.17%,19,2.60%,9.45,3.42,42.90%,142.86,-4.80%,5.54年,3.54年,5.30%,7.60%,5.5,-2.92%,-3.40%,-3.01%,-6.99%,-7.18%,89.77,92.74,57.18,149.92,-9.30%,69%,<2%,16%,0.93,2.86,-0.76,AA-,4.20%,19
59,长久转债,113519,2018-11-30,长久物流,603569,交通运输,115.32,-1.84%,0.90%,13.85,-1.21%,3.4,0.40%,11.99,2.77,15.50%,115.51,-0.20%,5.54年,3.54年,9.00%,10.40%,7,0.83%,0.18%,0.70%,-2.76%,-2.96%,88.76,95.22,31.8,127.02,-9.20%,52%,<2%,17%,0.77,2.5,-0.73,AA,4.50%,19
60,光电转债,128047,2018-12-07,中航光电,2179,机械装备制造,113.4,-0.70%,2.43%,40.81,2.49%,2.8,0.20%,40.26,5.51,1.40%,101.37,11.90%,5.53年,3.53年,4.00%,4.10%,13,-0.56%,-0.89%,-0.62%,-2.46%,-2.63%,88.67,87.49,24.88,112.37,0.90%,34%,22%,16%,0.7,0.33,1.06,AA+,4.30%,7
61,利尔转债,128046,2018-11-09,利尔化学,2258,石油天然气化工,105.681,-0.78%,-1.99%,15.69,-5.25%,24,2.70%,18.62,3.3,-15.70%,84.26,25.40%,5.48年,3.48年,10.40%,8.70%,8.5,1.30%,0.85%,1.21%,-0.50%,-0.70%,87.2,87.43,13.17,100.59,5.10%,41%,20%,16%,0.53,-0.88,1.98,AA,4.90%,12
62,顾家转债,113518,2018-10-09,顾家家居,603816,其他,113.35,-1.00%,-0.25%,52.66,-1.77%,7,0.60%,52.2,4.77,0.90%,100.88,12.40%,5.38年,3.38年,4.80%,4.90%,11,0.32%,-0.19%,0.22%,-2.47%,-2.67%,88.66,91,22.21,113.2,0.10%,39%,17%,16%,0.71,0.27,1.14,AA,4.60%,9
63,机电转债,128045,2018-09-14,中航机电,2013,航空航天,113.5,-0.96%,1.21%,7.81,0.39%,13,0.50%,7.66,3.12,2.00%,101.96,11.30%,5.34年,3.34年,7.50%,7.60%,21,-0.59%,-0.94%,-0.66%,-2.62%,-2.80%,90.3,89.56,23.8,113.35,0.10%,55%,19%,16%,0.66,0.66,0.67,AAA,4.00%,13
64,岭南转债,128044,2018-09-04,岭南股份,2717,城市公用设施,106.5,0.79%,-0.95%,9.14,-0.22%,12,1.80%,8.96,2.09,2.00%,102.01,4.40%,5.31年,3.31年,7.00%,7.20%,6.6,0.99%,0.56%,0.90%,-0.80%,-1.00%,88.94,89,24.13,113.12,-5.90%,66%,<2%,16%,0.73,1.62,-0.07,AA,4.50%,36
65,蓝盾转债!,123015,2018-09-13,蓝盾股份,300297,计算机及应用,134.65,0.86%,0.30%,7.87,1.16%,16,10.70%,5.82,1.64,35.20%,135.22,-0.40%,5.30年,3.30年,1.10%,1.50%,1.1,-3.26%,-3.69%,-3.35%,-7.29%,-7.48%,90.73,92.42,42.8,135.22,-0.40%,37%,<2%,16%,1,1.09,0.92,AA,4.00%,34
66,曙光转债,113517,2018-08-23,中科曙光,603019,计算机及应用,122.5,2.51%,3.08%,43.97,6.59%,72,5.30%,36.53,6.34,20.40%,120.37,1.80%,5.28年,3.28年,2.80%,3.40%,11.2,-1.49%,-1.94%,-1.58%,-4.73%,-4.93%,89.9,91.11,37.63,128.74,-4.80%,60%,13%,16%,0.85,1.66,0.11,AA,4.30%,4
67,东音转债,128043,2018-08-27,东音股份,2793,机械装备制造,114.09,0.00%,0.00%,12.31,0.00%,0,0.00%,11.13,2.63,10.60%,110.6,3.20%,5.27年,3.27年,10.90%,12.10%,2.7,0.24%,-0.29%,0.13%,-2.73%,-2.93%,89.28,91.84,29.78,121.62,-6.20%,69%,<2%,17%,0.78,1.71,-0.05,AA-,4.50%,42
68,苏农转债,113516,2018-08-20,苏农银行,603323,金融,119.19,-0.30%,0.82%,7.33,0.69%,2.4,0.20%,6.34,1.03,15.60%,115.62,3.10%,5.27年,无权,10.70%,12.40%,12.9,-0.59%,-1.11%,-0.69%,无权,无权,无权,93.31,33.74,127.06,-6.20%,48%,<2%,18%,0.76,1.94,-0.3,AA+,4.20%,28
69,凯发转债,123014,2018-08-21,凯发电气,300407,能源电力,111.2,-0.36%,0.62%,8.87,0.34%,1.7,0.50%,8.15,2.3,8.80%,108.83,2.20%,4.26年,2.26年,12.70%,13.80%,3.2,-0.37%,-0.78%,-0.45%,-3.42%,-3.60%,91.62,90.44,27.73,118.17,-5.90%,64%,<2%,18%,0.78,1.66,-0.02,A+,4.70%,19
70,凯中转债,128042,2018-09-03,凯中精密,2823,能源电力,104.452,-0.82%,1.57%,12.61,1.20%,7.5,1.70%,13.25,2.95,-4.80%,95.17,9.80%,5.26年,3.26年,11.30%,10.80%,4.2,2.27%,1.67%,2.15%,-0.18%,-0.40%,88.63,92.26,18.25,110.51,-5.50%,66%,13%,17%,0.62,1.31,-0.01,AA,4.80%,54
