,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,CP/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
11,迪森转债,123023,2019-04-16,迪森股份,300335,能源电力,105.7,-2.31%,-2.96%,7.46,-7.44%,24,3.70%,7.39,1.98,0.90%,100.95,4.70%,5.90年,4.90年,22.20%,22.40%,6,1.51%,1.04%,1.42%,-0.01%,-0.23%,84.45,88.94,25.63,114.57,-7.70%,41%,<2%,18%,0.71,1.93,-0.38,AA,4.60%,43
12,亨通转债,110056,2019-04-16,亨通光电,600487,通信互联网,109.1,-2.12%,-1.08%,21.4,-4.93%,38,2.00%,21.79,3.45,-1.80%,98.21,11.10%,5.90年,3.90年,4.30%,4.20%,17.3,0.93%,0.46%,0.83%,-1.27%,-1.44%,87.25,89.91,21.28,111.19,-1.90%,45%,12%,16%,0.65,0.83,0.48,AA+,4.40%,34
13,通威转债,110054,2019-04-10,通威股份,600438,农业,118.68,-2.06%,0.55%,14.4,-1.91%,98,1.60%,12.44,3.17,15.80%,115.76,2.50%,5.90年,3.90年,8.90%,10.40%,50,-0.45%,-0.92%,-0.55%,-3.21%,-3.39%,88.22,91.11,34.52,125.63,-5.50%,62%,<2%,16%,0.79,1.82,-0.13,AA+,4.20%,16
14,长信转债,123022,2019-04-10,长信科技,300088,通信互联网,107.6,-2.18%,-1.44%,5.99,-5.52%,32,2.40%,6.38,3.1,-6.10%,93.89,14.60%,5.90年,3.90年,8.90%,8.40%,12.3,1.20%,0.73%,1.11%,-0.89%,-1.07%,86.33,88.45,19.25,107.7,-0.10%,79%,15%,16%,0.66,0.16,1.15,AA,4.70%,12
15,伊力转债,110055,2019-04-04,伊力特,600197,食品饮料,117.2,-1.84%,-0.46%,19.6,-2.87%,33,3.20%,17.6,3.3,11.40%,111.36,5.20%,5.89年,3.89年,10.10%,11.30%,8.8,-0.25%,-0.72%,-0.35%,-2.93%,-3.11%,87.51,90.09,31.47,121.56,-3.60%,42%,<2%,16%,0.8,1.21,0.43,AA,4.40%,19
16,苏银转债,110053,2019-04-03,江苏银行,600919,金融,105.34,-0.79%,0.06%,7.11,-1.52%,258,1.20%,7.9,0.92,-10.00%,90,17.00%,5.89年,无权,24.40%,21.90%,200,2.19%,1.60%,2.07%,无权,无权,无权,95.25,16.38,111.63,-5.60%,25%,12%,18%,0.48,1.73,-0.63,AAA,4.00%,53
17,浙商转债,113022,2019-03-28,浙商证券,601878,金融,109.55,-0.41%,-1.67%,10.81,-4.08%,115,3.00%,12.53,3.06,-13.70%,86.27,27.00%,5.88年,无权,9.70%,8.40%,35,0.07%,-0.25%,0.01%,无权,无权,无权,87.69,16.19,103.88,5.50%,50%,24%,18%,0.51,-0.54,1.57,AAA,4.00%,24
18,绝味转债,113529,2019-04-02,绝味食品,603517,食品饮料,117.74,-0.78%,1.03%,46.3,0.30%,60,5.10%,40.52,5.49,14.30%,114.26,3.00%,5.88年,3.88年,5.30%,6.00%,10,0.08%,-0.46%,-0.03%,-3.10%,-3.27%,87.37,92.28,32.18,124.46,-5.40%,46%,9%,16%,0.8,1.61,0.06,AA,4.40%,16
19,视源转债,128059,2019-04-02,视源股份,2841,电子,110.1,-1.70%,0.57%,71.5,-1.72%,29,2.70%,76.25,14.69,-6.20%,93.77,17.40%,5.88年,3.88年,2.00%,1.90%,9.4,0.65%,0.21%,0.56%,-1.46%,-1.64%,86.41,87.77,19.52,107.29,2.60%,56%,22%,16%,0.66,-0.34,1.66,AA,4.70%,13
20,中鼎转2,127011,2019-04-04,中鼎股份,887,汽车,112,-1.32%,-0.12%,11.98,-2.20%,15,1.10%,11.99,1.77,-0.10%,99.92,12.10%,5.87年,3.87年,8.20%,8.20%,12,0.57%,0.09%,0.47%,-1.83%,-2.02%,87.79,90.6,23.27,113.87,-1.60%,41%,16%,17%,0.65,0.78,0.55,AA+,4.30%,16
21,拓邦转债,128058,2019-04-08,拓邦股份,2139,电子,115.02,-4.66%,-0.07%,6.43,-6.13%,11,1.60%,5.64,2.59,14.00%,114.01,0.90%,5.87年,3.87年,8.70%,10.00%,5.7,1.18%,0.50%,1.04%,-2.28%,-2.50%,88.17,95.77,30.59,126.36,-9.00%,59%,<2%,16%,0.77,2.39,-0.65,AA,4.50%,41
22,博彦转债,128057,2019-04-02,博彦科技,2649,计算机及应用,108.6,-2.51%,1.00%,9.65,-1.93%,28,4.50%,8.9,1.93,8.40%,108.43,0.20%,5.86年,3.86年,11.40%,12.30%,5.8,1.40%,0.86%,1.29%,-1.06%,-1.25%,87.25,91.16,28.5,119.65,-9.20%,74%,<2%,16%,0.79,2.35,-0.59,AA-,4.50%,43
23,贵广转债,110052,2019-03-29,贵广网络,600996,传媒娱乐,123.47,-0.14%,2.43%,11.42,2.61%,318,16.10%,8.13,1.96,40.50%,140.47,-12.10%,5.86年,3.86年,13.40%,18.90%,16,-0.64%,-1.19%,-0.75%,-4.14%,-4.33%,88.85,94.4,53.79,148.19,-16.70%,41%,<2%,16%,0.88,4.96,-2.36,AA+,4.10%,40
24,万信转2,123021,2019-03-25,万达信息,300168,计算机及应用,114.2,-4.36%,-0.38%,15.06,-6.11%,15,1.10%,13.62,4.25,10.60%,110.57,3.30%,5.86年,3.86年,7.20%,8.00%,12,0.61%,0.07%,0.50%,-2.37%,-2.54%,87.27,92.1,29.36,121.46,-6.00%,50%,<2%,16%,0.78,1.68,-0.04,AA,4.40%,18
25,中信转债,113021,2019-03-19,中信银行,601998,金融,105.15,-0.40%,-0.11%,6.27,-1.26%,134,0.30%,7.45,0.91,-15.80%,84.16,24.90%,5.86年,无权,13.00%,11.00%,400,2.20%,1.62%,2.09%,无权,无权,无权,95.2,12.15,107.35,-2.00%,23%,15%,17%,0.4,0.85,0,AAA,4.00%,43
26,富祥转债,123020,2019-03-29,富祥股份,300497,医药,116.2,-4.68%,0.80%,21.19,-4.72%,16,3.20%,18.05,3.71,17.40%,117.4,-1.00%,5.85年,3.85年,8.80%,10.40%,4.2,0.72%,0.10%,0.60%,-2.65%,-2.86%,87.89,94.41,33.75,128.15,-9.30%,64%,<2%,16%,0.82,2.49,-0.64,AA-,4.40%,40
27,长城转债,113528,2019-03-20,长城科技,603897,机械装备制造,103.87,-3.20%,-0.40%,23.58,-5.26%,8.1,1.20%,24.18,2.63,-2.50%,97.52,6.50%,5.85年,3.85年,15.10%,14.70%,6.3,2.27%,1.71%,2.16%,0.14%,-0.08%,86.74,90.36,21.84,112.19,-7.40%,55%,<2%,17%,0.68,1.69,-0.22,AA-,4.80%,35
28,今飞转债,128056,2019-03-22,今飞凯达,2863,汽车,103.52,-4.36%,0.02%,6.69,-6.30%,5.5,1.40%,6.8,2.66,-1.60%,98.38,5.20%,5.84年,3.84年,14.60%,14.40%,3.7,2.86%,2.20%,2.72%,0.30%,0.07%,86.58,92.36,21.6,113.96,-9.20%,71%,<2%,17%,0.69,1.96,-0.44,A+,4.90%,47
29,中天转债,110051,2019-03-22,中天科技,600522,通信互联网,110.62,-1.84%,-1.14%,10.47,-4.30%,47,1.10%,10.29,1.68,1.70%,101.75,8.70%,5.84年,3.84年,12.40%,12.60%,39.7,0.57%,0.13%,0.48%,-1.59%,-1.77%,87.78,89.74,24.13,113.87,-2.90%,64%,11%,16%,0.69,1.07,0.35,AA+,4.30%,24
30,长青转2,128055,2019-04-03,长青股份,2391,石油天然气化工,116.9,-2.06%,-0.92%,13.72,-3.52%,25,2.30%,11.41,1.23,20.20%,120.25,-2.80%,5.84年,3.84年,18.50%,22.30%,9.1,-0.21%,-0.68%,-0.30%,-2.90%,-3.09%,87.98,90.71,38.45,129.16,-9.50%,31%,<2%,16%,0.85,2.71,-0.78,AA,4.30%,44
31,中来转债,123019,2019-03-22,中来股份,300393,能源电力,103.6,-1.62%,-3.14%,18.72,-8.33%,21,2.00%,20.41,1.96,-8.30%,91.72,13.00%,5.84年,3.84年,22.20%,20.30%,10,3.33%,2.58%,3.18%,0.30%,0.06%,86.17,94.16,17.14,111.3,-6.90%,47%,<2%,18%,0.57,1.41,-0.18,AA-,5.10%,51
32,中宠转债,128054,2019-03-14,中宠股份,2891,农业,107.221,-0.40%,-2.63%,33.1,-4.83%,0.8,0.40%,37.97,4.73,-12.80%,87.17,23.00%,5.81年,3.81年,5.90%,5.10%,1.9,1.33%,0.84%,1.23%,-0.79%,-0.98%,85.39,86.99,15.49,102.48,4.60%,48%,19%,16%,0.63,-1,2.32,A+,5.10%,19
33,尚荣转债,128053,2019-03-07,尚荣医疗,2551,医药,115,-2.70%,-2.39%,5.93,-6.02%,32,3.70%,4.94,1.51,20.00%,120.04,-4.20%,5.81年,3.81年,17.90%,21.50%,7.5,0.05%,-0.42%,-0.05%,-2.57%,-2.74%,87.92,90.66,38.14,128.8,-10.70%,42%,<2%,16%,0.85,3.02,-1.03,AA,4.30%,65
34,维格转债,113527,2019-02-19,维格娜丝,603518,服装纺织,109.45,-2.42%,0.77%,16.95,-2.19%,9.4,1.10%,14.96,1.12,13.30%,113.3,-3.40%,5.75年,3.75年,24.40%,27.70%,7.5,1.75%,1.12%,1.62%,-1.30%,-1.50%,87.73,94.18,31.83,126.01,-13.10%,39%,<2%,18%,0.75,3.44,-1.51,AA,4.50%,44
35,联泰转债,113526,2019-02-18,联泰环保,603797,城市公用设施,108.32,-2.88%,-0.02%,13.33,-3.75%,0.9,0.20%,12.31,2.49,8.30%,108.29,0.00%,5.75年,3.75年,13.70%,14.90%,3.9,0.45%,0.09%,0.38%,-1.14%,-1.32%,87.48,86.87,32.3,119.17,-9.10%,49%,<2%,18%,0.77,2.48,-0.72,AA,4.50%,18
36,平银转债,127010,2019-02-18,平安银行,1,金融,120.999,-0.82%,-0.81%,14.13,-2.15%,227,0.70%,11.77,0.89,20.10%,120.05,0.80%,5.74年,无权,10.70%,12.90%,260,-0.45%,-0.99%,-0.56%,无权,无权,无权,94.73,36.82,131.55,-8.00%,30%,<2%,16%,0.76,2.6,-0.84,AAA,4.00%,56
37,冰轮转债,127009,2019-02-21,冰轮环境,811,机械装备制造,138.28,-11.00%,1.53%,9.47,-9.98%,59,7.90%,5.52,1.28,71.60%,171.56,-19.40%,5.72年,3.72年,8.20%,14.10%,5.1,-3.18%,-3.63%,-3.27%,-7.17%,-7.33%,88.94,92.04,85.14,177.18,-22.00%,44%,<2%,17%,0.95,6.74,-3.36,AA,4.10%,28
38,凯龙转债,128052,2019-01-21,凯龙股份,2783,石油天然气化工,187,-8.33%,-1.46%,17.28,-10.00%,313,48.60%,6.97,1.6,148%,247.92,-24.60%,5.66年,3.66年,5.70%,14.20%,3.3,-8.30%,-8.72%,-8.38%,-13.70%,-13.80%,89.54,92.74,160.12,252.86,-26.00%,79%,<2%,17%,0.98,8.33,-4.21,AA,4.00%,34
39,溢利转债,123018,2019-01-23,溢多利,300381,医药,112.202,-2.42%,0.30%,9.97,-2.54%,11,1.50%,8.41,1.71,18.50%,118.55,-5.40%,5.65年,3.65年,16.40%,19.40%,6.7,0.49%,0.01%,0.39%,-2.04%,-2.22%,88.17,90.77,37.37,128.13,-12.40%,77%,<2%,17%,0.84,3.35,-1.29,AA-,4.40%,35
40,佳都转债,110050,2019-01-21,佳都科技,600728,计算机及应用,127.07,-2.23%,-3.31%,10.67,-6.16%,22,2.00%,7.95,3.72,34.20%,134.21,-5.30%,5.65年,3.65年,5.10%,6.80%,8.8,-1.89%,-2.33%,-1.98%,-5.21%,-5.38%,88.86,91,50.29,141.29,-10.10%,70%,<2%,16%,0.9,3.04,-0.94,AA,4.20%,26
41,海尔转债,110049,2019-01-18,青岛海尔,600690,家电,120.08,-2.37%,0.35%,17.02,-2.58%,25,0.70%,14.55,2.52,17.00%,116.98,2.70%,5.65年,3.65年,2.80%,3.20%,30.1,-1.57%,-1.88%,-1.63%,-3.85%,-4.01%,89.22,88.48,36.8,125.29,-4.20%,32%,<2%,16%,0.79,1.73,-0.07,AAA,4.00%,24
42,台华转债,113525,2019-01-11,台华新材,603055,服装纺织,107.37,-3.54%,0.03%,11.65,-4.98%,8,1.40%,11.56,2.53,0.80%,100.78,6.50%,5.64年,3.64年,8.30%,8.40%,5.3,1.29%,0.80%,1.20%,-0.89%,-1.08%,87.63,89.94,23.83,113.76,-5.60%,46%,9%,17%,0.71,1.47,0.01,AA,4.60%,9
43,奇精转债,113524,2019-01-07,奇精机械,603677,家电,106.68,-1.66%,-1.27%,15.2,-4.22%,3.1,0.90%,14.76,3,3.00%,102.98,3.60%,5.64年,3.64年,11.10%,11.40%,3.3,1.89%,1.30%,1.77%,-0.72%,-0.92%,87.58,92.17,24.94,117.11,-8.90%,60%,<2%,18%,0.69,2.22,-0.65,AA,4.60%,51
44,光华转债,128051,2019-01-09,光华科技,2741,汽车,101.8,-1.98%,-1.28%,14.69,-5.71%,2.4,0.90%,17.03,5.3,-13.70%,86.26,18.00%,5.64年,3.64年,4.50%,3.90%,2.5,2.39%,1.87%,2.29%,0.66%,0.43%,86.62,88.31,15.08,103.39,-1.50%,37%,14%,17%,0.57,0.28,0.87,AA-,5.10%,25
45,钧达转债,128050,2018-12-27,钧达股份,2865,汽车,104.358,-1.94%,-0.28%,21.81,-3.45%,9.5,2.80%,21.74,3.06,0.30%,100.32,4.00%,5.63年,3.63年,12.10%,12.10%,3.2,3.20%,2.45%,3.05%,0.02%,-0.21%,87.34,95.41,21.7,117.11,-10.90%,65%,<2%,18%,0.64,2.48,-0.95,AA-,4.90%,76
46,伟明转债,113523,2018-12-26,伟明环保,603568,城市公用设施,114.17,-1.85%,0.41%,27.41,-1.76%,3.9,0.50%,23.92,5.22,14.60%,114.59,-0.40%,5.63年,3.63年,3.60%,4.10%,6.7,0.18%,-0.31%,0.08%,-2.50%,-2.69%,88.41,91.08,33.13,124.21,-8.10%,43%,<2%,16%,0.82,2.28,-0.48,AA,4.40%,25
47,福能转债,110048,2018-12-28,福能股份,600483,能源电力,112.64,-1.98%,1.04%,9.58,-1.24%,25,0.80%,8.69,1.2,10.20%,110.24,2.20%,5.62年,3.62年,19.00%,21.00%,28.3,0.27%,-0.19%,0.17%,-2.16%,-2.34%,88.82,90.89,29.67,120.56,-6.60%,29%,<2%,16%,0.75,2.04,-0.39,AA+,4.20%,10
48,华源转债,128049,2018-12-20,华源控股,2787,造纸包装印刷,108.401,-2.60%,-1.02%,8.16,-4.78%,11,2.50%,7.57,1.74,7.80%,107.79,0.60%,5.59年,3.59年,15.80%,17.00%,4,1.20%,0.69%,1.09%,-1.10%,-1.30%,88.02,90.44,29.73,120.17,-9.80%,75%,<2%,18%,0.76,2.48,-0.74,AA-,4.60%,57
49,旭升转债,113522,2018-12-11,旭升股份,603305,汽车,105.99,-0.50%,-2.02%,27.55,-4.34%,12,2.60%,29.86,8.5,-7.70%,92.26,14.90%,5.58年,3.58年,3.80%,3.50%,4.2,2.34%,1.69%,2.21%,-0.56%,-0.76%,87.13,92.88,15.5,108.38,-2.20%,63%,11%,16%,0.58,0.55,0.62,AA,4.80%,21
50,山鹰转债,110047,2018-12-10,山鹰纸业,600567,造纸包装印刷,109.77,-2.52%,-0.66%,3.72,-4.37%,49,1.90%,3.34,1.15,11.40%,111.38,-1.40%,5.57年,3.57年,13.50%,15.00%,23,1.41%,0.82%,1.29%,-1.49%,-1.68%,88.94,94.28,28.39,122.67,-10.50%,29%,<2%,16%,0.73,2.97,-1.19,AA+,4.30%,69
51,寒锐转债,123017,2018-12-24,寒锐钴业,300618,有色金属,108,-2.61%,-0.22%,80.28,-3.86%,3.1,0.60%,81.49,8.75,-1.50%,98.52,9.60%,5.57年,3.57年,2.90%,2.80%,4.4,0.52%,0.15%,0.44%,-1.12%,-1.30%,87.51,86.61,23.27,109.87,-1.70%,77%,14%,16%,0.74,0.59,0.88,AA-,4.70%,40
52,圆通转债,110046,2018-12-18,圆通速递,600233,交通运输,119.99,-3.18%,0.92%,13.73,-2.69%,55,1.20%,10.89,2.84,26.10%,126.08,-4.80%,5.57年,3.57年,9.40%,11.80%,36.5,-0.68%,-1.17%,-0.78%,-3.77%,-3.97%,89.55,92.57,41.97,134.53,-10.80%,60%,<2%,16%,0.84,3.23,-1.19,AA+,4.20%,35
53,桐昆转债,113020,2018-12-12,桐昆股份,601233,服装纺织,121.85,-1.63%,-2.07%,15.91,-4.33%,84,1.80%,12.63,1.5,26.00%,125.97,-3.30%,5.57年,3.57年,13.10%,16.50%,38,-1.35%,-1.77%,-1.43%,-4.28%,-4.46%,89.13,90.57,43.08,133.66,-8.80%,48%,<2%,16%,0.85,2.74,-0.78,AA+,4.10%,31
54,特发转债,127008,2018-12-25,特发信息,70,通信互联网,202,-7.72%,-2.17%,16.88,-10.00%,881,99.70%,6.78,1.9,149%,248.97,-18.90%,4.56年,2.56年,4.00%,9.90%,4.2,-11.50%,-11.80%,-11.60%,-14.60%,-14.70%,91.87,93.36,158.81,252.17,-19.90%,60%,<2%,17%,0.99,6.18,-2.98,AA,4.00%,47
55,科森转债,113521,2018-12-07,科森科技,603626,通信互联网,107.93,-5.46%,-0.68%,9.75,-8.19%,15,2.30%,8.95,2.12,8.90%,108.94,-0.90%,5.56年,3.56年,15.10%,16.40%,6.1,1.28%,0.77%,1.18%,-0.99%,-1.20%,88.45,91.04,30.18,121.22,-11.00%,63%,<2%,18%,0.75,2.88,-1.08,AA,4.50%,63
56,张行转债,128048,2018-11-29,张家港行,2839,金融,111.5,-1.93%,-0.29%,6.65,-3.06%,39,1.40%,6.06,1.22,9.70%,109.74,1.60%,5.55年,无权,20.80%,22.80%,25,0.46%,-0.01%,0.36%,无权,无权,无权,91.01,30.61,121.62,-8.30%,56%,<2%,18%,0.72,2.42,-0.76,AA+,4.30%,31
57,百合转债,113520,2018-11-26,梦百合,603313,其他,130.2,-1.21%,0.17%,25.76,-1.15%,6.7,1.00%,19.03,2.66,35.40%,135.37,-3.80%,5.54年,3.54年,8.20%,11.10%,5.1,-2.15%,-2.63%,-2.25%,-5.94%,-6.12%,89.38,92.41,50.4,142.81,-8.80%,42%,<2%,16%,0.91,2.69,-0.66,AA-,4.20%,18
58,洲明转债,123016,2018-12-03,洲明科技,300232,电子,131.12,-3.58%,0.07%,12.98,-3.85%,5.7,0.80%,9.45,3.42,37.40%,137.35,-4.50%,5.54年,3.54年,5.60%,7.60%,5.5,-2.27%,-2.75%,-2.36%,-6.06%,-6.26%,89.67,92.58,52.17,144.75,-9.40%,69%,<2%,16%,0.91,2.86,-0.78,AA-,4.20%,18
59,长久转债,113519,2018-11-30,长久物流,603569,交通运输,110.12,-4.51%,0.67%,13.12,-5.27%,6.2,0.80%,11.99,2.77,9.40%,109.42,0.60%,5.54年,3.54年,9.50%,10.40%,7,1.69%,1.04%,1.56%,-1.52%,-1.73%,88.49,94.79,27.46,122.25,-9.90%,52%,<2%,17%,0.73,2.54,-0.85,AA,4.50%,19
60,光电转债,128047,2018-12-07,中航光电,2179,机械装备制造,110.005,-2.99%,1.92%,40.17,-1.57%,2.4,0.20%,40.26,5.51,-0.20%,99.78,10.30%,5.53年,3.53年,4.10%,4.10%,13,0.00%,-0.34%,-0.07%,-1.65%,-1.83%,88.64,87.44,23.72,111.16,-1.00%,34%,18%,16%,0.68,0.71,0.67,AA+,4.30%,7
61,利尔转债,128046,2018-11-09,利尔化学,2258,石油天然气化工,104.616,-1.01%,-0.78%,15.11,-3.70%,4.3,0.50%,18.62,3.34,-18.90%,81.15,28.90%,5.48年,3.48年,10.80%,8.70%,8.5,1.50%,1.04%,1.40%,-0.22%,-0.42%,86.96,87.06,11.54,98.6,6.10%,41%,24%,16%,0.48,-1.09,2.12,AA,5.00%,12
62,顾家转债,113518,2018-10-09,顾家家居,603816,其他,108,-4.72%,1.83%,50.36,-4.37%,6.3,0.50%,52.2,4.77,-3.50%,96.48,11.90%,5.38年,3.38年,5.10%,4.90%,11,1.25%,0.73%,1.14%,-1.12%,-1.33%,88.41,90.6,19.32,109.92,-1.70%,39%,18%,16%,0.66,0.58,0.75,AA,4.70%,9
63,机电转债,128045,2018-09-14,中航机电,2013,航空航天,110.8,-2.38%,-0.14%,7.49,-4.10%,13,0.60%,7.66,3.12,-2.20%,97.78,13.30%,5.34年,3.34年,7.80%,7.60%,21,-0.14%,-0.49%,-0.21%,-1.94%,-2.13%,90.31,89.57,20.75,110.31,0.40%,55%,17%,16%,0.62,0.55,0.68,AAA,4.00%,13
64,岭南转债,128044,2018-09-04,岭南股份,2717,城市公用设施,104.03,-2.32%,-0.12%,8.82,-3.50%,14,2.00%,8.96,2.09,-1.60%,98.44,5.70%,5.30年,3.30年,7.30%,7.20%,6.6,1.45%,1.02%,1.36%,-0.12%,-0.32%,88.75,88.7,21.61,110.31,-5.70%,66%,7%,16%,0.7,1.55,-0.07,AA,4.60%,38
65,蓝盾转债!,123015,2018-09-13,蓝盾股份,300297,计算机及应用,127.8,-5.09%,-2.28%,7.29,-7.37%,3.5,2.60%,5.82,1.64,25.30%,125.26,2.00%,5.30年,3.30年,1.20%,1.40%,1,-2.29%,-2.72%,-2.38%,-5.88%,-6.07%,90.74,92.43,32.83,125.26,2.00%,37%,<2%,16%,1,0.58,1.41,AA,4.00%,31
66,曙光转债,113517,2018-08-23,中科曙光,603019,计算机及应用,119.69,-2.29%,-1.40%,41.99,-4.50%,16,1.10%,36.53,6.34,14.90%,114.95,4.10%,5.28年,3.28年,3.00%,3.40%,11.2,-1.05%,-1.50%,-1.14%,-4.09%,-4.28%,89.74,90.86,33.29,124.15,-3.60%,64%,<2%,16%,0.82,1.29,0.39,AA,4.40%,4
67,东音转债,128043,2018-08-27,东音股份,2793,机械装备制造,171.811,50.60%,-42.10%,13.54,9.99%,265,66.00%,11.13,2.63,21.70%,121.65,41.20%,5.27年,3.27年,9.90%,12.10%,2.7,-7.38%,-7.84%,-7.47%,-13.30%,-13.50%,89.73,92.54,38.4,130.95,31.20%,69%,<2%,17%,0.85,-4.36,7.46,AA-,4.40%,40
68,苏农转债,113516,2018-08-20,苏农银行,603323,金融,117.17,-1.69%,-0.11%,7.15,-2.46%,6.5,0.40%,6.34,1.03,12.80%,112.78,3.90%,5.27年,无权,11.00%,12.40%,12.9,-0.26%,-0.79%,-0.37%,无权,无权,无权,93.22,31.49,124.71,-6.00%,48%,<2%,18%,0.73,1.89,-0.3,AA+,4.30%,28
69,凯发转债,123014,2018-08-21,凯发电气,300407,能源电力,109.372,-1.64%,-2.12%,8.41,-5.19%,2,0.60%,8.15,2.3,3.20%,103.19,6.00%,4.25年,2.25年,13.40%,13.80%,3.2,0.03%,-0.39%,-0.06%,-2.76%,-2.93%,91.3,89.89,23.79,113.69,-3.80%,64%,<2%,18%,0.73,1.1,0.39,A+,4.80%,19
70,凯中转债,128042,2018-09-03,凯中精密,2823,能源电力,103.21,-1.19%,-1.27%,12.07,-4.28%,2,0.50%,13.25,2.95,-8.90%,91.09,13.30%,5.26年,3.26年,11.80%,10.80%,4.2,2.51%,1.91%,2.39%,0.17%,-0.05%,88.39,91.87,15.74,107.61,-4.10%,66%,10%,17%,0.57,0.98,0.21,AA,4.90%,54
