,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,CP/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
19,万信转2,123021,2019-03-25,万达信息,300168,计算机及应用,119.66,-2.00%,-2.32%,15.91,-5.30%,24,1.60%,13.62,4.25,16.80%,116.81,2.40%,5.87年,3.87年,6.90%,8.00%,12,-0.20%,-0.74%,-0.31%,-3.50%,-3.67%,87.52,92.49,34.16,126.65,-5.50%,50%,<2%,16%,0.82,1.67,0.05,AA,4.40%,13
20,中信转债,113021,2019-03-19,中信银行,601998,金融,107.29,-0.73%,-0.12%,6.41,-1.99%,103,0.20%,7.45,0.91,-14.00%,86.04,24.70%,5.87年,无权,12.80%,11.00%,400,1.84%,1.26%,1.72%,无权,无权,无权,95.17,13.16,108.33,-1.00%,23%,17%,17%,0.43,0.66,0.22,AAA,4.00%,40
21,富祥转债,123020,2019-03-29,富祥股份,300497,医药,122,-3.55%,-0.61%,22.45,-4.87%,34,6.50%,18.05,3.71,24.40%,124.38,-1.90%,5.86年,3.86年,8.30%,10.40%,4.2,-0.13%,-0.74%,-0.25%,-3.83%,-4.03%,88.13,94.79,39.35,134.14,-9.00%,64%,<2%,16%,0.85,2.52,-0.61,AA-,4.40%,40
22,长城转债,113528,2019-03-20,长城科技,603897,机械装备制造,109.05,-0.34%,1.85%,25.49,2.00%,10,1.50%,24.18,2.63,5.40%,105.42,3.40%,5.86年,3.86年,13.90%,14.70%,6.3,1.40%,0.85%,1.29%,-1.08%,-1.29%,87.29,91.19,27.22,118.41,-7.90%,56%,8%,17%,0.75,1.93,-0.3,AA-,4.60%,34
23,今飞转债,128056,2019-03-22,今飞凯达,2863,汽车,110.55,-0.63%,-2.30%,7.29,-3.83%,8.7,2.10%,6.8,2.71,7.20%,107.21,3.10%,5.85年,3.85年,13.40%,14.40%,3.7,1.68%,1.03%,1.55%,-1.34%,-1.57%,87.31,93.5,27.4,120.9,-8.60%,71%,<2%,17%,0.77,1.98,-0.32,A+,4.70%,47
24,中天转债,110051,2019-03-22,中天科技,600522,通信互联网,114.26,-0.96%,-0.60%,11.16,-2.11%,93,2.00%,10.29,1.68,8.50%,108.45,5.40%,5.85年,3.85年,11.60%,12.60%,39.7,0.01%,-0.43%,-0.08%,-2.38%,-2.56%,87.92,89.96,29.07,119.03,-4.00%,64%,<2%,16%,0.74,1.43,0.12,AA+,4.30%,25
25,长青转2,128055,2019-04-03,长青股份,2391,石油天然气化工,122.6,-1.49%,0.12%,14.51,-1.56%,29,2.60%,11.41,1.23,27.20%,127.17,-3.60%,5.85年,3.85年,17.50%,22.30%,9.1,-1.03%,-1.50%,-1.13%,-4.05%,-4.23%,88.16,90.99,44.29,135.28,-9.40%,31%,<2%,16%,0.88,2.76,-0.77,AA,4.20%,43
26,中来转债,123019,2019-03-22,中来股份,300393,能源电力,108.621,-0.90%,0.81%,21.37,-0.14%,7.5,0.70%,20.41,1.96,4.70%,104.7,3.70%,5.84年,3.84年,19.40%,20.30%,10,2.47%,1.74%,2.32%,-0.89%,-1.12%,87.11,95.66,25.13,120.79,-10.10%,47%,<2%,18%,0.69,2.36,-0.77,AA-,4.80%,51
27,中宠转债,128054,2019-03-14,中宠股份,2891,农业,108.494,-0.47%,-1.16%,34.96,-2.37%,1.6,0.80%,37.97,4.73,-7.90%,92.07,17.80%,5.82年,3.82年,5.50%,5.10%,1.9,1.12%,0.63%,1.02%,-1.08%,-1.27%,85.9,87.75,18.41,106.16,2.20%,48%,19%,16%,0.68,-0.48,1.87,A+,4.90%,18
28,尚荣转债,128053,2019-03-07,尚荣医疗,2551,医药,120,-1.07%,-0.01%,6.44,-1.23%,28,3.10%,4.94,1.51,30.40%,130.36,-8.00%,5.81年,3.81年,16.50%,21.50%,7.5,-0.70%,-1.16%,-0.79%,-3.61%,-3.78%,88.17,91.04,46.94,137.98,-13.00%,42%,<2%,16%,0.89,3.75,-1.51,AA,4.20%,62
29,维格转债,113527,2019-02-19,维格娜丝,603518,服装纺织,114.39,-1.17%,-0.39%,17.42,-2.02%,16,1.90%,14.96,1.12,16.40%,116.44,-1.80%,5.76年,3.76年,23.80%,27.70%,7.5,0.95%,0.33%,0.83%,-2.41%,-2.60%,87.85,94.38,34.18,128.56,-11.00%,39%,<2%,18%,0.77,2.93,-1.08,AA,4.50%,44
30,联泰转债,113526,2019-02-18,联泰环保,603797,城市公用设施,113.82,-0.40%,-1.13%,13.81,-1.92%,2,0.40%,12.31,2.49,12.20%,112.19,1.50%,5.75年,3.75年,13.20%,14.90%,3.9,-0.43%,-0.78%,-0.50%,-2.39%,-2.56%,87.6,87.07,35.39,122.46,-7.10%,50%,<2%,18%,0.8,2.01,-0.29,AA,4.40%,19
31,平银转债,127010,2019-02-18,平安银行,1,金融,122.454,-2.43%,-0.56%,14.15,-3.94%,271,0.80%,11.77,0.92,20.20%,120.22,1.90%,5.75年,无权,10.70%,12.90%,260,-0.66%,-1.20%,-0.77%,无权,无权,无权,94.7,36.99,131.69,-7.00%,29%,<2%,16%,0.76,2.35,-0.64,AAA,4.00%,50
32,冰轮转债,127009,2019-02-21,冰轮环境,811,机械装备制造,157.9,-2.41%,0.59%,10.42,-1.88%,64,7.80%,5.52,1.28,88.80%,188.77,-16.40%,5.73年,3.73年,7.50%,14.10%,5.1,-5.42%,-5.86%,-5.51%,-10.30%,-10.10%,88.99,92.13,101.87,194,-18.60%,44%,<2%,17%,0.96,5.68,-2.7,AA,4.10%,26
33,凯龙转债,128052,2019-01-21,凯龙股份,2783,石油天然气化工,231,4.05%,5.80%,23.1,10.00%,"2,184",283%,6.97,1.6,231%,331.42,-30.30%,5.66年,3.66年,4.30%,14.20%,3.3,-10.30%,-10.60%,-10.40%,-17.70%,-17.80%,89.55,92.77,243.51,336.28,-31.30%,79%,<2%,17%,0.99,10.52,-5.26,AA,4.00%,32
34,溢利转债,123018,2019-01-23,溢多利,300381,医药,116.2,-0.28%,-0.46%,10.16,-0.88%,3,0.40%,8.41,1.71,20.80%,120.81,-3.80%,5.66年,3.66年,16.10%,19.40%,6.7,-0.14%,-0.62%,-0.24%,-2.93%,-3.11%,88.23,90.87,39.18,130.04,-10.60%,77%,<2%,17%,0.85,2.93,-0.95,AA-,4.40%,35
35,佳都转债,110050,2019-01-21,佳都科技,600728,计算机及应用,129.91,-1.59%,0.78%,11.16,-0.89%,44,3.80%,7.95,3.72,40.40%,140.38,-7.50%,5.66年,3.66年,4.80%,6.80%,8.8,-2.28%,-2.71%,-2.36%,-5.75%,-5.92%,88.94,91.14,55.9,147.04,-11.60%,70%,<2%,16%,0.92,3.49,-1.26,AA,4.20%,25
36,海尔转债,110049,2019-01-18,青岛海尔,600690,家电,124.82,-2.11%,-0.91%,17.68,-3.70%,27,0.70%,14.55,2.52,21.50%,121.51,2.70%,5.66年,3.66年,2.70%,3.20%,30.1,-2.25%,-2.56%,-2.31%,-4.81%,-4.98%,89.19,88.46,40.84,129.3,-3.50%,32%,<2%,16%,0.82,1.58,0.12,AAA,4.00%,24
37,台华转债,113525,2019-01-11,台华新材,603055,服装纺织,112.35,-1.88%,0.63%,12.24,-1.69%,2,0.30%,11.56,2.53,5.90%,105.88,6.10%,5.65年,3.65年,7.90%,8.40%,5.3,0.47%,-0.02%,0.37%,-2.07%,-2.26%,87.83,90.25,27.51,117.75,-4.60%,46%,12%,17%,0.74,1.31,0.23,AA,4.50%,9
38,奇精转债,113524,2019-01-07,奇精机械,603677,家电,109.07,-1.12%,0.22%,15.58,-1.27%,2.4,0.70%,14.76,3,5.60%,105.56,3.30%,5.64年,3.64年,10.80%,11.40%,3.3,1.48%,0.90%,1.36%,-1.30%,-1.49%,87.7,92.37,26.77,119.14,-8.50%,60%,<2%,18%,0.72,2.13,-0.53,AA,4.60%,54
39,光华转债,128051,2019-01-09,光华科技,2741,汽车,105.708,-0.09%,-1.50%,15.44,-2.53%,3.6,1.40%,17.03,5.3,-9.30%,90.66,16.60%,5.64年,3.64年,4.30%,3.90%,2.5,1.70%,1.18%,1.59%,-0.35%,-0.57%,87.02,88.92,17.66,106.59,-0.80%,37%,15%,17%,0.63,0.18,1.08,AA-,4.90%,24
40,钧达转债,128050,2018-12-27,钧达股份,2865,汽车,107.463,-0.03%,2.06%,22.45,3.03%,20,5.80%,21.74,3.06,3.30%,103.27,4.10%,5.63年,3.63年,11.70%,12.10%,3.2,2.64%,1.90%,2.50%,-0.76%,-0.98%,87.53,95.74,23.5,119.23,-9.90%,66%,8%,18%,0.67,2.3,-0.75,AA-,4.80%,75
41,伟明转债,113523,2018-12-26,伟明环保,603568,城市公用设施,116.99,-0.01%,0.61%,27.69,0.73%,2.8,0.30%,23.92,5.65,15.80%,115.76,1.10%,5.63年,3.63年,3.50%,4.10%,6.7,-0.26%,-0.74%,-0.36%,-3.13%,-3.31%,88.43,91.12,34.08,125.2,-6.60%,43%,<2%,16%,0.82,1.93,-0.17,AA,4.40%,25
42,福能转债,110048,2018-12-28,福能股份,600483,能源电力,118.1,-1.49%,0.17%,9.82,-1.70%,19,0.50%,8.69,1.23,13.00%,113,4.50%,5.63年,3.63年,18.60%,21.00%,28.3,-0.59%,-1.04%,-0.68%,-3.38%,-3.56%,88.86,90.97,31.92,122.88,-3.90%,29%,10%,16%,0.77,1.44,0.17,AA+,4.20%,9
43,华源转债,128049,2018-12-20,华源控股,2787,造纸包装印刷,114.305,-1.13%,-0.87%,8.66,-2.48%,4.3,0.90%,7.57,1.74,14.40%,114.4,-0.10%,5.60年,3.60年,14.90%,17.00%,4,0.22%,-0.28%,0.12%,-2.50%,-2.69%,88.36,90.97,34.69,125.66,-9.00%,75%,<2%,18%,0.81,2.39,-0.59,AA-,4.50%,59
44,旭升转债,113522,2018-12-11,旭升股份,603305,汽车,109.98,-2.94%,0.98%,29.8,-2.96%,2.1,0.40%,29.86,8.5,-0.20%,99.8,10.20%,5.58年,3.58年,3.50%,3.50%,4.2,1.65%,1.01%,1.52%,-1.54%,-1.74%,87.59,93.63,20.17,113.8,-3.40%,63%,14%,16%,0.66,0.89,0.46,AA,4.70%,16
45,山鹰转债,110047,2018-12-10,山鹰纸业,600567,造纸包装印刷,114.65,-1.93%,0.77%,3.88,-1.52%,45,1.70%,3.34,1.15,16.20%,116.17,-1.30%,5.58年,3.58年,12.90%,15.00%,23,0.60%,0.02%,0.49%,-2.63%,-2.82%,89.02,94.43,32.14,126.57,-9.40%,29%,<2%,16%,0.77,2.74,-0.94,AA+,4.20%,66
46,寒锐转债,123017,2018-12-24,寒锐钴业,300618,有色金属,112.799,-2.08%,-2.40%,82.79,-5.87%,12,2.40%,81.49,8.75,1.60%,101.6,11.00%,5.58年,3.58年,2.80%,2.80%,4.4,-0.28%,-0.64%,-0.35%,-2.26%,-2.44%,87.69,86.89,25.45,112.34,0.40%,77%,14%,16%,0.76,0.2,1.32,AA-,4.60%,41
47,圆通转债,110046,2018-12-18,圆通速递,600233,交通运输,127.48,-0.11%,0.59%,14.58,0.55%,128,2.70%,10.89,2.84,33.90%,133.88,-4.80%,5.58年,3.58年,8.90%,11.80%,36.5,-1.77%,-2.25%,-1.87%,-5.32%,-5.51%,89.62,92.69,48.82,141.5,-9.90%,60%,<2%,16%,0.87,3.06,-1.01,AA+,4.10%,35
48,桐昆转债,113020,2018-12-12,桐昆股份,601233,服装纺织,127.18,-0.52%,-1.82%,16.84,-2.66%,69,1.40%,12.63,1.5,33.30%,133.33,-4.60%,5.58年,3.58年,12.40%,16.50%,38,-2.12%,-2.53%,-2.20%,-5.37%,-5.54%,89.19,90.67,49.55,140.22,-9.30%,48%,<2%,16%,0.88,2.93,-0.89,AA+,4.10%,29
49,特发转债,127008,2018-12-25,特发信息,70,通信互联网,233,14.80%,-4.89%,18.48,10.00%,931,101%,6.78,1.9,173%,272.57,-14.50%,4.57年,2.57年,3.60%,9.90%,4.2,-13.80%,-14.10%,-13.90%,-16.60%,-16.70%,91.85,93.34,182.4,275.75,-15.50%,60%,<2%,17%,0.99,4.83,-2.1,AA,4.00%,46
50,科森转债,113521,2018-12-07,科森科技,603626,通信互联网,116.55,-1.50%,-1.99%,10.63,-4.32%,38,5.30%,8.95,2.12,18.80%,118.77,-1.90%,5.57年,3.57年,13.80%,16.40%,6.1,-0.13%,-0.63%,-0.23%,-3.03%,-3.22%,88.78,91.55,37.87,129.42,-9.90%,63%,<2%,18%,0.81,2.73,-0.87,AA,4.40%,65
51,张行转债,128048,2018-11-29,张家港行,2839,金融,115.068,-2.47%,0.65%,6.88,-2.41%,58,2.00%,6.06,1.22,13.50%,113.53,1.40%,5.56年,无权,20.10%,22.80%,25,-0.12%,-0.58%,-0.21%,无权,无权,无权,91.13,33.62,124.76,-7.80%,56%,<2%,18%,0.76,2.31,-0.61,AA+,4.20%,29
52,百合转债,113520,2018-11-26,梦百合,603313,其他,138.43,0.52%,-2.14%,27.67,-1.74%,9.9,1.40%,19.03,2.66,45.40%,145.4,-4.80%,5.55年,3.55年,7.60%,11.10%,5.1,-3.24%,-3.72%,-3.34%,-7.48%,-7.66%,89.53,92.65,59.55,152.2,-9.00%,41%,<2%,16%,0.93,2.82,-0.72,AA-,4.20%,19
53,洲明转债,123016,2018-12-03,洲明科技,300232,电子,133.98,-2.90%,-0.33%,13.08,-3.54%,2.7,0.40%,9.45,3.42,38.40%,138.41,-3.20%,5.54年,3.54年,5.50%,7.60%,5.5,-2.65%,-3.13%,-2.75%,-6.60%,-6.79%,89.66,92.58,53.16,145.75,-8.10%,69%,<2%,16%,0.91,2.53,-0.51,AA-,4.20%,16
54,长久转债,113519,2018-11-30,长久物流,603569,交通运输,118.46,-1.40%,-1.04%,14.05,-3.10%,5.8,0.70%,11.99,2.77,17.20%,117.18,1.10%,5.54年,3.54年,8.90%,10.40%,7,0.33%,-0.31%,0.20%,-3.46%,-3.66%,88.81,95.31,33.13,128.44,-7.80%,52%,<2%,17%,0.79,2.16,-0.43,AA,4.40%,21
55,光电转债,128047,2018-12-07,中航光电,2179,机械装备制造,114.95,-1.50%,0.02%,40.1,-2.17%,12,0.80%,40.26,5.51,-0.40%,99.6,15.40%,5.54年,3.54年,4.10%,4.10%,13,-0.80%,-1.13%,-0.87%,-2.81%,-2.99%,88.61,87.41,23.62,111.03,3.50%,34%,22%,16%,0.68,-0.21,1.58,AA+,4.30%,7
56,利尔转债,128046,2018-11-09,利尔化学,2258,石油天然气化工,108.6,-3.03%,1.21%,16.78,-3.01%,8.3,0.90%,18.62,3.3,-9.90%,90.12,20.50%,5.49年,3.49年,9.70%,8.70%,8.5,0.79%,0.35%,0.70%,-1.24%,-1.44%,87.65,88.11,16.48,104.58,3.80%,41%,24%,16%,0.61,-0.57,1.81,AA,4.80%,12
57,顾家转债,113518,2018-10-09,顾家家居,603816,其他,115.41,-2.87%,-0.06%,54.21,-3.99%,5.5,0.40%,52.2,5.16,3.90%,103.85,11.10%,5.39年,3.39年,4.70%,4.90%,11,-0.02%,-0.52%,-0.12%,-2.97%,-3.16%,88.81,91.24,24.32,115.56,-0.10%,39%,17%,16%,0.73,0.35,1.12,AA,4.50%,7
58,机电转债,128045,2018-09-14,中航机电,2013,航空航天,115.17,-1.01%,0.59%,8.01,-0.62%,12,0.50%,7.66,3.12,4.60%,104.57,10.10%,5.35年,3.35年,7.30%,7.60%,21,-0.87%,-1.21%,-0.94%,-3.02%,-3.20%,90.28,89.54,25.72,115.26,-0.10%,55%,18%,16%,0.68,0.75,0.63,AAA,4.00%,13
59,岭南转债,128044,2018-09-04,岭南股份,2717,城市公用设施,109.001,-1.36%,-0.45%,9.3,-2.41%,4.1,0.60%,8.96,2.09,3.80%,103.79,5.00%,5.31年,3.31年,6.90%,7.20%,6.6,0.54%,0.12%,0.46%,-1.46%,-1.66%,89,89.1,25.41,114.52,-4.80%,66%,<2%,16%,0.75,1.42,0.13,AA,4.50%,32
60,蓝盾转债!,123015,2018-09-13,蓝盾股份,300297,计算机及应用,140.95,2.58%,0.40%,8.29,2.98%,66,39.90%,5.82,1.64,42.40%,142.44,-1.00%,5.31年,3.31年,1.20%,1.70%,1.2,-4.10%,-4.52%,-4.19%,-8.50%,-8.68%,90.71,92.4,50.04,142.44,-1.00%,37%,<2%,16%,1,1.22,0.79,AA,4.00%,35
61,曙光转债,113517,2018-08-23,中科曙光,603019,计算机及应用,122.16,0.03%,0.41%,60.15,0.53%,46,3.40%,51.28,9.02,17.30%,117.3,4.10%,5.29年,3.29年,2.90%,3.40%,11.2,-1.44%,-1.88%,-1.53%,-4.65%,-4.84%,89.79,90.95,35.18,126.13,-3.10%,60%,12%,16%,0.83,1.23,0.47,AA,4.30%,4
62,东音转债,128043,2018-08-27,东音股份,2793,机械装备制造,114.09,0.00%,0.00%,12.61,0.00%,0,0.00%,11.43,2.7,10.30%,110.32,3.40%,5.28年,3.28年,10.70%,11.80%,2.7,0.24%,-0.29%,0.13%,-2.72%,-2.93%,89.25,91.8,29.58,121.38,-6.00%,69%,<2%,17%,0.78,1.67,-0.02,AA-,4.50%,40
63,苏农转债,113516,2018-08-20,苏农银行,603323,金融,120.08,-2.21%,-0.58%,7.32,-3.68%,18,1.10%,6.34,1.03,15.50%,115.46,4.00%,5.28年,无权,10.80%,12.40%,12.9,-0.73%,-1.25%,-0.84%,无权,无权,无权,93.29,33.64,126.92,-5.40%,48%,<2%,18%,0.76,1.75,-0.14,AA+,4.20%,28
64,凯发转债,123014,2018-08-21,凯发电气,300407,能源电力,114.603,-2.71%,1.08%,9.26,-2.01%,3.7,1.00%,8.15,2.3,13.60%,113.62,0.90%,4.26年,2.26年,12.10%,13.80%,3.2,-1.08%,-1.49%,-1.16%,-4.61%,-4.78%,91.81,90.79,31.32,122.11,-6.10%,64%,<2%,18%,0.81,1.79,-0.07,A+,4.60%,19
65,凯中转债,128042,2018-09-03,凯中精密,2823,能源电力,107.012,-2.63%,2.53%,12.75,-0.16%,12,2.70%,13.25,2.95,-3.80%,96.23,11.20%,5.27年,3.27年,11.20%,10.80%,4.2,1.79%,1.20%,1.67%,-0.89%,-1.10%,88.66,92.32,18.92,111.24,-3.80%,66%,16%,17%,0.63,0.96,0.32,AA,4.70%,51
66,横河转债,123013,2018-08-20,横河模具,300539,机械装备制造,120.2,-1.41%,0.21%,11.17,-1.41%,2.1,4.20%,9.26,5.08,20.60%,120.63,-0.40%,5.26年,3.26年,1.60%,2.00%,0.4,-0.61%,-1.16%,-0.72%,-4.01%,-4.25%,90.33,93.16,37.75,130.91,-8.20%,77%,<2%,17%,0.85,2.27,-0.42,A+,4.50%,26
67,高能转债,113515,2018-08-27,高能环境,603588,城市公用设施,124.4,-1.13%,-0.12%,11.66,-1.44%,20,2.00%,9.38,2.42,24.30%,124.31,0.10%,5.26年,3.26年,10.20%,12.70%,7.9,-1.80%,-2.24%,-1.88%,-5.20%,-5.39%,90.11,91.38,40.9,132.28,-6.00%,67%,<2%,16%,0.87,1.95,-0.1,AA,4.30%,37
68,万顺转债,123012,2018-08-29,万顺股份,300057,造纸包装印刷,122,-2.39%,0.29%,7.81,-2.50%,8.6,3.70%,6.47,1.06,20.70%,120.71,1.10%,5.24年,3.24年,4.50%,5.40%,1.9,-1.77%,-2.15%,-1.85%,-4.67%,-4.87%,89.8,89.27,40.55,129.82,-6.00%,41%,<2%,18%,0.84,1.86,-0.07,AA-,4.40%,24
69,威帝转债,113514,2018-08-13,威帝股份,603023,汽车,110.11,-1.04%,0.57%,6.36,-0.63%,4.8,2.20%,5.92,3.54,7.40%,107.43,2.50%,4.24年,2.24年,8.70%,9.40%,2,0.30%,-0.20%,0.20%,-3.05%,-3.22%,91.54,91.91,25.57,117.47,-6.30%,70%,8%,18%,0.76,1.7,-0.1,A+,4.70%,46
