,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,CP/B,股价/转股价,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
11,大丰转债,113530,2019-04-18,大丰实业,603081,建筑,98.73,-0.18%,0.61%,13.7,0.96%,11,1.70%,16.88,3.83,-18.80%,81.16,21.60%,5月2天,5.90年,3.90年,11.40%,9.30%,6.3,3.72%,3.05%,3.59%,1.28%,1.09%,85.03,91.44,10.4,101.83,-3.00%,54%,14%,16%,0.45,0.55,0.36,AA,5.10%,27
12,中装转债,128060,2019-04-15,中装建设,2822,建筑,100.821,0.32%,1.50%,5.75,2.86%,13,2.50%,6.24,1.7,-7.90%,92.15,9.40%,5月8天,5.90年,3.90年,15.20%,14.00%,5.3,2.04%,1.61%,1.95%,0.73%,0.54%,86.18,86.72,19.78,106.5,-5.30%,68%,13%,17%,0.64,1.3,0.04,AA,4.70%,66
13,N招路转,127012,2019-04-30,招商公路,1965,机场高速港口,100,0.00%,0.00%,8.36,0.72%,"1,648",33.10%,9.34,1.27,-10.50%,89.51,11.70%,5月0天,5.89年,3.89年,9.70%,8.70%,50,1.38%,1.11%,1.32%,0.50%,0.40%,87.11,86.17,15.96,102.13,-2.10%,37%,14%,15%,0.55,1.01,0.13,AAA,4.00%,51
14,岱勒转债,123024,2019-04-17,岱勒新材,300700,机械装备制造,100.4,-0.59%,1.63%,21.78,1.82%,2.5,1.20%,24.9,3.86,-12.50%,87.47,14.80%,4月27天,4.89年,2.89年,11.70%,10.20%,2.1,2.55%,2.04%,2.45%,0.57%,0.43%,87.34,88.4,14.57,102.97,-2.50%,67%,18%,18%,0.57,0.48,0.66,A+,5.30%,19
15,迪森转债,123023,2019-04-16,迪森股份,300335,能源电力,102.3,2.10%,-0.86%,7.21,1.84%,11,1.80%,7.39,1.93,-2.40%,97.56,4.90%,4月27天,5.88年,4.88年,22.90%,22.40%,6,2.09%,1.61%,2.00%,0.65%,0.43%,84.25,88.68,23.19,111.87,-8.60%,41%,<2%,18%,0.67,2.1,-0.59,AA,4.70%,41
16,亨通转债,110056,2019-04-16,亨通光电,600487,通信互联网,107.55,-0.09%,0.03%,20.08,-0.10%,27,1.50%,21.79,3.45,-7.80%,92.15,16.70%,4月25天,5.88年,3.88年,4.50%,4.20%,17.3,1.18%,0.71%,1.09%,-0.93%,-1.10%,87.12,89.68,17.35,107.03,0.50%,46%,18%,16%,0.59,0.23,0.94,AA+,4.40%,43
17,通威转债,110054,2019-04-10,通威股份,600438,农业,118.9,-1.02%,-0.49%,14.27,-1.92%,47,0.80%,12.44,3.17,14.70%,114.71,3.70%,4月22天,5.88年,3.88年,9.00%,10.40%,50,-0.49%,-0.95%,-0.58%,-3.27%,-3.45%,88.26,91.14,33.62,124.76,-4.70%,62%,<2%,16%,0.78,1.62,0.02,AA+,4.20%,20
18,长信转债,123022,2019-04-10,长信科技,300088,通信互联网,107.5,0.62%,-0.51%,5.7,0.18%,8.3,0.60%,6.38,2.81,-10.70%,89.34,20.30%,4月23天,5.88年,3.88年,9.40%,8.40%,12.3,1.22%,0.75%,1.13%,-0.87%,-1.05%,86.08,88.05,16.33,104.38,3.00%,79%,20%,16%,0.61,-0.47,1.7,AA,4.80%,10
19,伊力转债,110055,2019-04-04,伊力特,600197,食品饮料,109.81,1.10%,-0.98%,17.18,0.17%,14,1.40%,17.6,2.95,-2.40%,97.61,12.50%,4月23天,5.87年,3.87年,11.60%,11.30%,8.8,0.88%,0.40%,0.79%,-1.35%,-1.54%,86.85,89.09,21.52,110.61,-0.70%,42%,15%,16%,0.69,0.39,1,AA,4.60%,23
20,苏银转债,110053,2019-04-03,江苏银行,600919,金融,106.51,1.17%,0.02%,7.34,2.37%,174,0.80%,7.9,0.87,-7.10%,92.91,14.60%,4月20天,5.87年,无权,23.60%,21.90%,200,2.00%,1.41%,1.88%,无权,无权,无权,95.32,18.17,113.48,-6.10%,25%,11%,18%,0.5,1.86,-0.7,AAA,4.00%,59
21,浙商转债,113022,2019-03-28,浙商证券,601878,金融,108.1,-0.58%,0.79%,10.02,0.50%,108,2.80%,12.53,3,-20.00%,79.97,35.20%,4月19天,5.86年,无权,10.50%,8.40%,35,0.30%,-0.02%,0.24%,无权,无权,无权,87.76,12.42,100.18,7.90%,50%,31%,18%,0.42,-1.04,1.93,AAA,4.00%,26
22,绝味转债,113529,2019-04-02,绝味食品,603517,食品饮料,120.62,2.94%,-1.00%,46.46,2.43%,32,2.70%,40.52,5.19,14.70%,114.66,5.20%,4月16天,5.86年,3.86年,5.20%,6.00%,10,-0.34%,-0.88%,-0.44%,-3.70%,-3.87%,87.45,92.38,32.42,124.8,-3.40%,46%,10%,16%,0.8,1.16,0.48,AA,4.40%,20
23,视源转债,128059,2019-04-02,视源股份,2841,电子,114.1,0.97%,-0.03%,76.3,1.31%,11,1.00%,76.25,13.83,0.10%,100.07,14.00%,4月16天,5.86年,3.86年,1.90%,1.90%,9.4,0.03%,-0.41%,-0.06%,-2.34%,-2.52%,86.91,88.47,23.6,112.07,1.80%,56%,20%,16%,0.72,-0.07,1.52,AA,4.60%,14
24,中鼎转2,127011,2019-04-04,中鼎股份,887,汽车,109.34,-0.19%,-0.69%,11.45,-1.46%,19,1.50%,11.99,1.77,-4.50%,95.5,14.50%,4月16天,5.85年,3.85年,8.60%,8.20%,12,0.99%,0.51%,0.89%,-1.24%,-1.43%,87.7,90.43,20.25,110.68,-1.20%,41%,16%,17%,0.61,0.63,0.6,AA+,4.40%,19
25,拓邦转债,128058,2019-04-08,拓邦股份,2139,电子,115.337,1.26%,-0.17%,6.32,1.44%,4.1,0.60%,5.64,2.59,12.10%,112.06,2.90%,4月13天,5.85年,3.85年,8.90%,10.00%,5.7,1.13%,0.46%,1.00%,-2.36%,-2.58%,88.15,95.7,29.12,124.82,-7.60%,59%,<2%,16%,0.76,2.02,-0.37,AA,4.50%,44
26,博彦转债,128057,2019-04-02,博彦科技,2649,计算机及应用,106.137,-0.25%,-0.16%,9.73,-0.51%,76,12.40%,8.9,1.91,9.30%,109.33,-2.90%,4月11天,5.84年,3.84年,11.30%,12.30%,5.8,1.81%,1.26%,1.70%,-0.49%,-0.68%,87.37,91.3,29.07,120.38,-11.80%,74%,<2%,16%,0.79,3.03,-1.13,AA-,4.50%,43
27,贵广转债,110052,2019-03-29,贵广网络,600996,传媒娱乐,114.2,-0.65%,-6.33%,9.16,-9.40%,60,3.30%,8.13,1.81,12.70%,112.67,1.40%,4月11天,5.84年,3.84年,16.80%,18.90%,16,0.72%,0.15%,0.61%,-2.25%,-2.45%,88.45,93.76,30.27,124.02,-7.90%,41%,<2%,16%,0.74,2.34,-0.66,AA+,4.30%,41
28,万信转2,123021,2019-03-25,万达信息,300168,计算机及应用,114.66,1.02%,-0.40%,14.95,0.81%,11,0.80%,13.62,4.12,9.80%,109.77,4.50%,4月8天,5.84年,3.84年,7.30%,8.00%,12,0.55%,0.00%,0.44%,-2.48%,-2.65%,87.3,92.11,28.72,120.83,-5.10%,50%,8%,16%,0.77,1.46,0.14,AA,4.50%,20
29,中信转债,113021,2019-03-19,中信银行,601998,金融,105.79,1.10%,-1.42%,6.29,-0.79%,63,0.20%,7.45,0.87,-15.60%,84.43,25.30%,4月11天,5.84年,无权,13.00%,11.00%,400,2.10%,1.51%,1.98%,无权,无权,无权,95.27,12.24,107.51,-1.60%,23%,14%,17%,0.41,0.76,0.09,AAA,4.00%,50
30,富祥转债,123020,2019-03-29,富祥股份,300497,医药,111.3,-0.22%,1.13%,20.75,1.12%,52,11.10%,18.05,3.67,15.00%,114.96,-3.20%,4月9天,5.83年,3.83年,9.00%,10.40%,4.2,1.49%,0.86%,1.36%,-1.60%,-1.81%,87.83,94.29,31.76,126.05,-11.70%,64%,<2%,16%,0.81,3.07,-1.13,AA-,4.50%,47
31,长城转债,113528,2019-03-20,长城科技,603897,机械装备制造,101.63,-0.31%,0.85%,21.83,0.88%,8.2,1.30%,24.18,2.57,-9.70%,90.28,12.60%,4月9天,5.83年,3.83年,16.30%,14.70%,6.3,2.67%,2.10%,2.55%,0.69%,0.47%,86.27,89.62,17.27,106.89,-4.90%,55%,13%,17%,0.62,1.01,0.26,AA-,5.00%,31
32,今飞转债,128056,2019-03-22,今飞凯达,2863,汽车,102.3,0.67%,0.36%,6.31,1.61%,1.5,0.40%,6.8,2.66,-7.20%,92.79,10.20%,4月6天,5.83年,3.83年,15.50%,14.40%,3.7,3.08%,2.42%,2.95%,0.61%,0.37%,86.19,91.73,18.06,109.79,-6.80%,71%,9%,17%,0.64,1.32,0.03,A+,5.10%,46
33,中天转债,110051,2019-03-22,中天科技,600522,通信互联网,107.13,-0.47%,1.26%,10.14,1.20%,88,2.10%,10.29,1.62,-1.50%,98.54,8.70%,4月6天,5.83年,3.83年,12.80%,12.60%,39.7,1.14%,0.69%,1.05%,-0.79%,-0.98%,87.74,89.64,21.74,111.38,-3.80%,64%,13%,16%,0.66,1.26,0.11,AA+,4.30%,24
34,长青转2,128055,2019-04-03,长青股份,2391,石油天然气化工,116.35,0.65%,1.10%,14.06,2.03%,36,3.40%,11.41,1.23,23.20%,123.23,-5.60%,4月5天,5.82年,3.82年,18.10%,22.30%,9.1,-0.13%,-0.60%,-0.22%,-2.80%,-2.98%,88.14,90.92,40.79,131.71,-11.70%,31%,<2%,16%,0.86,3.32,-1.23,AA,4.30%,41
35,中来转债,123019,2019-03-22,中来股份,300393,能源电力,101.44,0.60%,1.58%,18.68,3.84%,14,1.40%,20.41,1.92,-8.50%,91.52,10.80%,4月1天,5.82年,3.82年,22.20%,20.30%,10,3.72%,2.97%,3.57%,0.83%,0.60%,86.23,94.2,16.99,111.19,-8.80%,47%,9%,18%,0.57,1.84,-0.56,AA-,5.10%,54
36,中宠转债,128054,2019-03-14,中宠股份,2891,农业,104.202,0.10%,0.97%,32.45,1.79%,0.4,0.20%,37.97,4.73,-14.50%,85.46,21.90%,3月21天,5.79年,3.79年,6.00%,5.10%,1.9,1.84%,1.35%,1.74%,-0.07%,-0.26%,85.2,86.67,14.59,101.26,2.90%,48%,22%,16%,0.6,-0.71,1.95,A+,5.20%,20
37,尚荣转债,128053,2019-03-07,尚荣医疗,2551,医药,113.77,0.24%,1.05%,6.07,1.51%,125,14.60%,4.94,1.49,22.90%,122.87,-7.40%,3月19天,5.79年,3.79年,17.50%,21.50%,7.5,0.24%,-0.24%,0.14%,-2.31%,-2.49%,88.08,90.86,40.36,131.22,-13.30%,42%,<2%,16%,0.86,3.76,-1.56,AA,4.30%,67
38,维格转债,113527,2019-02-19,维格娜丝,603518,服装纺织,101.68,0.18%,-4.12%,14.19,-6.46%,14,1.80%,14.96,1.11,-5.10%,94.85,7.20%,2月28天,5.73年,3.73年,29.20%,27.70%,7.5,3.10%,2.45%,2.97%,0.60%,0.39%,86.9,92.86,19.3,112.16,-9.30%,39%,<2%,18%,0.61,2.15,-0.74,AA,4.80%,50
39,联泰转债,113526,2019-02-18,联泰环保,603797,城市公用设施,111.6,2.16%,1.84%,14.29,4.92%,2.2,0.50%,12.31,2.37,16.10%,116.08,-3.90%,2月27天,5.73年,3.73年,12.80%,14.90%,3.9,-0.08%,-0.44%,-0.15%,-1.91%,-2.08%,87.81,87.33,38.4,125.72,-11.20%,49%,<2%,18%,0.81,3.1,-1.14,AA,4.40%,21
40,平银转债,127010,2019-02-18,平安银行,1,金融,120.071,-0.56%,-0.75%,13.85,-1.77%,256,0.80%,11.77,0.89,17.70%,117.67,2.00%,2月23天,5.72年,无权,10.90%,12.90%,260,-0.31%,-0.86%,-0.42%,无权,无权,无权,94.81,34.79,129.6,-7.40%,30%,<2%,16%,0.74,2.4,-0.71,AAA,4.00%,59
41,冰轮转债,127009,2019-02-21,冰轮环境,811,机械装备制造,133.65,-0.85%,-0.59%,9.05,-1.52%,45,6.60%,5.52,1.2,63.90%,163.95,-18.50%,2月16天,5.70年,3.70年,8.60%,14.10%,5.1,-2.60%,-3.06%,-2.69%,-6.38%,-6.54%,88.97,92.05,77.81,169.86,-21.30%,45%,<2%,17%,0.95,6.49,-3.22,AA,4.10%,29
42,凯龙转债,128052,2019-01-21,凯龙股份,2783,石油天然气化工,181,0.00%,1.87%,15.95,1.92%,803,134%,6.97,1.6,129%,228.84,-20.90%,55天,5.64年,3.64年,6.20%,14.20%,3.3,-7.79%,-8.21%,-7.87%,-13.10%,-13.20%,89.59,92.78,141.07,233.85,-22.60%,79%,<2%,17%,0.98,7.06,-3.51,AA,4.00%,37
43,溢利转债,123018,2019-01-23,溢多利,300381,医药,107.05,0.24%,-0.41%,9.31,-0.21%,12,1.60%,8.41,1.69,10.70%,110.7,-3.30%,54天,5.63年,3.63年,17.60%,19.40%,6.7,1.35%,0.86%,1.25%,-0.82%,-1.01%,87.92,90.35,31.1,121.45,-11.90%,77%,<2%,17%,0.8,3.1,-1.17,AA-,4.50%,37
44,佳都转债,110050,2019-01-21,佳都科技,600728,计算机及应用,123.67,2.39%,5.83%,10.61,9.16%,261,24.30%,7.95,3.72,33.50%,133.46,-7.30%,53天,5.63年,3.63年,5.10%,6.80%,8.8,-1.41%,-1.86%,-1.50%,-4.55%,-4.72%,88.91,91.05,49.56,140.61,-12.00%,70%,<2%,16%,0.9,3.55,-1.34,AA,4.20%,24
45,海尔转债,110049,2019-01-18,青岛海尔,600690,家电,121.77,2.74%,-0.32%,17.18,3.06%,31,0.90%,14.55,2.52,18.10%,118.08,3.10%,53天,5.63年,3.63年,2.80%,3.20%,30.1,-1.82%,-2.14%,-1.88%,-4.22%,-4.39%,89.29,88.55,37.71,126.26,-3.60%,32%,<2%,16%,0.79,1.59,0.07,AAA,4.00%,23
46,台华转债,113525,2019-01-11,台华新材,603055,服装纺织,106.23,0.20%,-0.20%,10.9,0.00%,8.3,1.50%,11.56,2.53,-5.70%,94.29,12.70%,49天,5.63年,3.63年,8.90%,8.40%,5.3,1.49%,1.00%,1.40%,-0.61%,-0.81%,87.28,89.37,19.55,108.93,-2.50%,46%,15%,17%,0.64,0.66,0.62,AA,4.70%,10
47,奇精转债,113524,2019-01-07,奇精机械,603677,家电,105.11,-1.78%,-0.58%,15.54,-3.30%,8.4,2.40%,14.76,2.94,5.30%,105.28,-0.20%,48天,5.62年,3.62年,10.80%,11.40%,3.3,2.17%,1.58%,2.05%,-0.33%,-0.53%,87.79,92.46,26.48,118.94,-11.60%,60%,<2%,18%,0.71,2.92,-1.18,AA,4.60%,50
48,光华转债,128051,2019-01-09,光华科技,2741,汽车,99.498,-0.49%,-0.27%,13.8,-1.50%,3.1,1.30%,17.03,5.28,-19.00%,81.03,22.80%,48天,5.62年,3.62年,4.80%,3.90%,2.5,2.83%,2.30%,2.72%,1.28%,1.05%,86.24,87.7,12.28,99.98,-0.50%,37%,17%,17%,0.51,-0.02,1.04,AA-,5.20%,23
49,钧达转债,128050,2018-12-27,钧达股份,2865,汽车,102.02,0.31%,-0.26%,19.2,0.10%,1.9,0.60%,21.74,3.05,-11.70%,88.32,15.50%,42天,5.61年,3.61年,13.70%,12.10%,3.2,3.64%,2.88%,3.48%,0.63%,0.40%,86.47,93.98,14.73,108.7,-6.10%,65%,11%,18%,0.52,1.17,-0.07,AA-,5.20%,70
50,伟明转债,113523,2018-12-26,伟明环保,603568,城市公用设施,114.36,0.79%,-2.74%,27.78,-2.36%,5.8,0.80%,23.92,5.22,16.10%,116.14,-1.50%,42天,5.61年,3.61年,3.50%,4.10%,6.7,0.15%,-0.34%,0.05%,-2.56%,-2.74%,88.54,91.23,34.29,125.52,-8.90%,43%,<2%,16%,0.83,2.5,-0.64,AA,4.30%,24
51,福能转债,110048,2018-12-28,福能股份,600483,能源电力,111.27,0.97%,-0.74%,8.95,0.34%,30,1.00%,8.69,1.18,3.00%,102.99,8.00%,42天,5.60年,3.60年,20.40%,21.00%,28.3,0.49%,0.03%,0.40%,-1.85%,-2.04%,88.71,90.69,24.23,114.93,-3.20%,29%,11%,16%,0.7,1.15,0.28,AA+,4.30%,11
52,华源转债,128049,2018-12-20,华源控股,2787,造纸包装印刷,106.888,1.13%,1.47%,8.05,3.47%,2.8,0.70%,7.57,1.62,6.30%,106.34,0.50%,31天,5.57年,3.57年,16.00%,17.00%,4,1.46%,0.95%,1.36%,-0.73%,-0.94%,88.01,90.38,28.65,119.03,-10.20%,75%,<2%,18%,0.75,2.55,-0.82,AA-,4.60%,56
53,旭升转债,113522,2018-12-11,旭升股份,603305,汽车,102.62,-0.37%,2.40%,25.77,4.00%,4.9,1.10%,29.86,8.27,-13.70%,86.3,18.90%,25天,5.56年,3.56年,4.10%,3.50%,4.2,2.96%,2.30%,2.83%,0.31%,0.11%,86.77,92.28,12.29,104.57,-1.90%,63%,18%,16%,0.51,0.38,0.64,AA,5.00%,20
54,山鹰转债,110047,2018-12-10,山鹰纸业,600567,造纸包装印刷,110.04,1.56%,-0.97%,3.59,0.84%,57,2.30%,3.34,1.15,7.50%,107.49,2.40%,24天,5.55年,3.55年,14.00%,15.00%,23,1.37%,0.78%,1.25%,-1.56%,-1.76%,88.91,94.2,25.5,119.7,-8.10%,29%,<2%,16%,0.7,2.28,-0.69,AA+,4.30%,70
55,寒锐转债,123017,2018-12-24,寒锐钴业,300618,有色金属,102.7,0.00%,0.03%,70.38,0.04%,7.7,1.70%,81.49,9.27,-13.60%,86.37,18.90%,23天,5.55年,3.55年,3.30%,2.80%,4.4,1.45%,1.07%,1.38%,0.24%,0.05%,86.49,85.09,15.65,100.74,1.90%,77%,20%,16%,0.59,-0.31,1.5,AA-,5.00%,40
56,圆通转债,110046,2018-12-18,圆通速递,600233,交通运输,120.3,0.07%,-1.10%,13.31,-1.26%,34,0.80%,10.89,2.75,22.20%,122.22,-1.60%,23天,5.55年,3.55年,9.70%,11.80%,36.5,-0.73%,-1.22%,-0.83%,-3.86%,-4.05%,89.56,92.54,38.56,131.09,-8.20%,60%,<2%,16%,0.82,2.56,-0.7,AA+,4.20%,37
57,桐昆转债,113020,2018-12-12,XD桐昆股,601233,服装纺织,125.45,4.53%,1.43%,16.39,6.84%,58,1.20%,12.51,1.44,31.00%,131.02,-4.20%,20天,5.55年,3.55年,12.70%,16.70%,38,-1.88%,-2.29%,-1.96%,-5.06%,-5.23%,89.26,90.73,47.45,138.17,-9.20%,48%,<2%,16%,0.87,2.88,-0.87,AA+,4.10%,33
58,特发转债,127008,2018-12-25,特发信息,70,通信互联网,188.2,2.67%,-0.54%,14.58,2.17%,505,64.40%,6.78,1.9,115%,215.04,-12.50%,19天,4.54年,2.54年,4.60%,9.90%,4.2,-10.40%,-10.70%,-10.40%,-13.60%,-13.70%,91.92,93.4,124.96,218.36,-13.80%,60%,<2%,17%,0.98,4.32,-1.76,AA,4.00%,49
59,科森转债,113521,2018-12-07,科森科技,603626,通信互联网,108.14,0.93%,0.23%,9.7,1.57%,13,1.90%,8.95,2.09,8.40%,108.38,-0.20%,19天,5.54年,3.54年,15.10%,16.40%,6.1,1.25%,0.74%,1.15%,-1.05%,-1.26%,88.49,91.06,29.75,120.81,-10.50%,63%,<2%,18%,0.74,2.75,-0.99,AA,4.50%,66
60,张行转债,128048,2018-11-29,张家港行,2839,金融,111.704,2.00%,-1.46%,6.49,0.78%,21,0.80%,6.06,1.12,7.10%,107.1,4.30%,13天,5.53年,无权,21.30%,22.80%,25,0.42%,-0.04%,0.33%,无权,无权,无权,90.98,28.61,119.58,-6.60%,56%,<2%,18%,0.7,1.97,-0.42,AA+,4.30%,34
61,百合转债,113520,2018-11-26,梦百合,603313,其他,123.78,-5.51%,-2.36%,24.29,-8.89%,14,2.10%,19.03,2.66,27.60%,127.64,-3.00%,11天,5.52年,3.52年,8.70%,11.10%,5.1,-1.24%,-1.73%,-1.34%,-4.65%,-4.85%,89.29,92.23,43.65,135.88,-8.90%,42%,<2%,16%,0.89,2.61,-0.63,AA-,4.30%,17
62,洲明转债,123016,2018-12-03,洲明科技,300232,电子,131.52,1.95%,-0.82%,13.02,1.24%,11,1.60%,9.45,3.13,37.80%,137.78,-4.50%,10天,5.52年,3.52年,5.50%,7.60%,5.5,-2.33%,-2.82%,-2.43%,-6.17%,-6.37%,89.75,92.67,52.48,145.15,-9.40%,69%,<2%,16%,0.91,2.86,-0.78,AA-,4.20%,17
63,长久转债,113519,2018-11-30,长久物流,603569,交通运输,110.49,-0.56%,-3.00%,12.9,-4.94%,5,0.60%,11.99,2.77,7.60%,107.59,2.70%,10天,5.52年,3.52年,9.70%,10.40%,7,1.63%,0.98%,1.50%,-1.62%,-1.83%,88.52,94.8,26.05,120.85,-8.60%,52%,<2%,17%,0.72,2.19,-0.57,AA,4.60%,21
64,光电转债,128047,2018-12-07,中航光电,2179,机械装备制造,113.235,0.10%,-1.17%,41.6,-1.49%,3.4,0.20%,40.26,5.25,3.30%,103.33,9.60%,6.3天,5.51年,3.51年,4.00%,4.10%,13,-0.53%,-0.87%,-0.60%,-2.43%,-2.61%,88.82,87.66,26.19,113.85,-0.50%,34%,14%,16%,0.72,0.67,0.77,AA+,4.30%,10
65,利尔转债,128046,2018-11-09,利尔化学,2258,石油天然气化工,105.801,2.12%,-0.06%,15.48,4.03%,9.3,1.00%,18.62,3.34,-16.90%,83.14,27.30%,转股中,5.46年,3.46年,10.50%,8.70%,8.5,1.29%,0.84%,1.20%,-0.53%,-0.73%,87.2,87.38,12.52,99.9,5.90%,41%,25%,16%,0.51,-1.06,2.14,AA,5.00%,14
66,顾家转债,113518,2018-10-09,顾家家居,603816,其他,108.65,-0.32%,-0.39%,49.68,-1.09%,2.8,0.20%,52.2,4.77,-4.80%,95.17,14.20%,转股中,5.36年,3.36年,5.10%,4.90%,11,1.14%,0.62%,1.03%,-1.30%,-1.50%,88.4,90.55,18.45,109,-0.30%,39%,16%,16%,0.65,0.25,1.04,AA,4.70%,10
67,机电转债,128045,2018-09-14,中航机电,2013,航空航天,111.79,1.23%,-0.66%,7.43,0.95%,7.6,0.30%,7.66,3.06,-3.00%,97,15.30%,转股中,5.32年,3.32年,7.80%,7.60%,21,-0.31%,-0.66%,-0.38%,-2.20%,-2.39%,90.38,89.63,20.12,109.75,1.90%,55%,19%,16%,0.61,0.27,0.95,AAA,4.00%,16
68,岭南转债,128044,2018-09-04,岭南股份,2717,城市公用设施,102.7,0.02%,-0.85%,8.23,-1.32%,5.9,0.90%,8.96,2.09,-8.10%,91.85,11.80%,转股中,5.28年,3.28年,7.80%,7.20%,6.6,1.70%,1.27%,1.62%,0.26%,0.05%,88.4,88.14,17.35,105.49,-2.60%,66%,13%,16%,0.62,0.74,0.52,AA,4.80%,39
69,蓝盾转债!,123015,2018-09-13,蓝盾股份,300297,计算机及应用,119.488,1.26%,-0.68%,6.98,0.58%,5.7,4.70%,5.82,1.52,19.90%,119.93,-0.40%,转股中,5.28年,3.28年,1.20%,1.40%,1,-1.02%,-1.47%,-1.11%,-4.04%,-4.24%,90.8,92.5,27.43,119.93,-0.40%,37%,<2%,16%,1,1.08,0.93,AA,4.00%,30
