,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展/上市日,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
13,骆驼转债,113012,2017-07-18,骆驼股份,601311,汽车,113.96,1.47%,1.04%,13.51,3.68%,30,5.20%,13.44,2.06,0.50%,100.52,13.40%,3.98年,1.98年,4.40%,4.50%,5.1,-1.18%,-1.58%,-1.26%,-4.82%,-5.04%,93.09,91.11,20.26,111.37,2.30%,35%,21%,16%,0.68,-0.06,1.43,AA,4.60%,17
14,永东转债,128014,2017-07-18,永东股份,2753,石油天然气化工,105.1,0.96%,-0.23%,11.16,1.73%,3.2,0.90%,13.53,2.77,-17.50%,82.48,27.40%,4年16天,2年16天,9.10%,7.50%,3.4,1.85%,1.25%,1.73%,-0.70%,-1.00%,92.18,91.67,10.55,102.22,2.80%,60%,23%,17%,0.42,-0.48,1.33,AA-,5.40%,44
15,模塑转债,127004,2017-08-16,模塑科技,700,汽车,97.2,0.92%,-0.85%,3.86,1.85%,5.3,0.70%,7.72,1.32,-50.00%,50,94.40%,4.17年,2.17年,25.70%,12.80%,8.2,4.21%,3.52%,4.07%,2.75%,2.45%,90.63,90.99,1.67,92.65,4.90%,53%,36%,17%,0.04,-0.94,1.02,AA,5.90%,72
16,久其转债,128015,2017-07-18,久其软件,2279,计算机及应用,105.31,2.32%,-1.87%,8.88,2.07%,5.7,0.70%,12.86,3.21,-30.90%,69.05,52.50%,4.19年,2.19年,12.40%,8.50%,7.8,1.58%,1.03%,1.47%,-0.93%,-1.18%,90.83,89.94,5.63,95.57,10.20%,71%,37%,17%,0.22,-1.82,2.39,AA,5.60%,35
17,国君转债,113013,2017-07-24,国泰君安,601211,金融,118.7,3.41%,1.02%,20.15,7.18%,150,1.80%,19.8,1.56,1.80%,101.77,16.60%,4.27年,无权,4.00%,4.10%,70,-1.85%,-2.26%,-1.93%,无权,无权,无权,93.21,22.18,115.39,2.90%,26%,23%,17%,0.62,0.07,1.16,AAA,4.00%,28
18,雨虹转债,128016,2017-10-20,东方雨虹,2271,建筑,116.3,3.06%,-1.55%,21.07,2.68%,18,0.90%,22.63,4.2,-6.90%,93.11,24.90%,4.49年,2.49年,5.80%,5.40%,18.4,-1.19%,-1.61%,-1.28%,-4.49%,-4.70%,91.93,91.11,16.57,107.68,8.00%,51%,29%,16%,0.56,-1.11,2.3,AA+,4.40%,9
19,林洋转债,113014,2017-11-13,林洋能源,601222,能源电力,105.9,1.20%,-0.39%,5.83,4.11%,17,0.50%,8.76,1.12,-33.40%,66.55,59.10%,4.57年,2.57年,29.10%,19.40%,30,1.01%,0.57%,0.92%,-0.91%,-1.14%,89.07,86.78,6.24,93.01,13.90%,83%,41%,16%,0.2,-2.4,3.04,AA,5.60%,17
20,金禾转债,128017,2017-11-27,金禾实业,2597,石油天然气化工,107.6,-0.01%,1.09%,17.76,3.02%,0.9,0.10%,23.32,2.64,-23.80%,76.16,41.30%,4.59年,2.59年,6.00%,4.60%,6,0.55%,0.13%,0.47%,-1.57%,-1.78%,89.52,87.46,9.78,97.25,10.60%,36%,34%,17%,0.36,-1.86,2.73,AA,5.30%,20
21,隆基转债,113015,2017-11-20,隆基股份,601012,能源电力,122.64,1.51%,0.07%,26.1,2.03%,51,1.50%,22.98,4.89,13.60%,113.58,8.00%,4.59年,2.59年,3.80%,4.40%,28,-2.32%,-2.72%,-2.40%,-6.16%,-6.35%,92.03,91.54,31.54,123.09,-0.40%,47%,17%,16%,0.78,0.73,0.83,AA+,4.20%,11
22,小康转债,113016,2017-11-21,小康股份,601127,汽车,106.99,1.64%,-0.74%,16.4,1.42%,3.6,0.40%,17.2,3.11,-4.70%,95.35,12.20%,4.60年,2.60年,5.70%,5.40%,8.8,0.78%,0.34%,0.69%,-1.27%,-1.50%,90.99,89.95,19.12,109.08,-1.90%,40%,14%,16%,0.64,0.71,0.58,AA,4.70%,33
23,时达转债,128018,2017-12-04,新时达,2527,机械装备制造,107,0.94%,-0.83%,6.66,1.52%,8.3,0.90%,11.83,1.45,-43.70%,56.3,90.10%,4.60年,2.60年,21.30%,12.00%,8.8,0.78%,0.34%,0.69%,-1.27%,-1.50%,88.36,85.72,4.62,90.33,18.40%,35%,52%,16%,0.07,-3.12,3.69,AA,5.90%,43
24,久立转2,128019,2017-12-01,久立特材,2318,石油天然气化工,116.5,2.59%,-0.52%,8.26,2.99%,2.2,0.20%,8.22,2.34,0.50%,100.49,15.90%,4.61年,2.61年,15.00%,15.00%,10.4,-1.20%,-1.61%,-1.28%,-4.36%,-4.56%,91.01,89.93,23.15,113.08,3.00%,34%,23%,17%,0.69,-0.25,1.64,AA,4.60%,11
25,嘉澳转债,113502,2017-11-27,嘉澳环保,603822,城市公用设施,100.75,0.75%,-0.33%,30.06,1.86%,1.4,0.80%,45.27,3.11,-33.60%,66.4,51.70%,4.61年,2.61年,8.40%,5.60%,1.9,2.55%,2.02%,2.44%,0.95%,0.70%,88.22,87.01,6.11,93.12,8.20%,58%,32%,17%,0.23,-1.54,2.07,AA-,5.90%,41
26,济川转债,110038,2017-11-29,济川药业,600566,医药,113.02,0.40%,1.12%,34.52,3.35%,2.4,0.30%,40.04,5.65,-13.80%,86.21,31.10%,3.62年,1.62年,2.20%,1.90%,6.3,-1.06%,-1.50%,-1.15%,-5.83%,-5.98%,92.95,91.09,13.67,104.75,7.90%,36%,29%,15%,0.45,-1.32,2.32,AA,5.10%,13
27,水晶转债,128020,2017-12-12,水晶光电,2273,电子,112.1,1.72%,0.52%,14.3,4.08%,14,1.10%,16,3.42,-10.60%,89.38,25.40%,4.63年,2.63年,9.60%,8.50%,11.8,-0.10%,-0.55%,-0.19%,-3.16%,-3.33%,89.76,89.73,14.57,104.3,7.50%,51%,28%,16%,0.55,-1.21,2.39,AA,4.90%,13
28,生益转债,110040,2017-12-11,生益科技,600183,电子,120.83,1.44%,-0.61%,13.24,1.07%,27,1.20%,11.62,4.59,13.90%,113.94,6.00%,4.65年,无权,6.40%,7.30%,18,-1.97%,-2.37%,-2.05%,无权,无权,无权,91.34,32.04,123.38,-2.10%,46%,14%,16%,0.78,1.09,0.5,AA+,4.20%,6
29,国祯转债,123002,2017-12-25,国祯环保,300388,城市公用设施,123,2.76%,0.17%,10.5,3.45%,5,0.70%,8.72,2.81,20.40%,120.41,2.10%,4.65年,2.65年,10.10%,12.10%,5.8,-2.35%,-2.75%,-2.43%,-6.13%,-6.32%,91.6,91,37.78,128.78,-4.50%,51%,<2%,16%,0.85,1.61,0.16,AA,4.30%,7
30,兄弟转债,128021,2017-12-27,兄弟科技,2562,医药,119.164,2.78%,1.95%,6.41,5.60%,22,2.90%,5.35,2.65,19.80%,119.81,-0.50%,4.66年,2.66年,11.30%,13.50%,6.4,-1.67%,-2.07%,-1.75%,-5.04%,-5.24%,91.54,90.92,37.32,128.24,-7.10%,68%,<2%,16%,0.84,2.21,-0.37,AA,4.30%,17
31,众信转债,128022,2017-12-28,众信旅游,2707,旅游餐饮酒店,111.2,4.02%,-3.17%,7.94,2.85%,50,6.50%,10.99,2.99,-27.80%,72.25,53.90%,4.67年,2.67年,10.00%,7.20%,7,-0.18%,-0.58%,-0.26%,-2.67%,-2.87%,88.87,86.67,8.56,95.23,16.80%,69%,45%,17%,0.3,-2.83,3.83,AA,5.40%,7
32,亚太转债,128023,2017-12-26,亚太股份,2284,汽车,97.201,0.85%,-0.70%,5.53,2.03%,7.4,0.80%,10.34,1.55,-46.50%,53.48,81.70%,4.68年,2.68年,24.50%,13.10%,10,3.30%,2.77%,3.19%,2.18%,1.94%,87.99,86.9,3.42,90.32,7.60%,36%,36%,17%,0.07,-1.41,1.6,AA,5.90%,37
33,宁行转债,128024,2018-01-12,宁波银行,2142,金融,122.93,3.26%,0.59%,21.24,5.10%,96,1.10%,18.01,1.8,17.90%,117.93,4.20%,4.68年,无权,6.80%,8.00%,75,-2.57%,-2.92%,-2.64%,无权,无权,无权,90.98,36.93,127.91,-3.90%,30%,<2%,18%,0.76,1.64,-0.04,AAA,4.00%,30
34,特一转债,128025,2017-12-28,特一药业,2728,医药,112,0.99%,-0.58%,16.25,0.56%,2.9,0.80%,15.45,3.11,5.20%,105.18,6.50%,4.68年,2.68年,10.40%,10.90%,3.4,-0.33%,-0.74%,-0.41%,-2.90%,-3.10%,90.65,89.55,26.91,116.46,-3.80%,36%,12%,17%,0.75,1.19,0.34,AA-,4.60%,26
35,蓝思转债,123003,2018-01-17,蓝思科技,300433,电子,107.34,1.92%,-1.75%,8.59,3.37%,76,1.50%,16.08,2.07,-46.60%,53.42,101%,4.69年,2.69年,14.20%,7.60%,48,0.59%,0.18%,0.51%,-1.43%,-1.63%,89.87,88.31,3.18,91.49,17.30%,87%,57%,16%,0.05,-2.92,3.36,AA+,4.90%,30
36,众兴转债,128026,2018-01-03,众兴菌业,2772,农业,98.147,0.63%,-1.05%,7.94,-1.73%,6.2,0.70%,11.64,1.22,-31.80%,68.21,43.90%,4.70年,2.70年,31.50%,21.50%,9.2,2.69%,2.24%,2.60%,1.85%,1.61%,87.85,85.17,7.38,92.55,6.00%,55%,27%,16%,0.24,-1.2,1.72,AA-,5.90%,39
37,泰晶转债,113503,2018-01-02,泰晶科技,603738,电子,107,1.78%,-1.20%,16.8,0.96%,3.8,1.70%,17.99,4.41,-6.60%,93.39,14.60%,4.71年,2.71年,8.10%,7.50%,2.2,1.17%,0.66%,1.07%,-1.19%,-1.42%,90.49,90.98,17.35,108.33,-1.20%,63%,15%,16%,0.61,0.46,0.75,AA,4.80%,31
38,崇达转债,128027,2018-01-22,崇达技术,2815,电子,118.7,1.79%,1.39%,16.95,3.99%,2.8,0.30%,15.09,5.12,12.30%,112.33,5.70%,4.71年,2.71年,5.50%,6.20%,7.8,-1.48%,-1.89%,-1.56%,-4.75%,-4.96%,91.35,90.81,31.66,122.47,-3.10%,63%,12%,16%,0.8,1.18,0.45,AA,4.40%,6
39,铁汉转债,123004,2018-01-26,铁汉生态,300197,城市公用设施,117.7,4.16%,4.04%,4.55,9.90%,83,14.90%,3.99,1.63,14.00%,114.04,3.20%,4.72年,2.72年,4.50%,5.10%,4.8,-1.39%,-1.78%,-1.47%,-4.54%,-4.73%,91.25,90.58,32.1,122.68,-4.10%,67%,<2%,15%,0.83,1.47,0.25,AA,4.30%,61
40,东财转债!,123006,2018-01-29,东方财富,300059,金融,169.96,7.10%,0.51%,19.38,7.61%,"1,857",62.40%,11.36,6.92,70.60%,170.6,-0.40%,4.72年,2.72年,1.80%,3.10%,18,-8.81%,-9.16%,-8.88%,-10.70%,-10.80%,91.35,92.05,78.55,170.6,-0.40%,58%,<2%,17%,1,1.08,0.93,AA,4.00%,33
41,赣锋转债,128028,2018-01-19,赣锋锂业,2460,有色金属,105.959,1.27%,-0.64%,27.59,3.29%,13,1.40%,42.58,4.7,-35.20%,64.8,63.50%,4.72年,2.72年,2.60%,1.70%,9.3,0.77%,0.38%,0.69%,-1.13%,-1.30%,87.66,85.17,6.49,91.66,15.60%,71%,45%,17%,0.19,-2.68,3.38,AA,5.60%,15
42,太阳转债,128029,2018-01-16,太阳纸业,2078,造纸包装印刷,110.01,1.39%,0.09%,7.15,4.23%,6.4,0.50%,8.75,1.56,-18.30%,81.71,34.60%,3.73年,1.73年,6.50%,5.30%,12,-0.42%,-0.84%,-0.51%,-4.19%,-4.33%,93.12,91.58,8.1,99.67,10.40%,37%,34%,16%,0.35,-1.63,2.45,AA+,4.60%,9
43,天康转债,128030,2018-01-29,天康生物,2100,农业,122.324,2.33%,1.83%,9.07,5.34%,64,5.30%,8.15,2.82,11.30%,111.29,9.90%,4.73年,2.73年,11.40%,12.70%,10,-1.73%,-2.21%,-1.83%,-5.71%,-5.91%,91.18,92.21,29.82,122.03,0.20%,31%,18%,16%,0.78,0.44,1.12,AA,4.40%,11
44,双环转债,128032,2018-01-25,双环传动,2472,机械装备制造,106.9,1.22%,-0.70%,7.13,1.86%,5.6,0.50%,9.99,1.48,-28.60%,71.37,49.80%,4.74年,2.74年,20.40%,14.60%,10,0.77%,0.35%,0.69%,-1.18%,-1.40%,88.69,86.65,7.88,94.53,13.10%,54%,38%,16%,0.28,-2.26,3.05,AA,5.40%,17
45,蒙电转债,110041,2018-01-09,内蒙华电,600863,能源电力,111.03,1.85%,0.53%,2.93,3.90%,9.6,0.50%,2.92,1.61,0.30%,100.34,10.70%,4.73年,2.73年,11.00%,11.00%,18.7,-0.03%,-0.45%,-0.11%,-2.45%,-2.67%,92.39,92.47,21.38,113.85,-2.50%,22%,13%,16%,0.61,1.15,0.12,AAA,4.00%,20
46,航电转债,110042,2018-01-15,中航电子,600372,航空航天,123.15,2.88%,0.19%,16.62,4.01%,16,0.50%,14.23,4.11,16.80%,116.8,5.40%,4.74年,2.74年,8.20%,9.60%,24,-2.44%,-2.80%,-2.51%,-5.92%,-6.12%,92.27,91.52,34.87,126.39,-2.60%,35%,12%,16%,0.77,1.35,0.24,AAA,4.00%,17
47,吉视转债,113017,2018-01-15,吉视传媒,601929,传媒娱乐,111.21,1.65%,0.60%,2.88,3.60%,20,1.20%,2.96,1.35,-2.70%,97.3,14.30%,4.74年,2.74年,17.40%,16.90%,15.6,-0.18%,-0.58%,-0.26%,-2.61%,-2.80%,91.07,90.36,20,110.36,0.80%,28%,18%,16%,0.62,0.32,0.93,AA+,4.40%,39
48,迪龙转债,128033,2018-01-29,雪迪龙,2658,城市公用设施,107.801,1.99%,-0.57%,8.55,2.27%,2.8,0.50%,9.03,2.57,-5.30%,94.68,13.90%,4.74年,2.74年,10.10%,9.50%,5.2,0.49%,0.09%,0.41%,-1.55%,-1.75%,90.13,88.85,19.8,108.65,-0.80%,37%,17%,17%,0.62,0.45,0.8,AA,4.80%,54
49,道氏转债,123007,2018-01-26,道氏技术,300409,建筑,124.03,1.56%,0.10%,18.7,1.91%,11,2.90%,15.2,4.79,23.00%,123.03,0.80%,4.74年,2.74年,3.80%,4.70%,3.2,-2.17%,-2.61%,-2.26%,-6.08%,-6.29%,91.58,91.96,39.87,131.83,-5.90%,77%,<2%,16%,0.87,1.9,-0.07,AA-,4.30%,20
50,常熟转债!,113018,2018-02-06,常熟银行,601128,金融,130.05,3.24%,0.07%,7.5,3.31%,143,7.90%,5.76,1.45,30.20%,130.21,-0.10%,4.80年,无权,7.60%,9.90%,14,-3.55%,-3.89%,-3.62%,无权,无权,无权,91.03,39.17,130.21,-0.10%,42%,<2%,18%,1,1.03,0.98,AA+,4.00%,35
51,江银转债,128034,2018-02-14,江阴银行,2807,金融,116.29,2.19%,0.90%,6.34,4.11%,30,1.50%,5.67,1.11,11.80%,111.82,4.00%,4.82年,无权,15.30%,17.20%,17.6,-1.24%,-1.60%,-1.31%,无权,无权,无权,89.94,32.36,122.3,-4.90%,49%,10%,18%,0.75,1.65,-0.06,AA+,4.20%,52
52,无锡转债,110043,2018-03-14,无锡银行,600908,金融,109.86,1.72%,1.23%,6.52,4.49%,28,0.90%,6.7,1.21,-2.70%,97.31,12.90%,4.83年,无权,24.90%,24.20%,30,-0.87%,-1.08%,-0.91%,无权,无权,无权,86.1,23.68,109.77,0.10%,47%,19%,18%,0.66,0.45,0.87,AA+,4.30%,50
53,大族转债,128035,2018-03-05,大族激光,2008,电子,110,1.56%,0.01%,42.2,4.17%,38,1.50%,52.5,5.5,-19.60%,80.38,36.80%,4.85年,2.85年,5.10%,4.10%,23,-0.31%,-0.63%,-0.37%,-1.60%,-1.90%,91.49,87.29,12.14,99.44,10.60%,39%,32%,16%,0.38,-1.72,2.61,AA+,4.60%,19
54,玲珑转债,113019,2018-03-22,玲珑轮胎,601966,汽车,113,2.73%,-1.02%,17.79,3.31%,19,0.90%,18.84,2.26,-5.60%,94.43,19.70%,3.92年,1.92年,9.40%,8.80%,20,0.00%,-0.60%,-0.12%,-4.92%,-5.07%,92.89,95.35,14.07,109.41,3.30%,34%,22%,16%,0.52,-0.28,1.31,AA+,4.50%,20
55,康泰转债!,123008,2018-03-19,康泰生物,300601,医药,178.11,8.54%,0.54%,56.7,9.08%,103,48.60%,31.23,23.01,81.60%,181.56,-1.90%,4.84年,2.84年,0.30%,0.60%,1.2,-9.49%,-9.83%,-9.56%,-10.70%,-10.80%,91.9,91.98,89.58,181.56,-1.90%,69%,<2%,16%,1,1.41,0.62,AA-,4.00%,11
56,艾华转债,113504,2018-03-23,艾华集团,603989,电子,114.01,0.88%,0.73%,20.8,2.46%,5.4,0.70%,21.73,4.46,-4.30%,95.72,19.10%,4.92年,2.92年,8.50%,8.20%,6.9,-0.59%,-0.99%,-0.67%,-3.17%,-3.37%,89.76,88.78,20.36,109.15,4.50%,40%,24%,16%,0.65,-0.56,1.89,AA,4.70%,6
57,杭电转债,113505,2018-03-27,杭电股份,603618,能源电力,107.9,1.95%,-0.67%,6.68,2.14%,8.8,1.10%,7.29,2.12,-8.40%,91.63,17.80%,4.93年,2.93年,17.00%,15.60%,7.8,0.92%,0.44%,0.82%,-1.41%,-1.61%,89.41,89.84,17.08,106.92,0.90%,72%,18%,16%,0.59,0.01,1.18,AA,4.80%,46
58,星源转债,123009,2018-04-10,星源材质,300568,汽车,114.3,0.70%,2.13%,29.49,3.80%,18,3.30%,27.69,3.96,6.50%,106.5,7.30%,4.94年,2.94年,8.50%,9.00%,4.8,-0.73%,-1.11%,-0.81%,-3.31%,-3.49%,89.98,89.07,28.51,117.57,-2.80%,64%,13%,17%,0.75,1.04,0.48,AA,4.50%,9
59,长证转债,127005,2018-04-11,长江证券,783,金融,115.001,2.96%,1.43%,7.53,7.11%,89,1.60%,7.45,1.59,1.10%,101.07,13.80%,4.95年,无权,12.00%,12.10%,50,-0.96%,-1.32%,-1.04%,无权,无权,无权,90.66,24.8,115.45,-0.40%,31%,19%,18%,0.62,0.72,0.53,AAA,4.00%,35
60,敖东转债,127006,2018-05-11,吉林敖东,623,金融,108,1.71%,0.57%,18.21,4.42%,43,1.70%,20.82,1.03,-12.50%,87.46,23.50%,4.95年,2.95年,11.40%,10.00%,24.1,0.08%,-0.24%,0.01%,-1.81%,-1.93%,89.09,87.48,15.27,102.75,5.10%,31%,24%,16%,0.52,-0.64,1.69,AA+,4.50%,37
61,岩土转债,128037,2018-04-25,中化岩土,2542,建筑,101.35,1.10%,0.26%,5.79,4.32%,12,2.00%,8.03,2.91,-27.90%,72.1,40.60%,4.96年,2.96年,5.70%,4.10%,6,2.22%,1.74%,2.12%,0.62%,0.41%,87.84,87.44,7.59,95.03,6.60%,55%,27%,16%,0.31,-1.21,1.9,AA,5.40%,70
62,利欧转债,128038,2018-04-19,利欧股份,2131,传媒娱乐,124.199,4.13%,-0.38%,2.14,4.39%,67,19.40%,1.72,1.43,24.40%,124.42,-0.20%,4.98年,2.98年,2.20%,2.70%,2.9,-1.77%,-2.25%,-1.87%,-5.73%,-5.92%,90.62,92.67,40.74,133.41,-6.90%,80%,<2%,16%,0.85,2.16,-0.31,AA,4.30%,85
63,金农转债,128036,2018-04-02,金新农,2548,农业,115.3,2.04%,0.97%,10.78,3.75%,54,8.70%,9.62,3.65,12.10%,112.06,2.90%,4.94年,2.94年,13.30%,14.90%,5.5,-0.80%,-1.20%,-0.88%,-3.47%,-3.67%,90.3,89.61,33.13,122.73,-6.10%,39%,<2%,17%,0.8,1.76,-0.06,AA-,4.50%,54
64,鼎信转债,113506,2018-05-14,鼎信通讯,603421,能源电力,136.22,-2.25%,1.04%,29.7,-1.33%,29,19.10%,21.65,5.75,37.20%,137.18,-0.70%,5年11天,3年11天,0.80%,1.10%,1.1,-4.12%,-4.48%,-4.20%,-8.34%,-8.51%,90.78,90.36,54.29,144.65,-5.80%,52%,<2%,16%,0.91,2.05,-0.12,AA,4.20%,30
65,天马转债,113507,2018-05-07,天马科技,603668,农业,137.2,2.56%,0.26%,10.25,3.12%,74,29.30%,7.37,3.43,39.10%,139.08,-1.30%,5年14天,3年14天,6.10%,8.40%,1.9,-3.80%,-4.24%,-3.89%,-8.42%,-8.61%,91,92.32,55.25,147.57,-7.00%,54%,<2%,17%,0.9,2.27,-0.32,AA-,4.20%,33
66,新凤转债,113508,2018-05-16,新凤鸣,603225,服装纺织,106.85,1.32%,0.15%,14.55,2.75%,32,1.40%,16.83,1.58,-13.50%,86.45,23.60%,5年25天,3年25天,12.40%,10.70%,21.5,1.15%,0.67%,1.05%,-0.96%,-1.17%,88.79,89.04,14.68,103.72,3.00%,49%,21%,16%,0.53,-0.46,1.54,AA,4.90%,31
67,新泉转债,113509,2018-06-22,新泉股份,603179,汽车,108.03,1.10%,0.23%,17.81,2.18%,2.5,0.50%,19.38,2.66,-8.10%,91.9,17.60%,5.18年,3.18年,11.10%,10.20%,4.5,0.55%,0.15%,0.47%,-1.26%,-1.46%,88.78,87.69,19.83,107.52,0.50%,55%,19%,17%,0.61,0.12,1.1,AA,4.80%,24
68,三力转债,128039,2018-06-29,三 力 士,2224,机械装备制造,117.68,1.88%,-0.51%,6.8,1.64%,3.7,0.70%,5.84,2.56,16.40%,116.44,1.10%,5.19年,3.19年,10.50%,12.20%,4.7,-1.21%,-1.58%,-1.28%,-3.83%,-4.01%,89.5,88.72,37.7,126.41,-6.90%,38%,<2%,17%,0.83,2.03,-0.24,AA-,4.40%,28
69,华通转债,128040,2018-07-13,华通医药,2758,医药,107.22,2.07%,-0.59%,11.19,2.19%,8.8,3.70%,11.45,3.66,-2.30%,97.73,9.70%,5.20年,3.20年,9.50%,9.30%,2.2,1.09%,0.62%,0.99%,-0.97%,-1.18%,88.72,89.14,23.74,112.88,-5.00%,76%,11%,18%,0.67,1.26,0.14,AA-,4.80%,54
70,再升转债,113510,2018-07-13,再升科技,603601,城市公用设施,103.9,1.34%,-0.92%,8.92,1.25%,3.5,3.00%,11.32,3.83,-21.20%,78.8,31.90%,5.22年,1.22年,2.40%,1.90%,1.1,1.71%,1.23%,1.61%,-1.91%,-2.07%,93.75,85.52,14.35,99.86,4.00%,66%,25%,17%,0.33,-0.65,1.33,AA-,5.70%,33
71,千禾转债,113511,2018-07-10,千禾味业,603027,食品饮料,111.2,1.54%,0.51%,24.17,3.16%,3.3,0.80%,25.85,6.18,-6.50%,93.5,18.90%,5.22年,3.22年,4.50%,4.20%,3.6,0.33%,-0.13%,0.24%,-2.09%,-2.29%,88.31,88.64,19.6,108.23,2.70%,57%,21%,16%,0.65,-0.41,1.73,AA-,4.90%,43
