,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展/上市日,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
11,洪涛转债,128013,2016-08-23,洪涛股份,2325,建筑,99,0.88%,-0.88%,3.91,0.26%,11,1.00%,9.98,1.33,-60.80%,39.18,153%,3.35年,1.35年,24.60%,9.60%,12,3.91%,3.20%,3.77%,2.53%,2.15%,94.14,92.75,2.4,95.15,4.00%,36%,40%,16%,0,-0.78,0.77,AA,6.00%,79
12,光大转债,113011,2017-07-18,光大银行,601818,金融,115.74,0.38%,-0.96%,4.14,-0.96%,107,0.30%,4.13,0.78,0.20%,100.24,15.50%,3.99年,无权,13.80%,13.80%,300,-1.45%,-1.87%,-1.53%,无权,无权,无权,93.74,18.96,112.7,2.70%,18%,18%,16%,0.6,0.08,1.12,AAA,4.00%,29
13,骆驼转债,113012,2017-07-18,骆驼股份,601311,汽车,121.68,2.40%,0.34%,16.53,3.18%,401,61.70%,13.44,2.52,23.00%,122.99,-1.10%,4年2.3天,2年2.3天,3.90%,4.70%,5.4,-2.69%,-3.11%,-2.78%,-7.43%,-7.67%,94.17,92.74,38.14,130.88,-7.00%,34%,<2%,16%,0.86,2.27,-0.39,AA,4.30%,19
14,永东转债,128014,2017-07-18,永东股份,2753,石油天然气化工,105.85,1.36%,-1.36%,10.77,0.00%,3.6,1.00%,13.53,2.68,-20.40%,79.6,33.00%,4年26天,2年26天,9.40%,7.50%,3.4,1.66%,1.06%,1.54%,-1.01%,-1.31%,91.85,91.17,9.38,100.55,5.30%,60%,25%,17%,0.38,-0.95,1.74,AA-,5.50%,42
15,模塑转债,127004,2017-08-16,模塑科技,700,汽车,97.68,0.79%,-0.66%,3.97,2.58%,15,1.90%,7.72,1.36,-48.60%,51.42,89.90%,4.20年,2.20年,25.00%,12.80%,8.2,4.06%,3.37%,3.92%,2.51%,2.20%,90.52,90.9,1.83,92.73,5.30%,53%,35%,17%,0.05,-1.03,1.13,AA,5.90%,65
16,久其转债,128015,2017-07-18,久其软件,2279,计算机及应用,106.506,0.97%,-0.80%,9.17,0.66%,10,1.20%,12.86,3.32,-28.70%,71.31,49.40%,4.21年,2.21年,12.00%,8.50%,7.8,1.29%,0.75%,1.18%,-1.39%,-1.63%,90.84,90.05,6.31,96.37,10.50%,71%,35%,17%,0.25,-1.85,2.5,AA,5.50%,35
17,国君转债,113013,2017-07-24,国泰君安,601211,金融,121.18,0.98%,-0.09%,19.99,1.47%,199,2.40%,19.8,1.55,1.00%,100.96,20.00%,4.29年,无权,4.00%,4.10%,70,-2.32%,-2.72%,-2.40%,无权,无权,无权,93.11,21.71,114.82,5.50%,26%,26%,17%,0.61,-0.45,1.69,AAA,4.00%,31
18,雨虹转债,128016,2017-10-20,东方雨虹,2271,建筑,119.521,0.46%,0.55%,21.85,1.68%,31,1.40%,22.63,4.45,-3.40%,96.55,23.80%,4.51年,2.51年,5.60%,5.40%,18.4,-1.79%,-2.20%,-1.88%,-5.42%,-5.62%,91.92,91.17,18.75,109.92,8.70%,51%,31%,16%,0.61,-1.17,2.47,AA+,4.40%,10
19,林洋转债,113014,2017-11-13,林洋能源,601222,能源电力,106.95,0.46%,-0.38%,6.02,0.33%,31,1.00%,8.76,1.15,-31.30%,68.72,55.60%,4.60年,2.60年,28.20%,19.40%,30,0.79%,0.35%,0.70%,-1.26%,-1.48%,89.1,86.91,6.89,93.8,14.00%,83%,40%,16%,0.23,-2.45,3.19,AA,5.50%,15
20,金禾转债,128017,2017-11-27,金禾实业,2597,石油天然气化工,110.5,0.00%,-0.06%,18.01,-0.17%,6,0.90%,23.32,2.67,-22.80%,77.23,43.10%,4.61年,2.61年,6.00%,4.60%,6,-0.04%,-0.45%,-0.12%,-2.50%,-2.70%,89.48,87.47,10.27,97.75,13.00%,36%,36%,17%,0.37,-2.22,3.22,AA,5.30%,23
21,隆基转债,113015,2017-11-20,隆基股份,601012,能源电力,125.27,0.01%,-0.10%,26.7,-0.11%,36,1.00%,22.98,5,16.20%,116.19,7.80%,4.62年,2.62年,3.80%,4.40%,28,-2.76%,-3.16%,-2.84%,-6.82%,-7.01%,91.97,91.51,33.71,125.22,0.00%,47%,17%,16%,0.79,0.69,0.91,AA+,4.20%,12
22,小康转债,113016,2017-11-21,小康股份,601127,汽车,110.04,1.05%,-0.85%,17.12,0.29%,6.8,0.70%,17.2,3.39,-0.50%,99.53,10.60%,4.63年,2.63年,5.40%,5.40%,8.8,0.15%,-0.28%,0.07%,-2.25%,-2.47%,91.11,90.22,22.02,112.24,-2.00%,40%,13%,16%,0.68,0.76,0.63,AA,4.60%,33
23,时达转债,128018,2017-12-04,新时达,2527,机械装备制造,105.16,4.32%,-4.06%,7.04,2.47%,12,1.30%,11.83,1.54,-40.50%,59.51,76.70%,4.63年,2.63年,20.20%,12.00%,8.8,1.16%,0.72%,1.07%,-0.64%,-0.87%,88.39,85.85,4.98,90.84,15.80%,35%,37%,16%,0.11,-2.7,3.21,AA,5.80%,38
24,久立转2,128019,2017-12-01,久立特材,2318,石油天然气化工,118.7,-0.42%,1.27%,8.46,1.20%,35,2.80%,8.22,2.4,2.90%,102.92,15.30%,4.63年,2.63年,14.60%,15.00%,10.4,-1.60%,-2.00%,-1.68%,-4.96%,-5.15%,90.98,89.95,24.94,114.9,3.30%,35%,26%,17%,0.71,-0.26,1.69,AA,4.60%,13
25,嘉澳转债,113502,2017-11-27,嘉澳环保,603822,城市公用设施,101.36,1.19%,-0.83%,31.07,1.37%,3.7,2.00%,45.27,3.22,-31.40%,68.63,47.70%,4.64年,2.64年,8.10%,5.60%,1.9,2.40%,1.87%,2.29%,0.72%,0.48%,88.26,87.17,6.84,94.02,7.80%,58%,30%,17%,0.26,-1.49,2.09,AA-,5.90%,40
26,济川转债,110038,2017-11-29,济川药业,600566,医药,115.91,0.13%,0.10%,36.19,0.44%,8.3,1.10%,40.04,5.93,-9.60%,90.38,28.20%,3.65年,1.65年,2.10%,1.90%,6.3,-1.74%,-2.18%,-1.83%,-7.05%,-7.20%,93.05,91.41,15.8,107.2,8.10%,35%,30%,15%,0.53,-1.28,2.42,AA,4.90%,12
27,水晶转债,128020,2017-12-12,水晶光电,2273,电子,115.32,3.55%,-0.69%,14.46,5.01%,28,2.10%,16,3.46,-9.60%,90.38,27.60%,4.66年,2.66年,9.50%,8.50%,11.8,-0.71%,-1.16%,-0.80%,-4.11%,-4.27%,89.74,89.77,15.24,105.01,9.80%,52%,30%,16%,0.57,-1.61,2.9,AA,4.90%,13
28,生益转债,110040,2017-12-11,生益科技,600183,电子,120.07,2.23%,1.39%,12.48,4.96%,48,2.30%,11.62,4.47,7.40%,107.4,11.80%,4.68年,无权,6.80%,7.30%,18,-1.83%,-2.22%,-1.91%,无权,无权,无权,91.02,26.99,118.01,1.70%,45%,22%,16%,0.73,0.24,1.21,AA+,4.30%,2
29,国祯转债,123002,2017-12-25,国祯环保,300388,城市公用设施,127.198,0.33%,-0.49%,10.9,-0.18%,0.7,0.10%,8.72,2.92,25.00%,125,1.80%,4.68年,2.68年,9.70%,12.10%,5.8,-3.05%,-3.44%,-3.13%,-7.18%,-7.37%,91.61,91.07,41.78,132.85,-4.30%,51%,<2%,16%,0.87,1.6,0.2,AA,4.30%,10
30,兄弟转债,128021,2017-12-27,兄弟科技,2562,医药,119.18,2.03%,-1.76%,5.82,0.34%,54,7.20%,5.35,2.41,8.80%,108.79,9.60%,4.69年,2.69年,12.40%,13.50%,6.4,-1.67%,-2.06%,-1.74%,-5.00%,-5.19%,91.08,90.25,28.64,118.89,0.20%,68%,15%,16%,0.77,0.45,1.09,AA,4.50%,23
31,众信转债,128022,2017-12-28,众信旅游,2707,旅游餐饮酒店,110.29,1.18%,-0.75%,7.55,1.75%,3.4,0.40%,10.99,2.84,-31.30%,68.7,60.50%,4.70年,2.70年,10.50%,7.20%,7,0.00%,-0.40%,-0.08%,-2.36%,-2.56%,88.49,86.14,7.51,93.65,17.80%,69%,46%,17%,0.25,-2.99,3.92,AA,5.50%,10
32,亚太转债,128023,2017-12-26,亚太股份,2284,汽车,98.35,1.01%,-0.98%,5.72,0.35%,13,1.40%,10.34,1.61,-44.70%,55.32,77.80%,4.71年,2.71年,23.70%,13.10%,10,3.01%,2.49%,2.91%,1.74%,1.51%,87.92,86.87,3.71,90.59,8.60%,37%,36%,17%,0.09,-1.58,1.83,AA,5.80%,33
33,宁行转债,128024,2018-01-12,宁波银行,2142,金融,122.502,0.49%,-1.09%,20.69,-0.81%,67,0.70%,18.01,1.76,14.90%,114.88,6.60%,4.71年,无权,7.00%,8.00%,75,-2.49%,-2.83%,-2.55%,无权,无权,无权,90.89,34.56,125.44,-2.30%,30%,13%,18%,0.73,1.26,0.25,AAA,4.00%,27
34,特一转债,128025,2017-12-28,特一药业,2728,医药,112.68,1.31%,-0.95%,16.48,0.49%,4.9,1.30%,16.1,3.15,2.40%,102.36,10.10%,4.71年,2.71年,10.20%,10.50%,3.4,-0.46%,-0.86%,-0.54%,-3.08%,-3.28%,90.4,89.22,25.08,114.3,-1.40%,36%,15%,17%,0.72,0.61,0.84,AA-,4.70%,33
35,蓝思转债,123003,2018-01-17,蓝思科技,300433,电子,106.596,0.46%,-0.35%,8.84,1.84%,95,1.90%,16.08,2.13,-45.00%,54.98,93.90%,4.72年,2.72年,13.80%,7.60%,48,0.74%,0.33%,0.66%,-1.18%,-1.38%,89.77,88.23,3.4,91.63,16.30%,87%,54%,16%,0.06,-2.78,3.21,AA+,4.90%,33
36,众兴转债,128026,2018-01-03,众兴菌业,2772,农业,99.11,0.62%,-0.20%,8.03,1.65%,8.4,0.90%,11.64,1.19,-31.00%,68.99,43.70%,4.73年,2.73年,30.70%,21.20%,9.2,2.45%,2.01%,2.36%,1.49%,1.25%,87.8,85.17,7.69,92.86,6.70%,55%,28%,16%,0.26,-1.31,1.88,AA-,5.90%,40
37,泰晶转债,113503,2018-01-02,泰晶科技,603738,电子,107.52,0.98%,-0.54%,15.81,0.83%,4.5,1.90%,17.99,4.15,-12.10%,87.88,22.30%,4.74年,2.74年,8.60%,7.50%,2.2,1.06%,0.55%,0.96%,-1.35%,-1.57%,90.02,90.28,14.2,104.48,2.90%,63%,20%,16%,0.53,-0.4,1.47,AA,4.90%,27
38,崇达转债,128027,2018-01-22,崇达技术,2815,电子,120.4,0.37%,0.68%,17.07,1.31%,1.9,0.20%,15.11,5.16,13.00%,112.97,6.60%,4.74年,2.74年,5.50%,6.20%,7.8,-1.77%,-2.18%,-1.85%,-5.18%,-5.38%,91.27,90.74,32.27,123,-2.10%,63%,15%,16%,0.8,0.98,0.64,AA,4.40%,8
39,铁汉转债,123004,2018-01-26,铁汉生态,300197,城市公用设施,122.02,1.43%,-1.25%,4.8,0.21%,7.7,1.30%,3.99,1.72,20.30%,120.3,1.40%,4.74年,2.74年,4.30%,5.10%,4.8,-2.14%,-2.53%,-2.22%,-5.68%,-5.86%,91.31,90.75,37.41,128.16,-4.80%,67%,<2%,15%,0.86,1.7,0.1,AA,4.30%,69
40,东财转债!,123006,2018-01-29,东方财富,300059,金融,179.6,2.34%,-0.53%,20.24,1.86%,"1,481",36.70%,11.36,7.23,78.20%,178.17,0.80%,4.75年,2.75年,2.20%,3.80%,22.6,-9.83%,-10.20%,-9.89%,-11.50%,-11.50%,91.11,91.71,91.55,183.26,-2.00%,58%,<2%,17%,0.97,1.4,0.57,AA,4.10%,33
41,赣锋转债,128028,2018-01-19,赣锋锂业,2460,有色金属,107.2,0.19%,-0.15%,30.04,0.13%,20,2.00%,42.58,7.11,-29.50%,70.55,51.90%,4.75年,2.75年,2.30%,1.70%,9.3,0.51%,0.13%,0.44%,-1.52%,-1.68%,87.95,85.7,8.1,93.8,14.30%,71%,40%,17%,0.28,-2.45,3.29,AA,5.40%,15
42,太阳转债,128029,2018-01-16,太阳纸业,2078,造纸包装印刷,112.75,0.05%,0.35%,7.17,1.13%,13,0.90%,8.75,1.57,-18.10%,81.94,37.60%,3.75年,1.75年,6.50%,5.30%,12,-1.08%,-1.48%,-1.16%,-5.35%,-5.49%,93.01,91.48,8.29,99.77,13.00%,37%,37%,16%,0.35,-2.06,2.97,AA+,4.60%,10
43,天康转债,128030,2018-01-29,天康生物,2100,农业,123.25,0.61%,-0.53%,8.55,0.12%,1.2,0.10%,8.15,2.65,4.90%,104.91,17.50%,4.75年,2.75年,12.10%,12.70%,10,-1.88%,-2.35%,-1.97%,-5.91%,-6.10%,90.82,91.68,25.2,116.89,5.40%,30%,25%,16%,0.73,-0.66,2.15,AA,4.50%,10
44,双环转债,128032,2018-01-25,双环传动,2472,机械装备制造,109.887,4.20%,-3.77%,7.57,1.20%,18,1.70%,9.99,1.58,-24.20%,75.78,45.00%,4.76年,2.76年,19.20%,14.60%,10,0.18%,-0.24%,0.09%,-2.10%,-2.31%,88.95,87.13,9.48,96.61,13.70%,54%,32%,16%,0.36,-2.37,3.37,AA,5.30%,15
45,蒙电转债,110041,2018-01-09,内蒙华电,600863,能源电力,113.49,-0.46%,1.08%,2.9,1.05%,26,1.20%,2.92,1.59,-0.70%,99.32,14.30%,4.75年,2.75年,11.10%,11.00%,18.7,-0.49%,-0.91%,-0.58%,-3.16%,-3.38%,92.3,92.37,20.73,113.11,0.30%,22%,19%,16%,0.6,0.56,0.65,AAA,4.00%,17
46,航电转债,110042,2018-01-15,中航电子,600372,航空航天,124.24,0.19%,-0.84%,16.86,-0.82%,27,0.90%,14.23,4.3,18.50%,118.48,4.90%,4.76年,2.76年,8.10%,9.60%,24,-2.61%,-2.97%,-2.68%,-6.15%,-6.35%,92.17,91.42,36.43,127.84,-2.80%,35%,<2%,16%,0.78,1.41,0.21,AAA,4.00%,21
47,吉视转债,113017,2018-01-15,吉视传媒,601929,传媒娱乐,120.04,5.52%,2.13%,3.31,9.97%,248,13.60%,2.96,1.55,11.80%,111.82,7.30%,4.77年,2.77年,15.10%,16.90%,15.6,-1.79%,-2.18%,-1.87%,-5.10%,-5.29%,91.33,90.83,30.8,121.63,-1.30%,27%,18%,16%,0.77,0.9,0.65,AA+,4.20%,42
48,迪龙转债,128033,2018-01-29,雪迪龙,2658,城市公用设施,109,1.28%,-1.13%,8.89,0.23%,30,5.40%,9.03,2.67,-1.60%,98.45,10.70%,4.77年,2.77年,9.70%,9.50%,5.2,0.25%,-0.15%,0.17%,-1.91%,-2.10%,90.25,89.12,22.32,111.44,-2.20%,38%,13%,17%,0.67,0.78,0.58,AA,4.70%,52
49,道氏转债,123007,2018-01-26,道氏技术,300409,建筑,143,-1.17%,-0.68%,21.56,-2.00%,21,4.50%,15.2,5.52,41.80%,141.84,0.80%,4.77年,2.77年,3.40%,4.80%,3.3,-5.08%,-5.50%,-5.17%,-10.40%,-10.60%,91.84,92.44,56.59,149.03,-4.00%,77%,<2%,16%,0.92,1.65,0.25,AA-,4.20%,27
50,常熟转债!,113018,2018-02-06,常熟银行,601128,金融,136.4,-0.84%,0.35%,7.87,-0.51%,76,3.30%,5.76,1.52,36.60%,136.63,-0.20%,4.83年,无权,9.40%,12.80%,16.7,-4.48%,-4.83%,-4.55%,无权,无权,无权,90.78,50.74,141.52,-3.60%,42%,<2%,18%,0.96,1.75,0.24,AA+,4.00%,38
51,江银转债,128034,2018-02-14,江阴银行,2807,金融,117.95,0.00%,-0.47%,6.55,-0.61%,13,0.60%,5.67,1.15,15.50%,115.52,2.10%,4.85年,无权,14.90%,17.20%,17.6,-1.52%,-1.88%,-1.59%,无权,无权,无权,89.92,35.38,125.3,-5.90%,49%,<2%,18%,0.77,1.92,-0.26,AA+,4.20%,56
52,无锡转债,110043,2018-03-14,无锡银行,600908,金融,111.61,0.32%,-0.43%,6.75,-0.15%,22,0.70%,6.7,1.26,0.70%,100.75,10.80%,4.86年,无权,24.00%,24.20%,30,-1.19%,-1.40%,-1.23%,无权,无权,无权,86.13,26.16,112.29,-0.60%,47%,18%,18%,0.69,0.66,0.73,AA+,4.30%,52
53,大族转债,128035,2018-03-05,大族激光,2008,电子,114.05,0.48%,-0.47%,42.39,0.05%,17,0.70%,52.5,5.52,-19.30%,80.74,41.30%,4.88年,2.88年,5.10%,4.10%,23,-1.05%,-1.36%,-1.11%,-2.75%,-3.04%,91.39,87.21,12.4,99.61,14.50%,39%,37%,16%,0.38,-2.33,3.38,AA+,4.60%,17
54,玲珑转债,113019,2018-03-22,玲珑轮胎,601966,汽车,110.21,1.18%,-0.71%,17.2,1.00%,16,0.70%,18.84,2.18,-8.70%,91.3,20.70%,3.94年,1.94年,9.70%,8.80%,20,0.64%,0.04%,0.52%,-3.72%,-3.88%,92.7,95.09,12.37,107.46,2.60%,34%,20%,16%,0.48,-0.16,1.12,AA+,4.50%,19
55,康泰转债,123008,2018-03-19,康泰生物,300601,医药,145.76,-1.70%,-1.26%,45,-3.18%,17,6.20%,31.23,18.26,44.10%,144.09,1.20%,4.86年,2.86年,0.70%,1.00%,1.9,-5.57%,-5.94%,-5.64%,-10.70%,-10.80%,91.33,91.14,59.92,151.05,-3.50%,69%,<2%,16%,0.93,1.55,0.35,AA-,4.20%,12
56,艾华转债,113504,2018-03-23,艾华集团,603989,电子,114.22,0.89%,-0.64%,21.43,0.37%,2.9,0.40%,21.73,4.6,-1.40%,98.62,15.80%,4.95年,2.95年,8.30%,8.20%,6.9,-0.62%,-1.02%,-0.70%,-3.20%,-3.39%,89.82,88.93,22.46,111.4,2.50%,40%,20%,16%,0.69,-0.17,1.54,AA,4.60%,6
57,杭电转债,113505,2018-03-27,杭电股份,603618,能源电力,109.41,1.30%,-1.03%,6.6,0.46%,6,0.70%,7.29,2.09,-9.50%,90.53,20.80%,4.96年,2.96年,17.20%,15.60%,7.8,0.63%,0.15%,0.53%,-1.84%,-2.03%,89.23,89.62,16.5,106.12,3.10%,72%,20%,16%,0.58,-0.42,1.6,AA,4.80%,42
58,星源转债,123009,2018-04-10,星源材质,300568,汽车,119,0.52%,-0.65%,31,-0.16%,9.6,1.70%,27.69,4.16,12.00%,111.95,6.30%,4.96年,2.96年,8.10%,9.00%,4.8,-1.54%,-1.92%,-1.62%,-4.53%,-4.70%,90.1,89.32,32.82,122.14,-2.60%,64%,12%,17%,0.79,1.04,0.57,AA,4.40%,15
59,长证转债,127005,2018-04-11,长江证券,783,金融,118.86,1.59%,-0.92%,7.63,1.06%,216,3.70%,7.45,1.61,2.40%,102.42,16.10%,4.98年,无权,11.90%,12.10%,50,-1.62%,-1.98%,-1.70%,无权,无权,无权,90.56,25.84,116.4,2.10%,31%,21%,18%,0.63,0.23,1.03,AAA,4.00%,38
60,敖东转债,127006,2018-05-11,吉林敖东,623,医药,110.84,0.76%,-0.11%,18.65,1.19%,9.5,0.40%,20.82,1.05,-10.40%,89.58,23.70%,4.98年,2.98年,11.10%,10.00%,24.1,-0.45%,-0.76%,-0.51%,-2.60%,-2.72%,89.06,87.49,16.64,104.14,6.40%,31%,26%,16%,0.55,-0.87,2.01,AA+,4.50%,38
61,岩土转债,128037,2018-04-25,中化岩土,2542,建筑,102.904,1.17%,-0.28%,5.64,3.11%,25,4.00%,8.03,2.83,-29.80%,70.24,46.50%,4.98年,2.98年,5.90%,4.10%,6,1.89%,1.41%,1.80%,0.12%,-0.08%,87.57,87.1,7.08,94.18,9.30%,55%,32%,16%,0.29,-1.7,2.39,AA,5.40%,69
62,利欧转债,128038,2018-04-19,利欧股份,2131,传媒娱乐,130.514,1.17%,-0.39%,2.25,0.90%,166,42.00%,1.72,1.5,30.80%,130.81,-0.20%,5年0.3天,3年0.3天,2.20%,2.90%,3,-2.70%,-3.18%,-2.80%,-7.09%,-7.28%,90.93,93.06,46.52,139.58,-6.50%,80%,<2%,16%,0.88,2.13,-0.24,AA,4.20%,94
63,金农转债,128036,2018-04-02,金新农,2548,农业,115.709,0.17%,-0.39%,11.15,-0.27%,42,6.50%,9.62,2.93,15.90%,115.9,-0.20%,4.97年,2.97年,13.00%,15.10%,5.5,-0.87%,-1.26%,-0.95%,-3.55%,-3.75%,90.33,89.73,36.22,125.94,-8.10%,39%,<2%,17%,0.82,2.32,-0.5,AA-,4.40%,60
64,鼎信转债,113506,2018-05-14,鼎信通讯,603421,能源电力,133.95,3.97%,0.37%,29.33,4.79%,71,28.30%,21.65,5.68,35.50%,135.47,-1.10%,5年21天,3年21天,1.40%,1.90%,1.9,-3.78%,-4.14%,-3.85%,-7.79%,-7.96%,90.65,90.22,52.84,143.06,-6.40%,52%,<2%,16%,0.9,2.16,-0.22,AA,4.20%,33
65,天马转债,113507,2018-05-07,天马科技,603668,农业,123.21,2.80%,-0.20%,9.06,3.07%,9.1,3.20%,7.37,3.03,22.90%,122.93,0.20%,5年24天,3年24天,8.50%,10.50%,2.3,-1.67%,-2.13%,-1.77%,-5.22%,-5.42%,90.52,91.62,41.36,132.98,-7.30%,54%,<2%,17%,0.85,2.19,-0.34,AA-,4.40%,37
66,新凤转债,113508,2018-05-16,新凤鸣,603225,服装纺织,109.9,0.34%,-2.37%,21.2,-3.55%,32,1.30%,23.74,2.3,-10.70%,89.3,23.10%,5年35天,3年35天,11.90%,10.60%,21.5,0.58%,0.10%,0.48%,-1.81%,-2.02%,88.88,89.25,16.35,105.59,4.10%,49%,19%,16%,0.57,-0.62,1.79,AA,4.90%,31
67,新泉转债,113509,2018-06-22,新泉股份,603179,汽车,109.53,0.37%,-0.99%,18.32,-0.97%,1,0.20%,19.38,2.73,-5.50%,94.53,15.90%,5.20年,3.20年,10.80%,10.20%,4.5,0.28%,-0.12%,0.20%,-1.65%,-1.85%,88.8,87.78,21.52,109.31,0.20%,55%,17%,17%,0.64,0.23,1.04,AA,4.70%,27
68,三力转债,128039,2018-06-29,三 力 士,2224,机械装备制造,120.67,0.89%,-0.89%,6.94,0.00%,3.6,0.60%,5.84,2.61,18.80%,118.84,1.50%,5.21年,3.21年,10.30%,12.20%,4.7,-1.69%,-2.05%,-1.76%,-4.52%,-4.69%,89.48,88.75,39.7,128.45,-6.10%,38%,<2%,17%,0.84,1.87,-0.08,AA-,4.40%,31
69,华通转债,128040,2018-07-13,华通医药,2758,医药,108.264,0.65%,0.01%,10.83,1.03%,4.4,1.80%,11.45,3.54,-5.40%,94.59,14.50%,5.23年,3.23年,9.80%,9.30%,2.2,0.89%,0.42%,0.80%,-1.24%,-1.46%,88.38,88.67,21.82,110.49,-2.00%,76%,16%,18%,0.64,0.56,0.73,AA-,4.90%,52
70,再升转债,113510,2018-07-13,再升科技,603601,城市公用设施,106.11,0.76%,-0.28%,9.06,1.34%,1.2,1.00%,11.32,3.9,-20.00%,80.04,32.60%,5.24年,1.24年,2.30%,1.90%,1.1,1.28%,0.81%,1.19%,-3.33%,-3.49%,93.68,85.62,14.87,100.49,5.60%,67%,27%,17%,0.36,-0.93,1.67,AA-,5.60%,33
