,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展/上市日,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
17,久其转债,128015,2017-07-18,久其软件,2279,计算机及应用,106.553,0.52%,0.11%,9.21,2.45%,12,1.40%,12.86,3.33,-28.40%,71.62,48.80%,4.22年,2.22年,11.90%,8.50%,7.8,1.28%,0.73%,1.17%,-1.40%,-1.65%,90.83,90.06,6.42,96.48,10.40%,71%,37%,17%,0.26,-1.83,2.49,AA,5.50%,31
18,国君转债,113013,2017-07-24,国泰君安,601211,金融,120.46,0.34%,-0.76%,19.61,-0.71%,94,1.10%,19.8,1.52,-1.00%,99.04,21.60%,4.30年,无权,4.10%,4.10%,70,-2.17%,-2.58%,-2.26%,无权,无权,无权,93.09,20.39,113.48,6.20%,26%,26%,17%,0.59,-0.59,1.78,AAA,4.00%,31
19,雨虹转债,128016,2017-10-20,东方雨虹,2271,建筑,118.4,0.47%,-1.31%,21.07,-1.50%,23,1.10%,22.63,4.29,-6.90%,93.11,27.20%,4.52年,2.52年,5.80%,5.40%,18.4,-1.58%,-1.99%,-1.67%,-5.08%,-5.28%,91.8,90.98,16.68,107.66,10.00%,51%,30%,16%,0.56,-1.45,2.69,AA+,4.40%,10
20,林洋转债,113014,2017-11-13,林洋能源,601222,能源电力,106.7,0.60%,-0.88%,6.06,-1.14%,19,0.60%,8.76,1.16,-30.80%,69.18,54.20%,4.61年,2.61年,28.00%,19.40%,30,0.84%,0.40%,0.75%,-1.17%,-1.40%,89.11,86.94,7.04,93.98,13.50%,83%,38%,16%,0.24,-2.37,3.1,AA,5.50%,14
21,金禾转债,128017,2017-11-27,金禾实业,2597,石油天然气化工,109.574,-1.58%,-0.92%,17.83,-6.89%,24,3.60%,23.32,2.76,-23.50%,76.46,43.30%,4.62年,2.62年,6.00%,4.60%,6,0.15%,-0.27%,0.06%,-2.19%,-2.40%,89.4,87.36,9.99,97.36,12.50%,36%,34%,17%,0.36,-2.16,3.11,AA,5.30%,20
22,隆基转债,113015,2017-11-20,隆基股份,601012,能源电力,126.93,-0.87%,-1.43%,27.21,-2.86%,38,1.10%,22.98,5.09,18.40%,118.41,7.20%,4.62年,2.62年,3.70%,4.40%,28,-3.04%,-3.43%,-3.12%,-7.25%,-7.44%,91.98,91.55,35.59,127.13,-0.20%,47%,14%,16%,0.81,0.74,0.88,AA+,4.20%,12
23,小康转债,113016,2017-11-21,小康股份,601127,汽车,109.16,0.40%,-1.27%,17.25,-1.26%,7.8,0.80%,17.2,3.42,0.30%,100.29,8.80%,4.63年,2.63年,5.40%,5.40%,8.8,0.33%,-0.10%,0.24%,-1.97%,-2.19%,91.13,90.26,22.56,112.82,-3.20%,40%,10%,16%,0.69,1.04,0.38,AA,4.60%,29
24,时达转债,128018,2017-12-04,新时达,2527,机械装备制造,100.59,-0.21%,0.23%,6.86,0.29%,7.9,0.90%,11.83,1.5,-42.00%,57.99,73.50%,4.63年,2.63年,20.70%,12.00%,8.8,2.15%,1.70%,2.06%,0.96%,0.73%,88.28,85.7,4.75,90.45,11.20%,35%,37%,16%,0.09,-2,2.31,AA,5.80%,37
25,久立转2,128019,2017-12-01,久立特材,2318,石油天然气化工,119.2,3.47%,-1.40%,8.55,2.89%,74,6.00%,8.22,2.58,4.00%,104.01,14.60%,4.64年,2.64年,14.50%,15.00%,10.4,-1.69%,-2.09%,-1.77%,-5.09%,-5.29%,91.01,90.01,25.72,115.72,3.00%,35%,21%,17%,0.72,-0.18,1.62,AA,4.60%,14
26,嘉澳转债,113502,2017-11-27,嘉澳环保,603822,城市公用设施,100.5,0.48%,-0.70%,31,-0.86%,2.9,1.50%,45.27,3.21,-31.50%,68.48,46.80%,4.64年,2.64年,8.10%,5.60%,1.9,2.59%,2.06%,2.48%,1.03%,0.79%,88.22,87.12,6.81,93.94,7.00%,59%,29%,17%,0.26,-1.35,1.93,AA-,5.90%,37
27,济川转债,110038,2017-11-29,济川药业,600566,医药,116.2,1.41%,-1.77%,36.5,-0.68%,4.3,0.60%,40.04,5.98,-8.80%,91.16,27.50%,3.65年,1.65年,2.10%,1.90%,6.3,-1.80%,-2.24%,-1.89%,-7.15%,-7.30%,93.06,91.45,16.28,107.73,7.90%,35%,26%,15%,0.54,-1.23,2.39,AA,4.90%,12
28,水晶转债,128020,2017-12-12,水晶光电,2273,电子,111.44,-1.03%,0.17%,14.02,-1.61%,17,1.30%,16,3.35,-12.40%,87.62,27.20%,4.66年,2.66年,9.80%,8.50%,11.8,0.03%,-0.42%,-0.06%,-2.92%,-3.09%,89.53,89.44,13.72,103.17,8.00%,52%,29%,16%,0.53,-1.33,2.49,AA,4.90%,14
29,生益转债,110040,2017-12-11,生益科技,600183,电子,118.25,0.58%,0.36%,11.97,1.35%,28,1.30%,11.62,4.28,3.00%,103.01,14.80%,4.68年,无权,7.10%,7.30%,18,-1.50%,-1.90%,-1.58%,无权,无权,无权,90.85,23.79,114.64,3.20%,45%,23%,16%,0.69,-0.1,1.48,AA+,4.30%,2
30,国祯转债,123002,2017-12-25,国祯环保,300388,城市公用设施,125.72,0.59%,-1.39%,10.71,-0.93%,4.6,0.60%,8.72,2.87,22.80%,122.82,2.40%,4.68年,2.68年,9.90%,12.10%,5.8,-2.80%,-3.19%,-2.88%,-6.79%,-6.97%,91.54,90.98,39.94,130.92,-4.00%,52%,<2%,16%,0.86,1.51,0.27,AA,4.30%,10
31,兄弟转债,128021,2017-12-27,兄弟科技,2562,医药,121,6.84%,1.08%,5.98,9.93%,56,7.60%,5.35,2.47,11.80%,111.78,8.30%,4.69年,2.69年,12.10%,13.50%,6.4,-1.99%,-2.38%,-2.06%,-5.50%,-5.68%,91.19,90.43,30.97,121.4,-0.30%,68%,18%,16%,0.8,0.59,1.01,AA,4.40%,22
32,众信转债,128022,2017-12-28,众信旅游,2707,旅游餐饮酒店,109.99,2.67%,-3.11%,7.23,-2.17%,1.5,0.20%,10.99,2.72,-34.20%,65.79,67.20%,4.70年,2.70年,10.90%,7.20%,7,0.06%,-0.35%,-0.02%,-2.26%,-2.46%,88.26,85.8,6.75,92.54,18.90%,70%,44%,17%,0.2,-3.15,4.04,AA,5.60%,8
33,亚太转债,128023,2017-12-26,亚太股份,2284,汽车,97.679,0.00%,-0.10%,5.69,-1.22%,7.4,0.80%,10.34,1.6,-45.00%,55.03,77.50%,4.71年,2.71年,23.80%,13.10%,10,3.16%,2.64%,3.06%,1.98%,1.75%,87.87,86.82,3.69,90.51,7.90%,37%,36%,17%,0.09,-1.48,1.7,AA,5.80%,27
34,宁行转债,128024,2018-01-12,宁波银行,2142,金融,120.401,1.19%,-0.29%,20.1,1.26%,200,2.20%,18.01,1.71,11.60%,111.6,7.90%,4.71年,无权,7.20%,8.00%,75,-2.12%,-2.46%,-2.19%,无权,无权,无权,90.87,31.98,122.85,-2.00%,30%,15%,18%,0.71,1.14,0.32,AAA,4.00%,27
35,特一转债,128025,2017-12-28,特一药业,2728,医药,111.398,0.87%,-1.04%,16.51,-0.24%,4.3,1.10%,16.1,3.16,2.50%,102.55,8.60%,4.72年,2.72年,10.20%,10.50%,3.4,-0.21%,-0.62%,-0.29%,-2.68%,-2.88%,90.39,89.21,25.23,114.44,-2.70%,36%,12%,17%,0.72,0.87,0.59,AA-,4.70%,31
36,蓝思转债,123003,2018-01-17,蓝思科技,300433,电子,106.666,1.01%,-0.97%,8.86,0.68%,70,1.40%,16.08,2.13,-44.90%,55.1,93.60%,4.72年,2.72年,13.80%,7.60%,48,0.72%,0.32%,0.64%,-1.20%,-1.40%,89.75,88.21,3.43,91.64,16.40%,87%,52%,16%,0.06,-2.79,3.23,AA+,4.90%,27
37,众兴转债,128026,2018-01-03,众兴菌业,2772,农业,98.592,0.00%,0.09%,7.86,0.38%,6.5,0.70%,11.64,1.16,-32.50%,67.53,46.00%,4.74年,2.74年,31.40%,21.20%,9.2,2.57%,2.12%,2.48%,1.67%,1.43%,87.63,84.93,7.26,92.19,6.90%,55%,29%,16%,0.23,-1.36,1.88,AA-,5.90%,37
38,泰晶转债,113503,2018-01-02,泰晶科技,603738,电子,106.44,0.70%,0.09%,15.9,1.47%,7.1,3.10%,17.99,4.18,-11.60%,88.38,20.40%,4.74年,2.74年,8.50%,7.50%,2.2,1.27%,0.77%,1.17%,-1.00%,-1.22%,90.03,90.31,14.47,104.78,1.60%,63%,20%,16%,0.54,-0.13,1.21,AA,4.90%,31
39,崇达转债,128027,2018-01-22,崇达技术,2815,电子,120.484,1.67%,-0.77%,17.33,1.11%,8.5,0.90%,15.11,5.51,14.70%,114.69,5.00%,4.74年,2.74年,5.40%,6.20%,7.8,-1.78%,-2.19%,-1.86%,-5.19%,-5.39%,91.29,90.79,33.64,124.42,-3.20%,63%,<2%,16%,0.81,1.24,0.42,AA,4.40%,8
40,铁汉转债,123004,2018-01-26,铁汉生态,300197,城市公用设施,120.85,0.07%,-0.60%,4.72,-0.63%,15,2.60%,3.99,1.69,18.30%,118.3,2.20%,4.75年,2.75年,4.30%,5.10%,4.8,-1.94%,-2.32%,-2.01%,-5.35%,-5.54%,91.24,90.65,35.71,126.36,-4.40%,67%,<2%,15%,0.85,1.59,0.18,AA,4.30%,69
41,东财转债!,123006,2018-01-29,东方财富,300059,金融,173.8,-1.21%,-0.59%,19.6,-1.85%,731,18.50%,11.36,7,72.50%,172.54,0.70%,4.75年,2.75年,2.20%,3.90%,22.6,-9.18%,-9.53%,-9.25%,-10.90%,-11.00%,91.08,91.68,85.95,177.62,-2.20%,58%,<2%,17%,0.97,1.43,0.54,AA,4.10%,33
42,赣锋转债,128028,2018-01-19,赣锋锂业,2460,有色金属,107,0.19%,-1.06%,30.53,-2.96%,25,2.50%,42.58,7.23,-28.30%,71.7,49.20%,4.76年,2.76年,2.30%,1.70%,9.3,0.55%,0.17%,0.48%,-1.45%,-1.62%,88.01,85.81,8.57,94.37,13.40%,71%,36%,17%,0.3,-2.32,3.16,AA,5.40%,16
43,太阳转债,128029,2018-01-16,太阳纸业,2078,造纸包装印刷,114.028,0.91%,-1.68%,7.14,-2.19%,5.5,0.40%,8.75,1.56,-18.40%,81.6,39.70%,3.76年,1.76年,6.50%,5.30%,12,-1.37%,-1.78%,-1.45%,-5.89%,-6.03%,92.98,91.44,8.14,99.58,14.50%,37%,37%,16%,0.35,-2.29,3.25,AA+,4.70%,10
44,天康转债,128030,2018-01-29,天康生物,2100,农业,124.601,0.28%,3.51%,9,4.90%,18,1.40%,8.15,2.79,10.40%,110.43,12.80%,4.76年,2.76年,11.50%,12.70%,10,-2.10%,-2.58%,-2.20%,-6.25%,-6.44%,91.02,92.03,29.26,121.29,2.70%,31%,27%,16%,0.77,-0.06,1.61,AA,4.50%,10
45,双环转债,128032,2018-01-25,双环传动,2472,机械装备制造,106.15,0.34%,-0.19%,7.58,0.40%,12,1.10%,9.99,1.58,-24.10%,75.88,39.90%,4.77年,2.77年,19.20%,14.60%,10,0.92%,0.49%,0.83%,-0.93%,-1.15%,88.93,87.12,9.53,96.65,9.80%,54%,32%,16%,0.36,-1.74,2.6,AA,5.30%,14
46,蒙电转债,110041,2018-01-09,内蒙华电,600863,能源电力,114.34,0.21%,0.00%,2.88,0.35%,61,2.90%,2.92,1.58,-1.40%,98.63,15.90%,4.76年,2.76年,11.20%,11.00%,18.7,-0.65%,-1.07%,-0.74%,-3.40%,-3.62%,92.28,92.35,20.25,112.6,1.50%,23%,19%,16%,0.59,0.31,0.87,AAA,4.00%,18
47,航电转债,110042,2018-01-15,中航电子,600372,航空航天,125.24,1.00%,0.66%,17.31,2.06%,68,2.30%,14.23,4.42,21.60%,121.64,3.00%,4.77年,2.77年,7.90%,9.60%,24,-2.77%,-3.13%,-2.84%,-6.39%,-6.59%,92.15,91.4,39.2,130.6,-4.10%,35%,<2%,16%,0.8,1.7,-0.01,AAA,4.00%,22
48,吉视转债,113017,2018-01-15,吉视传媒,601929,传媒娱乐,112.5,2.71%,-0.17%,2.97,3.85%,75,4.40%,2.96,1.4,0.30%,100.34,12.10%,4.77年,2.77年,16.90%,16.90%,15.6,-0.42%,-0.82%,-0.50%,-2.96%,-3.15%,91.04,90.38,22.22,112.61,-0.10%,27%,17%,16%,0.66,0.51,0.82,AA+,4.30%,39
49,迪龙转债,128033,2018-01-29,雪迪龙,2658,城市公用设施,108.231,0.21%,-0.95%,8.7,-1.14%,7.1,1.30%,9.03,2.65,-3.70%,96.35,12.30%,4.77年,2.77年,9.90%,9.50%,5.2,0.40%,0.00%,0.32%,-1.67%,-1.86%,90.12,88.92,20.9,109.81,-1.40%,38%,15%,17%,0.65,0.61,0.7,AA,4.70%,49
50,道氏转债,123007,2018-01-26,道氏技术,300409,建筑,142,-0.56%,-0.33%,21.63,-0.96%,14,2.90%,15.2,5.54,42.30%,142.3,-0.20%,4.78年,2.78年,3.50%,5.00%,3.4,-4.93%,-5.35%,-5.02%,-10.10%,-10.30%,91.82,92.42,57.03,149.46,-5.00%,77%,<2%,16%,0.92,1.87,0.06,AA-,4.20%,27
51,常熟转债!,113018,2018-02-06,常熟银行,601128,金融,138.04,-0.19%,-0.54%,7.89,-0.75%,383,15.30%,5.76,1.53,37.00%,136.98,0.80%,4.84年,无权,10.20%,14.00%,18.2,-4.72%,-5.06%,-4.79%,无权,无权,无权,90.77,51.1,141.87,-2.70%,42%,<2%,18%,0.96,1.55,0.43,AA+,4.00%,39
52,江银转债,128034,2018-02-14,江阴银行,2807,金融,117.789,0.42%,-0.06%,6.58,0.46%,14,0.70%,5.67,1.15,16.00%,116.05,1.50%,4.86年,无权,14.80%,17.20%,17.6,-1.49%,-1.85%,-1.56%,无权,无权,无权,89.92,35.81,125.73,-6.30%,49%,<2%,18%,0.78,2.04,-0.35,AA+,4.20%,57
53,无锡转债,110043,2018-03-14,无锡银行,600908,金融,111.05,0.15%,-0.66%,6.77,-0.73%,51,1.50%,6.7,1.26,1.00%,101.04,9.90%,4.87年,无权,24.00%,24.20%,30,-1.08%,-1.29%,-1.12%,无权,无权,无权,86.12,26.38,112.51,-1.30%,47%,16%,18%,0.7,0.82,0.59,AA+,4.30%,51
54,大族转债,128035,2018-03-05,大族激光,2008,电子,115,1.68%,-1.92%,43.13,-0.58%,17,0.70%,52.5,5.62,-17.80%,82.15,40.00%,4.89年,2.89年,5.00%,4.10%,23,-1.22%,-1.53%,-1.28%,-3.01%,-3.30%,91.44,87.29,12.9,100.19,14.80%,39%,35%,16%,0.41,-2.36,3.46,AA+,4.60%,18
55,玲珑转债,113019,2018-03-22,玲珑轮胎,601966,汽车,109.94,0.61%,-0.59%,17.23,0.06%,42,1.90%,18.84,2.19,-8.50%,91.45,20.20%,3.95年,1.95年,9.70%,8.80%,20,0.71%,0.11%,0.59%,-3.60%,-3.76%,92.68,95.08,12.46,107.54,2.20%,34%,20%,16%,0.48,-0.1,1.05,AA+,4.50%,16
56,康泰转债,123008,2018-03-19,康泰生物,300601,医药,146.3,0.21%,-0.14%,45.95,0.07%,25,8.30%,31.23,18.65,47.10%,147.13,-0.60%,4.87年,2.87年,0.70%,1.00%,2.1,-5.64%,-6.01%,-5.71%,-10.70%,-10.90%,91.35,91.17,62.8,153.97,-5.00%,69%,<2%,16%,0.93,1.9,0.06,AA-,4.20%,12
57,艾华转债,113504,2018-03-23,艾华集团,603989,电子,113.42,0.07%,-0.29%,21.63,-0.32%,0.4,0.10%,21.73,4.64,-0.50%,99.54,13.90%,4.95年,2.95年,8.20%,8.20%,6.9,-0.48%,-0.88%,-0.56%,-2.97%,-3.17%,89.85,88.99,23.12,112.11,1.20%,40%,18%,16%,0.7,0.11,1.28,AA,4.60%,6
58,杭电转债,113505,2018-03-27,杭电股份,603618,能源电力,107.7,0.45%,-1.50%,6.65,-1.77%,9.6,1.10%,7.29,2.11,-8.80%,91.22,18.10%,4.97年,2.97年,17.10%,15.60%,7.8,0.95%,0.48%,0.86%,-1.33%,-1.53%,89.25,89.67,16.93,106.61,1.00%,72%,16%,16%,0.59,-0.02,1.2,AA,4.80%,39
59,星源转债,123009,2018-04-10,星源材质,300568,汽车,120,0.59%,0.96%,32.25,1.90%,16,2.80%,27.69,4.33,16.50%,116.47,3.00%,4.97年,2.97年,7.80%,9.00%,4.8,-1.71%,-2.08%,-1.78%,-4.78%,-4.95%,90.22,89.52,36.37,125.88,-4.70%,64%,10%,17%,0.82,1.58,0.12,AA,4.40%,16
60,长证转债,127005,2018-04-11,长江证券,783,金融,116.6,0.09%,-0.65%,7.44,-0.93%,79,1.40%,7.45,1.57,-0.10%,99.87,16.80%,4.98年,无权,12.20%,12.10%,50,-1.24%,-1.59%,-1.31%,无权,无权,无权,90.54,24.05,114.59,1.80%,31%,21%,18%,0.61,0.26,0.95,AAA,4.00%,39
61,敖东转债,127006,2018-05-11,吉林敖东,623,医药,109.76,0.46%,-0.72%,18.39,-0.49%,15,0.60%,20.82,1.04,-11.70%,88.33,24.30%,4.98年,2.98年,11.30%,10.00%,24.1,-0.25%,-0.57%,-0.32%,-2.29%,-2.42%,89,87.41,15.9,103.31,6.20%,31%,25%,16%,0.53,-0.84,1.94,AA+,4.50%,37
62,岩土转债,128037,2018-04-25,中化岩土,2542,建筑,101.818,-0.11%,-0.50%,5.55,-2.29%,11,1.80%,8.03,2.78,-30.90%,69.12,47.30%,4.99年,2.99年,6.00%,4.10%,6,2.11%,1.63%,2.01%,0.46%,0.26%,87.45,86.92,6.75,93.67,8.70%,55%,29%,16%,0.27,-1.6,2.24,AA,5.50%,67
63,利欧转债,128038,2018-04-19,利欧股份,2131,传媒娱乐,130.1,0.73%,0.05%,2.25,0.90%,188,46.90%,1.72,1.5,30.80%,130.81,-0.50%,5年2.3天,3年2.3天,2.20%,2.90%,3.1,-2.63%,-3.12%,-2.73%,-6.99%,-7.18%,90.91,93.04,46.54,139.58,-6.80%,80%,<2%,16%,0.88,2.2,-0.3,AA,4.20%,94
64,金农转债,128036,2018-04-02,金新农,2548,农业,118.7,4.77%,0.79%,11.5,6.58%,58,9.00%,9.62,3.02,19.50%,119.54,-0.70%,4.97年,2.97年,12.60%,15.10%,5.5,-1.38%,-1.78%,-1.46%,-4.33%,-4.53%,90.46,89.93,39.14,129.08,-8.00%,39%,<2%,17%,0.84,2.35,-0.49,AA-,4.40%,57
65,鼎信转债,113506,2018-05-14,鼎信通讯,603421,能源电力,133.32,2.51%,0.36%,29.29,3.17%,66,23.40%,21.65,5.67,35.30%,135.29,-1.50%,5年23天,3年23天,1.60%,2.20%,2.2,-3.68%,-4.04%,-3.76%,-7.64%,-7.82%,90.63,90.19,52.69,142.88,-6.70%,52%,<2%,16%,0.9,2.24,-0.29,AA,4.20%,33
66,天马转债,113507,2018-05-07,天马科技,603668,农业,119.8,0.40%,-0.97%,8.73,-0.68%,2.3,0.80%,7.37,2.92,18.50%,118.45,1.10%,5年26天,3年26天,8.90%,10.50%,2.3,-1.12%,-1.58%,-1.21%,-4.37%,-4.58%,90.34,91.36,37.73,129.08,-7.20%,54%,<2%,17%,0.83,2.09,-0.3,AA-,4.40%,37
67,新凤转债,113508,2018-05-16,新凤鸣,603225,服装纺织,109.96,0.00%,-0.57%,21.51,-0.97%,21,0.90%,23.74,2.34,-9.40%,90.61,21.40%,5年37天,3年37天,11.70%,10.60%,21.5,0.56%,0.09%,0.47%,-1.82%,-2.03%,88.97,89.4,17.15,106.55,3.20%,49%,21%,16%,0.59,-0.45,1.65,AA,4.80%,27
68,新泉转债,113509,2018-06-22,新泉股份,603179,汽车,109.11,1.03%,0.03%,18.26,1.67%,3.8,0.80%,19.38,2.72,-5.80%,94.22,15.80%,5.21年,3.21年,10.80%,10.20%,4.5,0.35%,-0.04%,0.28%,-1.54%,-1.74%,88.76,87.73,21.36,109.09,0.00%,55%,18%,17%,0.63,0.26,1,AA,4.70%,27
69,三力转债,128039,2018-06-29,三 力 士,2224,机械装备制造,120,0.08%,-0.69%,6.88,-0.72%,6.3,1.10%,5.84,2.59,17.80%,117.81,1.90%,5.22年,3.22年,10.40%,12.20%,4.7,-1.58%,-1.94%,-1.65%,-4.35%,-4.53%,89.43,88.67,38.89,127.56,-5.90%,38%,<2%,17%,0.84,1.82,-0.05,AA-,4.40%,31
70,华通转债,128040,2018-07-13,华通医药,2758,医药,108.472,0.90%,-0.36%,10.98,0.83%,6.9,2.80%,11.45,3.59,-4.10%,95.9,13.10%,5.24年,3.24年,9.70%,9.30%,2.2,0.85%,0.38%,0.76%,-1.30%,-1.51%,88.46,88.8,22.61,111.41,-2.60%,76%,15%,18%,0.65,0.72,0.6,AA-,4.90%,51
