,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
18,中天转债,110051,2019-03-22,中天科技,600522,通信互联网,110.51,-1.15%,1.02%,10.03,-0.20%,49,1.10%,10.29,1.64,-2.50%,97.47,13.40%,5.87年,3.87年,12.90%,12.60%,39.7,0.59%,0.14%,0.50%,-1.55%,-1.73%,87.53,89.41,21.12,110.54,0.00%,64%,19%,16%,0.65,0.45,0.85,AA+,4.40%,23
19,长青转2,128055,2019-04-03,长青股份,2391,石油天然气化工,125.79,-0.20%,-0.69%,14.73,-1.01%,42,3.60%,11.41,1.62,29.10%,129.1,-2.60%,5.87年,3.87年,17.30%,22.30%,9.1,-1.47%,-1.93%,-1.56%,-4.65%,-4.82%,88.14,91,46.02,137.03,-8.20%,31%,<2%,16%,0.89,2.49,-0.53,AA,4.20%,44
20,中来转债,123019,2019-03-22,中来股份,300393,能源电力,108.99,-0.74%,-0.30%,20.72,-1.57%,18,1.60%,20.41,1.99,1.50%,101.52,7.40%,5.86年,3.86年,20.00%,20.30%,10,2.40%,1.67%,2.26%,-0.97%,-1.20%,86.8,95.19,23.24,118.43,-8.00%,48%,7%,18%,0.66,1.78,-0.34,AA-,4.80%,52
21,中宠转债,128054,2019-03-14,中宠股份,2891,农业,109.5,0.00%,-0.63%,34.39,-0.95%,2.4,1.10%,37.97,4.69,-9.40%,90.57,20.90%,5.84年,3.84年,5.60%,5.10%,1.9,0.95%,0.47%,0.85%,-1.31%,-1.49%,85.64,87.41,17.56,104.97,4.30%,48%,22%,16%,0.67,-0.89,2.28,A+,5.00%,17
22,尚荣转债,128053,2019-03-07,尚荣医疗,2551,医药,118.56,-0.69%,0.97%,6.34,0.32%,72,8.00%,4.94,1.93,28.30%,128.34,-7.60%,5.83年,3.83年,16.80%,21.50%,7.5,-0.49%,-0.95%,-0.58%,-3.30%,-3.47%,88.07,90.93,45.23,136.16,-12.90%,42%,<2%,16%,0.88,3.7,-1.48,AA,4.20%,61
23,维格转债,113527,2019-02-19,维格娜丝,603518,服装纺织,115.14,-0.84%,-0.76%,17.45,-2.08%,11,1.30%,14.96,1.3,16.60%,116.64,-1.30%,5.78年,3.78年,23.70%,27.70%,7.5,0.84%,0.22%,0.71%,-2.57%,-2.75%,87.79,94.32,34.4,128.72,-10.50%,39%,<2%,18%,0.77,2.81,-0.98,AA,4.50%,42
24,联泰转债,113526,2019-02-18,联泰环保,603797,城市公用设施,116.14,-0.42%,-0.65%,14.06,-1.33%,1.3,0.30%,12.31,2.84,14.20%,114.22,1.70%,5.77年,3.77年,13.00%,14.90%,3.9,-0.78%,-1.13%,-0.85%,-2.88%,-3.05%,87.59,87.08,37.08,124.16,-6.50%,50%,<2%,18%,0.81,1.89,-0.17,AA,4.40%,19
25,平银转债,127010,2019-02-18,平安银行,1,金融,122.3,0.66%,0.82%,13.69,2.01%,239,0.70%,11.77,1.07,16.30%,116.31,5.10%,5.77年,无权,11.10%,12.90%,260,-0.63%,-1.17%,-0.74%,无权,无权,无权,94.63,33.83,128.47,-4.80%,29%,10%,16%,0.74,1.79,-0.21,AAA,4.00%,48
26,冰轮转债,127009,2019-02-21,冰轮环境,811,机械装备制造,145.351,1.25%,-1.56%,9.46,-0.32%,52,7.00%,5.52,2.19,71.40%,171.38,-15.20%,5.75年,3.75年,8.20%,14.10%,5.1,-4.01%,-4.45%,-4.10%,-8.31%,-8.46%,88.84,91.94,85.07,177.01,-17.90%,44%,<2%,17%,0.95,5.41,-2.55,AA,4.10%,28
27,凯龙转债,128052,2019-01-21,凯龙股份,2783,石油天然气化工,186.73,5.50%,4.26%,15.73,10.00%,429,68.20%,6.97,3.61,126%,225.68,-17.30%,5.68年,3.68年,6.30%,14.20%,3.3,-8.24%,-8.66%,-8.32%,-13.60%,-13.70%,89.42,92.6,138.1,230.71,-19.10%,78%,<2%,17%,0.98,5.88,-2.81,AA,4.00%,33
28,溢利转债,123018,2019-01-23,溢多利,300381,医药,115.846,-0.82%,-1.55%,10,-2.82%,16,2.00%,8.41,2.04,18.90%,118.91,-2.60%,5.68年,3.68年,16.30%,19.40%,6.7,-0.08%,-0.56%,-0.18%,-2.84%,-3.02%,88.09,90.69,37.75,128.43,-9.80%,77%,<2%,17%,0.84,2.68,-0.76,AA-,4.40%,33
29,佳都转债,110050,2019-01-21,佳都科技,600728,计算机及应用,133.08,-0.54%,0.54%,11.3,0.00%,42,3.60%,7.95,5.29,42.10%,142.14,-6.40%,5.68年,3.68年,4.80%,6.80%,8.8,-2.69%,-3.12%,-2.78%,-6.31%,-6.48%,88.9,91.11,57.58,148.69,-10.50%,71%,<2%,16%,0.92,3.2,-1.03,AA,4.20%,22
30,海尔转债,110049,2019-01-18,青岛海尔,600690,家电,125.88,-0.49%,0.17%,17.15,-0.41%,52,1.40%,14.55,2.97,17.90%,117.87,6.80%,5.67年,3.67年,2.80%,3.20%,30.1,-2.39%,-2.70%,-2.45%,-5.00%,-5.16%,89.12,88.39,37.69,126.08,-0.20%,32%,18%,16%,0.79,0.86,0.73,AAA,4.00%,25
31,台华转债,113525,2019-01-11,台华新材,603055,服装纺织,112.75,-0.22%,0.16%,12.17,-0.08%,6.9,1.20%,11.56,2.67,5.30%,105.28,7.10%,5.67年,3.67年,8.00%,8.40%,5.3,0.40%,-0.08%,0.31%,-2.15%,-2.34%,87.73,90.13,27.14,117.27,-3.90%,47%,12%,17%,0.74,1.13,0.38,AA,4.50%,9
32,奇精转债,113524,2019-01-07,奇精机械,603677,家电,108.88,-0.13%,-0.54%,14.89,-1.00%,6.1,1.70%,14.76,3.03,0.90%,100.88,7.90%,5.66年,3.66年,11.30%,11.40%,3.3,1.50%,0.93%,1.39%,-1.25%,-1.44%,87.35,91.87,23.57,115.43,-5.70%,60%,10%,18%,0.67,1.44,-0.02,AA,4.70%,50
33,光华转债,128051,2019-01-09,光华科技,2741,汽车,107.709,-0.83%,-1.08%,15.8,-2.95%,1.1,0.40%,17.03,4.92,-7.20%,92.78,16.10%,5.66年,3.66年,4.20%,3.90%,2.5,1.35%,0.83%,1.24%,-0.84%,-1.05%,87.1,89.07,19.04,108.12,-0.40%,37%,16%,17%,0.65,0.11,1.19,AA-,4.90%,23
34,钧达转债,128050,2018-12-27,钧达股份,2865,汽车,108.789,-0.71%,-0.96%,21.78,-2.59%,7.1,2.00%,21.74,3.07,0.20%,100.18,8.60%,5.65年,3.65年,12.10%,12.10%,3.2,2.41%,1.67%,2.26%,-1.08%,-1.30%,87.22,95.29,21.71,117,-7.00%,66%,8%,18%,0.64,1.54,-0.16,AA-,4.90%,73
35,伟明转债,113523,2018-12-26,伟明环保,603568,城市公用设施,117.28,-1.45%,-0.48%,27.17,-2.37%,3.5,0.40%,23.92,6.41,13.60%,113.59,3.30%,5.65年,3.65年,3.60%,4.10%,6.7,-0.31%,-0.79%,-0.40%,-3.17%,-3.36%,88.27,90.91,32.43,123.34,-4.90%,43%,<2%,16%,0.81,1.53,0.16,AA,4.40%,27
36,福能转债,110048,2018-12-28,福能股份,600483,能源电力,120.6,-0.50%,-0.89%,10.21,-1.73%,50,1.50%,8.69,1.45,17.50%,117.49,2.60%,5.64年,3.64年,17.90%,21.00%,28.3,-0.96%,-1.41%,-1.05%,-3.89%,-4.07%,88.87,91.02,35.62,126.64,-4.80%,29%,<2%,16%,0.8,1.68,0,AA+,4.20%,11
37,华源转债,128049,2018-12-20,华源控股,2787,造纸包装印刷,114.91,-1.08%,-1.62%,8.63,-3.36%,12,2.50%,7.57,1.98,14.00%,114,0.80%,5.62年,3.62年,14.90%,17.00%,4,0.12%,-0.37%,0.02%,-2.62%,-2.82%,88.27,90.87,34.45,125.32,-8.30%,75%,<2%,18%,0.8,2.2,-0.44,AA-,4.50%,64
38,旭升转债,113522,2018-12-11,旭升股份,603305,汽车,113.11,-1.37%,-0.61%,29.8,-2.99%,8.9,1.90%,29.86,8.49,-0.20%,99.8,13.30%,5.60年,3.60年,3.50%,3.50%,4.2,1.13%,0.50%,1.00%,-2.27%,-2.46%,87.52,93.56,20.23,113.79,-0.60%,63%,16%,16%,0.66,0.31,1.01,AA,4.70%,19
39,山鹰转债,110047,2018-12-10,山鹰纸业,600567,造纸包装印刷,116.42,-5.56%,1.61%,3.96,-5.04%,182,6.60%,3.34,1.41,18.60%,118.56,-1.80%,5.60年,3.60年,12.70%,15.00%,23,0.32%,-0.25%,0.21%,-3.02%,-3.20%,89.01,94.45,34.13,128.58,-9.50%,29%,<2%,16%,0.78,2.76,-0.93,AA+,4.20%,64
40,寒锐转债,123017,2018-12-24,寒锐钴业,300618,有色金属,116.187,-0.45%,-0.90%,89.7,-1.63%,25,4.90%,81.49,9.63,10.10%,110.07,5.60%,5.60年,3.60年,2.60%,2.80%,4.4,-0.81%,-1.17%,-0.88%,-3.02%,-3.20%,88.09,87.51,31.79,119.3,-2.60%,77%,11%,16%,0.82,0.98,0.69,AA-,4.40%,44
41,圆通转债,110046,2018-12-18,圆通速递,600233,交通运输,123.76,-0.10%,-1.23%,13.53,-1.60%,83,1.80%,10.89,3.72,24.20%,124.24,-0.40%,5.60年,3.60年,9.50%,11.80%,36.5,-1.23%,-1.72%,-1.33%,-4.54%,-4.73%,89.42,92.42,40.47,132.89,-6.90%,61%,<2%,16%,0.83,2.24,-0.42,AA+,4.20%,39
42,桐昆转债,113020,2018-12-12,桐昆股份,601233,服装纺织,126.3,-1.10%,-0.55%,16.55,-1.90%,90,1.90%,12.63,1.97,31.00%,131.04,-3.60%,5.60年,3.60年,12.60%,16.50%,38,-1.99%,-2.39%,-2.07%,-5.17%,-5.34%,89.09,90.56,47.62,138.18,-8.60%,48%,<2%,16%,0.87,2.73,-0.74,AA+,4.10%,30
43,特发转债,127008,2018-12-25,特发信息,70,通信互联网,181.99,0.37%,0.87%,14.4,1.27%,145,18.80%,6.78,4.25,112%,212.39,-14.30%,4.59年,2.59年,4.70%,9.90%,4.2,-10.20%,-10.00%,-10.20%,-12.70%,-12.80%,91.75,93.22,122.48,215.71,-15.60%,60%,<2%,17%,0.98,4.84,-2.12,AA,4.00%,42
44,科森转债,113521,2018-12-07,科森科技,603626,通信互联网,113.28,-1.50%,-1.03%,9.84,-3.34%,14,2.00%,8.95,2.34,9.90%,109.94,3.00%,5.59年,3.59年,14.90%,16.40%,6.1,0.39%,-0.12%,0.29%,-2.27%,-2.47%,88.4,91.01,30.98,121.99,-7.10%,63%,<2%,18%,0.76,1.96,-0.32,AA,4.50%,63
45,张行转债,128048,2018-11-29,张家港行,2839,金融,118.276,-0.10%,0.55%,6.91,0.58%,66,2.20%,6.06,1.39,14.00%,114.03,3.70%,5.58年,无权,20.00%,22.80%,25,-0.62%,-1.08%,-0.71%,无权,无权,无权,91.08,34.08,125.17,-5.50%,56%,10%,18%,0.76,1.77,-0.15,AA+,4.20%,28
46,百合转债,113520,2018-11-26,梦百合,603313,其他,137.52,0.08%,-0.05%,28.05,0.04%,19,2.70%,19.03,3.93,47.40%,147.4,-6.70%,5.57年,3.57年,7.50%,11.10%,5.1,-3.11%,-3.59%,-3.21%,-7.27%,-7.45%,89.48,92.62,61.43,154.05,-10.70%,41%,<2%,16%,0.93,3.26,-1.06,AA-,4.20%,19
47,洲明转债,123016,2018-12-03,洲明科技,300232,电子,138.133,-1.66%,-1.19%,13.5,-3.09%,4.9,0.60%,9.45,4.88,42.90%,142.86,-3.30%,5.56年,3.56年,5.30%,7.60%,5.5,-3.18%,-3.66%,-3.28%,-7.34%,-7.53%,89.68,92.65,57.25,149.9,-7.80%,69%,<2%,16%,0.93,2.5,-0.47,AA-,4.20%,14
48,长久转债,113519,2018-11-30,长久物流,603569,交通运输,117.02,-0.83%,0.22%,13.81,-0.79%,5.5,0.70%,11.99,3.44,15.20%,115.18,1.60%,5.56年,3.56年,9.10%,10.40%,7,0.55%,-0.08%,0.43%,-3.12%,-3.32%,88.65,95.1,31.61,126.71,-7.60%,53%,<2%,17%,0.77,2.11,-0.42,AA,4.50%,20
49,光电转债,128047,2018-12-07,中航光电,2179,机械装备制造,116.9,0.00%,2.97%,40.69,4.25%,66,4.40%,40.26,5.57,1.10%,101.07,15.70%,5.56年,3.56年,4.00%,4.10%,13,-1.11%,-1.43%,-1.17%,-3.24%,-3.41%,88.58,87.4,24.69,112.1,4.30%,34%,27%,16%,0.7,-0.33,1.74,AA+,4.30%,8
50,利尔转债,128046,2018-11-09,利尔化学,2258,石油天然气化工,113.1,-1.22%,0.47%,16.83,-1.23%,14,1.40%,18.62,2.99,-9.60%,90.39,25.10%,5.51年,3.51年,9.70%,8.70%,8.5,0.03%,-0.40%,-0.05%,-2.33%,-2.52%,87.6,88.07,16.7,104.77,8.00%,61%,28%,16%,0.61,-1.31,2.64,AA,4.80%,11
51,顾家转债,113518,2018-10-09,顾家家居,603816,其他,116.5,-1.27%,1.23%,53.66,-0.06%,9.6,0.70%,52.2,5.42,2.80%,102.8,13.30%,5.41年,3.41年,4.80%,4.90%,11,-0.19%,-0.70%,-0.30%,-3.21%,-3.40%,88.68,91.08,23.64,114.71,1.60%,39%,22%,16%,0.73,0,1.45,AA,4.50%,6
52,机电转债,128045,2018-09-14,中航机电,2013,航空航天,116.9,0.02%,-1.11%,8.03,-1.59%,45,1.80%,7.66,3.27,4.80%,104.83,11.50%,5.37年,3.37年,7.20%,7.60%,21,-1.15%,-1.49%,-1.21%,-3.41%,-3.59%,90.21,89.47,25.97,115.44,1.30%,56%,18%,16%,0.69,0.48,0.9,AAA,4.00%,14
53,岭南转债,128044,2018-09-04,岭南股份,2717,城市公用设施,111.2,-1.85%,-0.03%,9.4,-2.49%,4.5,0.60%,8.96,2.2,4.90%,104.91,6.00%,5.33年,3.33年,6.80%,7.20%,6.6,0.15%,-0.26%,0.07%,-2.02%,-2.21%,88.98,89.11,26.27,115.38,-3.60%,67%,11%,16%,0.76,1.18,0.37,AA,4.50%,28
54,蓝盾转债,123015,2018-09-13,蓝盾股份,300297,计算机及应用,133.101,-2.42%,-0.39%,7.75,-3.13%,45,24.10%,5.82,2.18,33.20%,133.16,0.00%,5.33年,3.33年,1.40%,1.90%,1.4,-3.03%,-3.46%,-3.12%,-6.93%,-7.12%,90.03,91.4,48.8,140.19,-5.10%,37%,<2%,16%,0.9,1.84,0.05,AA,4.20%,41
55,曙光转债,113517,2018-08-23,中科曙光,603019,计算机及应用,121.51,-1.21%,0.85%,58.81,-0.44%,56,4.10%,51.28,10.34,14.70%,114.68,6.00%,5.31年,3.31年,3.00%,3.40%,11.2,-1.33%,-1.78%,-1.42%,-4.48%,-4.67%,89.63,90.75,33.18,123.93,-2.00%,60%,16%,16%,0.82,0.93,0.72,AA,4.40%,5
56,东音转债,128043,2018-08-27,东音股份,2793,机械装备制造,114.09,0.00%,0.00%,12.61,0.00%,0,0.00%,11.43,2.98,10.30%,110.32,3.40%,5.30年,3.30年,10.70%,11.80%,2.7,0.24%,-0.29%,0.13%,-2.71%,-2.91%,89.17,91.73,29.65,121.38,-6.00%,69%,<2%,17%,0.78,1.67,-0.02,AA-,4.50%,47
57,苏农转债,113516,2018-08-20,苏农银行,603323,金融,123,-0.57%,-0.63%,7.5,-1.57%,8.3,0.50%,6.34,1.22,18.30%,118.3,4.00%,5.30年,无权,10.50%,12.40%,12.9,-1.19%,-1.70%,-1.29%,无权,无权,无权,93.26,35.98,129.24,-4.80%,49%,<2%,18%,0.76,1.65,-0.03,AA+,4.20%,30
58,凯发转债,123014,2018-08-21,凯发电气,300407,能源电力,117.289,-0.80%,1.42%,9.44,0.75%,3.3,0.90%,8.15,2.66,15.80%,115.83,1.30%,4.28年,2.28年,11.90%,13.80%,3.2,-1.61%,-2.02%,-1.69%,-5.48%,-5.65%,91.81,90.86,33.06,123.92,-5.40%,64%,11%,18%,0.82,1.65,0.08,A+,4.50%,20
59,凯中转债,128042,2018-09-03,凯中精密,2823,能源电力,108.9,-0.55%,0.65%,12.8,0.16%,5.6,1.20%,13.25,2.85,-3.40%,96.6,12.70%,5.29年,3.29年,11.20%,10.80%,4.2,1.44%,0.86%,1.33%,-1.39%,-1.60%,88.61,92.28,19.21,111.49,-2.30%,67%,16%,17%,0.63,0.65,0.62,AA,4.70%,52
60,横河转债,123013,2018-08-20,横河模具,300539,机械装备制造,124.58,-0.18%,-1.16%,11.41,-1.55%,4.3,8.40%,9.26,6.26,23.20%,123.22,1.10%,5.28年,3.28年,1.60%,2.00%,0.4,-1.29%,-1.83%,-1.40%,-4.99%,-5.23%,90.36,93.24,39.87,133.11,-6.40%,77%,<2%,17%,0.86,1.9,-0.08,A+,4.40%,28
61,高能转债,113515,2018-08-27,高能环境,603588,城市公用设施,123.8,-2.14%,0.82%,11.57,-1.53%,14,1.40%,9.38,2.98,23.30%,123.35,0.40%,5.28年,3.28年,10.90%,13.40%,8.3,-1.70%,-2.14%,-1.79%,-5.04%,-5.23%,90.01,91.26,40.16,131.42,-5.80%,67%,<2%,16%,0.86,1.9,-0.07,AA,4.30%,34
62,万顺转债,123012,2018-08-29,万顺股份,300057,造纸包装印刷,128.05,-0.74%,0.12%,8.34,-0.71%,56,18.30%,6.47,1.36,28.90%,128.9,-0.70%,5.26年,3.26年,5.40%,7.00%,2.4,-2.68%,-3.05%,-2.75%,-6.00%,-6.19%,89.96,89.56,47.54,137.1,-6.60%,43%,<2%,18%,0.88,2.07,-0.2,AA-,4.30%,28
63,威帝转债,113514,2018-08-13,威帝股份,603023,汽车,109.1,-2.28%,0.22%,6.18,-2.83%,3,1.40%,5.92,3.95,4.40%,104.39,4.50%,4.26年,2.26年,9.00%,9.40%,2,0.52%,0.02%,0.42%,-2.65%,-2.82%,91.28,91.52,23.64,115.16,-5.30%,70%,10%,18%,0.73,1.4,0.12,A+,4.80%,45
64,德尔转债,123011,2018-08-14,德尔股份,300473,汽车,108.998,-0.66%,0.62%,36.5,-0.05%,22,3.60%,34.96,2.11,4.40%,104.41,4.40%,5.26年,2.76年,14.50%,15.10%,5.6,1.49%,0.89%,1.37%,-1.84%,-2.05%,90.48,92.96,24.47,117.44,-7.20%,44%,7%,17%,0.73,1.78,-0.22,AA-,4.70%,42
65,盛路转债!,128041,2018-08-14,盛路通信,2446,通信互联网,154,1.46%,0.36%,10.66,1.81%,22,9.40%,6.88,2.88,54.90%,154.94,-0.60%,5.25年,3.25年,1.60%,2.50%,1.5,-5.43%,-5.91%,-5.52%,-10.70%,-10.90%,91.1,94.42,60.52,154.94,-0.60%,52%,<2%,16%,1,1.13,0.88,AA,4.00%,19
66,海澜转债,110045,2018-07-31,海澜之家,600398,服装纺织,104.54,0.49%,-1.01%,9.48,-1.46%,24,0.80%,12.4,3.43,-23.50%,76.45,36.70%,5.24年,3.24年,7.00%,5.40%,30,1.33%,0.90%,1.24%,-0.49%,-0.65%,88.2,88.55,7.94,96.49,8.30%,30%,27%,16%,0.36,-1.36,2.16,AA+,4.60%,41
67,安井转债,113513,2018-07-31,安井食品,603345,食品饮料,113.7,-0.93%,0.26%,38.75,-0.84%,27,4.80%,35.46,4.58,9.30%,109.28,4.00%,5.24年,3.24年,6.00%,6.50%,5,-0.10%,-0.55%,-0.19%,-2.72%,-2.91%,89.3,90.2,28.88,119.07,-4.50%,51%,9%,16%,0.8,1.38,0.27,AA-,4.50%,20
68,景旺转债!,113512,2018-07-24,景旺电子,603228,电子,119.45,-0.89%,-0.11%,59.7,-1.00%,36,6.30%,49.85,6.32,19.80%,119.76,-0.30%,5.22年,3.22年,1.90%,2.30%,4.8,-1.03%,-1.48%,-1.12%,-4.10%,-4.30%,91.01,92.7,27.05,119.76,-0.30%,38%,<2%,16%,1,1.05,0.95,AA,4.00%,8
69,博世转债,123010,2018-08-14,博世科,300422,城市公用设施,107.001,-2.13%,-0.08%,11.94,-3.32%,2.5,0.50%,12.45,3.21,-4.10%,95.9,11.60%,5.22年,3.22年,10.10%,9.70%,4.3,1.12%,0.65%,1.03%,-0.90%,-1.12%,88.62,89.01,20.34,109.35,-2.10%,68%,15%,17%,0.67,0.64,0.7,AA-,4.80%,36
70,湖广转债,127007,2018-08-01,湖北广电,665,传媒娱乐,117.16,0.65%,-0.74%,9.06,-0.11%,22,1.30%,7.92,0.96,14.40%,114.39,2.40%,5.20年,3.20年,22.30%,25.50%,13.7,-0.60%,-1.07%,-0.70%,-3.49%,-3.71%,90.7,92.03,32.85,124.87,-6.20%,32%,<2%,17%,0.77,1.96,-0.3,AA+,4.20%,34
