,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展/上市日,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
27,水晶转债,128020,2017-12-12,水晶光电,2273,电子,114.235,-0.23%,-0.95%,14.78,-1.99%,11,0.80%,16,3.53,-7.60%,92.38,23.70%,4.63年,2.63年,9.30%,8.50%,11.8,-0.51%,-0.97%,-0.60%,-3.83%,-3.99%,89.99,90.09,16.35,106.44,7.30%,51%,26%,16%,0.59,-1.17,2.44,AA,4.80%,12
28,生益转债,110040,2017-12-11,生益科技,600183,电子,123.6,-0.10%,-1.47%,13.27,-1.99%,8.1,0.40%,11.62,4.6,14.20%,114.2,8.20%,4.64年,无权,6.40%,7.30%,18,-2.46%,-2.85%,-2.54%,无权,无权,无权,91.36,32.23,123.6,0.00%,46%,15%,16%,0.78,0.66,0.91,AA+,4.20%,11
29,国祯转债,123002,2017-12-25,国祯环保,300388,城市公用设施,125.764,0.11%,-0.03%,10.73,0.09%,3.5,0.50%,8.72,2.88,23.10%,123.05,2.20%,4.64年,2.64年,9.90%,12.10%,5.8,-2.83%,-3.22%,-2.91%,-6.89%,-7.07%,91.7,91.14,39.99,131.12,-4.10%,51%,<2%,16%,0.86,1.54,0.24,AA,4.30%,7
30,兄弟转债,128021,2017-12-27,兄弟科技,2562,医药,125.682,-0.15%,-0.88%,6.66,-1.19%,71,8.80%,5.35,2.75,24.50%,124.49,1.00%,4.66年,2.66年,10.90%,13.50%,6.4,-2.81%,-3.20%,-2.89%,-6.84%,-7.03%,91.68,91.14,41.25,132.39,-5.10%,68%,<2%,16%,0.87,1.78,0.04,AA,4.30%,18
31,众信转债,128022,2017-12-28,众信旅游,2707,旅游餐饮酒店,112.518,-0.76%,0.45%,8.03,-0.99%,3.4,0.40%,10.99,3.02,-26.90%,73.07,54.00%,4.66年,2.66年,9.80%,7.20%,7,-0.43%,-0.84%,-0.51%,-3.08%,-3.28%,88.95,86.78,8.86,95.64,17.60%,69%,47%,17%,0.31,-2.96,4.03,AA,5.40%,9
32,亚太转债,128023,2017-12-26,亚太股份,2284,汽车,99.39,1.02%,-0.76%,5.9,2.43%,22,2.20%,10.34,1.66,-42.90%,57.06,74.20%,4.67年,2.67年,23.00%,13.10%,10,2.80%,2.28%,2.69%,1.38%,1.15%,88.16,87.17,3.83,91,9.20%,36%,36%,17%,0.11,-1.67,1.97,AA,5.80%,35
33,宁行转债,128024,2018-01-12,宁波银行,2142,金融,128.8,1.42%,-0.84%,22.36,0.72%,231,2.40%,18.01,1.8,24.20%,124.15,3.70%,4.67年,无权,6.40%,8.00%,75,-3.56%,-3.89%,-3.63%,无权,无权,无权,91,42.27,133.28,-3.40%,30%,<2%,18%,0.8,1.53,0.13,AAA,4.00%,26
34,特一转债,128025,2017-12-28,特一药业,2728,医药,115.88,0.86%,-0.16%,16.79,0.90%,13,3.30%,15.45,3.21,8.70%,108.67,6.60%,4.68年,2.68年,10.00%,10.90%,3.4,-1.07%,-1.47%,-1.15%,-4.07%,-4.26%,90.86,89.86,29.47,119.33,-2.90%,36%,13%,17%,0.77,1.03,0.54,AA-,4.60%,26
35,蓝思转债,123003,2018-01-17,蓝思科技,300433,电子,107.18,0.48%,-0.58%,8.95,-0.22%,101,2.00%,10.46,2.15,-14.40%,85.56,25.30%,4.68年,2.68年,13.70%,11.70%,48,0.63%,0.21%,0.54%,-1.38%,-1.58%,90.91,89.96,12.78,102.74,4.30%,87%,22%,16%,0.47,-0.52,1.47,AA+,4.50%,28
36,众兴转债,128026,2018-01-03,众兴菌业,2772,农业,100.3,0.85%,0.34%,8.57,3.88%,20,2.20%,11.64,1.32,-26.40%,73.63,36.20%,4.70年,2.70年,29.20%,21.50%,9.2,2.21%,1.76%,2.12%,1.08%,0.84%,88.28,85.83,9.04,94.87,5.70%,55%,27%,16%,0.31,-1.09,1.75,AA-,5.70%,42
37,泰晶转债,113503,2018-01-02,泰晶科技,603738,电子,108.86,-0.37%,-0.84%,16.9,-1.97%,6.5,2.80%,17.99,4.44,-6.10%,93.94,15.90%,4.70年,2.70年,8.00%,7.50%,2.2,0.79%,0.29%,0.69%,-1.79%,-2.02%,90.55,91.05,17.67,108.72,0.10%,63%,16%,16%,0.61,0.2,1.02,AA,4.80%,32
38,崇达转债,128027,2018-01-22,崇达技术,2815,电子,123.431,1.17%,-0.56%,17.86,0.73%,6.9,0.70%,15.09,5.39,18.40%,118.36,4.30%,4.70年,2.70年,5.20%,6.20%,7.8,-2.31%,-2.72%,-2.39%,-6.06%,-6.26%,91.55,91.11,36.44,127.55,-3.20%,63%,<2%,16%,0.83,1.31,0.4,AA,4.30%,7
39,铁汉转债,123004,2018-01-26,铁汉生态,300197,城市公用设施,120.862,0.91%,-0.73%,4.66,0.22%,41,7.10%,3.99,1.67,16.80%,116.79,3.50%,4.71年,2.71年,4.40%,5.10%,4.8,-1.95%,-2.35%,-2.03%,-5.43%,-5.62%,91.35,90.73,34.29,125.02,-3.30%,67%,<2%,15%,0.84,1.35,0.38,AA,4.30%,58
40,东财转债!,123006,2018-01-29,东方财富,300059,金融,178.75,0.42%,0.57%,20.45,0.99%,"1,524",50.10%,11.36,7.3,80.00%,180.02,-0.70%,4.72年,2.72年,1.60%,2.90%,17.1,-9.80%,-10.10%,-9.87%,-11.60%,-11.70%,91.37,92.07,87.95,180.02,-0.70%,58%,<2%,17%,1,1.15,0.86,AA,4.00%,30
41,赣锋转债,128028,2018-01-19,赣锋锂业,2460,有色金属,109.3,1.57%,-0.87%,29.74,2.62%,19,1.90%,42.58,5.07,-30.20%,69.84,56.50%,4.72年,2.72年,2.40%,1.70%,9.3,0.10%,-0.29%,0.02%,-2.20%,-2.37%,88.04,85.75,7.88,93.62,16.70%,71%,44%,17%,0.27,-2.83,3.75,AA,5.50%,16
42,太阳转债,128029,2018-01-16,太阳纸业,2078,造纸包装印刷,113.987,-0.10%,1.10%,7.61,2.28%,5.7,0.40%,8.75,1.66,-13.00%,86.97,31.10%,3.72年,1.72年,6.10%,5.30%,12,-1.38%,-1.79%,-1.46%,-5.99%,-6.13%,93.29,91.88,10.53,102.41,11.30%,37%,37%,16%,0.44,-1.74,2.77,AA+,4.60%,9
43,天康转债,128030,2018-01-29,天康生物,2100,农业,123.5,-2.63%,0.06%,9.48,-3.17%,62,5.00%,8.15,2.94,16.30%,116.32,6.20%,4.72年,2.72年,10.90%,12.70%,10,-1.93%,-2.41%,-2.03%,-6.04%,-6.24%,91.37,92.51,33.72,126.23,-2.20%,31%,13%,16%,0.81,1.01,0.63,AA,4.40%,12
44,双环转债,128032,2018-01-25,双环传动,2472,机械装备制造,108.5,0.57%,-0.41%,7.36,0.55%,1.8,0.20%,9.99,1.53,-26.30%,73.67,47.30%,4.73年,2.73年,19.80%,14.60%,10,0.45%,0.03%,0.37%,-1.69%,-1.91%,88.81,86.81,8.78,95.59,13.50%,54%,37%,16%,0.3,-2.33,3.19,AA,5.40%,18
45,蒙电转债,110041,2018-01-09,内蒙华电,600863,能源电力,113.35,0.40%,-1.02%,2.93,-1.01%,24,1.20%,2.92,1.61,0.30%,100.34,13.00%,4.72年,2.72年,11.00%,11.00%,18.7,-0.47%,-0.89%,-0.56%,-3.16%,-3.37%,92.41,92.49,21.36,113.85,-0.40%,22%,15%,16%,0.61,0.72,0.52,AAA,4.00%,19
46,航电转债,110042,2018-01-15,中航电子,600372,航空航天,125.09,-0.34%,0.57%,17.31,0.29%,39,1.30%,14.23,4.28,21.60%,121.64,2.80%,4.73年,2.73年,7.90%,9.60%,24,-2.77%,-3.13%,-2.84%,-6.44%,-6.64%,92.29,91.54,39.07,130.61,-4.20%,35%,<2%,16%,0.8,1.73,-0.04,AAA,4.00%,16
47,吉视转债,113017,2018-01-15,吉视传媒,601929,传媒娱乐,114.85,0.56%,-1.22%,2.95,-1.01%,25,1.40%,2.96,1.39,-0.30%,99.66,15.20%,4.74年,2.74年,17.00%,16.90%,15.6,-0.86%,-1.26%,-0.94%,-3.69%,-3.88%,91.16,90.49,21.64,112.13,2.40%,28%,19%,16%,0.65,0,1.3,AA+,4.30%,37
48,迪龙转债,128033,2018-01-29,雪迪龙,2658,城市公用设施,110.7,0.64%,1.47%,9.08,3.06%,12,2.00%,9.03,2.73,0.60%,100.55,10.10%,4.74年,2.74年,9.50%,9.50%,5.2,-0.08%,-0.48%,-0.16%,-2.45%,-2.65%,90.47,89.39,23.69,113.08,-2.10%,37%,17%,17%,0.69,0.79,0.61,AA,4.60%,53
49,道氏转债,123007,2018-01-26,道氏技术,300409,建筑,135.12,2.44%,-0.23%,20.69,2.43%,23,5.50%,15.2,5.3,36.10%,136.12,-0.70%,4.74年,2.74年,3.40%,4.70%,3.2,-3.95%,-4.39%,-4.04%,-8.84%,-9.04%,91.88,92.43,51.28,143.71,-6.00%,77%,<2%,16%,0.91,2.05,-0.12,AA-,4.20%,19
50,常熟转债!,113018,2018-02-06,常熟银行,601128,金融,133.9,-0.78%,-0.64%,7.67,-1.41%,32,1.70%,5.76,1.48,33.20%,133.16,0.60%,4.80年,无权,7.40%,9.90%,14,-4.14%,-4.49%,-4.21%,无权,无权,无权,91.05,42.11,133.16,0.60%,42%,<2%,18%,1,0.88,1.11,AA+,4.00%,33
51,江银转债,128034,2018-02-14,江阴银行,2807,金融,118.71,0.20%,-0.55%,6.43,-0.46%,46,2.20%,5.67,1.12,13.40%,113.4,4.70%,4.82年,无权,15.10%,17.20%,17.6,-1.67%,-2.03%,-1.74%,无权,无权,无权,89.98,33.6,123.58,-3.90%,49%,10%,18%,0.76,1.45,0.13,AA+,4.20%,49
52,无锡转债,110043,2018-03-14,无锡银行,600908,金融,112.69,0.04%,-0.55%,6.66,-0.75%,38,1.10%,6.7,1.2,-0.60%,99.4,13.40%,4.83年,无权,24.40%,24.20%,30,-1.40%,-1.60%,-1.44%,无权,无权,无权,86.2,25.11,111.31,1.20%,47%,20%,18%,0.68,0.26,1.09,AA+,4.30%,47
53,大族转债,128035,2018-03-05,大族激光,2008,电子,114.43,1.84%,-0.16%,44.59,3.77%,105,4.00%,52.5,5.81,-15.10%,84.93,34.70%,4.85年,2.85年,4.80%,4.10%,23,-1.12%,-1.44%,-1.19%,-2.89%,-3.18%,91.69,87.59,14.19,101.79,12.40%,39%,34%,16%,0.45,-1.93,3.01,AA+,4.60%,18
54,玲珑转债,113019,2018-03-22,玲珑轮胎,601966,汽车,120.09,3.97%,-0.52%,19.05,5.72%,64,2.70%,18.84,2.42,1.10%,101.11,18.80%,3.91年,1.91年,8.70%,8.80%,20,-1.56%,-2.15%,-1.68%,-7.68%,-7.83%,93.07,95.68,18.02,113.7,5.60%,34%,25%,16%,0.6,-0.61,1.84,AA+,4.40%,18
55,康泰转债!,123008,2018-03-19,康泰生物,300601,医药,180.83,-1.19%,1.31%,56.62,0.12%,61,30.00%,31.23,22.98,81.30%,181.3,-0.30%,4.83年,2.83年,0.30%,0.60%,1.1,-9.79%,-10.10%,-9.85%,-11.00%,-11.10%,91.92,92,89.3,181.3,-0.30%,69%,87%,16%,1,1.05,0.95,AA-,4.00%,11
56,艾华转债,113504,2018-03-23,艾华集团,603989,电子,115.8,-0.04%,0.85%,21.5,1.18%,6.8,0.90%,21.73,4.43,-1.10%,98.94,17.00%,4.92年,2.92年,8.20%,8.20%,6.9,-0.91%,-1.31%,-0.99%,-3.67%,-3.86%,89.96,89.08,22.57,111.66,3.70%,40%,24%,16%,0.69,-0.39,1.78,AA,4.60%,7
57,杭电转债,113505,2018-03-27,杭电股份,603618,能源电力,110.04,0.59%,0.63%,7,1.89%,15,1.80%,7.29,2.22,-4.00%,96.02,14.60%,4.93年,2.93年,16.20%,15.60%,7.8,0.51%,0.04%,0.42%,-2.04%,-2.24%,89.7,90.29,19.73,110.02,0.00%,72%,18%,16%,0.65,0.26,1.03,AA,4.70%,44
58,星源转债,123009,2018-04-10,星源材质,300568,汽车,118.66,0.14%,-1.37%,30.7,-1.57%,9.3,1.60%,27.69,4.12,10.90%,110.87,7.00%,4.93年,2.93年,8.10%,9.00%,4.8,-1.49%,-1.87%,-1.57%,-4.49%,-4.66%,90.2,89.39,31.85,121.24,-2.10%,64%,12%,17%,0.78,0.93,0.65,AA,4.40%,11
59,长证转债,127005,2018-04-11,长江证券,783,金融,120.6,1.76%,-1.51%,7.72,0.39%,152,2.50%,7.45,1.63,3.60%,103.62,16.40%,4.94年,无权,11.70%,12.10%,50,-1.93%,-2.28%,-2.00%,无权,无权,无权,90.67,26.58,117.26,2.80%,31%,21%,18%,0.64,0.11,1.17,AAA,4.00%,33
60,敖东转债,127006,2018-05-11,吉林敖东,623,金融,111.05,0.18%,-0.33%,18.52,-0.27%,24,0.90%,20.82,1.04,-11.00%,88.95,24.80%,4.95年,2.95年,11.20%,10.00%,24.1,-0.49%,-0.81%,-0.56%,-2.69%,-2.81%,89.16,87.58,16.16,103.74,7.00%,31%,27%,16%,0.54,-0.98,2.11,AA+,4.50%,35
61,岩土转债,128037,2018-04-25,中化岩土,2542,建筑,103.98,0.32%,-0.89%,5.74,-1.88%,14,2.30%,8.03,2.88,-28.50%,71.48,45.50%,4.95年,2.95年,5.80%,4.10%,6,1.69%,1.20%,1.59%,-0.21%,-0.42%,87.81,87.39,7.39,94.78,9.70%,55%,30%,16%,0.3,-1.75,2.49,AA,5.40%,70
62,利欧转债,128038,2018-04-19,利欧股份,2131,传媒娱乐,134.012,-7.90%,6.38%,2.31,-1.70%,452,112%,1.72,1.54,34.30%,134.3,-0.20%,4.97年,2.97年,1.90%,2.50%,2.9,-3.29%,-3.76%,-3.38%,-8.02%,-8.20%,90.84,93.01,49.23,142.24,-5.80%,80%,20%,16%,0.89,2,-0.11,AA,4.20%,81
63,金农转债,128036,2018-04-02,金新农,2548,农业,118.2,-1.25%,-0.41%,11.22,-2.01%,31,4.70%,9.62,3.8,16.60%,116.63,1.30%,4.94年,2.94年,12.80%,14.90%,5.5,-1.31%,-1.70%,-1.39%,-4.26%,-4.45%,90.49,89.89,36.66,126.55,-6.60%,39%,<2%,17%,0.83,1.97,-0.2,AA-,4.40%,58
64,鼎信转债,113506,2018-05-14,鼎信通讯,603421,能源电力,136.41,-1.04%,0.56%,29.74,-0.54%,29,19.10%,21.65,5.75,37.40%,137.37,-0.70%,5年9天,3年9天,0.80%,1.10%,1.1,-4.16%,-4.52%,-4.23%,-8.40%,-8.57%,90.8,90.38,54.44,144.82,-5.80%,52%,<2%,16%,0.91,2.05,-0.11,AA,4.20%,30
65,天马转债,113507,2018-05-07,天马科技,603668,农业,135.51,-2.87%,0.79%,10.05,-2.33%,8.9,3.50%,7.37,3.37,36.40%,136.36,-0.60%,5年12天,3年12天,6.20%,8.40%,1.9,-3.56%,-4.01%,-3.65%,-8.07%,-8.27%,90.96,92.25,52.79,145.04,-6.60%,54%,<2%,17%,0.9,2.15,-0.22,AA-,4.30%,30
66,新凤转债,113508,2018-05-16,新凤鸣,603225,服装纺织,109.3,0.30%,-0.60%,14.82,-0.54%,22,0.90%,16.83,1.61,-11.90%,88.06,24.10%,5年23天,3年23天,12.20%,10.70%,21.5,0.69%,0.22%,0.60%,-1.66%,-1.87%,88.93,89.24,15.48,104.72,4.40%,49%,22%,16%,0.55,-0.68,1.82,AA,4.90%,30
67,新泉转债,113509,2018-06-22,新泉股份,603179,汽车,110.8,0.40%,0.76%,18.9,1.72%,4.8,1.00%,19.38,2.82,-2.50%,97.52,13.60%,5.17年,3.17年,10.50%,10.20%,4.5,0.05%,-0.34%,-0.03%,-2.01%,-2.21%,89.13,88.22,23.41,111.63,-0.70%,55%,18%,17%,0.67,0.46,0.89,AA,4.70%,28
68,三力转债,128039,2018-06-29,三 力 士,2224,机械装备制造,121.052,0.35%,-0.35%,7.01,0.00%,8.6,1.50%,5.84,2.64,20.00%,120.03,0.80%,5.18年,3.18年,10.20%,12.20%,4.7,-1.76%,-2.12%,-1.83%,-4.65%,-4.83%,89.65,88.93,40.59,129.53,-6.50%,38%,<2%,17%,0.85,2,-0.18,AA-,4.40%,26
69,华通转债,128040,2018-07-13,华通医药,2758,医药,110.51,1.37%,1.59%,11.84,4.13%,11,4.60%,11.45,3.87,3.40%,103.41,6.90%,5.20年,3.20年,9.00%,9.30%,2.2,0.49%,0.02%,0.40%,-1.86%,-2.08%,89.06,89.64,27.68,117.32,-5.80%,76%,12%,18%,0.72,1.5,0.01,AA-,4.70%,51
70,再升转债,113510,2018-07-13,再升科技,603601,城市公用设施,107.14,0.98%,-0.84%,9.62,0.31%,3.3,2.70%,11.32,4.14,-15.00%,84.98,26.10%,5.21年,1.21年,2.20%,1.90%,1.1,1.10%,0.63%,1.01%,-4.08%,-4.24%,94.11,86.67,16.67,103.34,3.70%,66%,22%,17%,0.44,-0.55,1.44,AA-,5.40%,32
