,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展/上市日,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
16,久其转债,128015,2017-07-18,久其软件,2279,计算机及应用,104.11,-2.02%,2.20%,9.01,0.78%,9.3,1.10%,12.86,3.26,-29.90%,70.06,48.60%,4.20年,2.20年,12.20%,8.50%,7.8,1.85%,1.30%,1.74%,-0.44%,-0.69%,90.82,89.97,5.93,95.9,8.60%,71%,38%,17%,0.23,-1.54,2.09,AA,5.50%,35
17,国君转债,113013,2017-07-24,国泰君安,601211,金融,115.96,-2.78%,1.58%,18.78,-2.24%,158,1.90%,19.8,1.46,-5.20%,94.85,22.30%,4.28年,无权,4.30%,4.10%,70,-1.29%,-1.71%,-1.38%,无权,无权,无权,93.16,17.42,110.59,4.90%,26%,26%,17%,0.54,-0.36,1.44,AAA,4.00%,25
18,雨虹转债,128016,2017-10-20,东方雨虹,2271,建筑,113.9,-2.67%,1.28%,21.09,-2.45%,15,0.70%,22.63,4.3,-6.80%,93.19,22.20%,4.50年,2.50年,5.80%,5.40%,18.4,-0.72%,-1.14%,-0.81%,-3.71%,-3.92%,91.87,91.06,16.66,107.73,5.70%,51%,28%,16%,0.56,-0.7,1.86,AA+,4.40%,9
19,林洋转债,113014,2017-11-13,林洋能源,601222,能源电力,105.8,-1.41%,0.83%,5.64,-3.42%,27,0.90%,8.76,1.08,-35.60%,64.38,64.30%,4.59年,2.59年,30.10%,19.40%,30,1.03%,0.59%,0.94%,-0.87%,-1.10%,88.87,86.5,5.69,92.19,14.80%,83%,44%,16%,0.17,-2.54,3.15,AA,5.70%,18
20,金禾转债,128017,2017-11-27,金禾实业,2597,石油天然气化工,108.6,-1.09%,0.25%,17.46,-2.51%,1.3,0.20%,23.32,2.59,-25.10%,74.87,45.00%,4.60年,2.60年,6.20%,4.60%,6,0.34%,-0.07%,0.26%,-1.89%,-2.10%,89.37,87.26,9.33,96.59,12.40%,36%,36%,17%,0.34,-2.17,3.07,AA,5.30%,22
21,隆基转债,113015,2017-11-20,隆基股份,601012,能源电力,121.3,-0.91%,0.41%,25.33,-0.67%,50,1.50%,22.98,4.74,10.20%,110.23,10.00%,4.60年,2.60年,4.00%,4.40%,28,-2.08%,-2.48%,-2.16%,-5.76%,-5.95%,91.91,91.39,28.96,120.34,0.80%,47%,20%,16%,0.75,0.45,1.05,AA+,4.30%,13
22,小康转债,113016,2017-11-21,小康股份,601127,汽车,107.12,-1.75%,0.70%,16.9,-1.57%,4,0.40%,17.2,3.35,-1.70%,98.26,9.00%,4.61年,2.61年,5.50%,5.40%,8.8,0.75%,0.31%,0.66%,-1.31%,-1.53%,91.09,90.15,21.1,111.25,-3.70%,40%,13%,16%,0.67,1.13,0.25,AA,4.70%,31
23,时达转债,128018,2017-12-04,新时达,2527,机械装备制造,102.59,-1.83%,1.58%,6.81,-2.85%,5.8,0.60%,11.83,1.49,-42.40%,57.57,78.20%,4.61年,2.61年,20.80%,12.00%,8.8,1.72%,1.27%,1.63%,0.25%,0.02%,88.36,85.76,4.82,90.58,13.30%,35%,43%,16%,0.09,-2.34,2.72,AA,5.80%,42
24,久立转2,128019,2017-12-01,久立特材,2318,石油天然气化工,112.3,0.27%,-1.71%,8.11,-2.17%,28,2.40%,8.22,2.3,-1.30%,98.66,13.80%,4.62年,2.62年,15.20%,15.00%,10.4,-0.39%,-0.80%,-0.48%,-3.06%,-3.26%,90.83,89.68,21.99,111.66,0.60%,35%,17%,17%,0.67,0.22,1.11,AA,4.70%,13
25,嘉澳转债,113502,2017-11-27,嘉澳环保,603822,城市公用设施,100.11,-1.18%,0.35%,29.25,-4.13%,4.4,2.40%,45.27,3.03,-35.40%,64.61,54.90%,4.63年,2.63年,8.60%,5.60%,1.9,2.69%,2.16%,2.58%,1.17%,0.93%,88.01,86.71,5.62,92.33,8.40%,58%,32%,17%,0.2,-1.56,2.05,AA-,6.00%,42
26,济川转债,110038,2017-11-29,济川药业,600566,医药,113,-1.58%,-0.12%,33.3,-4.15%,6.4,0.90%,40.04,5.45,-16.80%,83.17,35.90%,3.63年,1.63年,2.30%,1.90%,6.3,-1.05%,-1.49%,-1.14%,-5.77%,-5.93%,92.74,90.75,12.19,102.94,9.80%,35%,31%,15%,0.41,-1.65,2.61,AA,5.20%,11
27,水晶转债,128020,2017-12-12,水晶光电,2273,电子,110.1,-3.01%,1.48%,13.73,-3.04%,19,1.50%,16,3.28,-14.20%,85.81,28.30%,4.64年,2.64年,10.00%,8.50%,11.8,0.30%,-0.16%,0.20%,-2.52%,-2.69%,89.49,89.33,12.76,102.08,7.90%,52%,31%,16%,0.51,-1.34,2.45,AA,5.00%,15
28,生益转债,110040,2017-12-11,生益科技,600183,电子,115.27,-2.56%,0.49%,11.97,-3.00%,24,1.20%,11.62,4.28,3.00%,103.01,11.90%,4.66年,无权,7.10%,7.30%,18,-0.96%,-1.36%,-1.04%,无权,无权,无权,90.92,23.73,114.64,0.50%,45%,19%,16%,0.69,0.42,0.96,AA+,4.30%,2
29,国祯转债,123002,2017-12-25,国祯环保,300388,城市公用设施,121.52,-2.39%,-0.05%,10.26,-2.93%,6.7,0.90%,8.72,2.75,17.70%,117.66,3.30%,4.66年,2.66年,10.30%,12.10%,5.8,-2.09%,-2.48%,-2.17%,-5.70%,-5.89%,91.47,90.82,35.5,126.32,-3.80%,51%,<2%,16%,0.83,1.44,0.28,AA,4.30%,9
30,兄弟转债,128021,2017-12-27,兄弟科技,2562,医药,113.101,-2.09%,1.05%,5.6,-1.41%,3.6,0.50%,5.35,2.32,4.70%,104.67,8.10%,4.67年,2.67年,12.90%,13.50%,6.4,-0.54%,-0.95%,-0.62%,-3.25%,-3.44%,90.97,90.04,25.52,115.55,-2.10%,68%,16%,16%,0.74,0.89,0.61,AA,4.50%,20
31,众信转债,128022,2017-12-28,众信旅游,2707,旅游餐饮酒店,108.11,-1.72%,0.22%,7.92,-5.04%,28,3.70%,10.99,2.98,-27.90%,72.07,50.00%,4.68年,2.68年,10.00%,7.20%,7,0.44%,0.03%,0.35%,-1.68%,-1.88%,88.8,86.59,8.53,95.12,13.70%,69%,38%,17%,0.3,-2.36,3.21,AA,5.40%,9
32,亚太转债,128023,2017-12-26,亚太股份,2284,汽车,96.13,-1.71%,1.56%,5.42,-2.17%,11,1.20%,10.34,1.52,-47.60%,52.42,83.40%,4.69年,2.69年,25.00%,13.10%,10,3.53%,3.01%,3.43%,2.57%,2.33%,87.88,86.77,3.3,90.07,6.70%,37%,37%,17%,0.07,-1.25,1.4,AA,5.90%,35
33,宁行转债,128024,2018-01-12,宁波银行,2142,金融,118.38,-2.97%,0.84%,19.83,-3.03%,122,1.40%,18.01,1.68,10.10%,110.11,7.50%,4.69年,无权,7.30%,8.00%,75,-1.77%,-2.12%,-1.84%,无权,无权,无权,90.94,30.73,121.66,-2.70%,30%,16%,18%,0.7,1.29,0.17,AAA,4.00%,25
34,特一转债,128025,2017-12-28,特一药业,2728,医药,110.1,-2.82%,0.19%,16.82,-3.56%,7,1.80%,16.1,3.22,4.50%,104.47,5.40%,4.70年,2.70年,10.00%,10.50%,3.4,0.04%,-0.37%,-0.04%,-2.30%,-2.50%,90.57,89.44,26.47,115.92,-5.00%,36%,<2%,17%,0.74,1.44,0.1,AA-,4.60%,29
35,蓝思转债,123003,2018-01-17,蓝思科技,300433,电子,105.489,-1.30%,1.15%,8.23,-4.30%,117,2.30%,16.08,1.98,-48.80%,51.18,106%,4.70年,2.70年,14.80%,7.60%,48,0.97%,0.56%,0.89%,-0.82%,-1.02%,89.77,88.19,3.11,91.3,15.50%,87%,56%,16%,0.04,-2.68,3.02,AA+,5.00%,33
36,众兴转债,128026,2018-01-03,众兴菌业,2772,农业,96.79,-2.28%,1.86%,7.79,-1.89%,7.2,0.80%,11.64,1.15,-33.10%,66.92,44.60%,4.72年,2.72年,31.60%,21.20%,9.2,2.99%,2.54%,2.90%,2.34%,2.10%,87.67,84.94,7.01,91.95,5.30%,55%,29%,16%,0.22,-1.05,1.52,AA-,5.90%,40
37,泰晶转债,113503,2018-01-02,泰晶科技,603738,电子,105.17,-1.49%,-0.81%,15.89,-4.28%,3.3,1.50%,17.99,4.17,-11.70%,88.33,19.10%,4.72年,2.72年,8.50%,7.50%,2.2,1.54%,1.03%,1.44%,-0.59%,-0.82%,90.1,90.38,14.38,104.76,0.40%,63%,16%,16%,0.54,0.11,0.97,AA,4.90%,33
38,崇达转债,128027,2018-01-22,崇达技术,2815,电子,118,-1.67%,-1.21%,16.13,-3.82%,2.6,0.30%,15.09,4.87,6.90%,106.89,10.40%,4.72年,2.72年,5.80%,6.20%,7.8,-1.35%,-1.76%,-1.43%,-4.53%,-4.74%,91.08,90.41,27.5,117.91,0.10%,63%,15%,16%,0.75,0.46,1.05,AA,4.50%,5
39,铁汉转债,123004,2018-01-26,铁汉生态,300197,城市公用设施,113.05,-4.27%,0.79%,4.36,-4.39%,34,6.10%,3.99,1.56,9.30%,109.27,3.50%,4.73年,2.73年,4.70%,5.10%,4.8,-0.53%,-0.93%,-0.61%,-3.17%,-3.36%,91.02,90.25,28.43,118.68,-4.70%,67%,<2%,15%,0.79,1.54,0.11,AA,4.40%,64
40,东财转债!,123006,2018-01-29,东方财富,300059,金融,159.81,-3.49%,1.22%,18.35,-2.34%,"1,127",30.90%,11.36,6.55,61.50%,161.53,-1.10%,4.74年,2.74年,2.40%,3.80%,22.3,-7.58%,-7.94%,-7.65%,-14.10%,-14.20%,91.14,91.73,74.89,166.62,-4.10%,58%,<2%,17%,0.97,1.86,0.15,AA,4.10%,31
41,赣锋转债,128028,2018-01-19,赣锋锂业,2460,有色金属,105.883,-0.77%,0.86%,28.86,0.38%,8.6,0.90%,42.58,6.83,-32.20%,67.78,56.20%,4.74年,2.74年,2.40%,1.70%,9.3,0.78%,0.39%,0.70%,-1.10%,-1.27%,87.8,85.43,7.33,92.75,14.20%,71%,43%,17%,0.24,-2.47,3.21,AA,5.50%,16
42,太阳转债,128029,2018-01-16,太阳纸业,2078,造纸包装印刷,108.195,-3.18%,1.78%,7,-4.37%,3.6,0.30%,8.75,1.53,-20.00%,80,35.20%,3.74年,1.74年,6.60%,5.30%,12,0.03%,-0.39%,-0.06%,-3.32%,-3.46%,93.01,91.43,7.5,98.92,9.40%,37%,35%,16%,0.32,-1.49,2.22,AA+,4.70%,9
43,天康转债,128030,2018-01-29,天康生物,2100,农业,118.91,-2.56%,10.30%,9.03,9.99%,78,6.50%,8.15,2.8,10.80%,110.8,7.30%,4.74年,2.74年,11.50%,12.70%,10,-1.13%,-1.61%,-1.22%,-4.76%,-4.96%,91.11,92.13,29.49,121.61,-2.20%,30%,28%,16%,0.78,0.95,0.62,AA,4.40%,9
44,双环转债,128032,2018-01-25,双环传动,2472,机械装备制造,105.88,-1.32%,-0.04%,7.15,-4.79%,4,0.40%,9.99,1.49,-28.40%,71.57,47.90%,4.75年,2.75年,20.40%,14.60%,10,0.98%,0.55%,0.89%,-0.85%,-1.07%,88.65,86.61,7.99,94.61,11.90%,54%,34%,16%,0.29,-2.07,2.83,AA,5.40%,18
45,蒙电转债,110041,2018-01-09,内蒙华电,600863,能源电力,109.82,-3.11%,2.13%,2.8,-1.75%,26,1.20%,2.92,1.54,-4.10%,95.89,14.50%,4.74年,2.74年,11.50%,11.00%,18.7,0.21%,-0.22%,0.13%,-2.07%,-2.29%,92.34,92.42,18.25,110.67,-0.80%,22%,19%,16%,0.56,0.78,0.37,AAA,4.00%,18
46,航电转债,110042,2018-01-15,中航电子,600372,航空航天,121.62,-2.52%,-1.21%,16.35,-4.94%,34,1.10%,14.23,4.04,14.90%,114.9,5.90%,4.75年,2.75年,8.30%,9.60%,24,-2.17%,-2.54%,-2.24%,-5.48%,-5.68%,92.22,91.47,33.33,124.8,-2.50%,35%,<2%,16%,0.75,1.34,0.23,AAA,4.00%,18
47,吉视转债,113017,2018-01-15,吉视传媒,601929,传媒娱乐,110.45,-2.88%,0.78%,2.9,-3.33%,35,2.00%,2.96,1.36,-2.00%,97.97,12.70%,4.75年,2.75年,17.30%,16.90%,15.6,-0.03%,-0.43%,-0.11%,-2.36%,-2.56%,91.04,90.34,20.52,110.86,-0.40%,27%,18%,16%,0.63,0.56,0.71,AA+,4.40%,40
48,迪龙转债,128033,2018-01-29,雪迪龙,2658,城市公用设施,106.16,-2.46%,0.76%,8.55,-2.73%,12,2.10%,9.03,2.57,-5.30%,94.68,12.10%,4.75年,2.75年,10.10%,9.50%,5.2,0.82%,0.41%,0.74%,-1.02%,-1.22%,90.07,88.8,19.85,108.64,-2.30%,38%,16%,17%,0.62,0.77,0.5,AA,4.80%,53
49,道氏转债,123007,2018-01-26,道氏技术,300409,建筑,124.001,-6.06%,2.30%,18.89,-4.31%,5.1,1.20%,15.2,4.84,24.30%,124.28,-0.20%,4.76年,2.76年,3.80%,4.70%,3.2,-2.16%,-2.60%,-2.25%,-6.04%,-6.25%,91.56,91.97,40.98,132.94,-6.70%,77%,<2%,16%,0.87,2.11,-0.23,AA-,4.30%,22
50,常熟转债!,113018,2018-02-06,常熟银行,601128,金融,125.41,-3.54%,-0.04%,7.23,-3.73%,65,3.30%,5.76,1.4,25.50%,125.52,-0.10%,4.82年,无权,8.70%,11.00%,15.5,-2.80%,-3.15%,-2.87%,无权,无权,无权,90.82,39.59,130.41,-3.80%,42%,<2%,18%,0.96,1.8,0.2,AA+,4.00%,35
51,江银转债,128034,2018-02-14,江阴银行,2807,金融,113.55,-1.78%,0.17%,6.1,-2.24%,31,1.50%,5.67,1.07,7.60%,107.58,5.50%,4.84年,无权,16.00%,17.20%,17.6,-0.74%,-1.10%,-0.81%,无权,无权,无权,89.75,29.1,118.85,-4.50%,49%,11%,18%,0.72,1.53,-0.02,AA+,4.30%,53
52,无锡转债,110043,2018-03-14,无锡银行,600908,金融,107.61,-2.51%,0.95%,6.29,-2.48%,46,1.40%,6.7,1.17,-6.10%,93.88,14.60%,4.85年,无权,25.80%,24.20%,30,-0.43%,-0.65%,-0.48%,无权,无权,无权,85.94,21.31,107.25,0.30%,47%,21%,18%,0.63,0.37,0.89,AA+,4.40%,49
53,大族转债,128035,2018-03-05,大族激光,2008,电子,108.92,-2.64%,2.03%,39.64,-2.03%,52,2.00%,52.5,5.16,-24.50%,75.5,44.30%,4.87年,2.87年,5.40%,4.10%,23,-0.10%,-0.42%,-0.16%,-1.27%,-1.57%,91.22,86.93,10.13,97.05,12.20%,39%,38%,16%,0.3,-2.01,2.79,AA+,4.70%,16
54,玲珑转债,113019,2018-03-22,玲珑轮胎,601966,汽车,109.2,-1.36%,0.76%,16.7,-1.36%,12,0.60%,18.84,2.12,-11.40%,88.64,23.20%,3.93年,1.93年,10.00%,8.80%,20,0.88%,0.28%,0.76%,-3.32%,-3.48%,92.69,95.02,11.04,106.07,3.00%,34%,23%,16%,0.44,-0.3,1.18,AA+,4.60%,22
55,康泰转债,123008,2018-03-19,康泰生物,300601,医药,151.011,2.03%,0.49%,47.53,2.68%,61,21.70%,31.23,19.29,52.20%,152.19,-0.80%,4.85年,2.85年,0.60%,0.90%,1.9,-6.28%,-6.65%,-6.36%,-11.70%,-11.90%,91.47,91.32,67.51,158.83,-4.90%,69%,<2%,16%,0.94,1.91,0.06,AA-,4.10%,11
56,艾华转债,113504,2018-03-23,艾华集团,603989,电子,111.6,-2.23%,0.11%,20.78,-3.26%,0.3,0.00%,21.73,4.46,-4.40%,95.63,16.70%,4.94年,2.94年,8.50%,8.20%,6.9,-0.15%,-0.55%,-0.23%,-2.48%,-2.68%,89.7,88.72,20.35,109.08,2.30%,40%,21%,16%,0.65,-0.15,1.46,AA,4.70%,5
57,杭电转债,113505,2018-03-27,杭电股份,603618,能源电力,106.7,-3.25%,-1.58%,6.67,-8.13%,26,3.00%,7.29,2.12,-8.50%,91.5,16.60%,4.95年,2.95年,17.00%,15.60%,7.8,1.15%,0.67%,1.05%,-1.04%,-1.25%,89.34,89.78,17.04,106.82,-0.10%,72%,14%,16%,0.59,0.21,0.98,AA,4.80%,47
58,星源转债,123009,2018-04-10,星源材质,300568,汽车,117,-1.85%,-1.35%,30,-4.18%,2.1,0.40%,27.69,4.03,8.30%,108.34,8.00%,4.95年,2.95年,8.30%,9.00%,4.8,-1.20%,-1.58%,-1.28%,-4.02%,-4.20%,90.02,89.16,29.97,119.12,-1.80%,64%,12%,17%,0.76,0.84,0.71,AA,4.50%,13
59,长证转债,127005,2018-04-11,长江证券,783,金融,113.5,-2.24%,0.12%,7.06,-3.81%,126,2.20%,7.45,1.49,-5.20%,94.77,19.80%,4.96年,无权,12.80%,12.10%,50,-0.70%,-1.05%,-0.77%,无权,无权,无权,90.61,20.37,110.98,2.30%,31%,22%,18%,0.56,0.15,0.97,AAA,4.00%,36
60,敖东转债,127006,2018-05-11,吉林敖东,623,医药,107,-1.80%,0.49%,17.57,-2.77%,20,0.80%,20.82,0.99,-15.60%,84.39,26.80%,4.97年,2.97年,11.80%,10.00%,24.1,0.27%,-0.05%,0.20%,-1.50%,-1.63%,88.91,87.24,13.62,100.86,6.10%,31%,26%,16%,0.47,-0.85,1.82,AA+,4.50%,36
61,岩土转债,128037,2018-04-25,中化岩土,2542,建筑,99.685,-2.54%,1.51%,5.48,-4.03%,13,2.20%,8.03,2.75,-31.80%,68.24,46.10%,4.97年,2.97年,6.00%,4.10%,6,2.56%,2.07%,2.47%,1.15%,0.94%,87.47,86.9,6.42,93.32,6.80%,55%,30%,16%,0.26,-1.28,1.85,AA,5.50%,71
62,利欧转债,128038,2018-04-19,利欧股份,2131,传媒娱乐,119.351,-4.22%,0.73%,2.04,-4.23%,34,9.60%,1.72,1.36,18.60%,118.6,0.60%,4.99年,2.99年,2.30%,2.70%,2.9,-0.97%,-1.46%,-1.06%,-4.50%,-4.69%,90.4,92.36,35.96,128.33,-7.00%,80%,<2%,16%,0.83,2.11,-0.32,AA,4.30%,84
63,金农转债,128036,2018-04-02,金新农,2548,农业,113.85,-0.04%,0.64%,10.44,0.77%,66,10.50%,9.62,2.74,8.50%,108.52,4.90%,4.95年,2.95年,13.80%,14.90%,5.5,-0.54%,-0.94%,-0.62%,-3.06%,-3.26%,90.09,89.31,30.45,119.76,-4.90%,39%,10%,17%,0.78,1.46,0.15,AA-,4.60%,51
64,鼎信转债,113506,2018-05-14,鼎信通讯,603421,能源电力,133.31,-1.86%,0.08%,29.26,-1.98%,33,13.70%,21.65,5.66,35.20%,135.15,-1.40%,5年16天,3年16天,1.40%,1.80%,1.8,-3.70%,-4.06%,-3.77%,-7.68%,-7.86%,90.7,90.26,52.49,142.75,-6.60%,52%,<2%,16%,0.9,2.22,-0.27,AA,4.20%,29
65,天马转债,113507,2018-05-07,天马科技,603668,农业,126.1,3.34%,0.40%,9.44,4.31%,103,35.40%,7.37,3.16,28.10%,128.09,-1.60%,5年19天,3年19天,8.20%,10.50%,2.3,-2.14%,-2.60%,-2.23%,-5.92%,-6.13%,90.71,91.89,45.69,137.59,-8.30%,54%,<2%,17%,0.87,2.48,-0.55,AA-,4.30%,35
66,新凤转债,113508,2018-05-16,新凤鸣,603225,服装纺织,107.07,-2.10%,1.07%,21.26,-1.80%,40,1.70%,23.74,2.31,-10.40%,89.55,19.60%,5年30天,3年30天,11.90%,10.60%,21.5,1.10%,0.63%,1.01%,-1.02%,-1.23%,88.95,89.33,16.46,105.79,1.20%,49%,20%,16%,0.57,-0.07,1.22,AA,4.90%,31
67,新泉转债,113509,2018-06-22,新泉股份,603179,汽车,106,-2.12%,1.00%,17.39,-1.92%,0.8,0.20%,19.38,2.59,-10.30%,89.73,18.10%,5.19年,3.19年,11.40%,10.20%,4.5,0.93%,0.53%,0.85%,-0.69%,-0.89%,88.56,87.39,18.6,105.99,0.00%,55%,20%,17%,0.58,0.18,0.99,AA,4.80%,27
68,三力转债,128039,2018-06-29,三 力 士,2224,机械装备制造,115.388,-2.57%,0.30%,6.73,-2.75%,2.4,0.40%,5.84,2.53,15.20%,115.24,0.10%,5.20年,3.20年,10.60%,12.20%,4.7,-0.83%,-1.20%,-0.90%,-3.25%,-3.43%,89.42,88.62,36.8,125.41,-8.00%,38%,<2%,17%,0.83,2.27,-0.45,AA-,4.40%,29
69,华通转债,128040,2018-07-13,华通医药,2758,医药,104.22,-3.33%,1.98%,10.44,-2.25%,5.7,2.40%,11.45,3.41,-8.80%,91.18,14.30%,5.22年,3.22年,10.20%,9.30%,2.2,1.65%,1.17%,1.55%,-0.12%,-0.34%,88.18,88.33,19.73,108.06,-3.60%,76%,17%,18%,0.6,0.82,0.41,AA-,5.00%,53
70,再升转债,113510,2018-07-13,再升科技,603601,城市公用设施,103.31,-2.99%,2.53%,8.79,-1.46%,3.9,3.20%,11.32,3.78,-22.30%,77.65,33.00%,5.23年,1.23年,2.40%,1.90%,1.1,1.82%,1.34%,1.72%,-1.49%,-1.65%,93.62,85.25,14.02,99.27,4.10%,67%,29%,17%,0.32,-0.65,1.29,AA-,5.70%,33
