,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,CP/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
11,岱勒转债,123024,2019-04-17,岱勒新材,300700,机械装备制造,102.75,-1.49%,1.62%,23.74,0.21%,8.6,4.00%,24.9,3.78,-4.70%,95.34,7.80%,4.90年,2.90年,10.70%,10.20%,2.1,2.06%,1.55%,1.96%,-0.19%,-0.33%,87.94,89.41,19.23,108.64,-5.40%,66%,13%,18%,0.66,1.2,0.16,A+,5.00%,26
12,迪森转债,123023,2019-04-16,迪森股份,300335,能源电力,104.51,-1.13%,0.47%,7.39,-0.94%,19,3.00%,7.39,1.93,0.00%,100,4.50%,5.90年,4.90年,22.40%,22.40%,6,1.71%,1.24%,1.62%,0.21%,0.00%,84.4,88.87,24.94,113.81,-8.20%,41%,7%,18%,0.7,2.03,-0.48,AA,4.60%,44
13,亨通转债,110056,2019-04-16,亨通光电,600487,通信互联网,108.01,-1.00%,0.73%,21.31,-0.42%,66,3.50%,21.79,3.45,-2.20%,97.8,10.40%,5.89年,3.89年,4.30%,4.20%,17.3,1.10%,0.64%,1.01%,-1.03%,-1.20%,87.26,89.91,21,110.91,-2.60%,46%,14%,16%,0.64,0.98,0.34,AA+,4.40%,39
14,通威转债,110054,2019-04-10,通威股份,600438,农业,118.61,-0.06%,-0.86%,14.23,-1.18%,47,0.80%,12.44,3.17,14.40%,114.39,3.70%,5.89年,3.89年,9.10%,10.40%,50,-0.44%,-0.91%,-0.54%,-3.20%,-3.38%,88.2,91.08,33.4,124.48,-4.70%,62%,<2%,16%,0.78,1.62,0.02,AA+,4.20%,20
15,长信转债,123022,2019-04-10,长信科技,300088,通信互联网,107.6,0.00%,0.00%,5.99,0.00%,38,2.90%,6.38,3.1,-6.10%,93.89,14.60%,5.89年,3.89年,8.90%,8.40%,12.3,1.20%,0.73%,1.11%,-0.89%,-1.07%,86.35,88.47,19.23,107.7,-0.10%,79%,17%,16%,0.66,0.16,1.15,AA,4.70%,12
16,伊力转债,110055,2019-04-04,伊力特,600197,食品饮料,108.59,-7.35%,0.17%,17.64,-10.00%,253,25.70%,17.6,3.3,0.20%,100.23,8.30%,5.88年,3.88年,11.30%,11.30%,8.8,1.07%,0.60%,0.98%,-1.07%,-1.26%,86.98,89.3,23.33,112.63,-3.60%,42%,11%,16%,0.72,1.03,0.44,AA,4.60%,20
17,苏银转债,110053,2019-04-03,江苏银行,600919,金融,104.87,-0.45%,-0.08%,7.03,-1.13%,452,2.20%,7.9,0.92,-11.00%,88.99,17.80%,5.88年,无权,24.60%,21.90%,200,2.27%,1.68%,2.15%,无权,无权,无权,95.27,15.73,111,-5.50%,25%,12%,18%,0.47,1.7,-0.63,AAA,4.00%,58
18,浙商转债,113022,2019-03-28,浙商证券,601878,金融,109.5,-0.05%,-0.32%,10.73,-0.74%,117,3.00%,12.53,3.06,-14.40%,85.63,27.90%,5.87年,无权,9.80%,8.40%,35,0.08%,-0.24%,0.02%,无权,无权,无权,87.71,15.78,103.49,5.80%,50%,26%,18%,0.5,-0.61,1.62,AAA,4.00%,26
19,绝味转债,113529,2019-04-02,绝味食品,603517,食品饮料,115.6,-1.82%,2.25%,46.55,0.54%,95,8.20%,40.52,5.49,14.90%,114.88,0.60%,5.87年,3.87年,5.20%,6.00%,10,0.40%,-0.14%,0.29%,-2.65%,-2.83%,87.41,92.34,32.65,124.99,-7.50%,46%,<2%,16%,0.8,2.11,-0.36,AA,4.40%,20
20,视源转债,128059,2019-04-02,视源股份,2841,电子,110,-0.09%,0.71%,72.17,0.94%,28,2.70%,76.25,14.69,-5.40%,94.65,16.20%,5.87年,3.87年,2.00%,1.90%,9.4,0.67%,0.22%,0.58%,-1.44%,-1.62%,86.49,87.88,20.05,107.94,1.90%,56%,21%,16%,0.67,-0.18,1.52,AA,4.70%,14
21,中鼎转2,127011,2019-04-04,中鼎股份,887,汽车,110,-1.79%,0.32%,11.7,-2.34%,34,2.60%,11.99,1.77,-2.40%,97.58,12.70%,5.86年,3.86年,8.40%,8.20%,12,0.88%,0.40%,0.79%,-1.39%,-1.58%,87.73,90.49,21.6,112.09,-1.90%,41%,16%,17%,0.63,0.81,0.47,AA+,4.40%,18
22,拓邦转债,128058,2019-04-08,拓邦股份,2139,电子,115.21,0.17%,0.20%,6.46,0.47%,22,3.40%,5.64,2.59,14.50%,114.54,0.60%,5.86年,3.86年,8.70%,10.00%,5.7,1.15%,0.48%,1.01%,-2.32%,-2.55%,88.21,95.83,30.95,126.78,-9.10%,59%,<2%,16%,0.77,2.44,-0.69,AA,4.50%,42
23,博彦转债,128057,2019-04-02,博彦科技,2649,计算机及应用,110.5,1.75%,2.24%,10.12,4.87%,93,14.80%,8.9,1.91,13.70%,113.71,-2.80%,5.86年,3.86年,10.80%,12.30%,5.8,1.09%,0.55%,0.98%,-1.49%,-1.68%,87.55,91.6,32.37,123.98,-10.90%,74%,<2%,16%,0.82,2.87,-0.95,AA-,4.50%,42
24,贵广转债,110052,2019-03-29,贵广网络,600996,传媒娱乐,121.78,-1.37%,-0.08%,11.23,-1.66%,148,7.50%,8.13,1.96,38.10%,138.13,-11.80%,5.86年,3.86年,13.70%,18.90%,16,-0.40%,-0.96%,-0.51%,-3.81%,-4.00%,88.84,94.38,51.72,146.1,-16.60%,41%,<2%,16%,0.87,4.92,-2.35,AA+,4.10%,41
25,万信转2,123021,2019-03-25,万达信息,300168,计算机及应用,112.789,-1.24%,1.18%,15.05,-0.07%,32,2.30%,13.62,4.25,10.50%,110.5,2.10%,5.85年,3.85年,7.30%,8.00%,12,0.83%,0.28%,0.72%,-2.06%,-2.24%,87.28,92.11,29.29,121.4,-7.10%,50%,<2%,16%,0.77,1.94,-0.27,AA,4.50%,20
26,中信转债,113021,2019-03-19,中信银行,601998,金融,104.31,-0.80%,0.86%,6.28,0.16%,216,0.50%,7.45,0.91,-15.70%,84.3,23.70%,5.85年,无权,13.00%,11.00%,400,2.35%,1.76%,2.23%,无权,无权,无权,95.22,12.21,107.43,-2.90%,23%,15%,17%,0.4,1.03,-0.16,AAA,4.00%,47
27,富祥转债,123020,2019-03-29,富祥股份,300497,医药,116.7,0.43%,2.27%,21.87,3.21%,56,11.50%,18.05,3.71,21.20%,121.16,-3.70%,5.84年,3.84年,8.60%,10.40%,4.2,0.65%,0.03%,0.52%,-2.76%,-2.97%,88.09,94.71,36.7,131.41,-11.20%,64%,<2%,16%,0.84,3.01,-1.02,AA-,4.40%,44
28,长城转债,113528,2019-03-20,长城科技,603897,机械装备制造,103.89,0.02%,-3.32%,22.37,-5.13%,12,1.80%,24.18,2.63,-7.50%,92.51,12.30%,5.84年,3.84年,15.90%,14.70%,6.3,2.27%,1.70%,2.15%,0.13%,-0.08%,86.43,89.89,18.68,108.57,-4.30%,55%,7%,17%,0.64,0.89,0.43,AA-,4.90%,36
29,今飞转债,128056,2019-03-22,今飞凯达,2863,汽车,103.42,-0.10%,-0.41%,6.64,-0.75%,2.5,0.70%,6.8,2.66,-2.40%,97.65,5.90%,5.84年,3.84年,14.70%,14.40%,3.7,2.88%,2.22%,2.74%,0.33%,0.10%,86.53,92.28,21.13,113.41,-8.80%,71%,<2%,17%,0.68,1.85,-0.36,A+,5.00%,48
30,中天转债,110051,2019-03-22,中天科技,600522,通信互联网,108.96,-1.50%,0.22%,10.27,-1.91%,92,2.10%,10.29,1.68,-0.20%,99.81,9.20%,5.84年,3.84年,12.60%,12.60%,39.7,0.84%,0.39%,0.75%,-1.21%,-1.39%,87.73,89.66,22.7,112.36,-3.00%,64%,13%,16%,0.67,1.1,0.29,AA+,4.30%,24
31,长青转2,128055,2019-04-03,长青股份,2391,石油天然气化工,116.7,-0.17%,0.29%,13.74,0.15%,93,8.70%,11.41,1.23,20.40%,120.42,-3.10%,5.84年,3.84年,18.50%,22.30%,9.1,-0.18%,-0.65%,-0.27%,-2.86%,-3.05%,88,90.74,38.57,129.31,-9.70%,31%,<2%,16%,0.85,2.78,-0.83,AA,4.30%,44
32,中来转债,123019,2019-03-22,中来股份,300393,能源电力,102.225,-1.33%,1.54%,18.79,0.37%,19,1.90%,20.41,1.96,-7.90%,92.06,11.00%,5.83年,3.83年,22.10%,20.30%,10,3.57%,2.83%,3.42%,0.64%,0.40%,86.23,94.23,17.3,111.53,-8.30%,47%,10%,18%,0.57,1.75,-0.47,AA-,5.10%,56
33,中宠转债,128054,2019-03-14,中宠股份,2891,农业,106.136,-1.01%,-0.11%,32.48,-1.87%,0.9,0.50%,37.97,4.73,-14.50%,85.54,24.10%,5.80年,3.80年,6.00%,5.10%,1.9,1.51%,1.02%,1.41%,-0.53%,-0.72%,85.15,86.63,14.67,101.31,4.80%,48%,23%,16%,0.6,-1.06,2.33,A+,5.20%,20
34,尚荣转债,128053,2019-03-07,尚荣医疗,2551,医药,114.911,-0.08%,0.22%,5.94,0.17%,30,3.50%,4.94,1.51,20.20%,120.24,-4.40%,5.80年,3.80年,17.90%,21.50%,7.5,0.06%,-0.41%,-0.03%,-2.55%,-2.73%,87.95,90.69,38.29,128.97,-10.90%,42%,<2%,16%,0.85,3.07,-1.06,AA,4.30%,68
35,维格转债,113527,2019-02-19,维格娜丝,603518,服装纺织,108.16,-1.18%,0.74%,16.85,-0.59%,14,1.70%,14.96,1.12,12.60%,112.63,-4.00%,5.74年,3.74年,24.60%,27.70%,7.5,1.97%,1.33%,1.84%,-1.00%,-1.20%,87.72,94.15,31.34,125.49,-13.80%,39%,<2%,18%,0.75,3.6,-1.64,AA,4.50%,47
36,联泰转债,113526,2019-02-18,联泰环保,603797,城市公用设施,108.82,0.46%,1.44%,13.65,2.40%,9.7,2.30%,12.31,2.49,10.90%,110.89,-1.90%,5.74年,3.74年,13.40%,14.90%,3.9,0.37%,0.01%,0.30%,-1.26%,-1.43%,87.61,87.06,34.31,121.37,-10.30%,49%,<2%,18%,0.79,2.81,-0.95,AA,4.40%,18
37,平银转债,127010,2019-02-18,平安银行,1,金融,118.22,-2.30%,0.52%,13.79,-2.41%,350,1.10%,11.77,0.89,17.20%,117.16,0.90%,5.74年,无权,11.00%,12.90%,260,-0.03%,-0.58%,-0.14%,无权,无权,无权,94.76,34.42,129.18,-8.50%,30%,<2%,16%,0.74,2.67,-0.94,AAA,4.00%,61
38,冰轮转债,127009,2019-02-21,冰轮环境,811,机械装备制造,135.55,-1.97%,-2.72%,9,-4.96%,35,5.00%,5.52,1.28,63.00%,163.04,-16.90%,5.72年,3.72年,8.70%,14.10%,5.1,-2.84%,-3.29%,-2.93%,-6.70%,-6.86%,88.91,91.99,77,168.99,-19.80%,44%,<2%,17%,0.95,5.98,-2.92,AA,4.10%,29
39,凯龙转债,128052,2019-01-21,凯龙股份,2783,石油天然气化工,193,3.21%,-7.17%,16.58,-4.05%,487,77.10%,6.97,1.6,138%,237.88,-18.90%,5.65年,3.65年,6.00%,14.20%,3.3,-8.83%,-9.24%,-8.91%,-14.40%,-14.50%,89.55,92.74,150.11,242.85,-20.50%,79%,<2%,17%,0.98,6.36,-3.1,AA,4.00%,38
40,溢利转债,123018,2019-01-23,溢多利,300381,医药,110,-1.96%,0.05%,9.74,-2.31%,5.9,0.80%,8.41,1.68,15.80%,115.81,-5.00%,5.65年,3.65年,16.80%,19.40%,6.7,0.85%,0.36%,0.75%,-1.52%,-1.71%,88.14,90.7,35.14,125.84,-12.60%,77%,<2%,17%,0.83,3.35,-1.3,AA-,4.40%,38
41,佳都转债,110050,2019-01-21,佳都科技,600728,计算机及应用,126.51,-0.44%,0.53%,10.68,0.09%,20,1.80%,7.95,3.72,34.30%,134.34,-5.80%,5.64年,3.64年,5.10%,6.80%,8.8,-1.81%,-2.25%,-1.90%,-5.10%,-5.28%,88.88,91.02,50.38,141.4,-10.50%,70%,<2%,16%,0.9,3.16,-1.04,AA,4.20%,27
42,海尔转债,110049,2019-01-18,青岛海尔,600690,家电,117.99,-1.74%,0.51%,16.75,-1.59%,43,1.20%,14.55,2.52,15.10%,115.12,2.50%,5.64年,3.64年,2.80%,3.20%,30.1,-1.26%,-1.58%,-1.32%,-3.41%,-3.57%,89.24,88.5,35.26,123.76,-4.70%,32%,<2%,16%,0.77,1.82,-0.17,AAA,4.00%,24
43,台华转债,113525,2019-01-11,台华新材,603055,服装纺织,107,-0.34%,-1.57%,11.32,-2.83%,14,2.40%,11.56,2.53,-2.10%,97.92,9.30%,5.64年,3.64年,8.50%,8.40%,5.3,1.36%,0.86%,1.26%,-0.80%,-0.99%,87.47,89.68,21.82,111.5,-4.00%,46%,10%,17%,0.68,1.09,0.3,AA,4.60%,8
44,奇精转债,113524,2019-01-07,奇精机械,603677,家电,106.14,-0.51%,2.92%,15.71,3.36%,5.8,1.70%,14.76,3,6.40%,106.44,-0.30%,5.63年,3.63年,10.70%,11.40%,3.3,1.98%,1.40%,1.86%,-0.59%,-0.78%,87.76,92.44,27.37,119.81,-11.40%,60%,<2%,18%,0.72,2.88,-1.14,AA,4.60%,50
45,光华转债,128051,2019-01-09,光华科技,2741,汽车,100,-1.77%,-0.29%,14.12,-3.88%,3.5,1.40%,17.03,5.28,-17.10%,82.91,20.60%,5.63年,3.63年,4.70%,3.90%,2.5,2.73%,2.20%,2.62%,1.14%,0.91%,86.34,87.87,13.32,101.19,-1.20%,37%,16%,17%,0.53,0.13,0.93,AA-,5.20%,24
46,钧达转债,128050,2018-12-27,钧达股份,2865,汽车,102.2,-2.07%,-2.62%,20,-8.30%,18,5.50%,21.74,3.06,-8.00%,92,11.10%,5.62年,3.62年,13.10%,12.10%,3.2,3.59%,2.84%,3.44%,0.58%,0.35%,86.76,94.48,16.63,111.11,-8.00%,65%,<2%,18%,0.57,1.69,-0.43,AA-,5.10%,74
47,伟明转债,113523,2018-12-26,伟明环保,603568,城市公用设施,114.2,0.03%,1.79%,28.01,2.19%,13,1.70%,23.92,5.22,17.10%,117.1,-2.50%,5.62年,3.62年,3.50%,4.10%,6.7,0.17%,-0.31%,0.08%,-2.51%,-2.70%,88.5,91.21,35.12,126.33,-9.60%,43%,<2%,16%,0.83,2.69,-0.79,AA,4.30%,23
48,福能转债,110048,2018-12-28,福能股份,600483,能源电力,109.5,-2.79%,-1.10%,9.05,-5.53%,169,5.40%,8.69,1.2,4.10%,104.14,5.10%,5.61年,3.61年,20.20%,21.00%,28.3,0.78%,0.32%,0.69%,-1.42%,-1.61%,88.68,90.67,25.13,115.8,-5.40%,29%,<2%,16%,0.7,1.67,-0.17,AA+,4.30%,12
49,华源转债,128049,2018-12-20,华源控股,2787,造纸包装印刷,108.001,-0.37%,-0.28%,8.09,-0.86%,5.8,1.30%,7.57,1.74,6.90%,106.87,1.10%,5.58年,3.58年,15.90%,17.00%,4,1.27%,0.76%,1.16%,-1.00%,-1.21%,87.99,90.38,29.07,119.45,-9.60%,75%,<2%,18%,0.75,2.4,-0.7,AA-,4.60%,56
50,旭升转债,113522,2018-12-11,旭升股份,603305,汽车,104.68,-1.24%,0.07%,26.97,-2.11%,7,1.60%,29.86,8.5,-9.70%,90.32,15.90%,5.57年,3.57年,3.90%,3.50%,4.2,2.57%,1.93%,2.45%,-0.23%,-0.42%,87,92.67,14.47,107.14,-2.30%,63%,14%,16%,0.56,0.53,0.6,AA,4.90%,20
51,山鹰转债,110047,2018-12-10,山鹰纸业,600567,造纸包装印刷,109.41,-0.33%,-0.06%,3.7,-0.54%,85,3.40%,3.34,1.15,10.80%,110.78,-1.20%,5.57年,3.57年,13.60%,15.00%,23,1.47%,0.88%,1.35%,-1.40%,-1.60%,88.94,94.27,27.94,122.21,-10.50%,29%,<2%,16%,0.72,2.95,-1.18,AA+,4.30%,71
52,寒锐转债,123017,2018-12-24,寒锐钴业,300618,有色金属,105.713,-2.12%,0.26%,78.17,-2.63%,5.7,1.20%,81.49,8.75,-4.10%,95.93,10.20%,5.57年,3.57年,2.90%,2.80%,4.4,0.91%,0.54%,0.84%,-0.54%,-0.73%,87.3,86.29,21.48,107.77,-1.90%,77%,15%,16%,0.71,0.62,0.8,AA-,4.70%,41
53,圆通转债,110046,2018-12-18,圆通速递,600233,交通运输,118,-1.66%,-1.19%,13.25,-3.50%,47,1.10%,10.89,2.75,21.70%,121.67,-3.00%,5.57年,3.57年,9.70%,11.80%,36.5,-0.38%,-0.87%,-0.48%,-3.34%,-3.54%,89.5,92.47,38.16,130.63,-9.70%,60%,<2%,16%,0.82,2.91,-0.99,AA+,4.20%,38
54,桐昆转债,113020,2018-12-12,桐昆股份,601233,服装纺织,119.99,-1.53%,0.89%,15.79,-0.75%,91,2.00%,12.63,1.5,25.00%,125.02,-4.00%,5.56年,3.56年,13.20%,16.50%,38,-1.08%,-1.49%,-1.16%,-3.89%,-4.07%,89.14,90.57,42.24,132.81,-9.70%,48%,<2%,16%,0.85,2.94,-0.95,AA+,4.20%,35
55,特发转债,127008,2018-12-25,特发信息,70,通信互联网,199.8,-1.09%,-6.38%,15.6,-7.58%,593,70.60%,6.78,1.9,130%,230.09,-13.20%,4.55年,2.55年,4.30%,9.90%,4.2,-11.30%,-11.70%,-11.40%,-14.50%,-14.50%,91.88,93.37,139.96,233.33,-14.40%,60%,<2%,17%,0.98,4.49,-1.87,AA,4.00%,50
56,科森转债,113521,2018-12-07,科森科技,603626,通信互联网,107.42,-0.47%,0.17%,9.71,-0.41%,27,4.20%,8.95,2.12,8.50%,108.49,-1.00%,5.55年,3.55年,15.10%,16.40%,6.1,1.37%,0.86%,1.27%,-0.87%,-1.07%,88.45,91.03,29.85,120.87,-11.10%,63%,<2%,18%,0.74,2.91,-1.12,AA,4.50%,68
57,张行转债,128048,2018-11-29,张家港行,2839,金融,110,-1.35%,0.07%,6.53,-1.80%,71,2.60%,6.06,1.22,7.80%,107.76,2.10%,5.54年,无权,21.20%,22.80%,25,0.71%,0.24%,0.61%,无权,无权,无权,90.96,29.12,120.08,-8.40%,56%,<2%,18%,0.71,2.41,-0.78,AA+,4.30%,35
58,百合转债,113520,2018-11-26,梦百合,603313,其他,130.4,0.15%,-1.27%,25.44,-1.24%,3.5,0.50%,19.03,2.66,33.70%,133.68,-2.50%,5.53年,3.53年,8.30%,11.10%,5.1,-2.18%,-2.66%,-2.28%,-5.98%,-6.17%,89.37,92.38,48.92,141.3,-7.70%,42%,<2%,16%,0.9,2.4,-0.42,AA-,4.20%,18
59,洲明转债,123016,2018-12-03,洲明科技,300232,电子,129,-1.62%,-0.06%,12.74,-1.85%,9.6,1.40%,9.45,3.42,34.80%,134.81,-4.30%,5.53年,3.53年,5.70%,7.60%,5.5,-1.97%,-2.46%,-2.07%,-5.65%,-5.85%,89.64,92.52,49.9,142.42,-9.40%,69%,<2%,16%,0.9,2.84,-0.78,AA-,4.20%,18
60,长久转债,113519,2018-11-30,长久物流,603569,交通运输,109.2,-0.84%,1.74%,13.28,1.22%,7.3,1.00%,11.99,2.77,10.80%,110.76,-1.40%,5.53年,3.53年,9.40%,10.40%,7,1.85%,1.19%,1.72%,-1.30%,-1.51%,88.57,94.91,28.38,123.29,-11.40%,52%,<2%,17%,0.74,2.96,-1.16,AA,4.50%,21
61,光电转债,128047,2018-12-07,中航光电,2179,机械装备制造,112.8,2.54%,1.75%,42.51,5.83%,80,5.50%,40.26,5.51,5.60%,105.59,6.80%,5.52年,3.52年,3.90%,4.10%,13,-0.46%,-0.79%,-0.53%,-2.32%,-2.50%,88.83,87.7,27.91,115.62,-2.40%,34%,16%,16%,0.74,1.11,0.4,AA+,4.30%,9
62,利尔转债,128046,2018-11-09,利尔化学,2258,石油天然气化工,103.549,-1.02%,0.31%,14.88,-1.52%,10,1.10%,18.62,3.34,-20.10%,79.91,29.60%,5.47年,3.47年,10.90%,8.70%,8.5,1.69%,1.24%,1.60%,0.07%,-0.14%,86.87,86.92,10.88,97.8,5.90%,41%,25%,16%,0.47,-1.05,2.04,AA,5.10%,12
63,顾家转债,113518,2018-10-09,顾家家居,603816,其他,107.71,-0.27%,0.45%,50.5,0.28%,6.2,0.50%,52.2,4.77,-3.30%,96.74,11.30%,5.38年,3.38年,5.10%,4.90%,11,1.30%,0.78%,1.20%,-1.05%,-1.25%,88.45,90.65,19.47,110.11,-2.20%,39%,15%,16%,0.66,0.68,0.66,AA,4.70%,9
64,机电转债,128045,2018-09-14,中航机电,2013,航空航天,110.677,-0.11%,-0.05%,7.47,-0.27%,21,0.90%,7.66,3.12,-2.50%,97.52,13.50%,5.33年,3.33年,7.80%,7.60%,21,-0.12%,-0.46%,-0.19%,-1.91%,-2.10%,90.33,89.58,20.54,110.12,0.50%,55%,18%,16%,0.61,0.54,0.69,AAA,4.00%,15
65,岭南转债,128044,2018-09-04,岭南股份,2717,城市公用设施,103.86,-0.16%,-1.07%,8.66,-1.81%,17,2.50%,8.96,2.09,-3.30%,96.65,7.50%,5.30年,3.30年,7.40%,7.20%,6.6,1.48%,1.05%,1.39%,-0.07%,-0.28%,88.66,88.56,20.34,108.89,-4.60%,66%,9%,16%,0.68,1.29,0.12,AA,4.60%,39
66,蓝盾转债!,123015,2018-09-13,蓝盾股份,300297,计算机及应用,126.201,-1.25%,2.07%,7.35,0.82%,12,9.00%,5.82,1.64,26.30%,126.29,-0.10%,5.29年,3.29年,1.10%,1.40%,1,-2.05%,-2.49%,-2.14%,-5.54%,-5.73%,90.76,92.45,33.84,126.29,-0.10%,37%,67%,16%,1,1.01,0.99,AA,4.00%,32
67,曙光转债,113517,2018-08-23,中科曙光,603019,计算机及应用,118.41,-1.07%,2.84%,42.88,2.12%,50,3.80%,36.53,6.34,17.40%,117.38,0.90%,5.27年,3.27年,2.90%,3.40%,11.2,-0.85%,-1.30%,-0.94%,-3.79%,-3.99%,89.84,91,35.2,126.2,-6.20%,64%,10%,16%,0.83,1.92,-0.14,AA,4.30%,5
68,东音转债,128043,2018-08-27,东音股份,2793,机械装备制造,195.9,14.00%,-5.14%,14.89,9.97%,387,76.20%,11.13,2.63,33.80%,133.78,46.40%,5.26年,3.26年,9.00%,12.10%,2.7,-9.70%,-10.10%,-9.79%,-16.40%,-16.50%,90.09,93.09,48.64,141.73,38.20%,69%,69%,17%,0.89,-5.06,8.83,AA-,4.30%,41
69,苏农转债,113516,2018-08-20,苏农银行,603323,金融,114.4,-2.36%,1.96%,7.11,-0.56%,13,0.90%,6.34,1.03,12.10%,112.15,2.00%,5.26年,无权,11.10%,12.40%,12.9,0.20%,-0.33%,0.10%,无权,无权,无权,93.22,30.98,124.19,-7.90%,48%,<2%,18%,0.73,2.33,-0.67,AA+,4.30%,32
70,凯发转债,123014,2018-08-21,凯发电气,300407,能源电力,106.9,-2.26%,0.99%,8.26,-1.78%,1.3,0.40%,8.15,2.3,1.30%,101.35,5.50%,4.25年,2.25年,13.60%,13.80%,3.2,0.58%,0.16%,0.49%,-1.84%,-2.01%,91.25,89.79,22.53,112.31,-4.80%,64%,13%,18%,0.71,1.28,0.2,A+,4.90%,21
