,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
11,中信转债,113021,2019-03-19,中信银行,601998,金融,108.43,-0.41%,-0.06%,6.49,-1.07%,91,0.20%,7.45,0.79,-12.90%,87.11,24.50%,5.90年,无权,12.60%,11.00%,400,1.64%,1.06%,1.53%,无权,无权,无权,95.04,13.8,108.84,-0.40%,23%,18%,17%,0.44,0.57,0.34,AAA,4.00%,34
12,富祥转债,123020,2019-03-29,富祥股份,300497,医药,129.98,-12.20%,8.38%,24.72,-4.30%,246,43.20%,18.05,5.08,37.00%,136.95,-5.10%,5.89年,3.89年,7.60%,10.40%,4.2,-1.22%,-1.82%,-1.34%,-5.31%,-5.50%,88.37,95.23,50.08,145.31,-10.50%,64%,<2%,16%,0.9,3.05,-0.96,AA-,4.30%,43
13,长城转债,113528,2019-03-20,长城科技,603897,机械装备制造,111.49,-0.79%,1.72%,25.67,1.22%,17,2.40%,24.18,2.79,6.20%,106.16,5.00%,5.89年,3.89年,13.80%,14.70%,6.3,1.00%,0.46%,0.89%,-1.62%,-1.82%,87.16,91.08,27.89,118.96,-6.30%,57%,11%,17%,0.76,1.56,0.03,AA-,4.60%,30
14,今飞转债,128056,2019-03-22,今飞凯达,2863,汽车,112.5,-0.44%,-0.38%,7.43,-1.07%,10,2.50%,6.8,2.97,9.30%,109.26,3.00%,5.89年,3.89年,13.20%,14.40%,3.7,1.36%,0.72%,1.23%,-1.76%,-1.98%,87.25,93.47,29.02,122.5,-8.20%,71%,<2%,17%,0.77,1.92,-0.25,A+,4.70%,38
15,中天转债,110051,2019-03-22,中天科技,600522,通信互联网,113.7,-0.59%,0.92%,10.22,0.49%,33,0.70%,10.29,1.67,-0.70%,99.32,14.50%,5.89年,3.89年,12.70%,12.60%,39.7,0.09%,-0.35%,0.00%,-2.24%,-2.41%,87.54,89.45,22.5,111.95,1.60%,64%,21%,16%,0.67,0.14,1.19,AA+,4.30%,25
16,长青转2,128055,2019-04-03,长青股份,2391,石油天然气化工,134.01,-8.02%,3.63%,15.76,-4.83%,265,20.80%,11.41,1.74,38.10%,138.12,-3.00%,5.89年,3.89年,16.10%,22.30%,9.1,-2.54%,-2.99%,-2.63%,-6.12%,-6.29%,88.24,91.18,54,145.18,-7.70%,30%,<2%,16%,0.91,2.46,-0.46,AA,4.20%,44
17,中来转债,123019,2019-03-22,中来股份,300393,能源电力,111.139,0.85%,1.81%,21.47,3.82%,13,1.20%,20.41,2.06,5.20%,105.19,5.70%,5.88年,3.88年,19.30%,20.30%,10,2.05%,1.32%,1.90%,-1.45%,-1.68%,87.02,95.58,25.58,121.16,-8.30%,48%,10%,18%,0.7,1.93,-0.4,AA-,4.80%,51
18,中宠转债,128054,2019-03-14,中宠股份,2891,农业,111.1,0.73%,-1.80%,36.16,-1.50%,8.1,3.80%,37.97,4.93,-4.80%,95.23,16.70%,5.85年,3.85年,5.40%,5.10%,1.9,0.69%,0.21%,0.60%,-1.66%,-1.84%,86,87.98,20.51,108.49,2.40%,49%,18%,16%,0.71,-0.46,1.9,A+,4.90%,13
19,尚荣转债,128053,2019-03-07,尚荣医疗,2551,医药,122.958,-0.06%,0.47%,6.59,0.46%,56,6.10%,4.94,2.01,33.40%,133.4,-7.80%,5.85年,3.85年,16.10%,21.50%,7.5,-1.11%,-1.57%,-1.20%,-4.16%,-4.33%,88.1,91,49.71,140.71,-12.60%,43%,<2%,16%,0.9,3.68,-1.44,AA,4.20%,57
20,维格转债,113527,2019-02-19,维格娜丝,603518,服装纺织,118.49,-0.98%,0.27%,18.19,-0.87%,14,1.60%,14.96,1.36,21.60%,121.59,-2.60%,5.79年,3.79年,22.70%,27.60%,7.5,0.33%,-0.29%,0.20%,-3.26%,-3.45%,87.93,94.57,38.34,132.92,-10.90%,39%,<2%,18%,0.81,2.93,-1.02,AA,4.40%,46
21,联泰转债,113526,2019-02-18,联泰环保,603797,城市公用设施,117.2,-0.70%,0.99%,14.6,0.34%,2.4,0.50%,12.31,2.95,18.60%,118.6,-1.20%,5.79年,3.79年,12.50%,14.90%,3.9,-0.93%,-1.28%,-1.00%,-3.09%,-3.26%,87.67,87.23,40.61,127.83,-8.30%,50%,<2%,18%,0.83,2.41,-0.57,AA,4.30%,16
22,平银转债,127010,2019-02-18,平安银行,1,金融,123.8,-1.20%,0.40%,13.81,-1.07%,209,0.60%,11.77,1.08,17.30%,117.33,5.50%,5.78年,无权,11.00%,12.90%,260,-0.85%,-1.38%,-0.95%,无权,无权,无权,94.57,34.73,129.3,-4.30%,29%,<2%,16%,0.74,1.68,-0.1,AAA,4.00%,46
23,冰轮转债,127009,2019-02-21,冰轮环境,811,机械装备制造,139.3,-1.74%,2.71%,8.74,1.04%,37,5.10%,5.52,2.02,58.30%,158.33,-12.00%,5.77年,3.77年,8.90%,14.10%,5.1,-3.28%,-3.73%,-3.37%,-7.27%,-7.43%,88.69,91.74,72.71,164.45,-15.30%,44%,<2%,17%,0.94,4.58,-2.01,AA,4.10%,28
24,凯龙转债,128052,2019-01-21,凯龙股份,2783,石油天然气化工,152.45,-6.76%,-1.84%,12.36,-8.98%,79,15.20%,6.97,2.83,77.30%,177.33,-14.00%,5.70年,3.70年,8.00%,14.20%,3.3,-4.84%,-5.28%,-4.92%,-9.50%,-9.67%,89.23,92.35,90.63,182.98,-16.70%,78%,<2%,17%,0.96,5.07,-2.31,AA,4.10%,33
25,溢利转债,123018,2019-01-23,溢多利,300381,医药,119.6,0.07%,0.51%,10.55,0.67%,2.5,0.30%,8.41,2.15,25.40%,125.45,-4.70%,5.70年,3.70年,15.50%,19.40%,6.7,-0.65%,-1.12%,-0.75%,-3.63%,-3.81%,88.27,90.99,43.09,134.08,-10.80%,77%,<2%,17%,0.87,3.04,-1,AA-,4.30%,33
26,佳都转债,110050,2019-01-21,佳都科技,600728,计算机及应用,135.45,-1.17%,0.54%,11.76,-0.68%,46,3.90%,7.95,5.78,47.90%,147.92,-8.40%,5.69年,3.69年,4.60%,6.80%,8.8,-2.99%,-3.41%,-3.07%,-6.72%,-6.88%,88.9,91.14,62.97,154.11,-12.10%,71%,<2%,16%,0.93,3.67,-1.37,AA,4.10%,25
27,海尔转债,110049,2019-01-18,青岛海尔,600690,家电,129.7,0.88%,0.84%,18.47,2.04%,111,2.80%,14.55,3.2,26.90%,126.94,2.20%,5.69年,3.69年,2.60%,3.20%,30.1,-2.90%,-3.21%,-2.96%,-5.72%,-5.88%,89.07,88.33,45.77,134.1,-3.30%,32%,<2%,16%,0.84,1.57,0.18,AAA,4.00%,25
28,台华转债,113525,2019-01-11,台华新材,603055,服装纺织,117.18,-1.55%,1.55%,12.68,0.00%,8,1.30%,11.56,2.78,9.70%,109.69,6.80%,5.69年,3.69年,7.60%,8.40%,5.3,-0.29%,-0.77%,-0.38%,-3.12%,-3.30%,87.88,90.39,30.32,120.71,-2.90%,47%,16%,17%,0.77,1.02,0.54,AA,4.50%,7
29,奇精转债,113524,2019-01-07,奇精机械,603677,家电,111.3,-0.10%,-0.58%,15.44,-0.96%,2.4,0.60%,14.76,3.14,4.60%,104.61,6.40%,5.68年,3.68年,10.90%,11.40%,3.3,1.10%,0.53%,0.98%,-1.81%,-2.00%,87.52,92.16,26.22,118.38,-6.00%,60%,9%,18%,0.71,1.54,-0.04,AA,4.60%,49
30,光华转债,128051,2019-01-09,光华科技,2741,汽车,109.611,0.97%,1.04%,16.34,2.96%,9.5,3.50%,17.03,5.08,-4.10%,95.95,14.20%,5.68年,3.68年,4.10%,3.90%,2.5,1.02%,0.51%,0.92%,-1.29%,-1.50%,87.26,89.34,21.06,110.4,-0.70%,38%,19%,17%,0.68,0.25,1.1,AA-,4.80%,21
31,钧达转债,128050,2018-12-27,钧达股份,2865,汽车,111.5,1.18%,1.81%,23.47,4.17%,33,9.40%,21.74,3.3,8.00%,107.96,3.30%,5.67年,3.67年,11.20%,12.10%,3.2,1.95%,1.22%,1.80%,-1.71%,-1.93%,87.74,96.14,26.75,122.9,-9.30%,66%,7%,18%,0.72,2.21,-0.6,AA-,4.70%,72
32,伟明转债,113523,2018-12-26,伟明环保,603568,城市公用设施,115.5,0.35%,-0.82%,25.94,-0.61%,2.7,0.40%,23.92,6.5,8.40%,108.44,6.50%,5.67年,3.67年,3.80%,4.10%,6.7,-0.03%,-0.51%,-0.13%,-2.77%,-2.95%,87.98,90.5,28.54,119.05,-3.00%,43%,11%,16%,0.78,1.03,0.54,AA,4.40%,28
33,福能转债,110048,2018-12-28,福能股份,600483,能源电力,121.2,-1.46%,0.68%,9.89,-1.00%,11,0.30%,8.69,1.4,13.80%,113.81,6.50%,5.66年,3.66年,18.40%,21.00%,28.3,-1.05%,-1.49%,-1.14%,-4.00%,-4.18%,88.75,90.87,32.69,123.55,-1.90%,29%,15%,16%,0.78,1.01,0.58,AA+,4.20%,11
34,华源转债,128049,2018-12-20,华源控股,2787,造纸包装印刷,118.804,0.49%,0.14%,9.47,0.74%,12,2.50%,7.57,2.17,25.10%,125.1,-5.00%,5.63年,3.63年,13.60%,17.00%,4,-0.48%,-0.97%,-0.58%,-3.47%,-3.66%,88.59,91.39,43.32,134.71,-11.80%,75%,<2%,18%,0.85,3.26,-1.2,AA-,4.40%,61
35,旭升转债,113522,2018-12-11,旭升股份,603305,汽车,114.21,0.27%,0.86%,31.21,1.60%,3.6,0.80%,29.86,8.89,4.50%,104.52,9.30%,5.62年,3.62年,3.40%,3.50%,4.2,0.95%,0.32%,0.82%,-2.51%,-2.70%,87.74,93.95,23.32,117.27,-2.60%,63%,14%,16%,0.71,0.82,0.61,AA,4.60%,20
36,山鹰转债,110047,2018-12-10,山鹰纸业,600567,造纸包装印刷,126.73,-1.01%,-0.52%,4.3,-1.83%,21,0.70%,3.34,1.53,28.70%,128.74,-1.60%,5.62年,3.62年,11.70%,15.00%,23,-1.21%,-1.77%,-1.32%,-5.17%,-5.35%,89.12,94.65,42.61,137.26,-7.70%,29%,<2%,16%,0.84,2.44,-0.57,AA+,4.20%,66
37,寒锐转债,123017,2018-12-24,寒锐钴业,300618,有色金属,123.5,-2.76%,-1.30%,99.1,-4.60%,23,4.30%,81.49,10.64,21.60%,121.61,1.60%,5.61年,3.61年,2.30%,2.80%,4.4,-1.90%,-2.25%,-1.97%,-4.57%,-4.74%,88.48,88.1,41.2,129.3,-4.50%,77%,<2%,16%,0.88,1.56,0.26,AA-,4.30%,43
38,圆通转债,110046,2018-12-18,圆通速递,600233,交通运输,126.25,-0.84%,0.60%,14.07,-0.28%,108,2.30%,10.89,3.87,29.20%,129.2,-2.30%,5.61年,3.61年,9.20%,11.80%,36.5,-1.59%,-2.07%,-1.68%,-5.03%,-5.22%,89.44,92.48,44.85,137.33,-8.10%,61%,<2%,16%,0.86,2.55,-0.63,AA+,4.10%,39
39,桐昆转债,113020,2018-12-12,桐昆股份,601233,服装纺织,133.04,-3.75%,0.09%,17.28,-4.11%,84,1.60%,12.63,2.06,36.80%,136.82,-2.80%,5.61年,3.61年,12.10%,16.50%,38,-2.90%,-3.30%,-2.98%,-6.45%,-6.62%,89.1,90.6,52.87,143.46,-7.30%,48%,<2%,16%,0.89,2.44,-0.47,AA+,4.10%,26
40,特发转债,127008,2018-12-25,特发信息,70,通信互联网,185.699,0.77%,0.63%,14.91,1.43%,213,27.40%,6.78,4.4,120%,219.91,-15.60%,4.60年,2.60年,4.50%,9.90%,4.2,-10.60%,-10.30%,-10.50%,-12.90%,-13.00%,91.69,93.17,130.01,223.19,-16.80%,60%,<2%,17%,0.98,5.2,-2.36,AA,4.00%,43
41,科森转债,113521,2018-12-07,科森科技,603626,通信互联网,115.51,-0.26%,1.35%,10.33,1.37%,14,2.00%,8.95,2.45,15.40%,115.42,0.10%,5.60年,3.60年,14.20%,16.40%,6.1,0.03%,-0.47%,-0.07%,-2.77%,-2.96%,88.59,91.33,35.3,126.63,-8.80%,64%,<2%,18%,0.8,2.4,-0.61,AA,4.40%,66
42,张行转债,128048,2018-11-29,张家港行,2839,金融,120.599,-1.31%,0.77%,7.07,-0.70%,56,1.80%,6.06,1.43,16.70%,116.67,3.40%,5.59年,无权,19.60%,22.80%,25,-0.97%,-1.42%,-1.06%,无权,无权,无权,91.06,36.27,127.33,-5.30%,56%,10%,18%,0.77,1.74,-0.11,AA+,4.20%,28
43,百合转债,113520,2018-11-26,梦百合,603313,其他,142,-0.02%,0.87%,28.9,0.91%,25,3.50%,19.03,4.04,51.90%,151.87,-6.50%,5.58年,3.58年,7.30%,11.10%,5.1,-3.67%,-4.14%,-3.76%,-8.04%,-8.22%,89.48,92.64,65.6,158.24,-10.30%,41%,<2%,16%,0.94,3.18,-0.98,AA-,4.20%,16
44,洲明转债,123016,2018-12-03,洲明科技,300232,电子,148.921,0.08%,-1.48%,14.61,-1.48%,9.7,1.20%,9.45,5.28,54.60%,154.6,-3.70%,5.58年,3.58年,4.90%,7.60%,5.5,-4.49%,-4.96%,-4.59%,-9.16%,-9.35%,89.76,92.79,68.19,160.99,-7.50%,69%,<2%,16%,0.94,2.5,-0.43,AA-,4.10%,15
45,长久转债,113519,2018-11-30,长久物流,603569,交通运输,119.72,-0.23%,0.40%,14.29,0.21%,6.1,0.70%,11.99,3.56,19.20%,119.18,0.50%,5.58年,3.58年,8.70%,10.40%,7,0.13%,-0.50%,0.01%,-3.70%,-3.90%,88.76,95.31,34.81,130.12,-8.00%,53%,<2%,17%,0.8,2.23,-0.46,AA,4.40%,21
46,光电转债,128047,2018-12-07,中航光电,2179,机械装备制造,118.988,-0.75%,1.71%,40.6,1.37%,16,1.00%,40.26,5.55,0.80%,100.84,18.00%,5.57年,3.57年,4.00%,4.10%,13,-1.42%,-1.75%,-1.49%,-3.69%,-3.86%,88.52,87.34,24.59,111.92,6.30%,34%,29%,16%,0.7,-0.71,2.14,AA+,4.30%,10
47,利尔转债,128046,2018-11-09,利尔化学,2258,石油天然气化工,120.003,-8.18%,3.15%,18.5,-7.13%,48,4.60%,18.62,3.28,-0.60%,99.36,20.80%,5.52年,3.52年,8.80%,8.70%,8.5,-1.05%,-1.48%,-1.14%,-3.89%,-4.08%,88.13,88.89,22.51,111.39,7.70%,61%,35%,16%,0.71,-1.15,2.65,AA,4.60%,13
48,顾家转债,113518,2018-10-09,顾家家居,603816,其他,122,1.19%,-1.60%,55.72,-0.54%,6.6,0.50%,52.2,5.63,6.70%,106.74,14.30%,5.43年,3.43年,4.60%,4.90%,11,-1.05%,-1.55%,-1.15%,-4.44%,-4.63%,88.8,91.29,26.51,117.8,3.60%,39%,20%,16%,0.76,-0.32,1.85,AA,4.50%,7
49,机电转债,128045,2018-09-14,中航机电,2013,航空航天,119.498,-0.42%,1.39%,8.35,1.33%,21,0.80%,7.66,3.4,9.00%,109.01,9.60%,5.38年,3.38年,7.00%,7.60%,21,-1.55%,-1.89%,-1.62%,-4.00%,-4.18%,90.15,89.41,29.4,118.81,0.60%,57%,21%,16%,0.73,0.63,0.83,AAA,4.00%,11
50,岭南转债,128044,2018-09-04,岭南股份,2717,城市公用设施,116.668,-1.00%,0.05%,10.03,-1.18%,2,0.30%,8.96,2.34,11.90%,111.94,4.20%,5.35年,3.35年,6.40%,7.20%,6.6,-0.76%,-1.17%,-0.84%,-3.35%,-3.54%,89.24,89.53,31.68,121.21,-3.70%,67%,10%,16%,0.81,1.3,0.36,AA,4.40%,25
51,蓝盾转债,123015,2018-09-13,蓝盾股份,300297,计算机及应用,127,0.77%,0.43%,7.43,1.36%,18,7.40%,5.82,2.09,27.70%,127.66,-0.50%,5.34年,3.34年,2.20%,2.80%,2,-2.15%,-2.59%,-2.24%,-5.64%,-5.82%,89.87,91.17,44.11,135.28,-6.10%,37%,<2%,16%,0.88,2.01,-0.14,AA,4.20%,46
52,曙光转债,113517,2018-08-23,中科曙光,603019,计算机及应用,126.85,-1.27%,-1.30%,61.08,-3.05%,37,2.60%,51.28,10.74,19.10%,119.11,6.50%,5.32年,3.32年,2.80%,3.40%,11.2,-2.14%,-2.57%,-2.23%,-5.64%,-5.82%,89.71,90.9,36.75,127.65,-0.60%,60%,14%,16%,0.84,0.72,0.96,AA,4.30%,7
53,东音转债,128043,2018-08-27,东音股份,2793,机械装备制造,115.181,-0.88%,-0.23%,12.82,-1.38%,3.7,1.20%,11.43,3.03,12.20%,112.16,2.70%,5.31年,3.31年,10.50%,11.80%,2.7,0.05%,-0.47%,-0.05%,-2.97%,-3.17%,89.21,91.81,31.13,122.94,-6.30%,69%,<2%,17%,0.8,1.76,-0.07,AA-,4.50%,36
54,苏农转债,113516,2018-08-20,苏农银行,603323,金融,126.41,-1.27%,0.16%,7.79,-1.39%,12,0.70%,6.34,1.26,22.90%,122.87,2.90%,5.31年,无权,10.10%,12.40%,12.9,-1.70%,-2.21%,-1.80%,无权,无权,无权,93.33,39.67,133,-5.00%,49%,<2%,18%,0.79,1.74,-0.06,AA+,4.20%,30
55,凯发转债,123014,2018-08-21,凯发电气,300407,能源电力,121.5,0.91%,0.15%,9.69,1.25%,4.5,1.20%,8.15,2.73,18.90%,118.9,2.20%,4.30年,2.30年,11.60%,13.80%,3.2,-2.42%,-2.82%,-2.50%,-6.80%,-6.96%,91.89,91.03,35.48,126.51,-4.00%,64%,<2%,18%,0.85,1.39,0.35,A+,4.50%,18
56,凯中转债,128042,2018-09-03,凯中精密,2823,能源电力,111.446,-0.05%,0.86%,13.04,1.24%,3.4,0.70%,13.25,2.9,-1.60%,98.42,13.20%,5.31年,3.31年,11.00%,10.80%,4.2,0.99%,0.41%,0.87%,-2.05%,-2.25%,88.66,92.39,20.37,112.76,-1.20%,67%,18%,17%,0.65,0.45,0.85,AA,4.70%,52
57,横河转债,123013,2018-08-20,横河模具,300539,机械装备制造,125.823,-1.15%,0.12%,11.7,-1.18%,5.3,9.60%,9.26,6.38,26.30%,126.35,-0.40%,5.29年,3.29年,1.80%,2.20%,0.4,-1.48%,-2.01%,-1.58%,-5.24%,-5.48%,90.41,93.36,42.57,135.93,-7.40%,77%,<2%,17%,0.87,2.17,-0.29,A+,4.40%,26
58,高能转债,113515,2018-08-27,高能环境,603588,城市公用设施,129.3,0.96%,0.52%,12.21,1.67%,21,1.90%,9.38,3.3,30.20%,130.17,-0.70%,5.29年,3.29年,10.40%,13.60%,8.4,-2.51%,-2.94%,-2.60%,-6.21%,-6.40%,90.1,91.43,46.09,137.52,-6.00%,67%,<2%,16%,0.89,2.01,-0.12,AA,4.20%,31
59,万顺转债,123012,2018-08-29,万顺股份,300057,造纸包装印刷,130.5,-1.99%,-0.55%,8.42,-2.88%,11,2.70%,6.47,1.39,30.10%,130.14,0.30%,5.28年,3.28年,6.70%,8.80%,3,-3.03%,-3.40%,-3.10%,-6.49%,-6.68%,89.93,89.54,48.66,138.2,-5.60%,44%,<2%,18%,0.88,1.85,0.01,AA-,4.30%,30
60,威帝转债,113514,2018-08-13,威帝股份,603023,汽车,111.3,0.13%,-0.01%,6.22,0.16%,4.3,1.90%,5.92,3.98,5.10%,105.07,5.90%,4.28年,2.28年,8.90%,9.40%,2,0.04%,-0.45%,-0.06%,-3.43%,-3.60%,91.25,91.51,24.15,115.67,-3.80%,70%,13%,18%,0.73,1.09,0.41,A+,4.80%,44
61,德尔转债,123011,2018-08-14,德尔股份,300473,汽车,115.45,-1.32%,0.22%,38.79,-1.42%,3.9,0.60%,34.96,2.24,11.00%,110.96,4.10%,5.27年,2.78年,13.60%,15.10%,5.6,0.36%,-0.23%,0.24%,-3.74%,-3.95%,90.7,93.41,29.12,122.53,-5.80%,44%,<2%,17%,0.77,1.59,0.03,AA-,4.60%,43
62,盛路转债!,128041,2018-08-14,盛路通信,2446,通信互联网,157.062,0.36%,0.38%,10.87,0.74%,37,15.00%,6.88,2.93,58.00%,157.99,-0.60%,5.27年,3.27年,1.60%,2.60%,1.6,-5.77%,-6.24%,-5.87%,-11.10%,-11.30%,91.04,94.36,63.64,157.99,-0.60%,52%,<2%,16%,1,1.12,0.88,AA,4.00%,20
63,海澜转债,110045,2018-07-31,海澜之家,600398,服装纺织,106.3,0.29%,-0.46%,9.95,-0.40%,12,0.40%,12.4,3.6,-19.80%,80.24,32.50%,5.26年,3.26年,6.70%,5.40%,30,1.00%,0.58%,0.91%,-0.98%,-1.13%,88.32,88.76,9.62,98.38,8.00%,30%,27%,16%,0.42,-1.27,2.19,AA+,4.60%,39
64,安井转债,113513,2018-07-31,安井食品,603345,食品饮料,119.77,-0.13%,-0.94%,41.65,-1.26%,7.2,1.20%,35.46,4.92,17.50%,117.46,2.00%,5.26年,3.26年,5.60%,6.50%,5,-1.10%,-1.55%,-1.19%,-4.18%,-4.37%,89.58,90.67,35.35,126.02,-5.00%,51%,<2%,16%,0.85,1.6,0.16,AA-,4.40%,16
65,景旺转债!,113512,2018-07-24,景旺电子,603228,电子,127.87,1.68%,-0.30%,63.93,1.38%,29,3.70%,49.85,6.77,28.20%,128.24,-0.30%,5.24年,3.24年,2.30%,3.00%,6.2,-2.33%,-2.77%,-2.41%,-6.00%,-6.19%,90.95,92.65,35.6,128.25,-0.30%,38%,<2%,16%,1,1.06,0.94,AA,4.00%,11
66,博世转债,123010,2018-08-14,博世科,300422,城市公用设施,112.549,-0.82%,0.31%,12.67,-0.71%,6.4,1.30%,12.45,3.4,1.80%,101.77,10.60%,5.24年,3.24年,9.50%,9.70%,4.3,0.13%,-0.33%,0.04%,-2.37%,-2.58%,89,89.63,24.34,113.97,-1.20%,68%,17%,17%,0.73,0.51,0.95,AA-,4.70%,36
67,湖广转债,127007,2018-08-01,湖北广电,665,传媒娱乐,122,-0.08%,0.93%,9.51,1.06%,8.9,0.50%,7.92,1.01,20.10%,120.08,1.60%,5.22年,3.22年,21.20%,25.50%,13.7,-1.39%,-1.85%,-1.48%,-4.63%,-4.85%,90.74,92.12,37.43,129.54,-5.80%,33%,<2%,17%,0.8,1.96,-0.24,AA+,4.20%,34
68,广电转债,110044,2018-07-24,广电网络,600831,传媒娱乐,172.56,2.89%,1.51%,12.07,4.59%,268,87.10%,6.91,2.29,74.70%,174.67,-1.20%,5.21年,3.21年,2.20%,3.80%,1.8,-7.88%,-8.28%,-7.96%,-13.70%,-13.80%,90.8,92.36,87.78,180.13,-4.20%,42%,<2%,17%,0.96,1.81,0.18,AA,4.10%,10
69,千禾转债,113511,2018-07-10,千禾味业,603027,食品饮料,111.5,0.45%,0.52%,23.39,1.56%,1.8,0.50%,25.85,5.98,-9.50%,90.48,23.20%,5.20年,3.20年,4.70%,4.20%,3.6,0.28%,-0.18%,0.19%,-2.18%,-2.38%,88.19,88.4,16.16,104.56,6.60%,57%,27%,16%,0.62,-1.14,2.46,AA-,5.00%,39
