,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
23,联泰转债,113526,2019-02-18,联泰环保,603797,城市公用设施,116.63,0.56%,0.48%,14.25,1.28%,2.4,0.50%,12.31,2.88,15.80%,115.76,0.80%,5.78年,3.78年,12.80%,14.90%,3.9,-0.85%,-1.20%,-0.92%,-2.98%,-3.15%,87.6,87.11,38.34,125.45,-7.00%,50%,<2%,18%,0.81,2.05,-0.29,AA,4.40%,19
24,平银转债,127010,2019-02-18,平安银行,1,金融,121.496,0.25%,-0.89%,13.42,-0.89%,192,0.60%,11.77,1.05,14.00%,114.02,6.60%,5.78年,无权,11.30%,12.90%,260,-0.52%,-1.06%,-0.62%,无权,无权,无权,94.6,31.97,126.58,-4.00%,29%,<2%,16%,0.72,1.61,-0.08,AAA,4.00%,48
25,冰轮转债,127009,2019-02-21,冰轮环境,811,机械装备制造,143.55,1.74%,-1.13%,9.49,0.64%,121,16.70%,5.52,2.19,71.90%,171.92,-16.50%,5.76年,3.76年,8.20%,14.10%,5.1,-3.80%,-4.24%,-3.88%,-7.99%,-8.15%,88.81,91.91,85.62,177.53,-19.10%,44%,<2%,17%,0.95,5.81,-2.8,AA,4.10%,28
26,凯龙转债,128052,2019-01-21,凯龙股份,2783,石油天然气化工,177,17.70%,-7.97%,14.3,10.00%,421,74.40%,6.97,3.28,105%,205.16,-13.70%,5.69年,3.69年,6.90%,14.20%,3.3,-7.35%,-7.77%,-7.43%,-12.40%,-12.60%,89.36,92.53,117.83,210.36,-15.90%,78%,<2%,17%,0.97,4.87,-2.16,AA,4.10%,33
27,溢利转债,123018,2019-01-23,溢多利,300381,医药,116.8,0.26%,-0.51%,10.29,-0.29%,5.6,0.70%,8.41,2.1,22.40%,122.35,-4.50%,5.69年,3.69年,15.90%,19.40%,6.7,-0.23%,-0.71%,-0.33%,-3.04%,-3.22%,88.19,90.85,40.5,131.35,-11.10%,77%,<2%,17%,0.86,3.07,-1.05,AA-,4.40%,33
28,佳都转债,110050,2019-01-21,佳都科技,600728,计算机及应用,133.8,0.93%,-0.02%,11.3,0.98%,56,4.80%,7.95,5.56,42.10%,142.14,-5.90%,5.69年,3.69年,4.80%,6.80%,8.8,-2.78%,-3.21%,-2.86%,-6.43%,-6.60%,88.87,91.08,57.61,148.69,-10.00%,71%,<2%,16%,0.92,3.07,-0.93,AA,4.20%,23
29,海尔转债,110049,2019-01-18,青岛海尔,600690,家电,126.5,-1.25%,0.25%,17.22,-1.26%,39,1.00%,14.55,2.98,18.40%,118.35,6.90%,5.68年,3.68年,2.70%,3.20%,30.1,-2.47%,-2.78%,-2.53%,-5.11%,-5.27%,89.09,88.36,38.14,126.5,0.00%,32%,18%,16%,0.79,0.83,0.77,AAA,4.00%,25
30,台华转债,113525,2019-01-11,台华新材,603055,服装纺织,113,-0.04%,0.29%,12.18,0.33%,4.1,0.70%,11.56,2.67,5.40%,105.36,7.20%,5.68年,3.68年,7.90%,8.40%,5.3,0.36%,-0.12%,0.27%,-2.20%,-2.39%,87.7,90.11,27.23,117.34,-3.70%,47%,13%,17%,0.74,1.1,0.41,AA,4.50%,9
31,奇精转债,113524,2019-01-07,奇精机械,603677,家电,109.02,0.26%,-0.53%,15.04,-0.40%,1.4,0.40%,14.76,3.06,1.90%,101.9,7.00%,5.67年,3.67年,11.20%,11.40%,3.3,1.48%,0.90%,1.36%,-1.28%,-1.47%,87.38,91.93,24.31,116.24,-6.20%,60%,9%,18%,0.68,1.57,-0.12,AA,4.60%,50
32,光华转债,128051,2019-01-09,光华科技,2741,汽车,108.608,-0.20%,-0.45%,16.28,-0.97%,0.6,0.20%,17.03,5.07,-4.40%,95.6,13.60%,5.67年,3.67年,4.10%,3.90%,2.5,1.19%,0.68%,1.09%,-1.05%,-1.27%,87.26,89.33,20.82,110.15,-1.40%,37%,15%,17%,0.67,0.38,0.97,AA-,4.80%,23
33,钧达转债,128050,2018-12-27,钧达股份,2865,汽车,109.566,1.11%,1.11%,22.36,3.33%,4.5,1.30%,21.74,3.15,2.90%,102.85,6.50%,5.66年,3.66年,11.80%,12.10%,3.2,2.27%,1.54%,2.13%,-1.26%,-1.48%,87.4,95.58,23.34,118.92,-7.90%,66%,9%,18%,0.67,1.8,-0.34,AA-,4.80%,72
34,伟明转债,113523,2018-12-26,伟明环保,603568,城市公用设施,119,0.41%,-1.73%,27.83,-1.59%,16,2.00%,23.92,6.57,16.30%,116.35,2.30%,5.66年,3.66年,3.50%,4.10%,6.7,-0.57%,-1.04%,-0.66%,-3.54%,-3.72%,88.34,91.03,34.66,125.69,-5.30%,43%,<2%,16%,0.83,1.65,0.08,AA,4.30%,27
35,福能转债,110048,2018-12-28,福能股份,600483,能源电力,121.2,0.62%,1.22%,10.39,2.26%,109,3.20%,8.69,1.48,19.60%,119.56,1.40%,5.65年,3.65年,17.60%,21.00%,28.3,-1.05%,-1.50%,-1.14%,-4.01%,-4.19%,88.88,91.05,37.32,128.37,-5.60%,29%,<2%,16%,0.81,1.9,-0.16,AA+,4.20%,11
36,华源转债,128049,2018-12-20,华源控股,2787,造纸包装印刷,116.17,-2.63%,-2.28%,8.93,-6.00%,13,2.70%,7.57,2.05,18.00%,117.97,-1.50%,5.63年,3.63年,14.40%,17.00%,4,-0.07%,-0.57%,-0.17%,-2.90%,-3.09%,88.35,91.01,37.64,128.65,-9.70%,75%,<2%,18%,0.82,2.59,-0.73,AA-,4.50%,63
37,旭升转债,113522,2018-12-11,旭升股份,603305,汽车,114.68,0.31%,-1.55%,30.72,-1.79%,1.4,0.30%,29.86,8.75,2.90%,102.88,11.50%,5.61年,3.61年,3.40%,3.50%,4.2,0.87%,0.24%,0.75%,-2.63%,-2.81%,87.68,93.82,22.17,115.99,-1.10%,63%,13%,16%,0.69,0.49,0.89,AA,4.60%,20
38,山鹰转债,110047,2018-12-10,山鹰纸业,600567,造纸包装印刷,123.28,-0.09%,0.29%,4.17,0.24%,44,1.60%,3.34,1.49,24.90%,124.85,-1.30%,5.61年,3.61年,12.00%,15.00%,23,-0.71%,-1.28%,-0.83%,-4.48%,-4.66%,89.09,94.58,39.25,133.83,-7.90%,29%,<2%,16%,0.82,2.46,-0.63,AA+,4.20%,63
39,寒锐转债,123017,2018-12-24,寒锐钴业,300618,有色金属,116.71,-0.93%,0.39%,91.19,-0.64%,15,2.90%,81.49,9.79,11.90%,111.9,4.30%,5.61年,3.61年,2.50%,2.80%,4.4,-0.89%,-1.25%,-0.96%,-3.13%,-3.31%,88.14,87.6,33.26,120.86,-3.40%,77%,12%,16%,0.83,1.18,0.52,AA-,4.40%,45
40,圆通转债,110046,2018-12-18,圆通速递,600233,交通运输,123.88,-0.51%,0.32%,13.75,-0.22%,121,2.70%,10.89,3.78,26.30%,126.26,-1.90%,5.61年,3.61年,9.40%,11.80%,36.5,-1.25%,-1.73%,-1.35%,-4.55%,-4.75%,89.43,92.44,42.26,134.7,-8.00%,61%,<2%,16%,0.84,2.53,-0.64,AA+,4.20%,39
41,桐昆转债,113020,2018-12-12,桐昆股份,601233,服装纺织,127.71,-1.01%,0.85%,16.87,-0.18%,48,1.00%,12.63,2.01,33.60%,133.57,-4.40%,5.60年,3.60年,12.40%,16.50%,38,-2.18%,-2.59%,-2.26%,-5.44%,-5.61%,89.09,90.57,49.86,140.44,-9.10%,48%,<2%,16%,0.88,2.87,-0.84,AA+,4.10%,30
42,特发转债,127008,2018-12-25,特发信息,70,通信互联网,181.311,0.07%,0.90%,14.22,0.99%,82,10.70%,6.78,4.2,110%,209.73,-13.60%,4.60年,2.60年,4.70%,9.90%,4.2,-10.10%,-10.50%,-10.20%,-12.60%,-12.70%,91.72,93.19,119.88,213.07,-14.90%,60%,<2%,17%,0.98,4.63,-1.98,AA,4.00%,42
43,科森转债,113521,2018-12-07,科森科技,603626,通信互联网,115,0.97%,-0.97%,10.18,0.00%,14,2.00%,8.95,2.42,13.70%,113.74,1.10%,5.60年,3.60年,14.40%,16.40%,6.1,0.11%,-0.39%,0.01%,-2.66%,-2.85%,88.54,91.25,33.97,125.21,-8.20%,63%,<2%,18%,0.79,2.24,-0.5,AA,4.40%,64
44,张行转债,128048,2018-11-29,张家港行,2839,金融,118.4,-0.42%,-0.13%,6.87,-0.72%,35,1.20%,6.06,1.39,13.40%,113.37,4.40%,5.58年,无权,20.10%,22.80%,25,-0.64%,-1.09%,-0.73%,无权,无权,无权,91.03,33.59,124.62,-5.00%,56%,10%,18%,0.76,1.65,-0.06,AA+,4.20%,28
45,百合转债,113520,2018-11-26,梦百合,603313,其他,137.41,1.45%,-0.13%,28.04,1.41%,53,7.60%,19.03,3.92,47.30%,147.35,-6.70%,5.57年,3.57年,7.50%,11.10%,5.1,-3.10%,-3.57%,-3.19%,-7.24%,-7.42%,89.45,92.59,61.41,154,-10.80%,41%,<2%,16%,0.93,3.27,-1.07,AA-,4.20%,19
46,洲明转债,123016,2018-12-03,洲明科技,300232,电子,140.467,1.42%,0.14%,13.93,1.68%,14,1.80%,9.45,5.04,47.40%,147.41,-4.70%,5.57年,3.57年,5.20%,7.60%,5.5,-3.47%,-3.95%,-3.57%,-7.74%,-7.93%,89.7,92.7,61.47,154.16,-8.90%,69%,<2%,16%,0.93,2.79,-0.69,AA-,4.20%,14
47,长久转债,113519,2018-11-30,长久物流,603569,交通运输,118,0.35%,-0.24%,13.92,0.14%,2.7,0.30%,11.99,3.47,16.10%,116.1,1.60%,5.57年,3.57年,9.00%,10.40%,7,0.40%,-0.24%,0.27%,-3.33%,-3.53%,88.66,95.13,32.36,127.49,-7.40%,53%,<2%,17%,0.78,2.07,-0.37,AA,4.40%,22
48,光电转债,128047,2018-12-07,中航光电,2179,机械装备制造,116.9,0.21%,-1.59%,39.03,-2.08%,3,0.20%,40.26,5.34,-3.10%,96.94,20.60%,5.57年,3.57年,4.20%,4.10%,13,-1.11%,-1.43%,-1.17%,-3.23%,-3.40%,88.43,87.2,21.74,108.94,7.30%,34%,25%,16%,0.66,-0.92,2.3,AA+,4.30%,9
49,利尔转债,128046,2018-11-09,利尔化学,2258,石油天然气化工,114.5,-0.18%,-0.37%,17.04,-0.87%,15,1.60%,18.62,3.02,-8.50%,91.51,25.10%,5.51年,3.51年,9.50%,8.70%,8.5,-0.19%,-0.63%,-0.28%,-2.66%,-2.85%,87.69,88.23,17.39,105.62,8.40%,61%,28%,16%,0.63,-1.39,2.77,AA,4.70%,13
50,顾家转债,113518,2018-10-09,顾家家居,603816,其他,118,-0.67%,0.66%,53.69,-0.02%,3.3,0.30%,52.2,5.42,2.90%,102.85,14.70%,5.42年,3.42年,4.80%,4.90%,11,-0.43%,-0.93%,-0.53%,-3.55%,-3.74%,88.66,91.05,23.71,114.76,2.80%,39%,23%,16%,0.73,-0.24,1.71,AA,4.50%,6
51,机电转债,128045,2018-09-14,中航机电,2013,航空航天,116.88,0.00%,0.43%,8.16,0.62%,3.9,0.20%,7.66,3.32,6.50%,106.53,9.70%,5.37年,3.37年,7.10%,7.60%,21,-1.14%,-1.48%,-1.21%,-3.40%,-3.58%,90.18,89.44,27.35,116.79,0.10%,56%,18%,16%,0.7,0.73,0.69,AAA,4.00%,14
52,岭南转债,128044,2018-09-04,岭南股份,2717,城市公用设施,113.3,-0.54%,0.05%,9.64,-0.62%,3.3,0.40%,8.96,2.25,7.60%,107.59,5.30%,5.34年,3.34年,6.70%,7.20%,6.6,-0.20%,-0.62%,-0.29%,-2.54%,-2.73%,89.08,89.27,28.23,117.5,-3.60%,67%,11%,16%,0.78,1.22,0.37,AA,4.40%,27
53,蓝盾转债,123015,2018-09-13,蓝盾股份,300297,计算机及应用,136.401,2.79%,-0.57%,8,2.43%,91,35.20%,5.82,2.25,37.50%,137.46,-0.80%,5.34年,3.34年,2.00%,2.70%,1.9,-3.48%,-3.90%,-3.56%,-7.57%,-7.75%,90.08,91.48,52.73,144.22,-5.40%,37%,<2%,16%,0.91,1.94,-0.02,AA,4.20%,42
54,曙光转债,113517,2018-08-23,中科曙光,603019,计算机及应用,123,0.00%,0.59%,59.07,0.72%,14,1.00%,51.28,10.39,15.20%,115.19,6.80%,5.32年,3.32年,2.90%,3.40%,11.2,-1.56%,-2.00%,-1.65%,-4.80%,-4.99%,89.62,90.74,33.61,124.36,-1.10%,60%,17%,16%,0.82,0.75,0.9,AA,4.40%,6
55,东音转债,128043,2018-08-27,东音股份,2793,机械装备制造,114.09,0.00%,0.00%,12.61,0.00%,0,0.00%,11.43,2.98,10.30%,110.32,3.40%,5.31年,3.31年,10.70%,11.80%,2.7,0.24%,-0.29%,0.13%,-2.70%,-2.91%,89.14,91.7,29.68,121.38,-6.00%,69%,<2%,17%,0.78,1.67,-0.01,AA-,4.50%,42
56,苏农转债,113516,2018-08-20,苏农银行,603323,金融,123.71,-0.57%,-1.51%,7.62,-2.68%,52,3.30%,6.34,1.24,20.20%,120.19,2.90%,5.31年,无权,10.30%,12.40%,12.9,-1.30%,-1.81%,-1.40%,无权,无权,无权,93.28,37.51,130.8,-5.40%,49%,<2%,18%,0.78,1.81,-0.15,AA+,4.20%,31
57,凯发转债,123014,2018-08-21,凯发电气,300407,能源电力,118.236,0.30%,0.49%,9.37,0.97%,2.6,0.70%,8.15,2.64,15.00%,114.97,2.80%,4.29年,2.29年,12.00%,13.80%,3.2,-1.80%,-2.20%,-1.88%,-5.78%,-5.94%,91.75,90.77,32.44,123.22,-4.00%,64%,12%,18%,0.82,1.34,0.35,A+,4.50%,19
58,凯中转债,128042,2018-09-03,凯中精密,2823,能源电力,109.5,0.46%,-0.46%,12.78,0.00%,2.7,0.60%,13.25,2.84,-3.50%,96.45,13.50%,5.30年,3.30年,11.20%,10.80%,4.2,1.33%,0.75%,1.22%,-1.55%,-1.75%,88.57,92.23,19.15,111.38,-1.70%,67%,15%,17%,0.63,0.52,0.75,AA,4.70%,50
59,横河转债,123013,2018-08-20,横河模具,300539,机械装备制造,124.8,1.46%,-0.56%,11.59,1.05%,6.5,12.50%,9.26,6.36,25.20%,125.16,-0.30%,5.29年,3.29年,1.70%,2.10%,0.4,-1.32%,-1.86%,-1.43%,-5.03%,-5.26%,90.4,93.33,41.54,134.86,-7.50%,77%,<2%,17%,0.87,2.16,-0.29,A+,4.40%,28
60,高能转债,113515,2018-08-27,高能环境,603588,城市公用设施,126.51,-0.60%,0.75%,11.75,0.17%,12,1.20%,9.38,3.03,25.30%,125.27,1.00%,5.29年,3.29年,10.70%,13.40%,8.3,-2.10%,-2.54%,-2.19%,-5.62%,-5.81%,90.03,91.32,41.82,133.14,-5.00%,67%,<2%,16%,0.87,1.73,0.1,AA,4.30%,31
61,万顺转债,123012,2018-08-29,万顺股份,300057,造纸包装印刷,129.01,1.00%,-0.05%,8.4,1.08%,16,4.60%,6.47,1.37,29.80%,129.83,-0.60%,5.27年,3.27年,5.90%,7.70%,2.7,-2.82%,-3.19%,-2.89%,-6.19%,-6.38%,89.95,89.56,48.36,137.93,-6.50%,43%,<2%,18%,0.88,2.05,-0.17,AA-,4.30%,30
62,威帝转债,113514,2018-08-13,威帝股份,603023,汽车,111.65,-0.21%,-0.73%,6.36,-1.24%,7.4,3.30%,5.92,4.07,7.40%,107.43,3.90%,4.27年,2.27年,8.70%,9.40%,2,-0.03%,-0.52%,-0.13%,-3.57%,-3.74%,91.42,91.8,25.67,117.47,-5.00%,70%,<2%,18%,0.76,1.4,0.17,A+,4.70%,45
63,德尔转债,123011,2018-08-14,德尔股份,300473,汽车,109.72,0.01%,-0.60%,36.52,-0.81%,18,3.00%,34.96,2.11,4.50%,104.46,5.00%,5.26年,2.77年,14.50%,15.10%,5.6,1.36%,0.76%,1.24%,-2.05%,-2.26%,90.46,92.94,24.53,117.47,-6.60%,44%,<2%,17%,0.73,1.65,-0.1,AA-,4.70%,44
64,盛路转债!,128041,2018-08-14,盛路通信,2446,通信互联网,151.789,2.35%,-0.31%,10.47,2.05%,8.5,3.70%,6.88,2.83,52.20%,152.18,-0.30%,5.26年,3.26年,1.70%,2.50%,1.5,-5.16%,-5.63%,-5.25%,-10.30%,-10.50%,91.07,94.39,57.79,152.18,-0.30%,52%,<2%,16%,1,1.05,0.95,AA,4.00%,19
65,海澜转债,110045,2018-07-31,海澜之家,600398,服装纺织,104.03,-0.89%,0.35%,9.62,-1.43%,53,1.70%,12.4,3.48,-22.40%,77.58,34.10%,5.25年,3.25年,6.90%,5.40%,30,1.42%,1.00%,1.34%,-0.35%,-0.51%,88.22,88.59,8.42,97.01,7.20%,30%,27%,16%,0.38,-1.15,1.95,AA+,4.60%,41
66,安井转债,113513,2018-07-31,安井食品,603345,食品饮料,114.77,0.03%,0.19%,39.08,0.28%,11,2.00%,35.46,4.62,10.20%,110.21,4.10%,5.25年,3.25年,5.90%,6.50%,5,-0.28%,-0.73%,-0.37%,-2.98%,-3.17%,89.31,90.24,29.63,119.87,-4.30%,51%,10%,16%,0.81,1.33,0.33,AA-,4.50%,19
67,景旺转债!,113512,2018-07-24,景旺电子,603228,电子,120.52,2.57%,0.17%,60.3,2.74%,80,13.40%,49.85,6.38,21.00%,120.96,-0.40%,5.23年,3.23年,2.00%,2.40%,5,-1.20%,-1.65%,-1.29%,-4.34%,-4.54%,90.98,92.68,28.29,120.96,-0.40%,38%,<2%,16%,1,1.08,0.93,AA,4.00%,9
68,博世转债,123010,2018-08-14,博世科,300422,城市公用设施,109.33,0.60%,0.86%,12.35,2.07%,4.5,1.00%,12.45,3.32,-0.80%,99.2,10.20%,5.23年,3.23年,9.80%,9.70%,4.3,0.70%,0.23%,0.61%,-1.53%,-1.74%,88.85,89.38,22.54,111.92,-2.30%,68%,16%,17%,0.7,0.71,0.71,AA-,4.70%,36
69,湖广转债,127007,2018-08-01,湖北广电,665,传媒娱乐,116.4,-1.10%,0.52%,9.07,-0.77%,20,1.20%,7.92,0.96,14.50%,114.52,1.60%,5.21年,3.21年,22.20%,25.50%,13.7,-0.48%,-0.94%,-0.57%,-3.29%,-3.51%,90.67,92,32.98,124.97,-6.90%,32%,<2%,17%,0.77,2.12,-0.43,AA+,4.20%,33
70,广电转债,110044,2018-07-24,广电网络,600831,传媒娱乐,158.73,-1.18%,1.27%,10.99,0.09%,46,17.10%,6.91,2.08,59.00%,159.04,-0.20%,5.21年,3.21年,2.20%,3.50%,1.7,-6.38%,-6.79%,-6.46%,-11.70%,-11.80%,90.73,92.25,72.76,165,-3.80%,42%,<2%,17%,0.94,1.67,0.28,AA,4.10%,8
