,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,CP/B,股价/转股价,转股价值,转股溢价率,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
11,绝味转债,113529,2019-04-02,绝味食品,603517,食品饮料,123.24,0.69%,1.15%,46.99,2.26%,20,1.70%,40.52,5.49,16.00%,115.97,6.30%,5.90年,3.90年,5.20%,6.00%,10,-0.70%,-1.24%,-0.81%,-4.17%,-4.34%,87.37,92.32,33.59,125.91,-2.10%,46%,16%,16%,0.81,0.9,0.73,AA,4.40%,15
12,视源转债,128059,2019-04-02,视源股份,2841,电子,114.297,-0.19%,-0.33%,73.2,-0.76%,6.4,0.60%,76.25,14.69,-4.00%,96,19.10%,5.90年,3.90年,2.00%,1.90%,9.4,0.00%,-0.43%,-0.09%,-2.36%,-2.54%,86.51,87.96,20.95,108.9,5.00%,56%,23%,16%,0.68,-0.73,2.14,AA,4.60%,15
13,中鼎转2,127011,2019-04-04,中鼎股份,887,汽车,118.901,1.29%,-0.90%,13.09,0.54%,23,1.60%,11.99,1.77,9.20%,109.17,8.90%,5.89年,3.89年,7.50%,8.20%,12,-0.47%,-0.94%,-0.57%,-3.27%,-3.45%,87.97,90.89,30.05,120.94,-1.70%,42%,14%,17%,0.73,0.9,0.57,AA+,4.30%,16
14,拓邦转债,128058,2019-04-08,拓邦股份,2139,电子,120.3,-1.39%,1.03%,6.68,-0.45%,100,14.60%,5.64,2.59,18.40%,118.44,1.60%,5.89年,3.89年,8.40%,10.00%,5.7,0.39%,-0.27%,0.25%,-3.35%,-3.57%,88.29,96,34.02,130.02,-7.50%,59%,<2%,16%,0.8,2.1,-0.35,AA,4.40%,43
15,博彦转债,128057,2019-04-02,博彦科技,2649,计算机及应用,114.34,0.55%,-0.39%,10.18,0.20%,53,8.10%,8.9,1.93,14.40%,114.38,0.00%,5.88年,3.88年,10.80%,12.30%,5.8,0.49%,-0.04%,0.38%,-2.32%,-2.50%,87.5,91.57,32.98,124.55,-8.20%,74%,<2%,16%,0.82,2.21,-0.41,AA-,4.40%,42
16,贵广转债,110052,2019-03-29,贵广网络,600996,传媒娱乐,122.87,-0.36%,-1.67%,10.44,-2.43%,28,1.40%,8.13,1.96,28.40%,128.41,-4.30%,5.88年,3.88年,14.70%,18.90%,16,-0.55%,-1.11%,-0.66%,-4.00%,-4.19%,88.63,94.09,43.28,137.38,-10.60%,41%,<2%,16%,0.84,3.15,-1.14,AA+,4.20%,36
17,万信转2,123021,2019-03-25,万达信息,300168,计算机及应用,121.96,-0.28%,-1.02%,16.38,-1.56%,12,0.80%,13.62,4.25,20.30%,120.26,1.40%,5.88年,3.88年,6.70%,8.00%,12,-0.53%,-1.06%,-0.63%,-3.94%,-4.11%,87.58,92.61,36.98,129.59,-5.90%,50%,<2%,16%,0.83,1.79,-0.03,AA,4.30%,15
18,中信转债,113021,2019-03-19,中信银行,601998,金融,108.13,-0.19%,-0.42%,6.54,-1.36%,72,0.20%,7.45,0.91,-12.20%,87.79,23.20%,5.88年,无权,12.50%,11.00%,400,1.70%,1.12%,1.58%,无权,无权,无权,95.13,14.1,109.23,-1.00%,23%,16%,17%,0.45,0.72,0.21,AAA,4.00%,37
19,富祥转债,123020,2019-03-29,富祥股份,300497,医药,128.88,-2.71%,-0.58%,24.3,-3.69%,47,8.70%,18.05,3.71,34.60%,134.63,-4.30%,5.87年,3.87年,7.70%,10.40%,4.2,-1.08%,-1.68%,-1.20%,-5.14%,-5.33%,88.42,95.27,47.95,143.22,-10.00%,64%,<2%,16%,0.89,2.89,-0.84,AA-,4.30%,42
20,长城转债,113528,2019-03-20,长城科技,603897,机械装备制造,109.45,-0.05%,-0.98%,25.19,-1.37%,4.3,0.60%,24.18,2.63,4.20%,104.18,5.10%,5.87年,3.87年,14.10%,14.70%,6.3,1.33%,0.78%,1.22%,-1.17%,-1.38%,87.18,91.06,26.36,117.42,-6.80%,56%,<2%,17%,0.75,1.65,-0.07,AA-,4.60%,34
21,今飞转债,128056,2019-03-22,今飞凯达,2863,汽车,111.51,1.35%,0.56%,7.58,2.43%,23,5.80%,6.8,2.71,11.50%,111.47,0.00%,5.86年,3.86年,12.90%,14.40%,3.7,1.52%,0.88%,1.39%,-1.55%,-1.78%,87.47,93.76,30.51,124.28,-10.30%,71%,<2%,17%,0.79,2.5,-0.71,A+,4.60%,45
22,中天转债,110051,2019-03-22,中天科技,600522,通信互联网,113.69,2.17%,4.04%,11.17,8.34%,443,9.90%,10.29,1.68,8.60%,108.55,4.70%,5.86年,3.86年,11.60%,12.60%,39.7,0.09%,-0.35%,0.01%,-2.25%,-2.43%,87.89,89.92,29.18,119.1,-4.50%,64%,16%,16%,0.74,1.55,0.01,AA+,4.30%,25
23,长青转2,128055,2019-04-03,长青股份,2391,石油天然气化工,126.2,-0.63%,-0.44%,14.76,-1.20%,20,1.70%,11.41,1.23,29.40%,129.36,-2.40%,5.86年,3.86年,17.20%,22.30%,9.1,-1.53%,-1.98%,-1.62%,-4.73%,-4.91%,88.18,91.04,46.22,137.26,-8.10%,31%,<2%,16%,0.89,2.45,-0.5,AA,4.20%,43
24,中来转债,123019,2019-03-22,中来股份,300393,能源电力,109.6,0.03%,-2.36%,21.12,-3.43%,7.7,0.70%,20.41,1.96,3.50%,103.48,5.90%,5.86年,3.86年,19.60%,20.30%,10,2.31%,1.58%,2.16%,-1.12%,-1.34%,86.98,95.47,24.39,119.86,-8.60%,47%,<2%,18%,0.68,1.97,-0.47,AA-,4.80%,52
25,中宠转债,128054,2019-03-14,中宠股份,2891,农业,109.75,1.41%,0.83%,35.95,3.19%,10,4.80%,37.97,5.18,-5.30%,94.68,15.90%,5.83年,3.83年,5.40%,5.10%,1.9,0.91%,0.43%,0.81%,-1.37%,-1.55%,86.05,88,20.1,108.09,1.50%,48%,20%,16%,0.7,-0.31,1.73,A+,4.90%,18
26,尚荣转债,128053,2019-03-07,尚荣医疗,2551,医药,120.78,0.05%,-1.54%,6.42,-1.68%,57,6.20%,4.94,1.51,30.00%,129.96,-7.10%,5.83年,3.83年,16.50%,21.50%,7.5,-0.81%,-1.27%,-0.90%,-3.76%,-3.93%,88.13,91,46.62,137.61,-12.20%,42%,<2%,16%,0.89,3.53,-1.34,AA,4.20%,61
27,维格转债,113527,2019-02-19,维格娜丝,603518,服装纺织,115.37,-0.45%,0.14%,17.69,-0.39%,12,1.30%,14.96,1.12,18.20%,118.25,-2.40%,5.77年,3.77年,23.40%,27.70%,7.5,0.80%,0.18%,0.68%,-2.62%,-2.81%,87.89,94.47,35.62,130.09,-11.30%,39%,<2%,18%,0.79,3.02,-1.13,AA,4.40%,46
28,联泰转债,113526,2019-02-18,联泰环保,603797,城市公用设施,114.71,0.19%,-0.25%,14.26,-0.07%,2.3,0.50%,12.31,2.49,15.80%,115.84,-1.00%,5.77年,3.77年,12.80%,14.90%,3.9,-0.56%,-0.91%,-0.63%,-2.58%,-2.75%,87.66,87.17,38.34,125.52,-8.60%,50%,<2%,18%,0.81,2.43,-0.61,AA,4.40%,21
29,平银转债,127010,2019-02-18,平安银行,1,金融,124.02,-0.55%,0.49%,14.34,-0.07%,69,0.20%,11.77,0.92,21.80%,121.84,1.80%,5.76年,无权,10.60%,12.90%,260,-0.88%,-1.42%,-0.99%,无权,无权,无权,94.66,38.36,133.02,-6.80%,29%,<2%,16%,0.77,2.31,-0.59,AAA,4.00%,45
30,冰轮转债,127009,2019-02-21,冰轮环境,811,机械装备制造,156.519,0.40%,-0.40%,10.27,0.00%,131,16.50%,5.52,1.28,86.10%,186.05,-15.90%,5.74年,3.74年,7.60%,14.10%,5.1,-5.27%,-5.70%,-5.35%,-10.10%,-10.20%,88.94,92.08,99.26,191.34,-18.20%,44%,<2%,17%,0.96,5.55,-2.62,AA,4.10%,28
31,凯龙转债,128052,2019-01-21,凯龙股份,2783,石油天然气化工,228.088,-6.90%,16.70%,20.93,9.98%,"1,532",190%,6.97,1.6,200%,300.29,-24.00%,5.67年,3.67年,4.70%,14.20%,3.3,-10.10%,-10.40%,-10.20%,-17.40%,-17.50%,89.5,92.71,212.44,305.15,-25.30%,79%,<2%,17%,0.98,8.05,-4.05,AA,4.00%,33
32,溢利转债,123018,2019-01-23,溢多利,300381,医药,116.254,0.20%,-0.78%,10.19,-0.68%,3.8,0.50%,8.41,1.71,21.20%,121.17,-4.10%,5.67年,3.67年,16.00%,19.40%,6.7,-0.15%,-0.63%,-0.24%,-2.93%,-3.12%,88.2,90.85,39.5,130.35,-10.80%,77%,<2%,17%,0.85,2.98,-0.98,AA-,4.40%,37
33,佳都转债,110050,2019-01-21,佳都科技,600728,计算机及应用,131.66,-1.27%,-1.13%,11.23,-2.60%,39,3.30%,7.95,3.72,41.30%,141.26,-6.80%,5.67年,3.67年,4.80%,6.80%,8.8,-2.51%,-2.94%,-2.59%,-6.06%,-6.23%,88.91,91.12,56.74,147.86,-11.00%,70%,<2%,16%,0.92,3.31,-1.12,AA,4.20%,25
34,海尔转债,110049,2019-01-18,青岛海尔,600690,家电,126.64,0.53%,-0.11%,17.87,0.51%,51,1.30%,14.55,2.52,22.80%,122.82,3.10%,5.67年,3.67年,2.60%,3.20%,30.1,-2.49%,-2.81%,-2.56%,-5.16%,-5.32%,89.15,88.42,42.04,130.46,-2.90%,32%,<2%,16%,0.82,1.46,0.24,AAA,4.00%,24
35,台华转债,113525,2019-01-11,台华新材,603055,服装纺织,114.44,-0.01%,0.74%,12.47,0.97%,7.4,1.20%,11.56,2.53,7.90%,107.87,6.10%,5.66年,3.66年,7.80%,8.40%,5.3,0.13%,-0.35%,0.04%,-2.54%,-2.72%,87.88,90.35,28.95,119.31,-4.10%,47%,13%,17%,0.76,1.24,0.32,AA,4.50%,10
36,奇精转债,113524,2019-01-07,奇精机械,603677,家电,108.73,0.70%,0.65%,15.38,1.92%,4.1,1.10%,14.76,3,4.20%,104.2,4.30%,5.66年,3.66年,10.90%,11.40%,3.3,1.53%,0.95%,1.41%,-1.22%,-1.41%,87.59,92.22,25.86,118.07,-7.90%,60%,8%,18%,0.71,1.99,-0.43,AA,4.60%,51
37,光华转债,128051,2019-01-09,光华科技,2741,汽车,106.3,0.03%,-1.82%,15.93,-2.75%,1.3,0.50%,17.03,5.3,-6.50%,93.54,13.60%,5.66年,3.66年,4.20%,3.90%,2.5,1.59%,1.07%,1.49%,-0.49%,-0.71%,87.16,89.14,19.51,108.65,-2.20%,37%,12%,17%,0.65,0.49,0.82,AA-,4.90%,24
38,钧达转债,128050,2018-12-27,钧达股份,2865,汽车,108.37,-0.03%,-0.47%,21.8,-0.77%,4.6,1.30%,21.74,3.06,0.30%,100.28,8.10%,5.64年,3.64年,12.10%,12.10%,3.2,2.48%,1.74%,2.34%,-0.98%,-1.20%,87.26,95.33,21.74,117.07,-7.40%,66%,8%,18%,0.64,1.64,-0.25,AA-,4.90%,73
39,伟明转债,113523,2018-12-26,伟明环保,603568,城市公用设施,117.09,0.59%,-0.14%,27.19,0.55%,1.3,0.20%,23.92,5.65,13.70%,113.67,3.00%,5.64年,3.64年,3.60%,4.10%,6.7,-0.28%,-0.76%,-0.37%,-3.14%,-3.32%,88.3,90.95,32.47,123.42,-5.10%,43%,<2%,16%,0.81,1.58,0.11,AA,4.40%,27
40,福能转债,110048,2018-12-28,福能股份,600483,能源电力,120.24,-0.24%,-1.00%,10.02,-1.57%,25,0.70%,8.69,1.23,15.30%,115.3,4.30%,5.64年,3.64年,18.20%,21.00%,28.3,-0.91%,-1.36%,-1.00%,-3.83%,-4.01%,88.87,90.99,33.82,124.81,-3.70%,29%,<2%,16%,0.79,1.4,0.23,AA+,4.20%,9
41,华源转债,128049,2018-12-20,华源控股,2787,造纸包装印刷,115.41,0.25%,-1.71%,8.71,-1.80%,5.8,1.20%,7.57,1.74,15.10%,115.06,0.30%,5.61年,3.61年,14.80%,17.00%,4,0.05%,-0.45%,-0.05%,-2.74%,-2.94%,88.35,90.98,35.24,126.22,-8.60%,75%,<2%,18%,0.81,2.28,-0.49,AA-,4.50%,60
42,旭升转债,113522,2018-12-11,旭升股份,603305,汽车,114,0.11%,-0.96%,31.02,-1.21%,6.9,1.40%,29.86,8.5,3.90%,103.88,9.70%,5.60年,3.60年,3.40%,3.50%,4.2,0.98%,0.35%,0.86%,-2.48%,-2.67%,87.8,93.98,22.79,116.77,-2.40%,63%,12%,16%,0.7,0.77,0.65,AA,4.60%,16
43,山鹰转债,110047,2018-12-10,山鹰纸业,600567,造纸包装印刷,116.85,-0.07%,-1.10%,3.94,-1.50%,67,2.50%,3.34,1.15,18.00%,117.96,-0.90%,5.59年,3.59年,12.70%,15.00%,23,0.26%,-0.32%,0.14%,-3.12%,-3.31%,89.03,94.45,33.62,128.07,-8.80%,29%,<2%,16%,0.78,2.59,-0.8,AA+,4.20%,69
44,寒锐转债,123017,2018-12-24,寒锐钴业,300618,有色金属,116.03,-1.67%,-0.92%,89.74,-3.14%,10,2.00%,81.49,8.75,10.10%,110.12,5.40%,5.59年,3.59年,2.60%,2.80%,4.4,-0.79%,-1.15%,-0.86%,-2.99%,-3.17%,88.13,87.54,31.8,119.34,-2.80%,77%,<2%,16%,0.82,1.02,0.65,AA-,4.40%,42
45,圆通转债,110046,2018-12-18,圆通速递,600233,交通运输,125.69,1.35%,-0.24%,13.95,1.31%,243,5.30%,10.89,2.99,28.10%,128.1,-1.90%,5.59年,3.59年,9.30%,11.80%,36.5,-1.52%,-2.00%,-1.61%,-4.94%,-5.14%,89.52,92.55,43.79,136.34,-7.80%,60%,<2%,16%,0.85,2.48,-0.58,AA+,4.10%,37
46,桐昆转债,113020,2018-12-12,桐昆股份,601233,服装纺织,128.15,-0.26%,1.57%,17.1,1.48%,150,3.10%,12.63,1.5,35.40%,135.39,-5.30%,5.59年,3.59年,12.20%,16.50%,38,-2.25%,-2.65%,-2.33%,-5.55%,-5.72%,89.17,90.66,51.47,142.13,-9.80%,48%,<2%,16%,0.89,3.07,-0.99,AA+,4.10%,31
47,特发转债,127008,2018-12-25,特发信息,70,通信互联网,198.61,1.58%,1.87%,16.61,3.49%,"1,049",126%,6.78,1.9,145%,244.99,-18.90%,4.58年,2.58年,4.00%,9.90%,4.2,-11.20%,-11.50%,-11.20%,-14.20%,-14.30%,91.8,93.29,154.9,248.19,-20.00%,60%,<2%,17%,0.99,6.21,-3,AA,4.00%,45
48,科森转债,113521,2018-12-07,科森科技,603626,通信互联网,125.87,10.00%,-1.57%,11.34,9.99%,246,33.60%,8.95,2.12,26.70%,126.7,-0.70%,5.58年,3.58年,12.90%,16.40%,6.1,-1.53%,-2.01%,-1.63%,-5.01%,-5.20%,89,91.9,44.31,136.21,-7.60%,63%,<2%,18%,0.85,2.27,-0.41,AA,4.30%,61
49,张行转债,128048,2018-11-29,张家港行,2839,金融,117.996,0.00%,-0.75%,7.01,-0.99%,37,1.30%,6.06,1.22,15.70%,115.68,2.00%,5.57年,无权,19.70%,22.80%,25,-0.58%,-1.04%,-0.67%,无权,无权,无权,91.15,35.38,126.53,-6.70%,56%,<2%,18%,0.77,2.07,-0.39,AA+,4.20%,28
50,百合转债,113520,2018-11-26,梦百合,603313,其他,135.99,-1.46%,-0.37%,27.35,-1.97%,8.2,1.20%,19.03,2.66,43.70%,143.72,-5.40%,5.56年,3.56年,7.70%,11.10%,5.1,-2.92%,-3.40%,-3.02%,-7.01%,-7.19%,89.47,92.59,58.02,150.6,-9.70%,41%,<2%,16%,0.93,2.97,-0.84,AA-,4.20%,21
51,洲明转债,123016,2018-12-03,洲明科技,300232,电子,136.404,-0.42%,-1.07%,13.42,-1.61%,7,0.90%,9.45,3.42,42.00%,142.01,-3.90%,5.55年,3.55年,5.40%,7.60%,5.5,-2.96%,-3.44%,-3.06%,-7.03%,-7.23%,89.69,92.66,56.45,149.1,-8.50%,69%,<2%,16%,0.92,2.66,-0.6,AA-,4.20%,18
52,长久转债,113519,2018-11-30,长久物流,603569,交通运输,117.79,0.07%,-0.57%,14.06,-0.64%,9.7,1.20%,11.99,2.77,17.30%,117.26,0.40%,5.55年,3.55年,8.90%,10.40%,7,0.43%,-0.20%,0.31%,-3.30%,-3.50%,88.77,95.28,33.21,128.49,-8.30%,52%,<2%,17%,0.79,2.29,-0.54,AA,4.40%,22
53,光电转债,128047,2018-12-07,中航光电,2179,机械装备制造,116.4,-0.51%,1.00%,40.9,0.69%,1.2,0.10%,40.26,5.51,1.60%,101.59,14.60%,5.55年,3.55年,4.00%,4.10%,13,-1.03%,-1.36%,-1.10%,-3.13%,-3.31%,88.64,87.47,25.07,112.55,3.40%,34%,24%,16%,0.71,-0.16,1.57,AA+,4.30%,7
54,利尔转债,128046,2018-11-09,利尔化学,2258,石油天然气化工,113.5,-0.96%,0.05%,17.14,-1.44%,2,0.20%,18.62,3.3,-7.90%,92.05,23.30%,5.50年,3.50年,9.50%,8.70%,8.5,-0.03%,-0.47%,-0.12%,-2.43%,-2.62%,87.77,88.3,17.69,105.99,7.10%,41%,27%,16%,0.63,-1.16,2.51,AA,4.70%,12
55,顾家转债,113518,2018-10-09,顾家家居,603816,其他,117.98,1.11%,0.70%,55.91,2.40%,24,1.90%,52.2,5.27,7.10%,107.11,10.20%,5.40年,3.40年,4.60%,4.90%,11,-0.43%,-0.93%,-0.53%,-3.56%,-3.75%,88.91,91.41,26.68,118.09,-0.10%,39%,18%,16%,0.76,0.4,1.11,AA,4.50%,6
56,机电转债,128045,2018-09-14,中航机电,2013,航空航天,116.98,-0.15%,-0.28%,8.09,-0.61%,21,0.90%,7.66,3.12,5.60%,105.61,10.80%,5.36年,3.36年,7.20%,7.60%,21,-1.16%,-1.50%,-1.23%,-3.44%,-3.62%,90.24,89.5,26.57,116.06,0.80%,55%,18%,16%,0.69,0.58,0.82,AAA,4.00%,13
57,岭南转债,128044,2018-09-04,岭南股份,2717,城市公用设施,110.039,0.03%,-1.53%,9.33,-2.00%,5.4,0.70%,8.96,2.09,4.10%,104.13,5.70%,5.32年,3.32年,6.90%,7.20%,6.6,0.36%,-0.06%,0.27%,-1.73%,-1.92%,88.98,89.09,25.69,114.77,-4.10%,66%,<2%,16%,0.75,1.28,0.27,AA,4.50%,31
58,蓝盾转债!,123015,2018-09-13,蓝盾股份,300297,计算机及应用,134.5,1.80%,-0.25%,7.85,1.55%,17,10.20%,5.82,1.64,34.90%,134.88,-0.30%,5.32年,3.32年,1.30%,1.70%,1.2,-3.23%,-3.66%,-3.32%,-7.23%,-7.41%,90.67,92.36,42.52,134.88,-0.30%,37%,<2%,16%,1,1.06,0.94,AA,4.00%,39
59,曙光转债,113517,2018-08-23,中科曙光,603019,计算机及应用,121.71,-0.20%,-0.04%,59.13,-0.29%,38,2.80%,51.28,9.02,15.30%,115.31,5.60%,5.30年,3.30年,2.90%,3.40%,11.2,-1.37%,-1.81%,-1.46%,-4.53%,-4.73%,89.68,90.81,33.65,124.46,-2.20%,60%,13%,16%,0.82,0.99,0.67,AA,4.40%,4
60,东音转债,128043,2018-08-27,东音股份,2793,机械装备制造,114.09,0.00%,0.00%,12.61,0.00%,0,0.00%,11.43,2.7,10.30%,110.32,3.40%,5.29年,3.29年,10.70%,11.80%,2.7,0.24%,-0.29%,0.13%,-2.72%,-2.92%,89.21,91.76,29.62,121.38,-6.00%,69%,<2%,17%,0.78,1.67,-0.02,AA-,4.50%,42
61,苏农转债,113516,2018-08-20,苏农银行,603323,金融,122.74,-1.00%,1.41%,7.53,0.53%,11,0.70%,6.34,1.03,18.80%,118.77,3.30%,5.29年,无权,10.50%,12.40%,12.9,-1.15%,-1.66%,-1.25%,无权,无权,无权,93.3,36.33,129.63,-5.30%,48%,12%,18%,0.77,1.77,-0.13,AA+,4.20%,28
62,凯发转债,123014,2018-08-21,凯发电气,300407,能源电力,117.6,-0.98%,-2.38%,9.31,-4.12%,2.2,0.60%,8.15,2.3,14.20%,114.23,2.90%,4.27年,2.27年,12.10%,13.80%,3.2,-1.68%,-2.08%,-1.76%,-5.60%,-5.77%,91.79,90.79,31.82,122.61,-4.10%,64%,<2%,18%,0.82,1.33,0.34,A+,4.60%,21
63,凯中转债,128042,2018-09-03,凯中精密,2823,能源电力,108,-0.18%,-0.69%,12.81,-1.39%,5,1.10%,13.25,2.95,-3.30%,96.68,11.70%,5.28年,3.28年,11.10%,10.80%,4.2,1.61%,1.02%,1.49%,-1.16%,-1.37%,88.65,92.32,19.23,111.55,-3.20%,66%,13%,17%,0.63,0.84,0.45,AA,4.70%,52
64,横河转债,123013,2018-08-20,横河模具,300539,机械装备制造,122.3,-1.45%,-0.91%,11.19,-2.78%,3,5.90%,9.26,5.08,20.80%,120.84,1.20%,5.27年,3.27年,1.70%,2.00%,0.4,-0.94%,-1.48%,-1.05%,-4.48%,-4.72%,90.29,93.13,37.96,131.09,-6.70%,77%,<2%,17%,0.85,1.92,-0.12,A+,4.50%,28
65,高能转债,113515,2018-08-27,高能环境,603588,城市公用设施,126.51,0.02%,-0.91%,11.76,-1.01%,4.7,0.50%,9.38,2.42,25.40%,125.37,0.90%,5.27年,3.27年,10.50%,13.20%,8.2,-2.11%,-2.55%,-2.20%,-5.65%,-5.84%,90.1,91.38,41.85,133.23,-5.00%,67%,<2%,16%,0.87,1.74,0.08,AA,4.30%,37
66,万顺转债,123012,2018-08-29,万顺股份,300057,造纸包装印刷,127.59,-1.10%,-0.67%,8.2,-2.03%,2.1,0.80%,6.47,1.06,26.70%,126.74,0.70%,5.25年,3.25年,4.70%,5.90%,2,-2.62%,-2.99%,-2.69%,-5.91%,-6.10%,89.95,89.52,45.67,135.2,-5.60%,41%,<2%,18%,0.87,1.82,0.01,AA-,4.30%,25
67,威帝转债,113514,2018-08-13,威帝股份,603023,汽车,112.15,1.39%,-1.27%,6.49,0.15%,9,4.00%,5.92,3.79,9.60%,109.63,2.30%,4.25年,2.25年,8.60%,9.40%,2,-0.14%,-0.63%,-0.24%,-3.77%,-3.94%,91.6,92.06,27.2,119.26,-6.00%,70%,<2%,18%,0.77,1.66,-0.03,A+,4.70%,46
68,德尔转债,123011,2018-08-14,德尔股份,300473,汽车,110.964,1.10%,-1.70%,37.73,-0.79%,23,3.70%,34.96,2.02,7.90%,107.92,2.80%,5.25年,2.75年,14.00%,15.10%,5.6,1.14%,0.54%,1.02%,-2.45%,-2.66%,90.66,93.25,26.93,120.18,-7.70%,44%,<2%,17%,0.75,1.96,-0.33,AA-,4.60%,45
69,盛路转债!,128041,2018-08-14,盛路通信,2446,通信互联网,166.985,2.13%,-0.19%,11.53,1.95%,61,31.40%,6.88,1.86,67.60%,167.59,-0.40%,5.24年,3.24年,1.10%,1.90%,1.2,-6.91%,-7.38%,-7.00%,-12.70%,-12.90%,91.13,94.45,73.14,167.59,-0.40%,52%,<2%,16%,1,1.08,0.93,AA,4.00%,18
